,index,int_val,rsq,rsq_adj,log_rsq_adj,slope_pval,log_rsq,log_int_pval,log_slope_val,log_int_val,slope_val,log_slope_pval,int_pval,subj_id
88,(wfpt.43),0.4049974760262247,0.00034407601120445275,0.0003395730160242749,0.00030303365968165075,2.319848628767801e-18,0.0003075422012961404,0.0,0.012653170009047516,1.1941183975293668,0.013518759974314811,1.4753189566698853e-16,0.0,s142
89,(wfpt.44),0.3104549744420473,0.0003466794427826603,0.00034204063722276246,0.00036328794645046347,5.4202446582157424e-18,0.0003679274284592582,0.0,0.016750171780417607,1.1653462891212931,0.015576369827454474,5.366352758731581e-19,0.0,s145
90,(wfpt.45),0.4860152902547086,7.228864605457463e-05,6.752704017576328e-05,0.0001432658961371125,9.768218801200457e-05,0.0001480343622074498,0.0,0.009356360160905483,1.217115053534572,0.006693516500590579,2.5249597272462046e-08,0.0,s149
91,(wfpt.46),0.4100254098240217,0.002499050715152329,0.002494597546153998,0.001294471062995517,6.604260930855553e-124,0.001298930863959824,0.0,0.02954164544634312,1.180379927343094,0.040617819479748546,2.9167128079336312e-65,0.0,s161
92,(wfpt.47),0.3421306673457494,1.1300250132850742e-05,6.638254684276923e-06,6.934727379148686e-05,0.11949792904228353,7.40097159276365e-05,0.0,0.007972377376556827,1.1817983604386102,0.003081643432047471,6.773930712564461e-05,0.0,s163
93,(wfpt.48),0.3774186511428883,0.00037659985092364234,0.000372024873577681,0.0003664169871773204,1.1682607536259694e-19,0.0003709920320658089,0.0,0.017646012856528566,1.1853487860423628,0.01752586158700633,2.1729751868414667e-19,0.0,s165
94,(wfpt.49),0.5341375937789583,0.0003466716759218391,0.00034241779576826836,0.00031271205535110536,1.7694554453676106e-19,0.000316973950986954,0.0,0.015964788573930834,1.2123008726677509,0.01632407424266478,6.502915511950969e-18,0.0,s168
95,(wfpt.5),0.26388076227445245,0.004071063103907813,0.004066263400118397,0.004059777966864964,4.278210961149405e-186,0.004064577817569304,0.0,0.04920970632103906,1.121650072475671,0.04909600316079498,8.500410984475828e-186,0.0,s014
96,(wfpt.50),0.26329392498347615,0.0003238569970223093,0.0003192712845708767,0.0007443460460431206,4.349850231514436e-17,0.0007489298296280422,0.0,0.025660896850390698,1.1421390903087942,0.017131788131889977,2.1240595090732663e-37,0.0,s170
97,(wfpt.51),0.2734734261018219,0.0010705752587397699,0.001066250851494921,0.0008801098583861577,9.422149848902001e-56,0.0008844350714396487,0.0,0.03004998284959574,1.1467055443409635,0.03210678138524473,2.2977316048392898e-46,0.0,s173
98,(wfpt.52),0.30417683772960397,0.0009253921055204506,0.0009207667172859146,0.000919044567863625,2.1149699983943926e-45,0.0009236700283139498,0.0,0.02551802052900127,1.1597509100689243,0.024804305855953678,2.5536165107397057e-45,0.0,s179
99,(wfpt.53),0.32349703435535193,0.0010703683402458752,0.0010662827050600399,0.0008081789443016296,6.805989362182485e-59,0.0008122661366289918,0.0,0.023573004518885794,1.164794085176149,0.025775373500558037,4.108688424955665e-45,0.0,s180
100,(wfpt.54),0.42588624226033833,0.0004219112210904763,0.00041755572305213207,0.0003717898542544562,7.485902273775024e-23,0.0003761481344048967,0.0,0.01502399690059942,1.1986218914745193,0.015880400380699017,1.553820807986876e-20,0.0,s182
101,(wfpt.55),0.30427121803875323,0.000584111195326642,0.0005796394958537121,0.0008032559674978623,3.0509829844248064e-30,0.0008077275667712769,0.0,0.021624842362828755,1.1599390295541516,0.01865763890953582,3.654135358301552e-41,0.0,s184
102,(wfpt.56),0.3019193985330296,0.0012086737221720378,0.001203894770573033,0.0013156709064177097,6.489142120531503e-57,0.0013204493917909899,0.0,0.03302622476186137,1.1456758482005713,0.031779596276672366,5.185750348050064e-62,0.0,s187
103,(wfpt.57),0.4744129428796797,0.0006138000009233702,0.0006092365519422271,0.00048164603317013555,4.329422674328955e-31,0.0004862118994534148,0.0,0.018291363454698027,1.2069647204033442,0.020635580626741958,5.839322540601865e-25,0.0,s190
104,(wfpt.58),0.43304865110103874,3.9593709758922735e-05,3.53655116078766e-05,7.562584932663263e-05,0.0022128884499916413,7.985620260531068e-05,0.0,0.006884309934077517,1.2117141651899999,0.004718478939708155,1.3948465792549528e-05,0.0,s192
105,(wfpt.59),0.41278344582250515,1.0195553268643742e-05,4.9323936330836204e-06,5.5129962082123285e-06,0.16397945881158824,1.112520443924403e-05,0.0,0.002191403370018773,1.179615359346991,0.0034861238120838193,0.15914773598383583,0.0,s196
106,(wfpt.6),0.2688098608981434,0.001589897845016508,0.0015854206295161655,0.0014748502819721399,3.770190609418923e-79,0.001479328254354817,0.0,0.03007809527209647,1.1432080664777025,0.030569981532398028,9.088701585509486e-74,0.0,s015
107,(wfpt.60),0.7773948806129516,1.5715862535015113e-05,1.1261549872298993e-05,0.00016403852503343863,0.06033326973378302,0.00016852946514789302,0.0,0.01197972943430905,1.2608392256482814,0.003005303460095993,9.03275597321893e-10,0.0,s198
108,(wfpt.61),0.23689613846039706,0.00503223280490539,0.005027720438502081,0.004584143442006083,6.678717613425949e-244,0.004588658270566759,0.0,0.05056824096393435,1.110525565531085,0.0530321314578143,1.6141065755263988e-222,0.0,s205
109,(wfpt.62),0.2937707788440377,0.0002944632989871909,0.00029000028799286426,0.0003250604953505265,4.581280015932389e-16,0.00032952388782603315,0.0,0.01466653907157335,1.166283509832971,0.013729400916750652,8.57577377648001e-18,0.0,s206
110,(wfpt.63),0.36799218447895576,0.0018230128057458161,0.001818536635613488,0.0019457582004813734,1.7349731459166135e-90,0.0019502390042964723,0.0,0.031124463179957144,1.1633403140253362,0.03140054399443012,1.453397504430945e-96,0.0,s207
111,(wfpt.64),0.5008991512203783,0.0033303406376310463,0.003325830779354777,0.0036624910685616463,2.40505623186727e-162,0.0036670033236484434,0.0,0.05387653765869087,1.162856518937097,0.052802002945334936,1.998746652258672e-178,0.0,s209
112,(wfpt.65),0.46445589152143085,2.665078834074297e-05,1.9730461767286656e-05,2.7237374918498425e-05,0.0497156409694327,3.4157649540622614e-05,0.0,-0.0071137823090886365,1.2430112816013579,-0.005283061679673408,0.02630619875705494,0.0,s212
113,(wfpt.66),0.5253897916914333,0.0016823012115224634,0.0016777426415868213,0.0017064143860774372,3.537633396092583e-82,0.00171097959998312,0.0,0.03510931343045849,1.1885286117051215,0.035834846941634496,1.995820830126611e-83,0.0,s216
