,index,slope_val,int_pval,log_int_pval,log_int_val,rsq,int_val,rsq_adj,log_slope_pval,log_rsq,slope_pval,log_rsq_adj,log_slope_val,subj_id
78,(wfpt.74),0.25525428354311114,0.0,0.0,0.9531973334349952,0.07852365946535256,0.5358575449997144,0.07851342061181665,0.0,0.06832302110614674,0.0,0.06831266890966581,0.2730655870541471,s259
79,(wfpt.75),0.010046345561558466,0.0,0.0,1.2466886859167436,7.33266149399725e-05,0.5177145073230569,6.209123129774508e-05,0.06640205736071,3.786320079435246e-05,0.010630130950062624,2.662741867787144e-05,0.007657961954363895,s262
80,(wfpt.76),0.025461898050681928,0.0,0.0,1.2148137334162064,0.0004548347510863193,0.47252570276197203,0.0004436036541487498,6.352802601001215e-08,0.0003286371111436148,1.9779042726790614e-10,0.00031740459622309203,0.024127471783800335,s265
81,(wfpt.77),0.021179507731704655,0.0,0.0,1.2332017827353678,0.0005243867117936674,0.46218330228113846,0.0005132811804120507,0.02680671870799946,5.448021382659096e-05,6.3908723394154174e-12,4.336946114569251e-05,0.006811028316530227,s269
82,(wfpt.78),0.1970285396434263,0.0,0.0,1.000799616756727,0.052056965452066395,0.40956383734450214,0.052046432517617425,0.0,0.04481501348560146,0.0,0.04480440008323128,0.2023731374513366,s273
83,(wfpt.79),0.000965200376263343,0.0,0.0,1.2218394937184238,8.721255533306049e-07,0.41376139063894335,-1.0239222786312396e-05,0.8382917224821222,4.6277119503113084e-07,0.779355399609767,-1.064858169308458e-05,0.0007237810361698741,s275
84,(wfpt.8),0.015842587329682585,0.0,0.0,1.2266039516904248,0.0002305873885719567,0.45784211665571856,0.00021941653098178637,0.007352066337558059,8.027695600576479e-05,5.54440318652121e-06,6.91044189319312e-05,0.009876166418134368,s026
85,(wfpt.80),0.30390244242604936,0.0,0.0,0.8795316805677917,0.12311486738487243,0.44086102824007,0.12310512400021267,0.0,0.12945578015230141,0.0,0.12944610722379368,0.3178119060641844,s277
86,(wfpt.81),0.06907927161904541,0.0,0.0,1.1621621232708959,0.004080059592531438,0.46453918281396095,0.004068993569504187,2.13767211866215e-71,0.0035407480808116176,5.240253261192003e-82,0.0035296760653010795,0.07147496789700622,s284
87,(wfpt.82),0.16277790454429195,0.0,0.0,1.0664593140679937,0.026709980422643165,0.4918936030239622,0.026699165848768525,0.0,0.022182351754823304,0.0,0.022171486872845536,0.16426518733409234,s285
88,(wfpt.83),0.2393995529699571,0.0,0.0,0.9607200282953726,0.07652192068055175,0.4607541551117056,0.07651160225914222,0.0,0.06860829788773537,0.0,0.0685978910439835,0.2499441623565778,s286
89,(wfpt.84),-0.0020688495628519406,0.0,0.0,1.2389460297183106,3.532838247610748e-06,0.45659361866030035,-7.578480527792308e-06,0.3522913656382711,9.613403336494741e-06,0.5728439390134688,-1.4978478757310398e-06,-0.003562349421247047,s291
90,(wfpt.85),-0.004565792727389436,0.0,0.0,1.2696943622279213,1.4975106498504864e-05,0.5714132885317419,3.8018397787720204e-06,0.2704922982505763,1.3567312028395229e-05,0.24699083199961167,2.3940295788005272e-06,-0.00502951683197718,s294
91,(wfpt.86),0.013889199638061194,0.0,0.0,1.2647621607614874,0.00015054049326301833,0.6072894679987306,0.000139305977212012,0.00868486955568325,7.73756906440326e-05,0.00025179390536994237,6.614035249807859e-05,0.011353051764290684,s295
92,(wfpt.87),0.11252382475253402,0.0,0.0,1.1373879057204714,0.014432224208410616,0.48011219159317337,0.014421273211990826,4.536883575623416e-150,0.007535820207587918,1.751579769353583e-286,0.007524792582754181,0.09818929693678506,s301
93,(wfpt.88),0.055685057556253664,0.0,0.0,1.2319380864689695,0.002906055894069448,0.6349686545928178,0.0028949768262668263,3.8187971548845774e-42,0.0020541043163437855,6.551326688739306e-59,0.0020430157822021178,0.05195225855260908,s305
94,(wfpt.89),0.009276795255370882,0.0,0.0,1.2391550736006587,0.0001302555308428932,0.47318827215299863,0.00011908355220136002,0.3422723467908738,1.0077343011616335e-05,0.0006391659612683615,-1.0959784328967714e-06,0.0026480433831272757,s307
95,(wfpt.9),0.010060007677828938,0.0,0.0,1.2367680651935935,9.56884824830917e-05,0.4663824507244778,8.457818768192737e-05,0.24078919001052054,1.5288837855620407e-05,0.003339304124806651,4.17764970528367e-06,0.004211133499278756,s027
96,(wfpt.90),0.08233722134684947,0.0,0.0,1.189713492410177,0.007417621531392471,0.5574365105111186,0.00740659259321097,6.583896319411291e-96,0.0047864518226446995,9.716646954127438e-148,0.004775393648594473,0.07158507089940794,s313
97,(wfpt.91),0.17945996740398398,0.0,0.0,1.0316059945939207,0.036289453545373496,0.43666737488563473,0.03627874541245446,0.0,0.032296689431736136,0.0,0.03228593693378545,0.18207700115188458,s314
98,(wfpt.92),-0.005049483619135023,0.0,0.0,1.2278832853275028,1.8283863250423416e-05,0.40566867325749684,7.172708378910819e-06,0.3441393677503368,9.944117851379275e-06,0.19957018772309587,-1.1671296860082947e-06,-0.003958219850325323,s326
99,(wfpt.93),0.08254202664223782,0.0,0.0,1.1704066523409482,0.007691579717710506,0.47170600655891703,0.007680553823576464,6.33500722717278e-89,0.004431615133276723,3.845869775439479e-153,0.00442055301650901,0.06754775314315033,s328
100,(wfpt.94),0.001316679622991286,0.0,0.0,1.2225527720212557,1.911761397854761e-06,0.4342162137080642,-9.199575389917669e-06,0.13006578629145574,2.546392941360498e-05,0.6782928460235802,1.4352854322274844e-05,0.004790931657899559,s329
101,(wfpt.95),0.0873380971981037,0.0,0.0,1.1741419159761899,0.007833106803789791,0.543022234225065,0.007822082482213832,6.488114551051595e-96,0.004786775188378223,6.216862106175086e-156,0.004775717017921011,0.08050976027048991,s334
102,(wfpt.96),0.0023062018106937924,0.0,0.0,1.2585904705695308,3.764636774428176e-06,0.5102142028227308,-7.4715284805737525e-06,0.32613052214757265,1.0833972865165187e-05,0.5627040478231217,-4.0211295737613284e-07,-0.003966260312810346,s336
103,(wfpt.97),0.16125274514834073,0.0,0.0,1.0767623759290827,0.030815395278310898,0.5327061804892711,0.030804626321170536,0.0,0.0318211296305565,0.0,0.03181037184849067,0.16525547526869566,s339
104,(wfpt.98),-0.0011329337904971391,0.0,0.0,1.222612636101471,1.010123154565612e-06,0.4291368467252145,-1.010122365174837e-05,0.2474050006813233,1.4865835769595215e-05,0.7630252154818636,3.754642919129303e-06,0.004435139266637146,s346
105,(wfpt.99),0.0036703480443503935,0.0,0.0,1.2535487082788712,1.1659602734748198e-05,0.5330148945494877,5.483742586687157e-07,0.4195225157531207,7.240757343596194e-06,0.3056588598294129,-3.870520231874508e-06,0.0029776864637028784,s357
