,index,int_pval,rsq_adj,slope_val,int_val,log_slope_val,log_slope_pval,rsq,log_rsq,slope_pval,log_int_pval,log_rsq_adj,log_int_val,subj_id
28,(wfpt.123),0.0,0.0002729131714749311,0.016067793986913832,0.4005061550646966,0.021681406167846903,3.4770392493596756e-07,0.0002931100862979541,0.0005244404499202826,0.0001393921019633855,0.0,0.0005042478006779261,1.1830436995303883,s430
29,(wfpt.124),0.0,0.0002123288997778472,0.01478015666856335,0.4476425398053868,0.013547464392120484,0.00310660377707185,0.00023232505312287266,0.00017486899352181506,0.0006535097554769572,0.0,0.00015487169100958376,1.2218646229248273,s441
30,(wfpt.125),0.0,0.00034663756183050953,0.016643802544964344,0.5419272687890041,0.012959550384280732,0.0017475911977252866,0.0003666310289485164,0.00019593852785237953,1.8536959518101675e-05,0.0,0.00017594164674772372,1.249277076881416,s449
31,(wfpt.126),0.0,8.584496140895403e-05,0.010663573307782052,0.48939371249940633,0.011175919101998708,0.02415140236457768,0.00010584364448329442,0.00010167445258668639,0.021421170697672305,0.0,8.167568612515996e-05,1.2355696317273266,s451
32,(wfpt.127),0.0,-1.7864741478579305e-05,-0.0017422616314616227,0.503748070952422,-0.0016621111878424716,0.7755294233331402,2.136015831433191e-06,1.6262874877881472e-06,0.7438222544719868,0.0,-1.8374480017069317e-05,1.2533224436076988,s453
33,(wfpt.128),0.0,-1.065536898048336e-06,0.004589183457688181,0.5108578120736742,0.010039628014237703,0.03606741546237671,1.9136912960182606e-05,8.87700770928479e-05,0.3304232330711184,0.0,6.856821775214073e-05,1.2327914359571226,s456
34,(wfpt.129),0.0,0.0007998455576672114,0.02424444654853481,0.5623445755334442,0.023330114518842843,1.2759716842212893e-10,0.0008198299604440518,0.0008265996010019538,1.5174242081748826e-10,0.0,0.0008066153336233617,1.2440905222027656,s467
35,(wfpt.13),0.0,3.981407571285178e-05,-0.008641354777118172,0.4989553791512806,-0.010518126070140466,0.043240546495809336,5.981367942331506e-05,8.17202084189006e-05,0.08374789740955402,0.0,6.17210428565107e-05,1.2625442711875705,s042
36,(wfpt.130),0.0,-1.99528401974014e-05,-0.0002249790243561492,0.4536659481685186,-0.0012114323023069695,0.7985868711018427,4.795887542652366e-08,1.3023639980902502e-06,0.9609451319990653,0.0,-1.8698409985473674e-05,1.2390185588287952,s469
37,(wfpt.131),0.0,0.00018474128792755895,0.012909686224311018,0.5777018975776878,0.01211480282899527,0.0018375210463705321,0.00020514609738730982,0.00019805482090029525,0.001521267145159075,0.0,0.00017764986671475747,1.2601914181737643,s471
38,(wfpt.132),0.0,0.00016874450785087092,-0.015144460633658414,0.48263360557803325,-0.015244756234690487,0.0037139847335213505,0.00018874153290115991,0.0001683665563411152,0.0021259361961242953,0.0,0.0001483691237750273,1.2639614783268411,s473
39,(wfpt.133),0.0,4.9993033529593944e-06,-0.004777368888765032,0.4989846103772253,-0.0037061980955445366,0.3896958430986762,2.5201630686755294e-05,1.4947933246967082e-05,0.26404324424993664,0.0,-5.254601240567425e-06,1.2540226176983817,s477
40,(wfpt.134),0.0,2.3344184302387383e-05,0.006274865646654144,0.5071221454525356,0.004489580707416341,0.2905732534263907,4.334411741735433e-05,2.2340135457765697e-05,0.14098781686682338,0.0,2.3397822463966378e-06,1.2479221574746409,s481
41,(wfpt.135),0.0,5.89084294477793e-06,0.006056271182325008,0.45644398908937445,0.0030530690136345434,0.590774253408838,2.589112513351477e-05,5.783007413606711e-06,0.2552187900676509,0.0,-1.4217676953531821e-05,1.2340280642372752,s484
42,(wfpt.136),0.0,0.0020496476328094593,0.048323043004392253,0.4917122151331911,0.04324462052111108,1.968420250855951e-16,0.0020696070390449073,0.0013518334131334964,2.4978599205088774e-24,0.0,0.0013318596508513636,1.2022745062098625,s489
43,(wfpt.137),0.0,2.1320767347621228e-05,0.006495110599938315,0.38422259621334887,0.005792794183946678,0.2125588560430979,4.1320740931660715e-05,3.107931042434231e-05,0.15061842936926703,0.0,1.1079132003488645e-05,1.2072154950682563,s492
44,(wfpt.138),0.0,-1.1477131891535208e-06,0.0047063982958045715,0.653579017414391,0.004029563483413989,0.46322193694747604,1.8852709773531373e-05,1.0762445529777231e-05,0.3316107913069072,0.0,-9.238139244693855e-06,1.2891764137157231,s495
45,(wfpt.139),0.0,-1.0018177328152689e-05,-0.0033592517245536733,0.4321358130959669,-0.0013175699432862384,0.784943867898763,1.0184453395178927e-05,1.5044107158912468e-06,0.47770083951420517,0.0,-1.8698395368943466e-05,1.2318584907629213,s500
46,(wfpt.14),0.0,-1.9904751361377038e-05,-0.0003389216943232697,0.3411580052003116,0.0009579980896082252,0.8474442692947164,9.604674955365766e-08,7.402408574996855e-07,0.9447530789884266,0.0,-1.9260544368959742e-05,1.202653442392913,s049
47,(wfpt.140),0.0,0.00901290419110412,0.08650261038061824,0.5343050464966654,0.08816551157861335,4.622847792363017e-107,0.009032724329423036,0.009615066889559043,1.1491446974993338e-100,0.0,0.009595258398557238,1.1636327428237498,s501
48,(wfpt.141),0.0,0.00023971326860994235,0.01807719419610384,0.43102551300433567,0.014358982908492357,0.010713350188689524,0.0002597088742566367,0.00013024315133292053,0.0003137480973044987,0.0,0.00011024495626821285,1.216476440726625,s502
49,(wfpt.142),0.0,3.59516257116832e-05,0.008518176104577575,0.4513205141097442,0.0031767273785562877,0.556384788161361,5.5951306672685774e-05,6.920372063290436e-06,0.09441119279517549,0.0,-1.3080289555711389e-05,1.2348572146700172,s504
50,(wfpt.143),0.0,3.438373555997298e-05,0.006700144038534216,0.7078308850283246,0.0051058922013590205,0.18431621239989568,5.458546925685148e-05,3.560742199704148e-05,0.10022760522846742,0.0,1.540489674145551e-05,1.2991225731214469,s505
51,(wfpt.144),0.0,-2.0000155731558777e-05,-2.684515052900696e-05,0.5309251041292935,0.0009266660592581188,0.8620405118042708,6.442875122303349e-10,6.04000780390912e-07,0.9954715277090835,0.0,-1.939678717111093e-05,1.2587116758062602,s507
52,(wfpt.145),0.0,9.804810414459908e-06,-0.005679571935699868,0.42833757260900795,-0.006622059824769155,0.16935079769411227,2.980501432225946e-05,3.77747898159253e-05,0.22218567773829057,0.0,1.7774745309950823e-05,1.237487339374582,s508
53,(wfpt.146),0.0,0.002352048648575744,0.036638030634743496,0.5725800791181579,0.037679210571930244,2.175049030758466e-28,0.002372002006669871,0.002439502422334816,1.1969588763331544e-27,0.0,0.0024195504143029734,1.2307863010462918,s509
54,(wfpt.147),0.0,8.71614463601178e-05,0.009846513838562923,0.5207717359588725,0.00596519962703522,0.15712248220190375,0.00010716010310429791,4.0035280752359625e-05,0.020627128900495287,0.0,2.00352814581084e-05,1.2504720358302155,s510
55,(wfpt.148),0.0,-1.747998403267559e-05,-0.001674195319791405,0.43445209480744246,-0.0024583631165210895,0.6156804428717846,2.5207655820480568e-06,5.039950437657481e-06,0.7225820617375958,0.0,-1.4960748791148504e-05,1.2355226078353845,s551
56,(wfpt.149),0.0,-4.196387735744267e-06,-0.003979874955748553,0.6257550027277838,-0.001233863883486959,0.7939858727140242,1.6212277673566255e-05,1.3917680204977856e-06,0.3727827436764448,0.0,-1.90171998606381e-05,1.279087126268782,s556
57,(wfpt.15),0.0,0.00036324512730478986,0.025871877211327984,0.47832820756065575,0.021344904537125592,0.0014556605325712717,0.00038323826226493996,0.00020266785615308258,1.1991502063517446e-05,0.0,0.00018267110964043098,1.2212915942108333,s060
58,(wfpt.16),0.0,-6.0218539505996205e-06,0.004613057332979115,0.44754311044731687,0.0037881804311192084,0.5379696069672284,1.3978666496883285e-05,7.586667647441203e-06,0.4031524592778485,0.0,-1.2413980644998546e-05,1.2303317792201467,s062
59,(wfpt.17),0.0,-2.0062475276638736e-05,0.0004120251694001288,0.3947337544157127,0.00048423148197977717,0.9256518961382443,1.4035836592984907e-07,1.7592852163961226e-07,0.9335724516670678,0.0,-2.002690440239263e-05,1.217811536258464,s063
60,(wfpt.18),0.0,0.0002254560413312845,-0.014880353088681372,0.5229148770942608,-0.011492439205219113,0.00799498770608767,0.0002454519321282156,0.0001406890707366104,0.0004594384224608155,0.0,0.00012069108459866751,1.2678078672207862,s065
61,(wfpt.19),0.0,4.023532323882417e-05,0.006156073397568743,0.603064696585394,0.005714704300919332,0.10079332183002154,6.0234918524249004e-05,5.38601569708419e-05,0.08266626327448381,0.0,3.386043418507345e-05,1.2744378134319136,s066
62,(wfpt.2),0.0,0.00012812801404615826,-0.013630514246603817,0.39292378819047374,-0.01444473841848147,0.008399790907462616,0.00014812585144252655,0.0001389211095124132,0.006498968804550233,0.0,0.00011892308801375595,1.2373380679077313,s009
63,(wfpt.20),0.0,7.010624003034316e-05,-0.010042791554197456,0.6346708023901546,-0.015435776253077328,0.005826991721741881,9.010523788544056e-05,0.0001520568749836526,0.033791161602746395,0.0,0.00013205911621083644,1.3060151953328538,s071
64,(wfpt.21),0.0,-1.6678532044345218e-05,0.001777350517890304,0.4854533062952097,0.0025731636583522857,0.5723524552220189,3.3222015408673755e-06,6.375542898395814e-06,0.683599534026011,0.0,-1.3625129617667042e-05,1.2430133895608781,s081
65,(wfpt.22),0.0,0.000527420608334328,0.025528885094934374,0.45991352798749907,0.023389315856218645,3.080615162470976e-06,0.0005474104597191776,0.00043524065288857994,1.6744102296387963e-07,0.0,0.00041524855801788885,1.214799285940669,s082
66,(wfpt.23),0.0,-8.706730571628185e-06,0.0042008914501745,0.5285595883060531,0.004124440983905811,0.48358528066737905,1.129384357434482e-05,9.81578629810631e-06,0.45238587215722936,0.0,-1.0184817410330282e-05,1.2537049018786206,s083
67,(wfpt.24),0.0,3.68058942983307e-05,0.007228091607031056,0.2857393055106619,0.013338150308347903,0.002160271884240135,5.680555817366706e-05,0.00018815400707894447,0.09193182275062396,0.0,0.0001681569702776109,1.1706998109856714,s084
68,(wfpt.25),0.0,0.0010176459359390044,0.031039946026100586,0.4482115504947633,0.02784511071785084,1.1037562065104606e-09,0.0010376259826211376,0.0007424090024550356,5.823293280211496e-13,0.0,0.0007224230511970742,1.206883024490684,s085
69,(wfpt.26),0.0,0.00021404926705370642,0.016065371884233695,0.650430961254119,0.013043278045374196,0.01192493553305581,0.00023445347837913744,0.00012901857654445958,0.0007001000290128876,0.0,0.00010861221339841798,1.278607924373956,s086
70,(wfpt.27),0.0,0.00020648810525591976,0.014865122723473935,0.6592710213073172,0.009960438040763187,0.0486561913698376,0.000226484375419167,7.774437217555885e-05,0.0007647320107185533,0.0,5.774512709322277e-05,1.2854872759423868,s089
71,(wfpt.28),0.0,0.001130776317852633,0.036254527419175266,0.3512984187306044,0.03442334377893397,2.086260369854023e-11,0.0011507541018819234,0.0008974031999898768,3.265013259661661e-14,0.0,0.0008774203487398324,1.1712440951574163,s091
72,(wfpt.29),0.0,0.0005589532715237766,0.026899567467367966,0.4685246771770205,0.025390252360857846,4.333786885860829e-06,0.0005789424922426623,0.0004221567754978395,7.41153295539318e-08,0.0,0.0004021644189391438,1.2145318407437646,s092
73,(wfpt.3),0.0,0.00011537089826596514,0.013293294305749524,0.4479333651004983,0.010937123608916063,0.04744679197953461,0.00013536899080979214,7.859031460499821e-05,0.009277718282044007,0.0,5.859108644223898e-05,1.2242963276697574,s011
74,(wfpt.30),0.0,0.00012055872836902459,-0.01235949511526803,0.48728400108679015,-0.013508845875334241,0.005997319409229421,0.00014055671715418327,0.0001510183028261558,0.008024589176275632,0.0,0.00013102052328106684,1.263055589022283,s093
75,(wfpt.31),0.0,-1.9392421702901785e-05,0.0007714975415818873,0.3584256142697936,0.0029287392196673256,0.5105363953081731,6.083661612255042e-07,8.659746593697726e-06,0.8615478781456043,0.0,-1.1340880236465622e-05,1.2059176394221374,s094
76,(wfpt.32),0.0,0.0005561834348857264,0.022283181326173414,0.5294915639200357,0.01873499648604879,1.6286457955026795e-05,0.0005761727110025205,0.0003715627139401212,7.961154133518178e-08,0.0,0.0003515693454597679,1.2399061188023717,s097
77,(wfpt.33),0.0,3.6194903451858274e-05,-0.007048337805762972,0.6022961996717027,-0.00782871396667675,0.06424388020031126,5.619457954730844e-05,6.84868698979102e-05,0.09369779786877497,0.0,4.848743965812918e-05,1.2873383788510124,s098
78,(wfpt.34),0.0,-1.99645807281712e-05,-0.00020871623310656862,0.48869317036369725,-0.0027925938271836023,0.5884635859076803,3.621857935787176e-08,5.855277044441998e-06,0.9660571069083219,0.0,-1.4145405877297179e-05,1.2476748921280287,s103
79,(wfpt.35),0.0,-1.8181460065491706e-05,0.001500638081431872,0.3627613690833772,0.0011407689902974902,0.8240914438106716,1.8193035790092793e-06,9.882680257478071e-07,0.7629593418893067,0.0,-1.9012512240124124e-05,1.2096816225711238,s106
80,(wfpt.36),0.0,0.00018774994961356928,-0.014785919464761548,0.5094645856173817,-0.014487880208328335,0.002594427342749657,0.00020774659454747546,0.0001814481550463931,0.0012684453234107754,0.0,0.00016145098412267966,1.2699603552196113,s108
81,(wfpt.37),0.0,0.007111057241480645,0.07781896866965643,0.1369104806982952,0.08239776106003804,1.3589498067756613e-89,0.007130915417499328,0.008023873934518533,8.46248466642457e-80,0.0,0.008004033618384643,1.0469689034390601,s110
82,(wfpt.38),0.0,-9.870987293991718e-06,-0.0032045499711541078,0.6063364764293828,-0.002813861720921379,0.5180783197371696,1.0331640455829572e-05,8.439121953029982e-06,0.47453645144608136,0.0,-1.1763544030873874e-05,1.284205286008023,s111
83,(wfpt.39),0.0,-1.6917747690525786e-05,-0.0016961757709640334,0.3913829036665356,-0.0027145875972290345,0.5481720213484602,3.082990679192932e-06,7.212377088339217e-06,0.6946080680786406,0.0,-1.2788278690223365e-05,1.2238316800263782,s112
84,(wfpt.4),0.0,4.014681433961442e-06,-0.005174175882626362,0.5811402214661083,-0.007468166875936537,0.07169758911231237,2.4015001146682202e-05,6.487557769330188e-05,0.27318092940190236,0.0,4.4876075224853373e-05,1.2808627627957807,s012
85,(wfpt.40),0.0,3.27567907815185e-05,0.006983429252065599,0.5352435076649948,0.007161296884934037,0.11193864712897898,5.2756535640519076e-05,5.0533965324839336e-05,0.104350285897882,0.0,3.0534176012619874e-05,1.2487725328074322,s121
86,(wfpt.41),0.0,1.7797722946633066e-05,-0.007160776414257287,0.43514764049281784,-0.007807009796802579,0.16533231099603293,3.779776699297521e-05,3.849648548204243e-05,0.1692211455859265,0.0,1.8496455410632606e-05,1.2401847887216033,s128
87,(wfpt.42),0.0,-1.995115381614454e-05,-0.00025349895061105104,0.34624717638184976,-0.0012200958763789876,0.8161488096659393,4.964522282158157e-08,1.081188984008996e-06,0.9602649913806993,0.0,-1.8919589423349592e-05,1.206797371798177,s129
88,(wfpt.43),0.0,0.000204031544544514,0.014529150551284339,0.50989250099566,0.013428541233455413,0.0031751050379663476,0.00022402786383990403,0.00017407378659950457,0.0008170534475986282,0.0,0.00015407646818255127,1.2394606539466189,s142
89,(wfpt.44),0.0,0.007037645949536042,0.08870354142720915,0.19014723052501922,0.1015231698635981,7.234611441494076e-86,0.007057706200329972,0.007761533219807104,3.172491033023833e-78,0.0,0.007741487188315355,1.035485464777504,s145
90,(wfpt.45),0.0,-1.7494265730499947e-05,-0.0012135543437246862,0.5394314587777442,-0.0016554098321791555,0.6307701848822207,2.5064841696620377e-06,4.62057595129739e-06,0.723336661060163,0.0,-1.538013166535457e-05,1.2655883745075376,s149
91,(wfpt.46),0.0,2.2744886829517696e-05,0.006146574107034985,0.44287896826852224,0.005173197873980635,0.2446521433394734,4.2744831930674465e-05,2.7073253386245e-05,0.14376591521007145,0.0,7.072594811807775e-06,1.2244777597465815,s161
92,(wfpt.47),0.0,0.003759570795391909,0.06498801312705973,0.4822921082922751,0.06182485845304517,9.14073911102268e-31,0.003779496002480065,0.002656164268816763,4.467146626532773e-43,0.0,0.0026362165941952176,1.177348111728105,s163
93,(wfpt.48),0.0,0.00045294796628780887,0.023632821354071482,0.5512991988960164,0.02367653016452531,2.6790603434998394e-05,0.0004729393071551957,0.0003526144779307794,1.1546330331993913e-06,0.0,0.0003326207304704676,1.2395440029453275,s165
94,(wfpt.49),0.0,0.0006717613273037326,0.026522359538979176,0.38225642693874573,0.022423907588756994,1.6587208392567581e-06,0.0006917482918163964,0.00045900974651835735,4.053947644097362e-09,0.0,0.0004390181270486071,1.1937654546868763,s168
95,(wfpt.5),0.0,1.9942960849506086e-05,-0.0064066849873228296,0.6584804323082525,-0.0022868785198590274,0.6322690637721421,4.014498628512886e-05,4.62678456514265e-06,0.15864271764817145,0.0,-1.557759118164803e-05,1.2885227471653353,s014
96,(wfpt.50),0.0,-1.4641288212269288e-05,0.0022615782350526733,0.39650332673942756,0.006578601739386066,0.13618132267228694,5.359404627314213e-06,4.4412963289275353e-05,0.6047051665904946,0.0,2.441305155209683e-05,1.2110945125410306,s170
97,(wfpt.51),0.0,6.953447493573961e-06,-0.005797839108143667,0.47997520876845984,-0.005282605263841944,0.3281734554730441,2.695370842975553e-05,1.9122613936328747e-05,0.24569178507168754,0.0,-8.778036280077117e-07,1.2508113376674612,s173
98,(wfpt.52),0.0,1.2933031494632985e-05,-0.006744146467449905,0.5286457171713581,-0.005152528955414022,0.3483514388238279,3.2933172836813185e-05,1.7589792328021048e-05,0.19942185453277486,0.0,-2.4106558940140133e-06,1.264377876522266,s179
99,(wfpt.53),0.0,8.318507061177982e-06,0.005694983530499532,0.7305970359000796,0.00810546366392697,0.11492804484690061,2.8318740695643108e-05,4.970451748076421e-05,0.23408168866859078,0.0,2.9704311558798047e-05,1.3004956293781706,s180
100,(wfpt.54),0.0,-2.0000783513163256e-05,-4.168549476265193e-06,0.39993184702393436,0.002778494195839129,0.548375857380234,1.6518564294187854e-11,7.205030480905705e-06,0.9992748881644462,0.0,-1.2795625444761427e-05,1.2148229357785056,s182
101,(wfpt.55),0.0,3.3365353505954154e-05,0.006120241337389632,0.4949821849000261,0.006979191120496525,0.05857346022358069,5.336508619346869e-05,7.154748386506427e-05,0.10237225336517937,0.0,5.154811483998323e-05,1.2429661370709177,s184
102,(wfpt.56),0.0,-1.4454798746399433e-05,0.002650200482814948,0.4774675429490537,0.0007686231181112252,0.8839849250167843,5.545890363278794e-06,4.2587130455462585e-07,0.5984886302130499,0.0,-1.9574920209652902e-05,1.242329015549796,s187
103,(wfpt.57),0.0,2.3997569034928112e-05,0.006912530449535263,0.4398441219318225,0.004960316878912574,0.3301916648131239,4.399748908190393e-05,1.8963688506623555e-05,0.13802749412095355,0.0,-1.0367322362814235e-06,1.229678085013895,s190
104,(wfpt.58),0.0,3.246762783692958e-05,0.007291786960113719,0.5048350734671236,0.0046309832300772125,0.31750534841873745,5.246737847930394e-05,1.998470155506471e-05,0.10530479838587709,0.0,-1.5698766953065046e-08,1.2484267413779697,s192
105,(wfpt.59),0.0,0.00011264165454716313,0.011386481965017138,0.7336228090209692,0.010220898530658704,0.043955519346225595,0.00013284180724404404,8.198602468834082e-05,0.01033760317124312,0.0,6.178484456043076e-05,1.3026263093115116,s196
106,(wfpt.6),0.0,5.7593332377647855e-06,-0.005136526945342041,0.42500584163433286,-0.008037537096536054,0.08177574829888058,2.5759618056730993e-05,6.058621795790309e-05,0.25642920507470124,0.0,4.058662969874671e-05,1.2313202502409664,s015
107,(wfpt.60),0.0,-2.0614539370633622e-05,7.397931044579283e-05,0.5260526692322374,0.00043539649543400394,0.9268878825865707,4.8675147246157735e-09,1.7361908299928785e-07,0.9877415292167637,0.0,-2.044578432291999e-05,1.2549119331346623,s198
108,(wfpt.61),0.0,-1.8618191080843616e-05,-0.001311364591861112,0.3879401526212713,-0.001719313925212719,0.7419742462724921,1.382581298448038e-06,2.168086386977741e-06,0.7926141024870474,0.0,-1.783267028154789e-05,1.2212447931173185,s205
109,(wfpt.62),0.0,-1.6147524164678018e-05,-0.0020292634611027652,0.4790547841183642,-0.002646796580815191,0.580107009077919,3.8531988002521445e-06,6.121521017643516e-06,0.6607195772263402,0.0,-1.3879156578910923e-05,1.2446232241775683,s206
110,(wfpt.63),0.0,-1.989727970319599e-05,-0.0003518852056485942,0.3854042669818579,-0.0011301247606585116,0.8240183847128872,1.0351825829868488e-07,9.891027684671982e-07,0.9426480485864774,0.0,-1.9011677480529343e-05,1.2191585422123428,s207
111,(wfpt.64),0.0,-1.0654852715896723e-05,-0.0030488649046680645,0.6453082414854852,-0.003018893912567721,0.4976051206512475,9.345760393464353e-06,9.20140857574303e-06,0.49424724492452987,0.0,-1.0799607456979388e-05,1.292737712831526,s209
112,(wfpt.65),0.0,-1.9435480667739924e-05,0.0008126232878454161,0.6343345426295794,0.0015667534450396758,0.7714646622187425,5.653080576983882e-07,1.6874184017856564e-06,0.8664896635898801,0.0,-1.831334788038319e-05,1.285051297478353,s212
