,index,log_rsq,log_int_val,rsq_adj,log_slope_pval,int_val,log_slope_val,slope_pval,int_pval,slope_val,rsq,log_rsq_adj,log_int_pval,subj_id
83,(wfpt.39),6.507467781080578e-06,1.2177739708650424,-6.626835644008011e-06,0.4848005033347087,0.36952869893906043,-0.003051280695137021,0.47818831471211154,0.0,-0.002997378079355713,6.706763828412399e-06,-6.826134348658641e-06,0.0,s112
84,(wfpt.4),4.867990407109168e-06,1.2430099790190157,-7.316172921933983e-06,0.545693980179289,0.4808303683908177,0.0023624316400487552,0.5017210965411438,0.0,0.00267082235718343,6.0174357416897806e-06,-8.465633583032428e-06,0.0,s012
85,(wfpt.40),8.319163002923347e-08,1.227035594254811,-1.326990177497045e-05,0.9370418637009789,0.41944727114618097,-0.00030483857574524313,0.9448582021227299,0.0,-0.0002574076180250664,6.378627281922178e-08,-1.325049615896745e-05,0.0,s121
86,(wfpt.41),9.016497067082518e-06,1.2400244348661094,-1.8652224806903206e-06,0.41089216584542143,0.472044049048436,0.0036718323898669736,0.35371077207045687,0.0,0.0038184139755558354,1.1468313502738248e-05,-4.317071607973233e-06,0.0,s128
87,(wfpt.42),1.598544697745119e-05,1.2369074928555661,4.1355830719957964e-06,0.2735460168975419,0.4253556683633217,-0.005780669914075456,0.25236827742195406,0.0,-0.0056602940590609364,1.746903904364938e-05,2.6519712240657967e-06,0.0,s129
88,(wfpt.43),1.4081946958510727e-06,1.237586586333009,-1.1965386794265953e-05,0.7451971916882292,0.4575310541036607,0.0015444480211421127,0.7487103395464789,0.0,0.001427678310818181,1.3682838597706137e-06,-1.1925475426055598e-05,0.0,s142
89,(wfpt.44),3.286198869301149e-05,1.2133857809844981,1.681185126345408e-05,0.11766150420500178,0.3555829368706706,-0.007668295316698659,0.13340407894632028,0.0,-0.007074822955944488,3.0234624564418056e-05,1.943925065961416e-05,0.0,s145
90,(wfpt.45),3.920216016561895e-05,1.2457730881401254,3.0366615133115005e-05,0.08640422610754489,0.4510589202651597,-0.007061558543132326,0.07023834583686688,0.0,-0.007103952312764503,4.36997213529855e-05,2.5868993976718713e-05,0.0,s149
91,(wfpt.46),6.246612118343542e-06,1.2485593821785912,-6.970284856855358e-06,0.4936864623549573,0.4779837823188358,-0.002420586471673501,0.48967762941345727,0.0,-0.0025684182202269793,6.363319194901962e-06,-7.086993489613391e-06,0.0,s161
92,(wfpt.47),2.740296645042939e-06,1.2590504315429296,-1.1183713630069647e-05,0.650305106190129,0.5406316705342447,0.0019936382667688386,0.6880167083071165,0.0,0.0016265458864915604,2.1499466016372537e-06,-1.0593355715071695e-05,0.0,s163
93,(wfpt.48),1.1875036823649765e-05,1.2558693234958291,2.293721512725e-08,0.34531385486266597,0.5006076683369464,-0.0028999384557873986,0.31689784016150185,0.0,-0.003078605967803358,1.3356448022694423e-05,-1.458493736672395e-06,0.0,s165
94,(wfpt.49),1.762824871753832e-05,1.2111948743833487,4.1326623853032984e-06,0.2502179794732263,0.3709885944018637,0.0035688783996089685,0.252407935455514,0.0,0.0035560969887585663,1.746611839581469e-05,4.29479486874218e-06,0.0,s168
95,(wfpt.5),3.972079253622418e-05,1.249875347747098,3.0016517498010487e-05,0.08435036760420131,0.5417966908351124,0.00854885917453864,0.07137187483202571,0.0,0.008742943271537516,4.334962838592471e-05,2.6387633262570098e-05,0.0,s014
96,(wfpt.50),2.2713594398870995e-05,1.2198334080656508,-1.4929803291430233e-06,0.1918332177729131,0.4235368799616879,0.005344465672377001,0.34601525981214976,0.0,0.0036235972773167244,1.1840550690922491e-05,9.380208356501996e-06,0.0,s170
97,(wfpt.51),6.835442430741523e-06,1.2617797741550076,-8.091617229810666e-06,0.47399702101026653,0.5308065795079226,-0.0031259226092225645,0.5306545000935439,0.0,-0.002543216221990362,5.242001773209104e-06,-6.498155325829202e-06,0.0,s173
98,(wfpt.52),1.4542331374545192e-05,1.2279817682046783,4.313550464929428e-06,0.2963280257992125,0.43865056066169883,0.005374606551598264,0.24996615137833963,0.0,0.005551860282066673,1.764700406359232e-05,1.208836379107403e-06,0.0,s179
99,(wfpt.53),4.0209966267745756e-07,0.917215088906651,-1.0271670042083514e-05,0.8621538620641507,-0.47922124811674827,-0.00044418267001760693,0.6317901131989484,0.0,-0.0011855196031949889,3.0619780286844644e-06,-1.2935140566439074e-05,0.0,s180
100,(wfpt.54),1.3758309192923868e-05,1.2238738099448343,-7.758859841722199e-06,0.30972551473493654,0.43040476397184263,0.005124027986342525,0.5178897202447821,0.0,0.0029619238614164954,5.574754724513298e-06,4.2480374362607876e-07,0.0,s182
101,(wfpt.55),4.4682030186926625e-08,1.2102695872265306,-1.2657620186651286e-05,0.9538377036438443,0.36039351164415123,0.00035511751926863705,0.8218448236806494,0.0,0.0011899368841979028,6.76059697224396e-07,-1.3289006272287907e-05,0.0,s184
102,(wfpt.56),1.968618333203498e-05,1.260849069156604,4.823624310090757e-06,0.22433406471551448,0.5515568310926751,0.003980565534648026,0.24323488812927566,0.0,0.003917511227403097,1.8157071107638423e-05,6.352756923178049e-06,0.0,s187
103,(wfpt.57),3.343657307131043e-05,1.2233749624743036,1.8951084327700762e-05,0.1132910755614211,0.38004304015317214,-0.0050809348077542685,0.11969677790039036,0.0,-0.00498426716217922,3.228434275659442e-05,2.0103330005794007e-05,0.0,s190
104,(wfpt.58),4.0569863578032717e-05,1.2570019921929652,2.0367830866674375e-05,0.08315515819994819,0.49358200750465164,-0.007313606010292035,0.11332925558642094,0.0,-0.006988333014608992,3.3881251753187236e-05,2.7056533080660472e-05,0.0,s192
105,(wfpt.59),3.220048283625321e-05,1.2840031043986762,1.766372667555416e-05,0.12523539240351833,0.6031096377754781,-0.006099835405157964,0.1302598015453575,0.0,-0.005911942366777449,3.1362302495452354e-05,1.85019184986146e-05,0.0,s196
106,(wfpt.6),1.2283187225126113e-06,1.2386585886666446,-1.2087204738442381e-05,0.7614980019827,0.4619348088829038,0.0014101070604846944,0.7597963142542628,0.0,0.0013314759489881697,1.246467539850471e-06,-1.210535379780886e-05,0.0,s015
107,(wfpt.60),3.2180460518560494e-08,1.259114131110318,-1.3244745330043273e-05,0.9612116498369693,0.5295593378992278,0.00017736058970100818,0.8705953318667089,0.0,0.0006127156563494295,3.610621603922226e-07,-1.3573631504559813e-05,0.0,s198
108,(wfpt.61),2.5443964823956833e-07,1.2282661627177247,-1.3100417142197784e-05,0.8901306878674052,0.41458249156788174,-0.0004443285941616859,0.8947730839684482,0.0,-0.00042293292975270624,2.3326864584394258e-07,-1.3079245857472444e-05,0.0,s205
109,(wfpt.62),5.3207004135913394e-08,1.270493867264906,-1.4182277153551581e-05,0.9511650596102439,0.5940520679437323,-0.00028150275056050555,0.9893605486156829,0.0,-6.117759117053347e-05,2.522379305425204e-09,-1.4132195461202812e-05,0.0,s206
110,(wfpt.63),1.3864758472426075e-06,1.2219058400294562,-1.2296978812775805e-05,0.7471020716621057,0.40138478532737926,0.0014383012668446465,0.7803704745643463,0.0,0.0011808674293551074,1.036696262612935e-06,-1.194719456432125e-05,0.0,s207
111,(wfpt.64),8.545570322260332e-06,1.2442836338354568,-7.70284447315639e-06,0.4233853898736345,0.4669678145383682,-0.0034849558117298826,0.515794192678942,0.0,-0.002777917649293631,5.6307693462320785e-06,-4.7880046321058245e-06,0.0,s209
112,(wfpt.65),1.2875232651143875e-06,1.2660437520741077,-1.25660234970848e-05,0.7567851292353387,0.5486511159663964,-0.0013503071302418679,0.8005033613844525,0.0,-0.0011497783298459133,8.571441431071136e-07,-1.2135638598032017e-05,0.0,s212
