,node,m_sample,m_kl,m_level_2,m_int_pval,m_int_val,m_log_int_pval,m_log_int_val,m_log_rsq,m_log_rsq_adj,m_log_slope_pval,m_log_slope_val,m_rsq,m_rsq_adj,m_slope_pval,m_slope_val,sem_sample,sem_kl,sem_level_2,sem_int_pval,sem_int_val,sem_log_int_pval,sem_log_int_val,sem_log_rsq,sem_log_rsq_adj,sem_log_slope_pval,sem_log_slope_val,sem_rsq,sem_rsq_adj,sem_slope_pval,sem_slope_val,subj_id
0,(wfpt.0),249.5,5.30350646062474,0.0,0.20246794960882714,0.05068239156554166,0.13505545327399923,-0.03310053893091365,0.8421307389116947,0.8398754637532889,5.831479163075472e-10,0.9757142901783685,0.86772317435005,0.8658335054121943,1.9505535790719556e-21,0.7827398470356369,6.461423991660042,0.0760705191908331,0.0,0.012321856795252323,0.0038179767298034046,0.011654617320009546,0.0119781189342809,0.004460445409757152,0.004524166058467969,5.433791420945867e-10,0.00862768184166028,0.002752007446019867,0.0027913218381058645,1.5790886468492042e-21,0.004714236523350205,s005
1,(wfpt.1),249.5,11.102364423788659,0.0,0.08254787652958391,0.14168998071289404,0.022470549377628244,0.316999822101882,0.8727925260833367,0.8708939070696557,5.246992157491512e-14,0.7562860195018292,0.8220689937386784,0.8194133070780625,1.9863097685176438e-13,0.8726018153491054,6.461423991660042,0.10202846659954443,0.0,0.009033590983051558,0.003918902301578052,0.0059789856873523175,0.013194544329221352,0.00548748152556779,0.005569384234904623,5.1955780856021364e-14,0.011022923028199173,0.0035417136158700856,0.003594575013121876,1.8284241180198092e-13,0.007180113814901078,s007
2,(wfpt.10),249.5,0.6567670715876129,0.0,0.1024742810768001,0.12414346361555981,0.20915256040010505,-0.1505750702074591,0.6234743646928744,0.6180954270456304,4.7882839850631075e-08,1.0930059637222231,0.8697216540184264,0.8678605347901167,2.47910977372422e-20,0.7861835431288504,6.461423991660042,0.026186835017010923,0.0,0.010062863970143412,0.005015832927341275,0.01224751796080732,0.015217370309346206,0.009766796599124234,0.009906322264826005,6.737032174587045e-09,0.011350638518329547,0.00226200543242675,0.0022943197957471313,2.4783596492955893e-20,0.007143133295347687,s028
3,(wfpt.100),249.5,2.5744866489940668,0.0,0.07704131375004435,0.17595333071156616,0.11371207637058826,0.010642962938300311,0.8323640763747155,0.8298988422037562,3.2104477062558e-11,0.9723706552281525,0.8748387738051918,0.872998167537621,1.3471948489463504e-20,0.7671604252115827,6.461423991660042,0.055164911905338,0.0,0.00879267325141729,0.00540277545219187,0.010926373335079865,0.018193487867936398,0.005302418675840425,0.005380395421073373,1.9585999455508328e-11,0.012656440981531092,0.0026390982465664906,0.00267790851489835,7.322497431627213e-21,0.006144216687450712,s359
4,(wfpt.101),249.5,0.4008068479032933,0.0,0.04434761119900133,0.2126376847128506,0.24941442647172984,0.08758746267198592,0.6182473681803664,0.6127147213424002,1.73653680746283e-08,0.9321534581658026,0.8656157575357447,0.863668159818871,1.6315114278518275e-15,0.7759368277235137,6.461423991660042,0.01970762276213879,0.0,0.006872887494794623,0.006904846169520822,0.014190017421238809,0.014961500402090917,0.01055318194700712,0.010706126612905771,5.6750083776406824e-09,0.01089536577017206,0.0031434050575308483,0.0031889616525675266,1.1617347249968743e-15,0.008021561756072092,s365
5,(wfpt.102),249.5,0.6820021820267455,0.0,0.1262454200186911,-0.05417108064357633,0.1019153140901951,-0.0575152585513582,0.7434526122610957,0.7397876495791107,3.627518929551461e-12,1.0388797849279772,0.8688587518816991,0.866985305480009,6.186851625669807e-22,1.0593729441094315,6.461423991660042,0.02512072357194265,0.0,0.010319491645896895,0.00671219451499839,0.009121865262298497,0.018233105498474025,0.007464590359318683,0.0075712273644518045,8.351519494605079e-13,0.01356773388628279,0.002363283924634262,0.0023970451235576077,4.17401931661186e-22,0.00918745353051395,s368
6,(wfpt.103),249.5,1.4501236428943092,0.0,0.15554790340483912,0.10757033342609422,0.12300578853727077,-0.21432590571230511,0.7178724038639424,0.7136615442201213,1.3490985713396132e-07,1.131700707009494,0.8001360506672964,0.797153006647406,2.0806870844744688e-16,0.8012909726216028,6.461423991660042,0.03901108583969082,0.0,0.011639931841005783,0.005418045959253399,0.009884233879003406,0.017112723254724366,0.008393678629748855,0.008518957415267493,3.843746002979729e-08,0.012205579820088033,0.0040885819538718825,0.004149605565123699,1.200064325046263e-16,0.006579927809482029,s369
7,(wfpt.104),249.5,0.07735065543458206,0.0,0.03956051377741617,0.17452135944531474,0.04589182062203767,0.2971983414557253,0.9182624502588179,0.9170947709768011,1.5309491702318453e-10,0.7816853019374367,0.9514631811751272,0.9507697980490564,2.3509521844499794e-23,0.8047914370686191,6.461423991660042,0.006262750796085409,0.0,0.00644366250337358,0.005842815930972648,0.007168226501346229,0.012443860180341841,0.00595942267006229,0.006044557279634609,1.0560908189831188e-10,0.009179479491589261,0.0015379533524528032,0.0015599241146307017,2.3487707988966452e-23,0.007058029135403362,s372
8,(wfpt.105),249.5,3.5893166619692063,0.0,0.021360628147353178,0.3061863851076769,0.11118857465041007,-0.03439159135890934,0.7762704509018282,0.7720491386546922,2.009344712274289e-09,0.9837268466605351,0.7789355423341451,0.7747645148310166,9.656754910162946e-11,0.6407712556316832,6.461423991660042,0.07172403045225365,0.0,0.004384548181136212,0.005469838625362222,0.010780066934043011,0.02210415656118317,0.006548873086274177,0.006672436729411423,1.2280743290327336e-09,0.015023386782442803,0.0036740439196274173,0.0037433655030166156,8.420255858218453e-11,0.006281269839212942,s373
9,(wfpt.106),249.5,0.03483020925042401,0.0,0.02183311370496803,0.2484467201109527,0.02128344364282135,0.3676660147679067,0.90709838104379,0.905771215058701,2.2804492601302425e-11,0.7320653397631758,0.9138618750933754,0.9126313304518522,7.267004975918926e-28,0.7360616307241898,6.461423991660042,0.0036676004587033696,0.0,0.0048132782437420975,0.005459171868767946,0.0049261339784746495,0.00941794827616138,0.0040028656994591134,0.00406004949516567,1.0937175297727579e-11,0.006873973752391883,0.0015450805917454,0.0015671531716274778,4.284078458350693e-28,0.0060055699637639294,s374
