,index,rsq_adj,log_int_val,slope_pval,log_slope_pval,log_rsq,log_rsq_adj,log_slope_val,rsq,int_val,log_int_pval,int_pval,slope_val,subj_id
79,(wfpt.35),3.130617134960989e-05,1.18468136439204,0.005065019930771622,1.7499831712732165e-15,0.00028913443981948284,0.0002845694457989101,0.01722072989399166,3.587225929435611e-05,0.38399546105849014,0.0,0.0,0.006125400875193577,s106
80,(wfpt.36),2.7690369484689725e-05,1.3107125333295706,0.008173888902761143,0.32872292176067874,4.406392908329337e-06,-2.128230853770674e-07,-0.002348631248436628,3.2309200563185314e-05,0.7359030143850095,0.0,0.0,0.005807293059114647,s108
81,(wfpt.37),0.00033555927862705115,1.0940980470882486,7.191291287772244e-18,1.1317623268842747e-24,0.00048243885845022927,0.00047785191661264825,0.014843791496281327,0.0003401449163625836,0.0807051378412112,0.0,0.0,0.013642344177089294,s110
82,(wfpt.38),9.718379087553242e-05,1.2163048191125163,2.411803876297321e-06,3.0612262977257387e-18,0.00034709553494438605,0.00034252023410796806,0.017931686684241006,0.00010176002608119905,0.4875772111893163,0.0,0.0,0.009723005693779749,s111
83,(wfpt.39),0.00031036156220409783,1.2887352733030615,9.198838683626729e-17,0.16363894868687648,8.841142771220944e-06,4.284523271169682e-06,0.0029411993522053294,0.00031491597766120094,0.6690499034872481,0.0,0.0,0.016466572828770145,s112
84,(wfpt.4),0.00015999151070200668,1.2638633866597626,2.0135450351619635e-09,0.04890409659653565,1.7751592775283598e-05,1.317488930330235e-05,0.004329097796784601,0.0001645674584568324,0.5758341172059354,0.0,0.0,0.01265598722397909,s012
85,(wfpt.40),6.049688558906752e-05,1.2617332889785717,0.00016014052484977383,5.402736775573594e-06,9.449596958377438e-05,8.992873117863454e-05,-0.008903674619248816,6.506284024221376e-05,0.5621590036992115,0.0,0.0,-0.0074257581621697405,s121
86,(wfpt.41),6.180757976137485e-05,1.2663352692090062,0.00013306071587957486,0.3556256693034694,3.879153113062195e-06,-6.669863850117252e-07,0.0017813531063836986,6.635277402322615e-05,0.5881354942146952,0.0,0.0,0.007308176041874944,s128
87,(wfpt.42),3.2889118578016685e-05,1.2365800438302936,0.0041075723953063505,1.378617665450833e-07,0.00012615491276279922,0.00012160951512629747,0.01117549665796632,3.743444428805365e-05,0.5435295412306074,0.0,0.0,0.005999941724909145,s129
88,(wfpt.43),1.5057352161007564e-05,1.0888734831764413,0.04170914846954765,0.09964435395827312,1.297815953016368e-05,8.191379725741577e-06,0.0027580079510269324,1.9841992004443476e-05,0.03107584733377862,0.0,6.299952647707521e-151,0.003673546014628961,s142
89,(wfpt.44),-4.446811127545303e-06,1.1918103709536463,0.7497368346940858,0.014887873053121286,2.9543494572403795e-05,2.4561279331702934e-05,0.003989791064864379,5.037304433574974e-07,0.4291975211789076,0.0,0.0,0.0005147938459186805,s145
90,(wfpt.45),0.0007681761046549607,1.260302639568058,8.701588786144161e-39,9.884824777150354e-09,0.00014971292339927,0.00014515771379608466,0.013225478513401095,0.0007727284343871377,0.5920089008769355,0.0,0.0,0.022621093693743467,s149
91,(wfpt.46),0.0008666674204207414,1.297170983144929,1.6427066197208636e-43,1.7022181227431872e-06,0.00010439960126307213,9.984188035960795e-05,0.009701818337680704,0.0008712193014432934,0.7352230661417565,0.0,0.0,0.025856280520258373,s161
92,(wfpt.47),9.95613219656466e-06,1.24662577482587,0.07407503187620183,0.7772791375206518,3.637810955803289e-07,-4.182705088728866e-06,-0.0005331259168539805,1.4501562147883895e-05,0.507296318089778,0.0,0.0,0.002935518766745233,s163
93,(wfpt.48),0.002451258830068914,1.4092905246855378,1.888391727767929e-116,1.495146015243851e-44,0.0009159002552732165,0.0009112314198148619,0.0365526377264585,0.0024559202945673153,1.310818750305182,0.0,0.0,0.038355936745541316,s165
94,(wfpt.49),9.458271741868973e-05,1.2722428511143618,3.0870997858352092e-06,0.4535759443846731,2.559316814143564e-06,-1.9970406452962663e-06,0.0016702335315346558,9.913811592743293e-05,0.6041039457982759,0.0,0.0,0.009207556030273721,s168
95,(wfpt.5),-2.110588112280709e-06,1.202350163972109,0.4616035823562741,0.019113319146829018,2.541628241514715e-05,2.0787734734240004e-05,0.0038624000510128556,2.4977377814927593e-06,0.4601165836211068,0.0,0.0,0.0012338370427518884,s014
96,(wfpt.50),-4.344683997015153e-07,1.2068223507012767,0.34136924101396027,0.11972584628701163,1.1109154225752427e-05,6.520344205340756e-06,0.002734075245619241,4.152710598726017e-06,0.41441942341872673,0.0,0.0,-0.0017347730945463753,s170
97,(wfpt.51),0.00025110371459535763,1.2711715746195889,6.384634312608097e-14,0.047396175931277526,1.7871883506992425e-05,1.3325848955969555e-05,0.004427100723777902,0.0002556480484163792,0.6183762309632361,0.0,0.0,0.01544751335932799,s173
