,index,log_int_pval,rsq_adj,rsq,log_slope_pval,int_val,log_rsq,log_rsq_adj,slope_val,log_slope_val,int_pval,log_int_val,slope_pval,subj_id
114,(wfpt.67),0.0,0.0004494939467045711,0.00047765109214681356,3.477547139721199e-16,1.056746931195691,0.001877611933973733,0.0018494092161057685,0.0214975838364694,0.04138418498057292,0.0,1.2943518884363423,3.81863537329515e-05,s218
115,(wfpt.68),0.0,0.00012940024755991875,0.0001575664099801033,0.24576884473433921,0.759637609812482,3.795756252500393e-05,9.783268530960676e-06,-0.01345791034839619,-0.007939644651883243,0.0,1.3154185176358568,0.018025652486711213,s226
116,(wfpt.69),0.0,0.00011131808318831649,0.00014030120391406165,7.571932830572301e-06,0.8760269368916782,0.0005902901981621467,0.0005608481681192989,0.01526526583231394,0.02712558153368251,0.0,1.30056768967693,0.027800762707119404,s233
117,(wfpt.7),0.0,2.9121319588987227e-05,5.897208763228079e-05,0.5247882409829481,0.9461646622814506,1.2075728637594985e-05,-1.777911310818503e-05,0.006308692230446897,0.0027853921364337456,0.0,1.3658348592288252,0.15986783898324772,s017
118,(wfpt.70),0.0,-1.5249937642680678e-05,1.2920299545471359e-05,0.4047800643725371,0.47770293036661543,1.9833778433842042e-05,-8.741165592907052e-06,0.004565932290400207,0.0042058760320161665,0.0,1.2432696125741787,0.49825965072397793,s237
119,(wfpt.71),0.0,3.068054431321077e-05,6.0092271701006617e-05,0.9620958470954188,0.9283146821219624,6.64372576952843e-08,-2.9349651389676268e-05,0.007642976862188611,0.00027876435063107336,0.0,1.357162780723052,0.15290296114466653,s238
120,(wfpt.72),0.0,-2.8961616538314416e-06,2.52737275308057e-05,0.008137898734237415,0.9584525798444101,0.00019763703595709892,0.0001694179458368028,-0.004509828698160813,0.013079990757428314,0.0,1.3298615049109455,0.34354288867958716,s244
121,(wfpt.73),0.0,-2.728503393489845e-05,1.2879905811891135e-06,0.2606034293233109,0.9889419236374196,3.6171828573627884e-05,7.590817678981843e-06,-0.0012417706974835584,-0.009009627464045976,0.0,1.3691874391383252,0.8318634614191913,s254
122,(wfpt.74),0.0,2.6176968047741944e-05,5.434603824783224e-05,0.6314274998309456,0.7239669653267387,6.580665948163755e-06,-2.2014267549108624e-05,-0.00950427856606607,-0.0020374120701590307,0.0,1.3116453761612101,0.16484589524679313,s259
123,(wfpt.75),0.0,-2.375915305385945e-06,2.5793959223974205e-05,0.9801325258042298,0.9094165825878233,1.7484949821344742e-08,-2.8176943337898663e-05,-0.00491991214074432,0.00014025574365831488,0.0,1.3341744268255686,0.3386242550134885,s262
124,(wfpt.76),0.0,-2.8743162858058113e-05,1.1093325348321414e-06,0.41931052349202547,0.6009533323864357,1.95618339499104e-05,-1.0428881887625252e-05,0.0010339168213260085,0.005743393183088686,0.0,1.1731667496264384,0.8471398828543382,s265
125,(wfpt.77),0.0,2.6500855942246382e-05,5.466991701852386e-05,0.23397631635402738,1.1618449727467615,3.9954759486371394e-05,1.17495287516034e-05,-0.006760578082041206,-0.006172122355021608,0.0,1.4039547131861885,0.16359271983240783,s269
126,(wfpt.78),0.0,-3.381281578951345e-06,2.4788621271309985e-05,0.9197156152418324,1.1551813843212102,2.8621381475968377e-07,-2.7886760231909946e-05,0.003682406360257816,-0.0003003491160522813,0.0,1.4226722469827915,0.34821674663670665,s273
127,(wfpt.79),0.0,-1.2887147003537436e-05,1.528302362507894e-05,0.34257498637405315,0.7860800581607557,2.540249694793495e-05,-2.7975763037257906e-06,-0.004084129490806976,-0.007949868159877669,0.0,1.285731558883989,0.46139300545839845,s275
128,(wfpt.8),0.0,2.7064126104425767e-05,5.52331713135068e-05,0.000556379963310386,0.7110423171842586,0.0003358050178341454,0.0003076303836642147,0.007134656564665772,0.017653806126268583,0.0,1.2621915278092917,0.1614391535804607,s026
129,(wfpt.80),0.0,-2.8374564100985822e-05,1.9849154542228575e-07,0.46756682086459,0.7798117449875487,1.5092489464185732e-05,-1.3506289564313434e-05,-0.00042833170778469034,0.00380926693856191,0.0,1.292958468473403,0.9335756957489838,s277
130,(wfpt.81),0.0,0.000118967622192101,0.00014713407849731297,0.029118943474082074,0.8667306944511062,0.0001341500742704227,0.0001059729332270054,-0.013605904322870711,-0.016273454737381204,0.0,1.3331128701406094,0.022286525270447596,s284
131,(wfpt.82),0.0,0.0017106453736278615,0.0017395821356971375,2.8147318387692227e-18,0.8618848729141269,0.002211321058365634,0.0021822632017943766,0.04216617622967889,0.049246695370042094,0.0,1.2072039327791964,9.184621317899875e-15,s285
132,(wfpt.83),0.0,-2.6833770924161726e-05,1.3367925782992174e-06,0.7373170684238739,0.851043246454465,3.170983984168707e-06,-2.5015408400275163e-05,-0.0011434824666598934,0.0017059329567827414,0.0,1.3208676608106813,0.8275563515368676,s286
133,(wfpt.84),0.0,-1.2501966065503467e-05,1.8268596166270967e-05,0.761722319923528,0.8657004964945244,2.9046439096180876e-06,-2.8686848330128356e-05,0.004695362648070715,0.0013955786684718744,0.0,1.2984210113367656,0.44099609146912366,s291
134,(wfpt.85),0.0,0.0001182713087133358,0.0001464377846336351,0.3784866530874339,0.7281529125385593,2.1849512686134e-05,-6.3204729605637056e-06,0.01093122118543818,0.0040950268886815605,0.0,1.3089677713962966,0.022605660832141737,s294
135,(wfpt.86),0.0,0.00020316351013327516,0.0002313275946564941,0.010279973754992539,0.5911799851921316,0.00018598072765774187,0.00015774377501220904,0.013950790539590365,0.011292403030929361,0.0,1.2199577792083487,0.004160276494624422,s295
136,(wfpt.87),0.0,7.43431931558014e-05,0.00010251090652257933,0.24686082687342464,0.7058326531802742,3.777609370259061e-05,9.606556717223214e-06,-0.01012268797342296,-0.006657286028020208,0.0,1.3043800749121846,0.05643853912723953,s301
137,(wfpt.88),0.0,4.5714978104682835e-05,7.797260851272192e-05,0.21125014422101762,0.7375901727216911,5.0416928810581574e-05,1.8158409452295743e-05,0.007991843145745268,0.006911894699952761,0.0,1.3073884053049534,0.12002074729658002,s305
138,(wfpt.89),0.0,-2.6811798689907462e-05,1.7612123047738848e-06,0.06866865580002568,0.6521254955449853,9.47229701021568e-05,6.614689976891519e-05,0.0014103402631509153,0.010390828244707872,0.0,1.2567942024786936,0.8039253703303223,s307
139,(wfpt.9),0.0,-5.161522396157636e-07,2.76536699005403e-05,0.00034334910115892955,0.9244616264564017,0.0003611452697714901,0.00033297531951692605,0.004822627710523495,0.017551494767722137,0.0,1.3299688898229933,0.3217918558380306,s027
140,(wfpt.90),0.0,7.573543619798784e-06,3.574313787479966e-05,0.00015566376370957074,0.8067887542059591,0.0004031164280923205,0.00037493733741555957,0.006281704617211179,0.022008030857869742,0.0,1.2741424602241989,0.25998915679025125,s313
141,(wfpt.91),0.0,6.105245140541893e-05,8.922053916982087e-05,0.7360507894183128,0.8325756579339049,3.201192702362299e-06,-2.49709055286651e-05,-0.008827246759375209,-0.001703597830898487,0.0,1.3328615847976748,0.07512896732381603,s314
142,(wfpt.92),0.0,2.8260381750411234e-05,5.6429393261114846e-05,0.8689641110699152,1.059511754659684,8.10824789088116e-07,-2.8980314996429613e-05,-0.008703500811117969,-0.0006672010678454466,0.0,1.4133844753859914,0.15697177354847594,s326
143,(wfpt.93),0.0,1.106816400642252e-06,2.9679029697748938e-05,0.545677535952126,0.7850192723432035,1.043292869584711e-05,-1.8140650955844606e-05,-0.005156834913212492,-0.0030782800559918774,0.0,1.3226273000850441,0.3081223206513941,s328
144,(wfpt.94),0.0,-8.942825615365635e-06,1.9227233902463503e-05,0.49079365452090595,0.8287900429568985,1.3375101713286597e-05,-1.4795122662780713e-05,0.004962171399269633,0.005765967002065255,0.0,1.3172742881458281,0.40871850119456543,s329
145,(wfpt.95),0.0,2.1606937275486793e-05,5.145792963534568e-05,0.25882073900526203,-0.6298524986787523,4.2048872252453684e-05,9.071991629583387e-06,-0.006282017774451939,0.005386250921360797,0.0,0.6875363269303408,0.1892102375682313,s334
146,(wfpt.96),0.0,0.001245495973285271,0.0012732399246180304,2.698953792708573e-25,0.4215226676565279,0.0029967313647746296,0.0029690237453811053,0.046034571094609206,0.04938198888858069,0.0,1.1428839338933643,1.268409131994527e-11,s336
147,(wfpt.97),0.0,3.022253928763874e-05,5.839149552477885e-05,0.04804293915879934,0.7460904753689571,0.00011044827303041682,8.219163052414213e-05,0.0073035664772332694,0.01119440889021895,0.0,1.255392962336338,0.149944769724777,s339
148,(wfpt.98),0.0,-1.5821848877273226e-05,1.2348404421325121e-05,0.03722813516502929,0.8854497596463808,0.00012240481080461052,9.420270116433649e-05,0.0036823423385869136,0.013418437776213172,0.0,1.2930423461186566,0.5079246636164296,s346
149,(wfpt.99),0.0,-2.329687476887443e-05,4.873589099951836e-06,0.4025845372450382,1.0383013723227865,1.9737874960679136e-05,-8.43455107468749e-06,-0.002267593306341981,-0.005392712795291171,0.0,1.3895190466853329,0.6774586877854665,s357
