,index,log_rsq_adj,slope_val,log_rsq,log_slope_val,log_int_val,log_int_pval,slope_pval,log_slope_pval,rsq_adj,int_val,int_pval,rsq,subj_id
101,(wfpt.55),2.307897156628158e-05,-0.005530580872612087,4.391225811439803e-05,-0.007112160402613477,1.287554864632149,0.0,0.21485206429184606,0.14655706617205708,1.1218188855743882e-05,0.6035281335379789,0.0,3.205172250864141e-05,s184
102,(wfpt.56),0.001843077671950799,0.05518819175350125,0.001863873041069386,0.04829533596583893,1.2782388414695112,0.0,1.4647540918617356e-42,2.9978446070438726e-21,0.003866888421247161,0.8005747497718055,0.0,0.0038876416267633607,s187
103,(wfpt.57),0.000423734466011072,0.04593879265611543,0.00044455940539578354,0.03126012090105576,1.2436500914672595,0.0,4.883177645518512e-17,3.841236699271041e-06,0.0014445166381973351,0.5929988745436112,0.0,0.0014653203108437873,s190
104,(wfpt.58),-1.3191434241388578e-05,0.011176884364921452,7.861918280505087e-06,0.003095676610856933,1.2708515532703508,0.0,0.019068665916800794,0.5411443635825839,9.463689106559148e-05,0.5796200337310863,0.0,0.0001156879734697247,s192
105,(wfpt.59),0.00022138342369870667,0.028853933483013655,0.00024243183769856458,0.021028388169697553,1.2653009676034777,0.0,7.404142085728564e-08,0.0006898848540013078,0.000588405444159501,0.6434250767765951,0.0,0.0006094461312172728,s196
106,(wfpt.6),0.00015413379783180137,0.022087860611016655,0.0001751840708159591,0.01468650499853201,1.2685123602898387,0.0,8.924221464714879e-07,0.0039181592277270465,0.000487218479812368,0.6377619343886439,0.0,0.0005082612971669676,s015
107,(wfpt.60),0.00024233429744191515,0.02201926161931912,0.00026360618973120253,0.01611524133522607,1.270917240113891,0.0,4.253770621869905e-07,0.00043153175821044243,0.0005227774074967328,0.6359896485895784,0.0,0.0005440433327843497,s198
108,(wfpt.61),0.0011333925669918532,0.05205083692084802,0.0011542027215247774,0.03777287261903425,1.2381372322477109,0.0,8.264535462764279e-32,9.680566176389989e-14,0.0028450566540411115,0.6016464012164414,0.0,0.002865831148162634,s205
109,(wfpt.62),0.000488607968454402,-0.024068947549573484,0.0005096507565559572,-0.026412584676261716,1.2843381894374644,0.0,9.097497325082783e-07,8.623437566752775e-07,0.00048643918714241785,0.5201667100161923,0.0,0.0005074820209034492,s206
110,(wfpt.63),0.00012832389602779326,0.020612767100098427,0.00014915498992762455,0.016122790658568753,1.2490020835858466,0.0,5.8475305876619665e-05,0.007456379833356086,0.00031562124048611917,0.5538026229860773,0.0,0.0003364484322766481,s207
111,(wfpt.64),3.97401327489888e-06,0.015268308368145295,2.5252335387082603e-05,0.006093849172544869,1.2647089704310532,0.0,0.001953923479836921,0.27598896225656977,0.0001828088964630492,0.5859274956699764,0.0,0.00020408205527722156,s209
