,index,log_rsq,log_int_val,int_val,int_pval,slope_val,log_rsq_adj,rsq,rsq_adj,log_int_pval,log_slope_val,log_slope_pval,slope_pval,subj_id
0,(wfpt.0),0.006487154045873522,1.273861235054817,0.8136157130915801,0.0,0.05305754245232965,0.00646200054833046,0.006291896242901607,0.006266737801872702,0.0,0.05621705853994469,7.501469528302327e-58,3.6915057056148517e-56,s005
1,(wfpt.1),8.685160144628057e-06,1.3133930827099802,0.779410234811593,0.0,-0.001279421495781747,-1.6317122954578878e-05,1.6567791134569632e-06,-2.334442952744986e-05,0.0,0.0030786945862208946,0.5556063633178048,0.7968515350499633,s007
2,(wfpt.10),0.0005360579976527724,1.339686541316364,0.8955075129185084,0.0,0.01934076710055041,0.000510090475971281,0.0011410074839814932,0.0011150617467349244,0.0,0.014649991749789043,5.549543615801697e-06,3.366977560387369e-11,s028
3,(wfpt.100),0.0013505677407257277,1.276310748326786,0.7283507718474984,0.0,0.04590457638837299,0.0013252841964384032,0.0024150404703161543,0.0023897838760700285,0.0,0.03442085711229358,2.7486659715428627e-13,1.476352732446342e-22,s359
4,(wfpt.101),0.0027464317723768783,1.2219189331351739,0.6820388305094165,0.0,0.0863603721030263,0.0027214991865419647,0.005321165448219367,0.005296297233944869,0.0,0.07310727001615808,9.791512386400079e-26,2.4874946302978423e-48,s365
5,(wfpt.102),0.0032990781658688295,1.2170116365296768,0.5833657187776737,0.0,0.06634740348495466,0.0032741593968845795,0.005438787870566508,0.005413922596999687,0.0,0.053883073196718506,1.371308891636647e-30,2.3116782087680246e-49,s368
6,(wfpt.103),1.3831437832956262e-05,1.2821074475934828,0.6187304278886134,0.0,0.01839173925819032,-1.181054812948723e-05,0.0003142678686510747,0.0002886335865819323,0.0,0.003971811486277441,0.46268347200058024,0.00046337020850674085,s369
7,(wfpt.104),0.003035095938663912,1.253381826659751,0.7598060221178317,0.0,0.08114354642770669,0.003010170569794024,0.006176160539303144,0.00615131370097477,0.0,0.0631762821414583,2.851413847793849e-28,7.847369311961351e-56,s372
8,(wfpt.105),0.0003582688223787711,1.3573255679017966,0.8146867408728222,0.0,-0.012713889813356697,0.0003332752797451377,0.00014527524742591336,0.00012027762942623532,0.0,-0.02214248244667123,0.00015326154799603553,0.015925612199086524,s373
9,(wfpt.106),1.9255713471277858e-05,1.2766396409650271,0.5712815063623423,0.0,0.00251369846759069,-5.745055174255498e-06,4.7404644700765886e-06,-2.026066707472296e-05,0.0,-0.0053796426623400895,0.38015895654986886,0.6632437618520348,s374
10,(wfpt.107),2.9956026555311155e-05,1.2751185786890706,0.5651600292222487,0.0,-0.00025399829821861654,4.955525431005192e-06,6.358436288600444e-08,-2.4937664109936364e-05,0.0,-0.0054774328535163765,0.2736849167068112,0.9597794874318326,s376
11,(wfpt.108),0.0005718857754731799,1.2403247846220358,0.5566102468050811,0.0,0.03171161467284399,0.0005468988232699701,0.0012075872140860922,0.001182616155213534,0.0,0.02385003941111949,1.723879348826179e-06,3.602623100718303e-12,s380
12,(wfpt.109),0.0002508561311198587,1.3149418735710208,0.7789833414296201,0.0,0.0119597665488992,0.00022586115277423158,0.00023875821766017324,0.00021376293685160253,0.0,0.012410395799925422,0.0015360381910623768,0.001998544486082656,s383
13,(wfpt.11),0.0017250295796649162,1.2278077009349495,0.5865384890163485,0.0,0.07278019046452465,0.0017000714574983977,0.004831434160995407,0.004806553702826566,0.0,0.046309800448603444,9.568508628534226e-17,4.917759649846854e-44,s032
14,(wfpt.110),1.1423724904258137e-05,1.2832772236296246,0.6562762268956972,0.0,-0.00320854072715275,-1.3894364476518817e-05,1.1122802319740721e-05,-1.4194653683130554e-05,0.0,0.003129632084485707,0.501765772675483,0.5074482706860011,s384
15,(wfpt.111),0.0004344268304330434,1.2731667657489616,0.7151304776171375,0.0,0.01050789016598269,0.00040811070023871743,0.00012475787307886232,9.844398176539482e-05,0.0,0.019247895023780957,4.854236795680517e-05,0.02945566184075076,s388
16,(wfpt.112),7.082217284792858e-05,1.2808652806850125,0.6467571951125013,0.0,0.015003459981827472,4.582269342834344e-05,0.00020058663088273754,0.00017559039573677993,0.0,0.010714597926970361,0.09235662211311668,0.004616740607616343,s391
17,(wfpt.113),8.708855300132434e-06,1.2461344774887635,0.4976459121428663,0.0,0.01019831109489825,-1.629217703014163e-05,8.074093251275727e-05,5.5741701074585315e-05,0.0,0.0034768119808192555,0.5550577552364349,0.07231985968803753,s396
18,(wfpt.114),0.00042419440362839733,1.2745168117942451,0.6699240693595295,0.0,0.035857786188113805,0.00039194794238595065,0.0011337866027379961,0.001101563033043318,0.0,0.023010201658438423,0.0002872499646388719,3.0299869045247247e-09,s397
19,(wfpt.115),7.06681381579255e-05,1.305420567999684,0.7626320718114121,0.0,0.022864268947811295,4.566802985328522e-05,0.0003874259971754501,0.00036243443324723845,0.0,0.010715032685772851,0.0927157221603354,8.25456862473559e-05,s402
20,(wfpt.116),0.0021882996541643385,1.258402425034721,0.6606191367123777,0.0,0.04238839002872949,0.002163353114328803,0.0026648580650269205,0.0026399234397473936,0.0,0.03556107255510951,7.922143628589452e-21,5.101622425907033e-25,s403
21,(wfpt.117),0.0023209601506410937,1.260705654105649,0.7000575009493513,0.0,0.052898907600378436,0.0022960169274837128,0.002785058326974066,0.002760126706851329,0.0,0.042543935518808224,5.389032584680476e-22,4.481773256777344e-26,s408
22,(wfpt.118),0.00024392240160975298,1.2731302430544773,0.6488045665462749,0.0,0.021340859557652102,0.00020884077912397547,0.00041631207747849786,0.0003812365041777621,0.0,0.01709607139691389,0.008372433646490538,0.0005715813124209276,s409
23,(wfpt.119),0.03320962069636246,1.111042554276706,0.5329350685227616,0.0,0.15128044533578766,0.033185449728331484,0.03707939102810143,0.037055316809166294,0.0,0.1374223601822066,1.0023947810363936e-295,0.0,s420
24,(wfpt.12),1.512908888279263e-06,1.2384722845484444,0.46011124763029554,0.0,-0.006825320850837811,-2.348830334963914e-05,3.6836404546103374e-05,1.1836075439863869e-05,0.0,-0.0014350776197027612,0.8056875521420268,0.22481139557023466,s034
25,(wfpt.120),0.028674272167647397,1.1229798118495193,0.5800446182449412,0.0,0.1344201525892113,0.028649987810233757,0.028224553924862117,0.02820025832393025,0.0,0.13597446061635043,4.81153840050757e-255,5.082717779692012e-251,s421
26,(wfpt.121),0.0009287026082560601,1.2876615990773936,0.7780304974231871,0.0,0.06654472380959428,0.0009037214541193217,0.0046768410128184,0.00465195668962759,0.0,0.033344092113911775,1.0891278359543231e-09,1.1165609532845265e-42,s425
27,(wfpt.122),0.0018450737451501942,1.279207083851597,0.7357759659199282,0.0,0.07223334339389,0.001820117376357011,0.00671033546416111,0.006685501980873587,0.0,0.03598793988921374,8.373924296334601e-18,1.6114185556767776e-60,s427
28,(wfpt.123),2.476914487015147e-05,1.3099060325346628,0.7462947012055878,0.0,0.0047438961111127675,-2.3148593264465944e-07,2.3479400883319457e-05,-1.5212621646831792e-06,0.0,0.0046612744019283725,0.3195674061821985,0.3325021054835544,s430
29,(wfpt.124),0.00022843794598981226,1.2565466410219661,0.575136042794194,0.0,0.025087966204522485,0.00020344240716163586,0.0006586391765430744,0.0006336543932833338,0.0,0.015533482353404515,0.002503559149891822,2.844357787755995e-07,s441
30,(wfpt.125),0.002355257105619013,1.2757599918557976,0.7309336117654484,0.0,0.045274323073222385,0.0023299989977934032,0.0029774261951236447,0.0029521838392116972,0.0,0.037190881545415125,4.880946746636737e-22,1.9408734467575698e-27,s449
31,(wfpt.126),0.0009116592501881016,1.255691481780959,0.6343556429419747,0.0,0.04212573789034642,0.0008866807927465636,0.0018651646242771047,0.0018402100056618131,0.0,0.030695538368629247,1.5418363087882828e-09,5.5590608958697385e-18,s451
32,(wfpt.127),1.8435204958922036e-05,1.2826013914364949,0.7157780694358887,0.0,0.005284486311607455,-6.883347927200134e-06,2.1906876660371388e-05,-3.4103063142332246e-06,0.0,0.005615665246617239,0.3934950850063944,0.3522663457487638,s453
33,(wfpt.128),2.7657688997040353e-05,1.273503388049556,0.605323954030272,0.0,0.017684485895237828,2.3406516200807914e-06,0.00025708751402653274,0.00023177628529369443,0.0,0.006111415400344752,0.29593460233707314,0.0014386203799764243,s456
34,(wfpt.129),4.12549447279531e-05,1.2876455255741353,0.6042290946573385,0.0,-0.006221597131353342,1.6254726090680904e-05,2.9458729247866522e-05,4.458215690505973e-06,0.0,-0.008024789586236689,0.19894141658004894,0.27770380567507874,s467
35,(wfpt.13),0.005752913538406346,1.1930196163809978,0.586401358215102,0.0,0.08398355772080852,0.005728056118373903,0.008167141252959254,0.008142344191637618,0.0,0.07545062895688298,4.05661206827046e-52,2.6120259167565533e-73,s042
36,(wfpt.130),7.592662019695329e-05,1.3051314857863614,0.7324644396592042,0.0,0.024752073722592347,5.092726839495132e-05,0.0005253332640889896,0.0005003451480148913,0.0,0.010338597055473187,0.08138668365691433,4.550982951873619e-06,s469
37,(wfpt.131),0.0005199089293794756,1.250387492254832,0.5743878560125173,0.0,0.03198123943397761,0.0004949206776901915,0.0012023071547677677,0.0011773359638871383,0.0,0.02077106888155581,5.097058517343455e-06,4.012818259129324e-12,s471
38,(wfpt.132),0.00010436717050499311,1.222121087498551,0.4545486958991698,0.0,0.0028793392830573973,7.936852975232167e-05,8.905594353292301e-06,-1.6095433058138653e-05,0.0,0.009676508431847392,0.04103318823702804,0.5506225379854848,s473
39,(wfpt.133),4.61666030671104e-06,1.2950661832656152,0.6935557700913951,0.0,0.018340742361027916,-2.03844743333903e-05,0.00021583244024192538,0.0001908365862602901,0.0,0.0034879084888665007,0.6674027034512044,0.0033000249491926033,s477
40,(wfpt.134),6.590785764659657e-05,1.2931547350957215,0.7106166631807673,0.0,0.006187987714653374,4.090825536295917e-05,3.458440164461063e-05,9.584016235408832e-06,0.0,0.009146584900835607,0.10445071922116576,0.23953753880860873,s481
41,(wfpt.135),0.00840058419149603,1.2151438084485686,0.6941480178843282,0.0,0.11233899512897866,0.008375792966539675,0.015456621904392454,0.01543200708919934,0.0,0.08516904785530094,2.3248751361218314e-75,1.6201215831056125e-137,s484
42,(wfpt.136),0.0031177853831487745,1.2463429497670093,0.7117945901875072,0.0,0.07646171948968,0.0030925465808139263,0.006077902299021831,0.006052738440150418,0.0,0.059039247527729585,1.1766035249922047e-28,2.6392487312359847e-54,s489
43,(wfpt.137),8.804018846275685e-05,1.2710255871636038,0.6453355393180965,0.0,0.035778945297616285,6.304113951505208e-05,0.0007446349133015673,0.0007196522800427818,0.0,0.01713932233823806,0.06057604745957306,4.803207207808305e-08,s492
44,(wfpt.138),6.163171513584587e-06,1.295264351424061,0.6795981805700655,0.0,0.015134537318313629,-1.88379244618897e-05,0.00023989527440837488,0.00021490002202773084,0.0,0.002623747147450353,0.619541714151939,0.0019496321912135814,s495
45,(wfpt.139),2.889470303024666e-07,1.2879963210859495,0.6501667355882957,0.0,0.0016470128056709638,-2.4712295808138052e-05,2.39991401973505e-06,-2.2601276041811502e-05,0.0,-0.0005934312349921917,0.9143889658318017,0.7566950878327707,s500
46,(wfpt.14),0.05383859110749212,1.072060787290228,0.5986806682484055,0.0,0.18085429647879564,0.05381493588950892,0.052758819579796445,0.0527351373661753,0.0,0.18539365262332463,0.0,0.0,s049
47,(wfpt.140),1.1162404408571192e-06,1.285116910038954,0.622318617298236,0.0,0.0038142925223891913,-2.3884981714239473e-05,1.562263618093418e-05,-9.378223296163668e-06,0.0,0.0010758283997268914,0.8326547303225956,0.42924282990850415,s501
48,(wfpt.141),9.765161271191314e-05,1.265606529757819,0.6055057987714639,0.0,0.014380709516254291,7.265280406187902e-05,0.00018552262227022887,0.000160526010505313,0.0,0.010726209891918567,0.04811366782601756,0.00644623371974998,s502
49,(wfpt.142),6.990542352314222e-06,1.2794727026829995,0.6034153755350344,0.0,-0.005602634685179523,-1.832701827009231e-05,3.534768367696728e-05,1.003084099326923e-05,0.0,-0.0023922921241008137,0.5992623286491447,0.23736592306021337,s504
50,(wfpt.143),1.0741201145858525e-05,1.2910625457319773,0.6581691149417749,0.0,0.006415384808566654,-1.4259780373171438e-05,3.642035469897387e-05,1.1420015190943822e-05,0.0,0.0034706308766721955,0.5121737488002405,0.2274479918968551,s505
51,(wfpt.144),5.906538296596153e-05,1.247190904333971,0.5258890219610677,0.0,0.007723727469208937,3.406560961194405e-05,5.278125808483303e-05,2.778132761982466e-05,0.0,0.00813745565649536,0.12427989274675572,0.14622708983631763,s507
52,(wfpt.145),2.8692138833719127e-06,1.2934905147858307,0.6728802687146873,0.0,0.004906685548433137,-2.213196444511567e-05,2.011605647189718e-05,-4.884690663953251e-06,0.0,0.0020781747553534347,0.7347869680223373,0.3697215756924481,s508
53,(wfpt.146),0.008859981043079945,1.2079548922390386,0.613823461436926,0.0,0.07585096839629177,0.00882851428268372,0.009721459578580172,0.009690020168445446,0.0,0.06944325933470447,6.42468365519531e-63,6.923456096347503e-69,s509
54,(wfpt.147),2.2669075272263584e-05,1.2699981931498452,0.5535809098783453,0.0,-0.0030218508293877976,-2.331608034866761e-06,6.996646730872413e-06,-1.800442840660388e-05,0.0,-0.005892583477742269,0.34098710075920624,0.5967999707028591,s510
55,(wfpt.148),6.126148540563925e-06,1.2878339019837224,0.6778449519030982,0.0,-0.006427891559321001,-1.8876198540462852e-05,3.450152072159707e-05,9.501133240275017e-06,0.0,-0.003060677376732452,0.6206043098903977,0.24010142304146068,s551
56,(wfpt.15),3.443125015101245e-07,1.2537797215174495,0.5255674960621177,0.0,-0.006850773008605559,-2.4656928952593304e-05,3.7393325258316956e-05,1.239301007571747e-05,0.0,-0.0006750205159368316,0.9065806139289445,0.2213391944131701,s060
57,(wfpt.16),0.0001256380128946688,1.2722701903186475,0.6108841863819342,0.0,0.02709078299771414,0.00010063990393960331,0.0008145726601687109,0.0007895917754410231,0.0,0.010659897665423877,0.024976394054349843,1.1355620779601499e-08,s062
58,(wfpt.17),1.3423718863592171e-05,1.2463291624920192,0.5230287117174474,0.0,0.003844747593914571,-1.1894319880578763e-05,1.2193131321613926e-05,-1.3124297582933764e-05,0.0,0.00423752453567984,0.46652553173741707,0.48769795952226225,s063
59,(wfpt.18),0.0006900809282902598,1.2355867583631035,0.6249884357335147,0.0,0.007360710101648569,0.0006637722214906105,5.912874365232579e-05,3.2813125165565005e-05,0.0,0.026626543659257273,3.045346428885345e-07,0.13389008614413622,s065
60,(wfpt.19),0.002791725396059541,1.1919740193614377,0.6194533975138818,0.0,0.11247526316214487,0.0027667939426218036,0.008520543653806056,0.008495755427986196,0.0,0.08574321108683125,3.9162566964643454e-26,2.053741624320969e-76,s066
61,(wfpt.2),0.0005135388333799007,1.2445371443770799,0.5601755182576486,0.0,0.02632931670615363,0.0004885504224302339,0.000712291329100001,0.0006873078872111638,0.0,0.021744373118494864,5.822913631160051e-06,9.369733512984138e-08,s009
62,(wfpt.20),9.081881171546513e-07,1.3173140375419194,0.7648027717654381,0.0,0.007102661808106609,-2.4096790173899763e-05,5.931644305889883e-05,3.4316675981638234e-05,0.0,0.000827913707086611,0.8488565411762519,0.12348283791302153,s071
63,(wfpt.21),0.021419070815893893,1.1552062999319412,0.6325304031442132,0.0,0.1209468312632393,0.02139460506937707,0.021805716508787265,0.021781260428896054,0.0,0.12009093100027729,2.395432702867749e-190,8.772679120205945e-194,s081
64,(wfpt.22),0.02795204772395221,1.117370333631328,0.5594371236708089,0.0,0.14882168440199303,0.02792774531002462,0.029640947925933525,0.029616687736622294,0.0,0.1378587200867427,1.39136560284131e-248,1.0639380098008181e-263,s082
65,(wfpt.23),0.00031095247560564143,1.2406498796833048,0.5823134194995216,0.0,0.008645285818956771,0.00028595837486000697,7.511772242119186e-05,5.011835039570034e-05,0.0,0.016992059318456158,0.00042047328379653275,0.08302672919624131,s083
66,(wfpt.24),2.870057894788225e-06,1.263573707238872,0.5492400654478004,0.0,-0.004082278313878656,-2.2131120412716143e-05,1.4992072874253637e-05,-1.0008802367567071e-05,0.0,-0.0017684995923730566,0.7347494328095427,0.4387116248691889,s084
67,(wfpt.25),2.54351590456281e-07,1.285789258786532,0.6180009204452387,0.0,0.01284072313931505,-2.4746892112847974e-05,0.00012814162977192733,0.00010314358341045882,0.0,-0.0006328896999690803,0.9196588833693794,0.02357442378524398,s085
68,(wfpt.26),7.052473948743199e-05,1.2534207551922874,0.593769741160966,0.0,-0.0005617666370814596,4.453296710660304e-05,4.5726913178167905e-07,-2.5518094334708863e-05,0.0,0.006822255387657924,0.09952007327513285,0.8944472354676679,s086
69,(wfpt.27),0.0012214407064308208,1.2761626127845107,0.8254667100048545,0.0,0.055585864819069575,0.0011961538929390336,0.0023145374528389384,0.0022892783140837647,0.0,0.05336222657325764,3.70758456319924e-12,1.1022449748462651e-21,s089
70,(wfpt.28),3.92794792947182e-06,1.249000728287529,0.4907624862194335,0.0,0.000466461835151955,-2.1073203929411477e-05,2.1225175672601182e-07,-2.4788992999180692e-05,0.0,-0.0019987351594977915,0.6918328115169532,0.9265878388729456,s091
71,(wfpt.29),0.0001347340421020693,1.273232167142306,0.5372069047602568,0.0,-0.008120389810995159,0.00010973616055909297,5.697056730258332e-05,3.1970741575571004e-05,0.0,-0.013090894170240895,0.02025957599215223,0.13115795167883398,s092
72,(wfpt.3),0.0013795502100307777,1.2316968738687093,0.5731801566209062,0.0,0.053964757571833805,0.0013545834504481435,0.0028616466830521103,0.0028367169777340218,0.0,0.03857747150324935,1.0795013444815282e-13,9.518551370063664e-27,s011
73,(wfpt.30),0.0011776466058818214,1.2414739916274957,0.603073480766354,0.0,0.04893685165913307,0.0011526747984567098,0.0022288447396955346,0.0022038992135378077,0.0,0.03665171590112499,6.6408114638489e-12,3.483451256669125e-21,s093
74,(wfpt.31),1.566928721974392e-05,1.276727861488945,0.5644214132850449,0.0,0.005220060599272554,-9.331571090953616e-06,1.8731301201890815e-05,-6.269480554710327e-06,0.0,-0.005234083178604854,0.42855465270896353,0.38672575593197744,s094
75,(wfpt.32),0.06432197762927627,1.0915702138500898,0.7088378526841007,0.0,0.19371214116657098,0.06429858450906101,0.06544611123796895,0.06542274622249922,0.0,0.19422591219890759,0.0,0.0,s097
76,(wfpt.33),0.002744655255942141,1.2138763773326342,0.61144174778122,0.0,0.0726917829016202,0.0027197226256920892,0.0051183793330112914,0.005093506048830521,0.0,0.06282617352004888,1.014986271326685e-25,1.495036673468402e-46,s098
77,(wfpt.34),4.888028254046439e-06,1.3088024773195732,0.7040545510831382,0.0,0.0008116609324527718,-2.011309960159302e-05,6.12772105834658e-07,-2.4388462636526498e-05,0.0,-0.0022207910209197275,0.6583702196344894,0.8755958422433808,s103
78,(wfpt.35),6.718174760156348e-05,1.246249365408138,0.5262910645413268,0.0,0.01962190337025556,4.2182177166782964e-05,0.0002820393090167128,0.00025704511028956656,0.0,0.010809052573142228,0.10115792467094581,0.0007824287658001036,s106
79,(wfpt.36),3.83766422979992e-05,1.291538024162173,0.6876517966944686,0.0,0.02811381660111767,1.3376351699623257e-05,0.000511122302388034,0.0004861338310221397,0.0,0.01043513975159266,0.2153637010839274,6.124664454817128e-06,s108
80,(wfpt.37),3.0105439072780626e-06,1.2703804189572867,0.5780154265466376,0.0,0.015462883119345391,-2.1991255964026735e-05,0.00022895479464291046,0.00020395926873650883,0.0,0.001835609205267659,0.7285887200329559,0.002475427013080864,s110
81,(wfpt.38),4.796109273952354e-06,1.2866548942517095,0.6908024783357656,0.0,0.0026513294350949193,-2.0522788940713355e-05,5.303882712803798e-06,-2.0013720611888886e-05,0.0,0.0029848676904868296,0.6633954595936699,0.647166910280898,s111
82,(wfpt.39),0.10247161789640225,0.9516938035534775,0.4315513615792464,0.0,0.24378389193691302,0.10244917856488311,0.09928274840843487,0.09926022935119228,0.0,0.2520730749282012,0.0,0.0,s112
83,(wfpt.4),0.004489288348389242,1.2423734962373816,0.7175423335794475,0.0,0.08681195374984613,0.0044643993361473955,0.008776564042583646,0.00875178221759354,0.0,0.06518584355798818,4.933509016085116e-41,1.1563811810484018e-78,s012
84,(wfpt.40),1.3182148593471332e-05,1.296982493850892,0.6629976366765568,0.0,-0.006480971421683814,-1.1818771898708391e-05,3.627337836542566e-05,1.1273035182779445e-05,0.0,-0.004074720949176911,0.4677625884122837,0.228388282215951,s121
85,(wfpt.41),0.00014849011334738815,1.2242903833667034,0.4738128137809793,0.0,0.00923822489113293,0.0001234925757234162,7.424146411216803e-05,4.924207017908966e-05,0.0,0.013174858905724618,0.014803753988388967,0.08484371174026381,s128
86,(wfpt.42),8.7123330475114e-05,1.2315898481981105,0.48114996626004736,0.0,0.007256380497564757,6.212425860485649e-05,5.012508806545579e-05,2.5125091192901294e-05,0.0,0.00954559362009818,0.061932329585123284,0.15678869081026045,s129
87,(wfpt.43),4.726775778285397e-05,1.2828718327847701,0.5803138911056926,0.0,-0.009875141972463405,2.2267689473443042e-05,6.342015568183701e-05,3.842049120261759e-05,0.0,-0.009522948446986104,0.16913011154165303,0.11122505362841253,s142
88,(wfpt.44),1.5661586134529948e-05,1.3010976330285375,0.7013576611354261,0.0,0.013513515708689597,-9.33927236856924e-06,0.0001911538999834761,0.0001661574290074963,0.0,0.003840198286705926,0.42866814111066553,0.0056885447812640546,s145
89,(wfpt.45),0.006335302172985835,1.2613522828809083,0.77809437288345,0.0,0.06560011892677498,0.006310144830896869,0.006897336819621125,0.0068721937069778916,0.0,0.060656328293461556,1.5526353038445948e-56,2.0899695618697358e-61,s149
