,index,slope_val,log_int_pval,log_rsq_adj,log_slope_val,rsq,log_rsq,log_int_val,slope_pval,log_slope_pval,int_val,int_pval,rsq_adj,subj_id
74,(wfpt.30),0.030123069756749363,0.0,0.00039235735536968797,0.022172796519064772,0.0009059328120827326,0.0004065363883012374,1.2934238167889518,1.3123394723060002e-15,8.601707776033138e-08,0.7374479628252599,0.0,0.0008917608629893659,s093
75,(wfpt.31),0.01388636653066199,0.0,5.9585855712307456e-05,0.011898349752023057,0.0001242928489425532,7.347410991231929e-05,1.2348016062200058,0.0027757128395960234,0.02144641488204008,0.4892439472962551,0.0,0.00011040530057793152,s094
76,(wfpt.32),0.01619900198024428,0.0,2.6914113375742232e-06,0.005669693055214864,0.0001924130500422505,1.6580455749259926e-05,1.286513673631173,0.00019751354719403595,0.274572176538892,0.6441744732861486,0.0,0.00017852644781779503,s097
77,(wfpt.33),0.030375729095237378,0.0,0.00037587738521727143,0.022805098950057875,0.0008243151391210679,0.0003897612464184297,1.2584273700308453,1.3043974679867118e-14,1.171686583231836e-07,0.6116319973247772,0.0,0.0008104373135583431,s098
78,(wfpt.34),0.045824300163634264,0.0,0.0008902004829784982,0.03766063556147958,0.0017577781140000193,0.0009041742420453636,1.2599979428093635,3.42266359230682e-29,8.83086899666618e-16,0.6759130375023099,0.0,0.0017438162937827295,s103
79,(wfpt.35),-0.00524879474862192,0.0,-7.826697423940487e-06,-0.002558572410304341,2.581976646243156e-05,6.062493074554531e-06,1.2459477157877048,0.1727422646676075,0.5088235692159396,0.48541362628434115,0.0,1.1930850378094604e-05,s106
80,(wfpt.36),-0.01787657704986477,0.0,0.00045122777557660143,-0.03510474085299891,0.00017143470991265453,0.0004652076742077682,1.3527346022154374,0.00046321713483119534,8.025490849044424e-09,0.7129026036242181,0.0,0.00015745070245376525,s108
81,(wfpt.37),-0.0010546455437217836,0.0,-1.3817183138309375e-05,-0.00026650880309665725,1.1851232474269224e-06,7.209056251955559e-08,1.2236653340674817,0.7702055186878105,0.9425668776415307,0.41172608924766085,0.0,-1.2704134994212524e-05,s110
82,(wfpt.38),-0.007710429436933133,0.0,0.00103748495097844,-0.04997359298423326,4.54954944845154e-05,0.0010516548330341546,1.372543763196701,0.0733062619858457,7.137964681787136e-18,0.7134646351592093,0.0,3.131134026024274e-05,s111
83,(wfpt.39),0.10161738000974906,0.0,0.014859924871028385,0.10421673111445766,0.01460888181771769,0.014873607562109314,1.1285806570844557,2.0329155273207424e-232,1.2692203949584481e-236,0.47296875114994474,0.0,0.014595195449788156,s112
84,(wfpt.4),0.11735448914325994,0.0,0.012718091630862016,0.11775583523373778,0.016795320506047928,0.012731804070039932,1.1346997106915064,3.5433614102283033e-267,1.2337181226532344e-202,0.5510720546786747,0.0,0.016781664506166027,s012
85,(wfpt.40),0.03931303379330825,0.0,0.0014045606658279475,0.040748236142808314,0.001660859715599483,0.0014184302395628956,1.2467568519203949,7.444124401396615e-28,5.029319809315015e-24,0.6480198265230481,0.0,0.0016469935090341892,s121
86,(wfpt.41),0.0021229055967967856,0.0,-2.4518004277940264e-06,-0.003925838740409998,3.756488128892066e-06,1.1437315418416638e-05,1.2762296783917584,0.6030245318567333,0.36416965839858295,0.5737064360463362,0.0,-1.013273439842699e-05,s128
87,(wfpt.42),0.04275498991864948,0.0,0.0008423344502008767,0.036289891282978326,0.0015296551626746702,0.000856211832741649,1.2336584987248675,8.78893011743427e-26,4.058082109602692e-15,0.5769447431590344,0.0,0.0015157871337733164,s129
88,(wfpt.43),-0.0028089144911785657,0.0,8.718738528923353e-06,-0.005599993582354593,6.970432991471043e-06,2.260769922646233e-05,1.2934585485374583,0.47868596493078364,0.20201921795978062,0.6245932427899806,0.0,-6.918744896333706e-06,s142
89,(wfpt.44),0.04097195221866924,0.0,0.01014367653277981,0.05899998549657033,0.004507526451087873,0.010157730803249776,1.1454623099015726,9.960680359314157e-72,2.1408940272524227e-158,0.42075306957733016,0.0,0.004493505035364165,s145
90,(wfpt.45),0.037466116041230256,0.0,0.0007761783090534102,0.032315853790744614,0.0013549310454811225,0.0007900566104422913,1.266164315773306,5.0745811947587487e-23,4.5747852614053225e-14,0.6775196868214408,0.0,0.0013410605897884453,s149
91,(wfpt.46),0.058129595333486175,0.0,0.001606886842085986,0.04611364627447545,0.0032975425540878733,0.0016207536056960237,1.2163357150128296,1.1826573270563578e-53,3.1995687668428054e-27,0.5503441560275841,0.0,0.0032836990798601473,s161
92,(wfpt.47),-0.00973717585257966,0.0,-6.527277645496099e-06,-0.0030789135687265892,8.11382096684854e-05,7.459023243727714e-06,1.2552764597072843,0.016013287088775623,0.46522129978526217,0.5139543063298049,0.0,6.715293928616362e-05,s163
93,(wfpt.48),0.04775795187072928,0.0,0.0036373079741789383,0.04957913013662585,0.0035000986234392517,0.0036511465371038554,1.239567931132214,7.628202970223946e-57,3.186656258354469e-59,0.6532024552758962,0.0,0.0034862579625684065,s165
94,(wfpt.49),0.059242256595008654,0.0,0.001587925938176915,0.04705577679085292,0.0031687960436562745,0.001601792965136517,1.196131902199846,1.2612687688989833e-51,6.375536184949616e-27,0.4829605765306595,0.0,0.003154950781232846,s168
95,(wfpt.5),0.11581059473500183,0.0,0.0345527757770373,0.1258579546229335,0.02650202435734239,0.03456812006452159,1.0261367474476033,0.0,0.0,0.2973604769868685,0.0,0.02648669319768937,s014
96,(wfpt.50),-0.007200725902366227,0.0,1.0645702361866682e-06,-0.004178129327461533,5.1628243418422315e-05,1.4953637243131368e-05,1.257063186553202,0.053854596746542534,0.29945210139966044,0.5125617402617764,0.0,3.773968579512399e-05,s170
97,(wfpt.51),0.062101295173102714,0.0,0.00170055476242581,0.054227281527535975,0.002934927419269484,0.0017144202250745089,1.1942624539621753,6.093147927484056e-48,1.0622848597772287e-28,0.5058980764032825,0.0,0.00292107890858051,s173
98,(wfpt.52),0.09612947872191935,0.0,0.013083988204075414,0.09893023412818272,0.012389706153500546,0.013097695561285927,1.1743909212075345,3.2626324016603113e-197,1.949052919636292e-208,0.6176236761018039,0.0,0.012375988962830653,s179
99,(wfpt.53),-0.017412950922222878,0.0,0.0006105438159496046,-0.031230481649303865,0.0002911138032472005,0.000624424610640939,1.3128354135902607,4.6835756595075475e-06,2.0003251013326595e-11,0.59410082147521,0.0,0.0002772285719045975,s180
100,(wfpt.54),0.0021089256308679605,0.0,4.6579989733341876e-05,0.007388052024034484,4.926286894635368e-06,6.046842457296808e-05,1.2496429825137974,0.5514750953160082,0.036928481332640636,0.5351049307084264,0.0,-8.96291938490279e-06,s182
101,(wfpt.55),0.02934365706468068,0.0,0.0005706855344662642,0.025195946616344944,0.0009755651363151374,0.0005845666899610968,1.2491386869752799,5.165186476313873e-17,8.673886940951237e-11,0.5865786554207904,0.0,0.0009616894115052066,s184
102,(wfpt.56),-0.0127433523471749,0.0,1.3380086338110608e-05,-0.005532849108311266,0.00015568404882981834,2.797864427195318e-05,1.3097277058686845,0.0010919375684346302,0.16624367573576734,0.7025823400335827,0.0,0.00014108735526285887,s187
103,(wfpt.57),0.10164014008633428,0.0,0.007951322107450753,0.10277961462783225,0.00974765633731367,0.007965100752680532,1.134636452217822,2.158308123763979e-155,3.1306296871845283e-127,0.4887410348959435,0.0,0.009733902450488108,s190
104,(wfpt.58),0.014312797449355222,0.0,0.0005404082654382192,0.02306961686468606,0.0002030697445076779,0.0005543871122833943,1.2241965247057953,0.00013864603065767928,3.0415815786143463e-10,0.520825036696352,0.0,0.00018908617950919027,s192
105,(wfpt.59),0.023489788198445785,0.0,0.00018340056112209346,0.016212232935596343,0.00042763388064481767,0.0001978908667705781,1.2797253799126234,5.557216001211168e-08,0.00021961746258698152,0.665004639953192,0.0,0.0004131469047017333,s196
106,(wfpt.6),0.09785835149771993,0.0,0.007677972593927107,0.09865259595478221,0.009595115620230632,0.0076917550357306075,1.1483593252420634,5.567570908260784e-153,6.463080627885847e-123,0.5218643458615919,0.0,0.009581359614725171,s015
107,(wfpt.60),0.053845022610625466,0.0,0.002452145115373394,0.055086125924332846,0.002933288535757139,0.0024660001391222375,1.230250132539783,6.466359852582501e-48,1.49073973963547e-40,0.6440856391211994,0.0,0.0029194400023052625,s198
108,(wfpt.61),0.018490193254803118,0.0,0.00013112551626270896,0.014080753777582389,0.00030221935793461885,0.00014501277684253466,1.2355659715741685,3.0860064889149684e-06,0.0012322754162996073,0.49990888126816035,0.0,0.00028833428084018564,s205
109,(wfpt.62),0.004773667773173996,0.0,-1.1755363968912746e-05,0.0014812695270104963,2.3904043246814055e-05,2.1344598458705732e-06,1.264613338867047,0.18955769557710744,0.6950529989445333,0.5646802783501428,0.0,1.0015100554539025e-05,s206
110,(wfpt.63),0.06682742967113858,0.0,0.0015742031858659855,0.047869541509666824,0.0035534393216131166,0.001588070403422015,1.2145072238298873,1.1022355266145904e-57,1.0501162225912787e-26,0.5489146076895768,0.0,0.003539599401605864,s207
111,(wfpt.64),0.0873905516305863,0.0,0.0031873032203745266,0.06937701440602315,0.0059613239880970115,0.0032014426081214964,1.2073852658842634,1.1414400427714343e-93,4.3206618920317424e-51,0.6088931762931336,0.0,0.005947223748714259,s209
112,(wfpt.65),-0.021115928409549865,0.0,0.0005259681622354906,-0.02616950600195192,0.00040656461553878476,0.0005399470155319497,1.3308554986089067,6.965618118902076e-08,5.161306353770937e-10,0.6820845434595696,0.0,0.00039258389670204785,s212
113,(wfpt.66),-0.009714015072778796,0.0,0.0003383398840459684,-0.020484531387844243,0.0001115415304479006,0.00035222426660852513,1.3445709187263686,0.004597940232898911,4.7476020591387533e-07,0.7482962216024902,0.0,9.765380497672727e-05,s216
114,(wfpt.67),0.08326056071248888,0.0,0.006844209443664817,0.08229816940934614,0.006639815248430048,0.0068580034656728905,1.217416677442027,2.5536166046219923e-106,9.24259990866017e-110,0.7072278342197309,0.0,0.006626018195945882,s218
115,(wfpt.68),0.11997543913833553,0.0,0.011656600251217952,0.1188748908190253,0.014611814950548196,0.011670327433536465,1.1190348324575665,1.8261599378470816e-232,8.135094407490742e-186,0.4965372021215697,0.0,0.014598128623357853,s226
