,index,log_slope_val,slope_val,log_slope_pval,log_rsq_adj,rsq,slope_pval,int_pval,rsq_adj,log_int_val,int_val,log_rsq,log_int_pval,subj_id
99,(wfpt.59),0.009221020404813726,0.012092346691505244,0.00025106857037044897,6.00674562941661e-05,0.00012705430185555588,3.018147147371816e-07,0.0,0.00012221225522224266,1.218083134852094,0.43201219044084815,6.490980387230394e-05,0.0,s196
100,(wfpt.6),0.013430499671233661,0.014580994041131341,3.117279356852459e-05,7.801669393814326e-05,0.00011843196146887891,6.31808388658929e-07,0.0,0.00011365921152362013,1.2275725538345137,0.4719170727621468,8.278961401564366e-05,0.0,s015
101,(wfpt.60),0.03927096053984839,0.03756053310076643,6.143880935031674e-32,0.0006697303497422702,0.0008239836861680949,1.2331774961777007e-38,0.0,0.0008191096092682315,1.2090386471854149,0.5075237334657483,0.0006746051553250254,0.0,s198
102,(wfpt.61),-0.0021000296059430403,-0.001964361110466013,0.42117404253096546,-1.6847865547120477e-06,2.8661199289459205e-06,0.4384079760913997,0.0,-1.9071816486082582e-06,1.2358305111262804,0.4526032433552443,3.088513961246875e-06,0.0,s205
103,(wfpt.62),0.022049096985360263,0.02534381416377437,2.91060593664052e-20,0.00040015807953242,0.0007386710312938805,1.2812901393961527e-35,0.0,0.0007339125986947082,1.291640713292406,0.7396916855963642,0.0004049181014463832,0.0,s206
104,(wfpt.63),-0.00027342995882340126,-0.0004516455448900982,0.9296057575286439,-4.747393922865939e-06,1.2394368287260704e-07,0.8721351824772597,0.0,-4.660790506205714e-06,1.2608150921311931,0.5367795940000596,3.734068065863738e-08,0.0,s207
105,(wfpt.64),-0.008581660713220243,-0.008094942913576124,0.007758973818416658,2.9771478275320007e-05,3.93119199351144e-05,0.004577202480857226,0.0,3.4422088797114725e-05,1.286465961687247,0.5961183623652277,3.4661332154795055e-05,0.0,s209
106,(wfpt.65),0.0690059950725295,0.07478453256002406,1.3613137233031677e-170,0.0036797086196310724,0.005047452410520514,4.362805741483363e-233,0.0,0.005042714496123257,1.1644624108820762,0.4610239847794852,0.003684453024563328,0.0,s212
107,(wfpt.66),0.07891040278164797,0.07872380941456544,3.415739899679172e-154,0.0033218162889919745,0.0043435812723569,8.329172915466849e-201,0.0,0.0043388400061604715,1.1678857138481546,0.5215837492090857,0.0033265623981815207,0.0,s216
108,(wfpt.67),-0.00020563938269863198,-6.807385565092477e-05,0.9272130292500935,-4.756183663801039e-06,4.480721349509054e-09,0.9756164567075993,0.0,-4.7917283334530936e-06,1.239112820902281,0.4643596183754384,4.0025220471306966e-08,0.0,s218
109,(wfpt.68),0.003147629435705841,0.003395537125883745,0.20573385901675867,2.86288885054109e-06,9.692114533055296e-06,0.153680858738159,0.0,4.930210572684501e-06,1.2286312675876636,0.4456354018608944,7.624802655370466e-06,0.0,s226
110,(wfpt.69),0.05751242098133688,0.057118021557151955,2.2680399880077574e-61,0.0013047200325878583,0.0017525636323143523,1.5953437878365935e-81,0.0,0.0017477758288996226,1.203082973257135,0.5546702255592457,0.0013095099609806704,0.0,s233
