,index,int_val,log_int_pval,log_int_val,int_pval,rsq_adj,slope_val,log_rsq,log_rsq_adj,log_slope_val,rsq,log_slope_pval,slope_pval,subj_id
67,(wfpt.24),0.48894578085681206,0.0,1.1729162308504935,0.0,0.000766128378987152,0.02907420144626246,0.0015353444081402934,0.0015063916546870226,0.04271183070702918,0.0007950925191542169,3.3562526391937034e-13,1.6207694747660987e-07,s084
68,(wfpt.25),0.6289247364011062,0.0,1.23801174770997,0.0,0.0029666343449608057,0.05687243042109611,0.0019420867429605915,0.0019143613717382824,0.04544281108255501,0.002994330485566299,5.996223617111567e-17,2.756294427011711e-25,s085
69,(wfpt.26),1.0203991384596431,0.0,1.3664179318085612,0.0,-3.0058293594592556e-05,0.0007763401623901581,1.7460037076366675e-05,-1.3322863953613151e-05,0.00442145102858477,7.128088485020001e-07,0.4513794858341833,0.8790300391288636,s086
70,(wfpt.27),0.9265710016476999,0.0,1.3387065469115587,0.0,-2.764405057775754e-05,-0.0009221683273392955,1.5114082528855377e-06,-2.7086941293719136e-05,0.0012400232519935283,9.289841962356604e-07,0.818178456342561,0.8569082402122981,s089
71,(wfpt.28),0.6963490841647856,0.0,1.3037236848831943,0.0,-1.623991694676974e-06,0.0049982887161367515,3.745049315329041e-06,-2.4034167723119282e-05,0.0021200547341903263,2.6154602821737427e-05,0.7134933771200855,0.33188913588678903,s091
72,(wfpt.29),0.7107640595057395,0.0,1.308437307864742,0.0,-2.6609226037477285e-05,0.001137927700517202,2.2056610859966241e-07,-2.7558748837641645e-05,-0.0005666419017293228,1.17006253241847e-06,0.9289978912986252,0.8373924360094155,s092
73,(wfpt.3),0.8317190506362697,0.0,1.301409546660242,0.0,0.004804012532636848,0.056918416082669045,0.0026824627220277675,0.0026543668959781996,0.03814351097363865,0.00483204701212836,1.5985707697757662e-22,2.7872268553849663e-39,s011
74,(wfpt.30),0.8129207797662135,0.0,1.3247238218099564,0.0,-2.717378486183364e-05,0.0008754199514430959,4.794043614309018e-07,-2.73022186583205e-05,0.0010234014663872111,6.055193907394951e-07,0.8954891001504646,0.8826278978428259,s093
75,(wfpt.31),0.6856741108443776,0.0,1.303813583134596,0.0,-2.6580721838254107e-05,0.0012058557357636094,6.1477380655095e-06,-2.1631412227884894e-05,-0.0028680176058032483,1.1985659399416093e-06,0.6380482171800119,0.8354517264829499,s094
76,(wfpt.32),0.9559031888539977,0.0,1.337648404589989,0.0,0.0024581561800915974,0.0375732796338667,0.0021341006419202113,0.002106380604713687,0.03296468689665303,0.002485866445482876,1.79438894981456e-18,2.9205717097043107e-21,s097
77,(wfpt.33),0.5805125388117515,0.0,1.2092388315579947,0.0,0.00010803499009470752,0.008654354408280465,0.0005627081711585546,0.0005325783200286205,0.01800666057703216,0.00013788340243570119,1.553624600876742e-05,0.03161841863321264,s098
78,(wfpt.34),0.047785932080673395,0.0,0.922142182067735,2.18451059825806e-14,0.02226849485166471,0.1320869389127377,0.017770272076470084,0.01774112665859151,0.10800098518501258,0.02229725250645309,1.990520286217117e-133,9.716836921939217e-169,s103
79,(wfpt.35),0.5658319365641606,0.0,1.2569068640840504,0.0,0.00010340833924493698,0.011846567960622013,5.617452322326244e-05,2.760306698346149e-05,0.008270201419355548,0.00013197762955785564,0.16087062120101142,0.031616129512182845,s106
80,(wfpt.36),0.9251573695379133,0.0,1.3495729861493242,0.0,6.970475154877143e-05,0.010338752043590228,2.9471553688376062e-05,1.6922796254315031e-06,0.007142751897353441,9.748136465614898e-05,0.30301264541467643,0.061026837965132724,s108
81,(wfpt.37),0.528585630271702,0.0,1.2322095845479764,0.0,1.2755480815029863e-05,0.0058882950328222675,3.496092229415826e-05,7.164812799276277e-06,0.005757215955501692,4.053367589051948e-05,0.2620824061518314,0.22706691448191466,s110
82,(wfpt.38),0.3339678254824866,0.0,0.940965210627384,0.0,0.08240674418809812,0.23756735096014786,0.07793672645180916,0.07790935415252909,0.20510747141765928,0.08243373301882295,0.0,0.0,s111
83,(wfpt.39),0.7013561327026164,0.0,1.2319120312708143,0.0,0.007399643955516733,0.08368086887862834,0.004246157423213881,0.00421849605751079,0.068140722856645,0.007427216953545757,3.5051098867428805e-35,2.5855218337007785e-60,s112
84,(wfpt.4),0.8289988280530973,0.0,1.3221949783964142,0.0,0.00020792999651897404,0.01514267581253966,0.00011698201370269334,8.88139144833433e-05,0.01127598981545833,0.00023609394677126527,0.04156831553617962,0.003790105798690627,s012
85,(wfpt.40),0.8217833797600977,0.0,1.337727594013337,0.0,-3.694762626960113e-07,0.005001439142026554,1.0947023358687247e-05,-1.722326941777652e-05,-0.003148457984089557,2.7800341745543022e-05,0.533039335585801,0.3205119259871688,s121
86,(wfpt.41),0.6187499208470251,0.0,1.2625999083520998,0.0,0.0009988343525855203,0.02389895073586516,0.0008422590467777047,0.0008145031230887279,0.02082524151431843,0.0010265851558203254,3.640706336700059e-08,1.1974689645089476e-09,s128
87,(wfpt.42),0.6331491491671214,0.0,1.2478899216076447,0.0,8.236641912306997e-05,0.010751722582513126,0.00048100833556430356,0.0004532408338511207,0.022851944853539932,0.0001101426805076855,3.16127603886882e-05,0.04645332810883671,s129
88,(wfpt.43),0.7111014647350273,0.0,1.308710358922538,0.0,4.453049505626083e-05,0.008397947407723922,4.711097811638254e-06,-2.3068092390721162e-05,-0.002319788793933422,7.230780746791954e-05,0.6804780976720621,0.10666201694008165,s142
89,(wfpt.44),0.7712345908839243,0.0,1.2976557807039772,0.0,-2.3332463197078823e-05,0.002388041683325917,1.0824995095526369e-05,-1.7353239096351558e-05,0.0038862498568237817,4.838001674167813e-06,0.5353883783266906,0.6785723366472803,s145
90,(wfpt.45),0.8934210199765765,0.0,1.3341753485557273,0.0,0.0011156021823431894,0.031006250174238442,0.00023900456644176948,0.0002108383178029971,0.017669176615943204,0.0011437405636446352,0.0035821227191291027,1.8460499689712142e-10,s149
91,(wfpt.46),0.8037910109256834,0.0,1.3169878183781216,0.0,0.00035485209335428536,0.019777639981508537,0.00014718102265254274,0.00011940579016800346,0.014556128166329726,0.00038262078548212397,0.021343321807072976,0.00020594747879580487,s161
92,(wfpt.47),0.8004087978082722,0.0,1.3284101508634454,0.0,-1.717244790699901e-05,0.00329034969871107,3.349957543585802e-07,-2.7835595969305515e-05,-0.0005784057971906075,1.0997843437832167e-05,0.9131642460824134,0.532090220744867,s163
93,(wfpt.48),1.1010337401955963,0.0,1.381489506738207,0.0,0.0014437563842023549,0.03376218788191973,0.00025994885522651057,0.00023177525930861975,0.01751008129756527,0.0014718855214630455,0.002386865053386463,4.796005535519942e-13,s165
94,(wfpt.49),0.7191089031261374,0.0,1.2885362143456305,0.0,0.0006386365192434518,0.023310406976970174,0.0004047717688622221,0.00037700369207371853,0.020632402533466605,0.0006663973282515778,0.00013478108355480681,9.650424611422722e-07,s168
95,(wfpt.5),0.753011073797364,0.0,1.3134614917499197,0.0,1.3127353080788495e-05,-0.006177236050322507,1.2129030500185323e-05,-1.6451033833408957e-05,-0.003406064861824537,4.1699222924185264e-05,0.5147599786524156,0.227025773101851,s014
96,(wfpt.50),0.7018936541373163,0.0,1.3014317296493443,0.0,-2.763586104892468e-05,-0.00037212284349616957,5.5135440286568915e-05,2.7349160114154003e-05,-0.007134023056599467,1.434560393809292e-07,0.15895009075663563,0.9427122181760195,s170
97,(wfpt.51),0.6429891404606484,0.0,1.2713567877187164,0.0,0.00018539233059799987,0.01470066239479138,0.0001937304052266331,0.0001659564658522683,0.01576512678672088,0.00021316573007224004,0.008267997316192236,0.005601432823570712,s173
98,(wfpt.52),0.8782940658459417,0.0,1.360354334893925,0.0,4.887206625281415e-05,-0.008592452830644942,0.0001784020632551453,0.0001502349008160042,-0.012953455154060219,7.704049713641581e-05,0.011850931742753595,0.09818069523051473,s179
99,(wfpt.53),0.8608429828464796,0.0,1.33626999078265,0.0,5.177556759117241e-05,-0.00786102222281056,1.8345126340246765e-07,-2.8398588252542822e-05,-0.0003549821925876249,8.034633316833517e-05,0.936146264260872,0.09355969649708493,s180
100,(wfpt.54),0.8364984283088895,0.0,1.3438164862445912,0.0,-2.3467409634214675e-05,0.0018983448198690508,5.299798754077045e-06,-2.2871446708983e-05,-0.0020697351028198378,4.7030590384355975e-06,0.664481930008557,0.6828392746833222,s182
101,(wfpt.55),0.86944767107221,0.0,1.344762842249015,0.0,7.200629444115147e-05,-0.008099568140806949,1.1358443980369337e-05,-1.722245923096999e-05,-0.0027869275906860793,0.00010057648198102953,0.5284320518125756,0.06062869959665668,s184
102,(wfpt.56),0.8038058973883488,0.0,1.2713358541635074,0.0,4.94609569694493e-05,0.007994606419497232,0.0006916526027201941,0.0006638415054419644,0.024640071322516666,7.723813241999888e-05,6.162558252001327e-07,0.0954191468008535,s187
103,(wfpt.57),0.8104511370177736,0.0,1.3267826828627263,0.0,5.58433859716434e-05,0.008822340700005916,4.889083085535262e-05,2.0721606978746365e-05,0.007656433544058511,8.401162047444455e-05,0.18770433490203955,0.08417812706116205,s190
104,(wfpt.58),0.6231435847993102,0.0,1.2783097935277241,0.0,4.564372254134419e-05,0.009535640025683256,4.4036284382320545e-06,-2.3766848669559693e-05,0.002535506966627646,7.381224436675549e-05,0.6925691853766549,0.10550802626555682,s192
105,(wfpt.59),0.9299157340693022,0.0,1.3538784892391513,0.0,5.655501099399718e-05,-0.010081630566756858,4.1562978810860685e-06,-3.431099876838317e-05,0.002281440994531424,9.501585352600372e-05,0.7423806419966827,0.1160163686912165,s196
106,(wfpt.6),0.7192064280747097,0.0,1.2960798812991277,0.0,-2.933275671423985e-05,-0.0015131302330174032,7.238080527161017e-06,-2.451981968620842e-05,-0.0026738838648966237,2.41521410260237e-06,0.6330779663123505,0.7826910200371564,s015
107,(wfpt.60),0.7912911467573199,0.0,1.3119923393301502,0.0,0.0001358164690899999,0.013467319203872665,4.4171045328278424e-05,1.5596796751338182e-05,0.0077297499920458415,0.00016438483342995358,0.21375983807266918,0.016455548043260482,s198
108,(wfpt.61),0.4105766362112093,0.0,1.1665601912932664,0.0,0.0009623427169690446,0.02933103549117362,0.0016400115000556603,0.0016118847219601662,0.03618843475675847,0.0009904854155601273,2.2976300899866563e-14,3.0103040657956614e-09,s205
109,(wfpt.62),0.6315536375717835,0.0,1.2915664968072398,0.0,-1.6953253215268305e-05,-0.0026260508285522715,1.3411049493372573e-05,-1.4367899030309772e-05,-0.002795657913325575,1.0825767125632879e-05,0.4871714237658573,0.5324557368463496,s206
110,(wfpt.63),0.7115256480419061,0.0,1.3043924080094085,0.0,0.00021821890823148227,0.016109139083578857,2.6248486679980587e-05,-1.5301052282978844e-06,0.005533724944283622,0.00024599139583092455,0.3310228349747477,0.0029210069157353563,s207
111,(wfpt.64),0.9076840685967446,0.0,1.3500200758609373,0.0,-2.7140995906727028e-05,-0.0008353298286375575,7.59173406150726e-06,-2.0188919574115616e-05,0.0032286582231573573,6.383074349081141e-07,0.6011470813325106,0.8795156516900264,s209
112,(wfpt.65),0.7562316272144791,0.0,1.2934812522460393,0.0,-2.1536600382177085e-05,-0.002633895726543263,6.100375271600456e-07,-2.8397312648698048e-05,0.0007808716164272641,7.450371315664839e-06,0.8846968920772225,0.6121747880775963,s212
113,(wfpt.66),0.9665228224641184,0.0,1.3895402340608776,0.0,-1.6496286102229973e-05,0.004105353155105377,0.00012037661187747073,9.220781473440187e-05,-0.014165473695404685,1.1673986195281927e-05,0.038720566471275274,0.5197447742463329,s216
