,index,rsq_adj,log_slope_pval,int_val,log_rsq,rsq,slope_val,log_slope_val,slope_pval,log_int_pval,int_pval,log_rsq_adj,log_int_val,subj_id
51,(wfpt.144),0.00020526026084588533,1.735142517116703e-08,0.7932525785347836,0.0006626517517722696,0.00022608975187143887,0.012872750182736379,0.02334676596105183,0.0009863744245687317,0.0,0.0,0.0006418013825125746,1.2871977469663394,s507
52,(wfpt.145),0.0001759991818017781,7.672007106545706e-06,0.494344396181072,0.0004171484156275662,0.00019682928244579845,0.013656707834005138,0.020269474937131146,0.0021135142394589565,0.0,0.0,0.0003963142238817552,1.198671120142413,s508
53,(wfpt.146),0.00011045238743323527,5.344332212299581e-09,0.5865513626767777,0.0007093797413240122,0.00013128385366389939,0.011074906488247698,0.02546601588961972,0.012062153221195386,0.0,0.0,0.000688559885494433,1.2366040075249851,s509
54,(wfpt.147),-2.1026564117843094e-05,0.45556356732222325,0.7454546711820347,1.1724790680456287e-05,2.6953357656900323e-08,0.0001492486438409049,0.0029791132720101573,0.9714576829434647,0.0,0.0,-9.33335734343288e-06,1.3056113790007495,s510
55,(wfpt.148),0.004236630226461258,9.123641356254683e-69,0.358664506714756,0.006381635215325754,0.004257375728862756,0.059603613142417786,0.06916623281039982,1.8917902454958045e-46,0.0,0.0,0.006360924909037724,1.106546590366948,s551
56,(wfpt.149),0.012439756019272497,1.8076456560921982e-194,0.7861078092577723,0.01836958217271245,0.012460330619659454,0.0828700193586787,0.08958450864411244,6.721992411829737e-133,0.0,0.0,0.018349017146046864,1.2066510404412831,s556
57,(wfpt.15),9.410840662016362e-05,0.5762364209729267,0.7326443219707571,6.50887438602421e-06,0.00011494021335756166,0.009072680509534407,0.002182619400474142,0.018830806233784116,0.0,0.0,-1.4328664499574373e-05,1.3091401069593962,s060
58,(wfpt.16),0.0004990811660011696,0.13507643691061844,0.9097126674465545,4.807726045463756e-05,0.0005205762716772311,0.01702706556874738,0.004712444563970108,8.630199889525793e-07,0.0,0.0,2.6549306725964783e-05,1.3535002186963174,s062
59,(wfpt.17),-1.9085080147585032e-05,0.2033001312872914,0.8913680572587361,3.374398037014892e-05,1.7490848365220302e-06,0.0011397021955993746,0.0053132740650149515,0.7720118450305047,0.0,0.0,1.2895713836558187e-05,1.3401818294376528,s063
60,(wfpt.18),0.0013378456123396276,6.028567805103695e-39,0.6354594951649787,0.0036277124035317687,0.001359094195381605,0.02993381706340372,0.04516857330299952,1.2974173746996662e-15,0.0,0.0,0.003606462807942301,1.2188075104852374,s065
61,(wfpt.19),0.0006958955129968691,0.020619371249627275,0.9269665622608019,0.00011285190956067392,0.000716933937058184,0.018494774160491882,0.007002745392875055,5.330739243223685e-09,0.0,0.0,9.179367384837267e-05,1.3580005310106567,s066
62,(wfpt.2),0.003933688291567594,3.320773613072551e-16,0.7367239230308865,0.0013867594367276137,0.003954440105390922,0.05143915768704464,0.02839272991453219,2.9050054974670074e-43,0.0,0.0,0.0013659528268605836,1.2882191234976066,s009
63,(wfpt.20),0.003919453077804946,1.5557094417300235e-23,0.9379684842423005,0.0021491745021902098,0.003940874625513957,0.03221622007803751,0.026493386839865393,7.921681840469865e-42,0.0,0.0,0.0021276973315417225,1.3377824672420833,s071
64,(wfpt.21),0.0003556735760600338,0.8930445297659251,0.9388449927274751,3.768865716180514e-07,0.00037649993340949095,0.014516427815535894,0.00040075667055073034,2.124320761569744e-05,0.0,0.0,-2.0471206308991796e-05,1.3673471881736163,s081
65,(wfpt.22),0.00022503028595066699,0.14194143694919079,0.9935693471294821,4.4939025394707954e-05,0.0002458593650921381,0.013516931858286571,0.0068707783072529845,0.0005916440002505525,0.0,0.0,2.4103589789992164e-05,1.371108639643506,s082
66,(wfpt.23),-5.110862497659241e-06,1.938193215600347e-14,0.7360552000058196,0.0012354069067872508,1.594231990331707e-05,0.004168883640397098,0.037186692737732716,0.3841979174906899,0.0,0.0,0.0012143359238107054,1.2360043802014729,s083
67,(wfpt.24),0.04553327200917878,0.0,0.21998569536735507,0.05415330702274812,0.04555315714695218,0.19564366810017644,0.21092193384998004,0.0,0.0,0.0,0.05413360106222953,0.9267005049870374,s084
68,(wfpt.25),0.005093555048299114,1.5084716750862918e-51,0.6979558335967627,0.004742118494808878,0.0051142826977281786,0.04706241552159665,0.04580438389419889,1.837067553691869e-55,0.0,0.0,0.0047213830916358335,1.256137712160323,s085
69,(wfpt.26),0.0008994139904684451,0.0004478066184429239,1.0408615591005932,0.0002568410873780014,0.0009202290196566043,-0.021525667015339478,-0.013652754949933244,2.981478186693347e-11,0.0,0.0,0.00023599877581137463,1.3990363383206752,s086
70,(wfpt.27),1.806659273362321e-05,2.302011479509607e-09,0.8147179675271292,0.0007515825820816335,3.9119287177924456e-05,0.0061012852897244785,0.027780222234160618,0.17284370601096802,0.0,0.0,0.0007305377984284656,1.288544956459513,s089
71,(wfpt.28),0.10330542053195124,0.0,0.1616037305166362,0.11206124363130021,0.10332410205822185,0.2970896796664642,0.29382474929568103,0.0,0.0,0.0,0.11204273526743636,0.8121015601367442,s091
72,(wfpt.29),0.00010963381429951458,0.1978745096196412,0.18185107001374357,3.530624963221651e-05,0.00013090853006347825,-0.01106348629152394,-0.005102092901782532,0.013120596937775513,0.0,0.0,1.4012282559150435e-05,1.1287722150401247,s092
73,(wfpt.3),0.022280035975929757,6.2498699314397364e-232,0.7305709874431975,0.021787735147578813,0.022300405566213266,0.09739239168791557,0.09850836979867733,2.123290475436457e-237,0.0,0.0,0.021767354876216505,1.2048527721333016,s011
74,(wfpt.30),0.0012044065596239495,0.00020058834839915889,0.792186684577715,0.00028816818836263636,0.001225215234667898,0.026286281525627616,0.012653943074618498,1.707401429814812e-14,0.0,0.0,0.00026732826774789054,1.3144928795456385,s093
75,(wfpt.31),4.7751852248811844e-05,0.5537178747320232,0.7647974765680557,7.306729171263626e-06,6.858462476788674e-05,0.0070234012285107904,-0.002176174056202881,0.06961802866590493,0.0,0.0,-1.3527754093578537e-05,1.3265602031256072,s094
76,(wfpt.32),5.8265152413139454e-05,0.6775501930353051,0.7648172395208813,3.6070794321441113e-06,7.909770590053267e-05,-0.007995645258596201,-0.0018007210861236864,0.05135547020899305,0.0,0.0,-1.7255299157081794e-05,1.308018261426904,s097
77,(wfpt.33),6.954994145258464e-05,0.00046483692343817303,0.9019800323344284,0.0002583674985818796,9.060155201412456e-05,0.007656563628480737,0.011976450328486946,0.038033079343891184,0.0,0.0,0.00023728213070539628,1.3299859654602977,s098
78,(wfpt.34),-1.589897218501335e-05,0.6085776350702495,0.862682153225161,5.468625150717443e-06,4.935126420635427e-06,-0.0018933210353725763,-0.0021455180723027154,0.6264728202771928,0.0,0.0,-1.5383708892535708e-05,1.3362496167151274,s103
79,(wfpt.35),7.773240564112882e-06,0.00034637312053201777,0.4660009797354365,0.00026668380229133426,2.8606845988266016e-05,0.00555358575723341,0.017169706266492016,0.2412839615405609,0.0,0.0,0.00024585428907775153,1.21090125669158,s106
80,(wfpt.36),0.01486297474446352,4.915816989192304e-141,0.9750628865493971,0.013232139722008096,0.01488349886007534,0.07476109583206848,0.06949920119510315,1.5245422673315424e-158,0.0,0.0,0.01321157734604117,1.3000225065259319,s108
81,(wfpt.37),0.0003306911961474812,3.8164952144810155e-05,-0.0016394713867501857,0.0003533593363960197,0.0003515180739740442,0.014891690681778895,0.01417954028866172,3.9924924243371174e-05,0.0,0.450443878108859,0.00033252902506741844,1.0698617905880652,s110
82,(wfpt.38),-6.256239172053313e-06,0.09906916187031153,0.8424532053754619,5.668241982692557e-05,1.4577658538961202e-05,0.002919394284496501,-0.005303872730829265,0.4028857721671115,0.0,0.0,3.584766303277309e-05,1.3495958253486289,s111
83,(wfpt.39),0.002271333520379115,9.205638170874225e-09,0.8741683106489739,0.0006874734153471396,0.0022921199673149317,0.03388194948508374,0.018428117438631077,9.120271101802242e-26,0.0,0.0,0.0006666496322597082,1.3329352977324262,s112
84,(wfpt.4),6.772140344835087e-06,0.557365449919228,0.7162165708389668,7.257044904340759e-06,2.7825072572151832e-05,-0.0045396811847899675,0.0024172569392887757,0.2502979748060142,0.0,0.0,-1.3821171506167573e-05,1.2907197471880145,s012
85,(wfpt.40),-1.816561581469145e-05,0.31181972389151164,0.8500262250306472,2.1787189198430035e-05,3.1118191438084253e-06,-0.0016216688182975583,0.004186436215780503,0.7021470542553792,0.0,0.0,4.893059812882683e-07,1.3119687511222875,s121
86,(wfpt.41),0.002382872761040211,3.538561581768013e-51,0.7317645923264445,0.004816638461012546,0.0024040991089888664,0.04464207152848966,0.06233551781517509,2.028286039731538e-26,0.0,0.0,0.004795420104406478,1.214590154557903,s128
87,(wfpt.42),-7.604474139277784e-06,0.0013895952069431956,0.7270011729183674,0.00021302003435197392,1.3229451660601299e-05,0.003305295982906466,0.012725943168746996,0.42553272789188534,0.0,0.0,0.00019217811273508634,1.283201888926509,s129
88,(wfpt.43),0.016357660134639906,6.179330186065948e-243,0.4228215332560214,0.022821463675941067,0.01637815311032398,0.12435391684140945,0.145955627231924,2.171757242184465e-174,0.0,0.0,0.022801102820476205,1.0523246485595474,s142
89,(wfpt.44),0.0032689498128630756,2.2855614883959392e-41,0.3069898827435563,0.0038152215765775432,0.0032899340662198018,0.05185919180302288,0.05407552831162687,6.512721343736096e-36,0.0,0.0,0.003794240873171373,1.1135034843467515,s145
90,(wfpt.45),-1.473698888942998e-05,0.014191888036099134,0.6745965722809081,0.00012539725093985155,6.097085507583699e-06,0.0023132373127770643,0.01016422126953305,0.5885300363739947,0.0,0.0,0.00010454828720596332,1.2641374093380833,s149
91,(wfpt.46),0.0009938244746544589,6.568007840948139e-23,0.8398865246252651,0.002070376319457723,0.0010150803774509054,0.026533095394087058,0.03742694042905275,4.890318354742602e-12,0.0,0.0,0.0020490780668981357,1.2722995494345053,s161
92,(wfpt.47),-1.9396506482083353e-05,0.9658573402783415,0.6547774142874567,3.817502025604824e-08,1.4376649901670646e-06,-0.0011521652571377283,-0.0002011665466117226,0.7927919621620637,0.0,0.0,-2.0796893773544767e-05,1.2907712889914882,s163
93,(wfpt.48),2.5449355464224332e-05,0.0711410609636156,0.9212619076434122,6.79382830640618e-05,4.628259262828838e-05,-0.005435568570083468,-0.007027164379898941,0.13610075813079928,0.0,0.0,4.707681135995845e-05,1.3603263374755477,s165
94,(wfpt.49),0.00023303283062936497,2.339214005153358e-10,0.5441812091119643,0.0008364245908801804,0.0002538617430476453,0.015892408442581375,0.03019319360258831,0.00048142399143149466,0.0,0.0,0.0008156065145095148,1.2198828600195324,s168
95,(wfpt.5),0.011698630964500967,3.0097920378701807e-180,0.49032704609279315,0.01730261975598868,0.011719659100611013,0.09332546902421684,0.10275255660577019,1.65752179873767e-122,0.0,0.0,0.017281691708875502,1.1172824061459166,s014
96,(wfpt.50),0.001407744639634001,5.909524001055993e-37,0.5012959042074876,0.0033550467738313605,0.0014285490783797483,0.03705516827764333,0.05497895562081906,1.1964128266606323e-16,0.0,0.0,0.0033342807415518427,1.173576119319433,s170
97,(wfpt.51),0.05177612408754961,0.0,0.7612375398983814,0.034625915223730375,0.05179587916319506,0.15397767849690602,0.11726683931935325,0.0,0.0,0.0,0.03460580242559774,1.200099980047065,s173
98,(wfpt.52),0.0003641377431549131,0.31194822783850845,0.8387103387040157,2.13041806249592e-05,0.0003849639241639835,0.015658320280461806,0.004160212716125737,1.716188746176929e-05,0.0,0.0,4.6738422943004565e-07,1.337486868490793,s179
99,(wfpt.53),0.0012204358318681496,1.69672478506874e-10,0.8828207158356606,0.0008500172903864733,0.0012412441729620083,0.028025653615140447,0.023511585407558017,1.1543337188542618e-14,0.0,0.0,0.0008291864766116763,1.322599400840525,s180
100,(wfpt.54),-1.8101907292900066e-05,0.30403858311900755,0.7897166362568827,2.2489898382827e-05,3.1755263102395404e-06,0.0016200805895157382,-0.004017741485886285,0.6992607518275435,0.0,0.0,1.2010984572485839e-06,1.3229967127636546,s182
101,(wfpt.55),0.0011951751246739306,1.1406809004357502e-53,0.6746953202628722,0.0049463816797437055,0.001215983992043479,0.03353753776172521,0.06759313874189458,2.139230299803948e-14,0.0,0.0,0.004925639728681097,1.2031421210431856,s184
102,(wfpt.56),0.0001226267959332228,0.8295558524607098,0.7043537885679992,9.760150675441892e-07,0.00014367728906372612,-0.011264369902123652,-0.0009347681087682554,0.008990050515190478,0.0,0.0,-2.00850203779801e-05,1.2950054449029615,s187
103,(wfpt.57),0.005259259012502127,1.01330354298084e-71,0.3301524368170198,0.006662209480791215,0.005279983209693362,0.0666224917082377,0.07150790808490377,3.320453992843932e-57,0.0,0.0,0.0066415058856658105,1.0998413813468935,s190
104,(wfpt.58),0.003904134525812508,4.258845204044004e-73,0.5155299677946906,0.006790779255609891,0.0039248869553520915,0.06361279355114521,0.08442011607397523,5.942908426790775e-43,0.0,0.0,0.006770085241217805,1.14115414040802,s192
105,(wfpt.59),-1.9868213708695848e-05,0.37200767050077743,0.8451476417844475,1.662006857128251e-05,9.659675910267396e-07,-0.0008800084212165193,0.0037302455259322167,0.8295153946113184,0.0,0.0,-4.234207250375377e-06,1.3206470938448713,s196
106,(wfpt.6),0.0017897530366874914,3.2171611021186846e-41,0.5924625022947149,0.003760714297763146,0.0018105495167590746,0.038074476667550934,0.05205428677368349,1.0959003808050188e-20,0.0,0.0,0.00373995498778823,1.2091178951411314,s015
107,(wfpt.60),-2.0738232590744587e-05,0.11261372211055846,0.8823933934154906,5.307229745576958e-05,3.152788144999974e-07,0.00045657950397852946,0.006004454078691226,0.9026042461810004,0.0,0.0,3.1988825082818195e-05,1.335970778697381,s198
108,(wfpt.61),0.0018129179185080169,1.6145590757921936e-44,0.6149285601527743,0.004074613225461987,0.0018337139159678717,0.03936605792977625,0.05587315976202341,6.240157134927037e-21,0.0,0.0,0.004053859591495845,1.2073443571316935,s205
109,(wfpt.62),0.01103593670762637,2.4227770899279166e-154,0.4714100157225888,0.014674764884572533,0.011056757442027054,0.09237550376306797,0.09897382769530198,7.341313282878204e-117,0.0,0.0,0.014653968218642177,1.1067643974089558,s206
110,(wfpt.63),8.121386165238498e-06,0.00027357285180660293,0.6782219274232145,0.0002790322528963829,2.9174289986722002e-05,0.005118415266612844,0.015722312822841887,0.2391281950916508,0.0,0.0,0.0002579655377400458,1.2686846716671818,s207
111,(wfpt.64),0.0051506126804201635,1.2768497988306255e-98,0.6579871979670123,0.00947059354203017,0.005171780139032522,0.05219120326746073,0.06688581538574336,6.163556844096146e-55,0.0,0.0,0.009449377610603271,1.1918967785801,s209
112,(wfpt.65),0.01743435336780641,5.4787563331271895e-275,0.4938744904136552,0.025831419178531045,0.017454823911914108,0.11275912225624497,0.12932344319599234,8.09421507266732e-186,0.0,0.0,0.025811111730680847,1.0911410769839303,s212
113,(wfpt.66),0.0037969805522197753,6.301945188300167e-45,0.6673148598552854,0.004388047713174026,0.0038188756052855988,0.053886828519385616,0.05486685155577814,9.499443700718904e-40,0.0,0.0,0.004365912673437999,1.1644270439573068,s216
114,(wfpt.67),0.00012580168811349157,8.311629992198736e-08,0.811240402397371,0.0006064191746969483,0.00014685211440279566,0.010126100606265712,0.021129508911385625,0.008262756723643615,0.0,0.0,0.0005853197873553206,1.2856219208840645,s218
