,index,rsq,log_slope_val,log_rsq_adj,log_slope_pval,rsq_adj,log_int_pval,slope_pval,int_pval,int_val,slope_val,log_rsq,log_int_val,subj_id
10,(wfpt.107),1.6865945744459765e-05,-0.008018111477815518,3.584517754118277e-05,0.06953228223743452,1.240720986506183e-06,0.0,0.2988346245909701,0.0,0.3511611734216532,0.004458744193276102,5.1469861596098454e-05,1.2174515204163203,s376
11,(wfpt.108),0.003834333877231755,0.0437211075119557,0.0016675115447635225,4.524524626616036e-25,0.003818645734831594,0.0,5.444353922621725e-55,0.0,0.4289083230786601,0.05960533392885786,0.0016832340590312578,1.1823620068781895,s380
12,(wfpt.109),0.0027351375213754414,0.039353525316926374,0.000787047211973757,7.57668727919715e-13,0.002719554770938215,0.0,5.1960432619486524e-40,0.0,0.5289773793144591,0.059308894902822706,0.0008026601583134285,1.2186574398824954,s383
13,(wfpt.11),0.001228332965323653,-0.02720470534327374,0.0017643125074151556,7.741601081333004e-26,0.0012122232252185228,0.0,2.562920962885033e-18,0.0,0.35021906907016986,-0.019588785947448707,0.0017804151607815344,1.2383483215798783,s032
14,(wfpt.110),7.73656462595973e-05,-0.0011551755013951177,-1.7625059628878503e-05,0.7114034310022506,5.695822892914926e-05,0.0,0.051532859829559845,0.0,0.549262261948816,0.005562443288147802,2.7951320124008916e-06,1.2648345493973718,s384
15,(wfpt.111),4.053855791541494e-05,0.002943657840411326,-4.179208269006196e-06,0.3886860377914503,2.4278525695642372e-05,0.0,0.11434844163160236,0.0,0.4757902100100302,0.0048650754971712815,1.2086047325499116e-05,1.2365981436792812,s388
16,(wfpt.112),0.00037176847389730483,0.00528578765836564,2.0404313575195232e-05,0.1305949549222499,0.0003559008553771781,0.0,1.2989049983710425e-06,0.0,0.6859399774250967,0.013421462377046202,3.6277257521755146e-05,1.297011458413171,s391
17,(wfpt.113),0.002451297593103141,-0.02224603525142871,0.0015243375055592479,3.0724206062652735e-23,0.0024357104075284353,0.0,4.942667031871872e-36,0.0,0.32583943824691985,-0.02644980462638783,0.001539941613555973,1.2240455812829976,s396
18,(wfpt.114),3.6474469000680187e-09,-0.0015097617691030418,-1.3231420831649743e-05,0.6893152304005916,-1.574488000843921e-05,0.0,0.9878578351292077,0.0,0.6282710849292503,-5.3779144631263916e-05,2.517067041019061e-06,1.2879485581257668,s397
19,(wfpt.115),0.003818474148289286,0.02568248840215292,0.0014039643755264786,2.1484615254969204e-21,0.003802785756121696,0.0,9.043980793100106e-55,0.0,0.7309904699532339,0.03335555807985627,0.001419691783401622,1.2867334312947507,s402
20,(wfpt.116),0.0007340352666019845,-0.0031720923428870673,-1.6984731503466577e-06,0.34443317123083006,0.0007180464995256708,0.0,1.2494152197908722e-11,0.0,0.5058428604571843,-0.022584283846263063,1.430590721662739e-05,1.2506467144337428,s403
21,(wfpt.117),0.028694078653726973,0.160447874045951,0.025832845927298842,0.0,0.02867890152442054,0.0,0.0,0.0,0.4374070345977262,0.15845720477708153,0.025848067526918816,1.0554981003564736,s408
22,(wfpt.118),0.00045907386635379854,0.014469312503326039,0.00021965552392577692,0.0001104511490114962,0.00044333256857842507,0.0,6.675326248196615e-08,0.0,0.5158591110751585,0.018115353417218205,0.00023540034422975253,1.239635731958529,s409
23,(wfpt.119),7.370164063347229e-05,-0.005472912804969038,1.2564416252636157e-05,0.17998802956890364,5.795427381305451e-05,0.0,0.030514995412991866,0.0,0.4619627295802661,0.008287476821880992,2.831398605696034e-05,1.2425481737456274,s420
24,(wfpt.12),0.009236448026744393,0.09956075257703731,0.007016100211433063,1.892554130533556e-99,0.009220844959687557,0.0,3.709254973329536e-130,0.0,0.39615214797358755,0.10281037357297362,0.007031737999426468,1.111683830923025,s034
25,(wfpt.120),0.0004111820410771516,0.019764795248228134,0.0005142481457144354,6.562606942572201e-09,0.00039543998907609623,0.0,3.2177514033259846e-07,0.0,0.414995963268339,0.017292612810917228,0.0005299890703688304,1.2018171790985352,s421
26,(wfpt.121),0.01939035000409528,0.112060729807539,0.018453527909902512,2.127781667476566e-259,0.01937490684604304,0.0,2.333948153727658e-272,0.0,0.6990100753886878,0.11001223319373586,0.018468985578087738,1.1808441088150912,s425
27,(wfpt.122),4.023682667719797e-06,-0.005636966322778692,4.091019266649898e-05,0.059352388716634646,-1.197676496778044e-05,0.0,0.6160414716628522,0.0,0.3576804266899574,-0.0013515214460767333,5.691875903757193e-05,1.2139325619698362,s427
28,(wfpt.123),8.331184538057368e-05,-0.017539316972327024,0.00021164304011156432,0.00020279562778384303,6.678375043267515e-05,0.0,0.02476322423265283,0.0,0.47474296750203465,-0.009772149726222949,0.00022816901381239596,1.2578194598252543,s430
29,(wfpt.124),0.0003084739450975871,-0.0023931855090853892,-1.439732868258048e-06,0.34048018524320145,0.00029273027559528764,0.0,9.595281763552452e-06,0.0,0.46054309267994054,-0.011312294211103167,1.4318495905163431e-05,1.2390231054067469,s441
30,(wfpt.125),0.011619049100215384,0.09354297830008276,0.013612534940511511,8.492673643561517e-138,0.01159732548706982,0.0,1.1856723569448153e-117,0.0,0.24388024631552296,0.08736133001934096,0.013634222842384025,1.0634729945771886,s442
31,(wfpt.126),0.0005125090472537508,-0.006389499290082867,5.326284627715783e-05,0.035775954154669644,0.0004968915671612617,0.0,1.0174074390363244e-08,0.0,0.4710348837589206,-0.016692506617607083,6.889189812397944e-05,1.2448942465111892,s449
32,(wfpt.127),0.041113362325429836,0.17736164304880975,0.04296473555683167,0.0,0.04109837925349513,0.0,0.0,0.0,0.5703492932410807,0.16869964697543788,0.042979689466493554,1.0726170458707778,s451
33,(wfpt.128),4.9974650314754676e-05,0.03725071367936132,0.0028506055810186837,1.834984685578552e-40,3.384590381727559e-05,0.0,0.07837020621750602,0.0,0.6482002238216868,0.004710621105524443,0.0028667464304216184,1.2325788949377208,s453
34,(wfpt.129),7.834481730362164e-06,0.00720955275099279,4.819892064633624e-05,0.047166433688259214,-8.559369961913532e-06,0.0,0.4893815846485593,0.0,0.5121619036895415,0.0024716153172696332,6.459533623481839e-05,1.2371865453446125,s456
35,(wfpt.13),1.1996465505426102e-06,0.0004002399706342936,-1.555167742384178e-05,0.9099947233561789,-1.4548862069529989e-05,0.0,0.7825500107409702,0.0,0.4746769060358497,0.0007955053065731113,2.0131247346899528e-07,1.2389576214172584,s042
36,(wfpt.130),1.6144269599061012e-05,-0.006904426450920273,3.1936077709460164e-05,0.08265650717970659,2.71006071028701e-07,0.0,0.31321815511022033,0.0,0.47202591665532423,-0.003925052110640242,4.780909056567584e-05,1.247585165721442,s467
37,(wfpt.131),0.009842210581831212,0.09932420823086996,0.008159361760913253,2.9441452035843676e-116,0.009826738882880881,0.0,1.1142728683151175e-139,0.0,0.6051346614527282,0.09656648041215293,0.008174859513038202,1.1700413598722277,s469
38,(wfpt.132),9.60557346505464e-05,-0.011548364188666178,0.00013197448505319898,0.0022736832710540315,8.018373959872704e-05,0.0,0.013894002212751203,0.0,0.4885308522256586,-0.009019697206998838,0.00014784616188723287,1.2592071848704658,s471
39,(wfpt.133),0.04004524232644224,0.1606482585480201,0.03563496808066391,0.0,0.04003012445253007,0.0,0.0,0.0,0.42466217693583386,0.14078251023392113,0.035650155170727116,1.0473636328276699,s473
40,(wfpt.134),0.007655666586362964,-0.05202221416044872,0.007553095713790814,1.0131156877023432e-107,0.007640160721595013,0.0,5.700812303967638e-109,0.0,0.40175601650290504,-0.046301231487566874,0.007568607059236121,1.2804814688033828,s477
41,(wfpt.135),0.007152187249338082,0.06434566159106772,0.005172836359854105,8.208383078558885e-74,0.007136551358242982,0.0,3.9875819083812656e-101,0.0,0.5174048526768142,0.0754341164634515,0.005188503176081771,1.1851300700400351,s481
42,(wfpt.136),0.012312769317377015,0.09181536493414853,0.009340405491684911,8.825839652471785e-130,0.012296965815973948,0.0,2.094700493130744e-170,0.0,0.5809904333217042,0.08976237467415102,0.009356256552430886,1.169384135300853,s484
43,(wfpt.137),0.0003564247542992005,0.028966704481710744,0.0011789283893683944,1.003228433233574e-17,0.00034016985860740867,0.0,2.8379141395928728e-06,0.0,0.6934382689114127,0.01685310030420696,0.001195178101760619,1.2602365508887514,s489
44,(wfpt.138),0.012662713990983065,0.10046389137857747,0.012650813322489407,1.9957948221447526e-179,0.012647286363775767,0.0,2.2377844286443702e-179,0.0,0.524628060639515,0.09801774367906793,0.012666240894587122,1.146450170125206,s492
45,(wfpt.139),0.0007417207937622239,0.013197292467526532,0.00016983485359822748,0.0007172133517378982,0.0007254721632504735,0.0,1.4277151411165546e-11,0.0,0.756436620052461,0.02187627610886854,0.0001860943697166162,1.3050618176765738,s495
46,(wfpt.14),0.010053519991952031,0.09006815528469717,0.010710060241120867,6.256292543538307e-151,0.01003792979257545,0.0,1.4965510625577456e-141,0.0,0.5233111592570242,0.08514252991180618,0.010725639855599267,1.15750693819788,s049
47,(wfpt.140),0.006260904330273376,0.06286976111995296,0.0034447110834073813,8.581264102870234e-50,0.006245254402784783,0.0,1.0042267290221734e-88,0.0,0.5733902145269549,0.0663834679298358,0.0034604053617928177,1.1993482451060893,s500
48,(wfpt.141),0.008657692218952406,-0.03445240081511144,0.004342213913969828,8.54066750602711e-61,0.008641702311087962,0.0,2.970979814268207e-119,0.0,0.4531857693138049,-0.04397646256027618,0.004358286650116727,1.2729619168800324,s501
49,(wfpt.142),1.4349596266782783e-06,-0.0002805346510601969,-1.5860785925081444e-05,0.924013679285732,-1.4565529429688695e-05,0.0,0.7645825125804577,0.0,0.29910191447106055,-0.0009379079750310522,1.4561430505821704e-07,1.1782785157966866,s502
50,(wfpt.143),0.030178557306231202,0.14336947421553778,0.025777271492135045,0.0,0.030163162826363554,0.0,0.0,0.0,0.32381756557070085,0.1359523183061126,0.025792735835899916,1.0404399614529107,s504
51,(wfpt.144),0.002133507588715444,0.040505809498214,0.002224673693873469,1.9440600721606986e-28,0.0021151974398584406,0.0,3.894547104868803e-27,4.062315640429197e-11,0.016845906464161526,0.041845684897635724,0.002242986874372521,1.0394513068751285,s505
52,(wfpt.145),0.039604657120535514,0.16938424073781322,0.038009181596589614,0.0,0.039589532308055064,0.0,0.0,0.0,0.3905088428977312,0.1732732619722106,0.03802433129687477,1.033622244968928,s507
53,(wfpt.146),0.0018913936767470663,0.033126182718166794,0.0009403220690078484,6.5259824648576e-15,0.001875674935899685,0.0,5.68347692789222e-28,0.0,0.4830245817155743,0.04216801258745777,0.0009560555400536241,1.2109541214393222,s508
54,(wfpt.147),0.0004036470575377038,0.007615200984740528,4.655980564061135e-05,0.04604999005772816,0.0003880278764234468,0.0,3.7137949602431573e-07,0.0,0.4991604571765669,0.018052011750332275,6.21843222767815e-05,1.2443766927704707,s509
55,(wfpt.148),0.004252141523670705,0.05329400382034624,0.0022482823679640385,3.697082413161879e-33,0.00423645996112576,0.0,8.498976353461131e-61,0.0,0.39308218925328,0.06856339398370363,0.002263995240885386,1.1638667137122374,s510
56,(wfpt.149),1.8381765157116092e-05,0.014289091117201155,0.00022046720841961687,0.00010747448095319817,2.633527130146973e-06,0.0,0.2799758995337147,0.0,0.33959498614235867,0.003986342689630783,0.00023621201594092867,1.1863207671423122,s551
57,(wfpt.15),0.004979402974123692,0.047605210629757436,0.0020243804007838984,2.8995604636631685e-30,0.004963855291429953,0.0,1.893885756923974e-71,0.0,0.43512672147536346,0.06888524937866906,0.002039974013490431,1.1828293295210912,s060
58,(wfpt.150),0.0012641105542148257,0.04343596859235299,0.0022617173113370637,7.567557552049725e-33,0.001248130268614478,0.0,6.044361716972855e-19,0.0,0.4839138979579701,0.03279569446061527,0.0022776829120074726,1.1859022389248157,s556
59,(wfpt.16),2.5709343706159515e-05,0.00895224492658329,0.00011038638774696352,0.004947675773240037,9.7092430523249e-06,0.0,0.20494356561902186,0.0,0.5525176393797753,0.004271729703867206,0.0001263866696008531,1.2512503546300524,s062
60,(wfpt.17),0.003034925249909226,0.06626216323508946,0.003929446462659136,1.5707297841621702e-56,0.0030192245180002963,0.0,7.027904680334919e-44,0.0,0.35219813252310084,0.05692922876658621,0.003945132860138534,1.1299333443225665,s063
61,(wfpt.18),0.000206441841194005,0.017466820967156314,0.00034474096002978794,6.039896048651486e-06,0.00018874575357752388,0.0,0.000636988574678655,0.0,0.4769009460930479,0.013223120381607271,0.00036243867197160995,1.2122870401276182,s065
62,(wfpt.19),0.007005331627613076,0.06343064149886583,0.004291135668202717,4.3460778528359966e-61,0.006989569307088939,0.0,2.567539171482545e-98,0.0,0.47681956255784225,0.08227277275087108,0.0043069408216867,1.1769240525071694,s066
63,(wfpt.2),0.0004377652818555733,0.01253724589172063,0.0002446616407519864,4.472260188478285e-05,0.0004221466338553137,0.0,1.199429739209777e-07,0.0,0.4257811296870685,0.017420787003298743,0.00026028306199865625,1.2165114338835372,s009
64,(wfpt.20),0.371883584857169,0.4084265693072372,0.37811978988741635,0.0,0.3718736929485239,0.0,0.0,0.0,0.23090573182620538,0.44761132965581707,0.37812958451052026,0.7256877771791171,s071
65,(wfpt.21),0.023774595354644656,0.14023327489926335,0.02496331003755159,0.0,0.023759221242000916,0.0,0.0,0.0,0.479565210588316,0.13443928559215762,0.0249786651878684,1.089505884636511,s081
66,(wfpt.22),0.003152080695956183,0.04240521238116212,0.003160167134832359,1.7100689003333325e-45,0.003136257210777149,0.0,3.6538895914106033e-45,0.0,0.546764515983887,0.04065313580129511,0.0031759902404827622,1.2178046474547546,s082
67,(wfpt.23),4.358643891622105e-05,0.0015739014525538962,-1.2555901860222818e-05,0.637686805911792,2.7457589379720204e-05,0.0,0.10020302283811701,0.0,0.5387620927666432,0.004997370501525598,3.5782772574988186e-06,1.2534977098692548,s083
68,(wfpt.24),0.14230627477751112,0.3489664908020587,0.14844424696556047,0.0,0.14229255123875428,0.0,0.0,0.0,0.17090959638638945,0.34783661056174475,0.1484578720756108,0.7656476822523219,s084
69,(wfpt.25),0.016874472429685983,0.10729892332486923,0.01383179521344935,4.451188288725227e-196,0.01685911061326084,0.0,7.574837213265789e-239,0.0,0.4286108115012652,0.1096416180746292,0.013847204332416707,1.1127282851479163,s085
70,(wfpt.26),0.001907447604737933,0.023536948455129693,0.0008085216225448555,4.635997718467299e-13,0.001891729116716312,0.0,3.3964757885976794e-28,0.0,0.5601688495633232,0.03132824793358377,0.000824259151932849,1.2404209025005208,s086
71,(wfpt.27),0.0003322467486650549,-0.0010757161901599754,-1.4996421277002625e-05,0.8141605837390588,0.00031637850279597757,0.0,4.753339773924817e-06,0.0,0.6560046259419579,0.016178863182512094,8.770845948413708e-07,1.2975059641768034,s089
72,(wfpt.28),0.14027490723145042,0.36450817994369134,0.1451725299185178,0.0,0.14026136782717358,0.0,0.0,0.0,0.281024618960551,0.3541966538980747,0.14518599198044135,0.7839319234459996,s091
73,(wfpt.29),2.9389250223998964e-05,-0.0005770686735249407,-1.5646937767233027e-05,0.9049003692174449,1.3516196940455139e-05,0.0,0.17361176652229185,0.0,0.4977953199968587,0.006044197656930114,2.2657843046225423e-07,1.2497217967483618,s092
74,(wfpt.3),0.004935676555691271,-0.06486664120663418,0.005226726394353398,1.470170814062942e-74,0.004920005757816592,0.0,2.684441555671772e-70,0.0,0.5573904672108466,-0.05515426192617146,0.005242392855345446,1.340183248098163,s011
75,(wfpt.30),0.0017312540763406714,0.03784151919493159,0.0010649302622365298,1.5355582182397605e-16,0.001715408037642141,0.0,1.4976147050677797e-25,0.0,0.5222856044166828,0.04075247547320855,0.001080786626142971,1.2146658808325408,s093
76,(wfpt.31),0.0014188956389256102,0.023499675143348844,0.00039817848010581525,2.94056044418774e-07,0.0014031694569298647,0.0,2.196244825696921e-21,0.0,0.5621020187182206,0.03658297965193057,0.00041392048898036826,1.2447535073169544,s094
77,(wfpt.32),0.0010647848895688483,0.023836813056556938,0.00043601834648765436,7.581445079454226e-08,0.0010491760390560767,0.0,1.4924109068027789e-16,0.0,0.45377425607408267,0.032900605971944996,0.00045163677773907285,1.212902577321637,s097
78,(wfpt.33),0.013998006035626287,0.0826957361756506,0.011414550481418151,5.151525677272985e-162,0.013982599273009155,0.0,3.3177993921432697e-198,0.0,0.5593056219011757,0.08791847273995865,0.011429997370424605,1.1768661927693342,s098
79,(wfpt.34),5.323530999135073e-06,-0.0025846698948315903,-8.656671742546251e-06,0.5000836031197,-1.0549904292167511e-05,0.0,0.562513994839211,0.0,0.5645024725338513,0.0020282794382707144,7.2202617600325425e-06,1.2672093288318038,s103
80,(wfpt.35),0.020897730613685273,0.13899225416929167,0.025309418131057138,0.0,0.02088231119465811,0.0,1.3809454951277954e-293,0.0,0.244842632762751,0.13133686988420035,0.02532476783076698,1.0210865718064777,s106
81,(wfpt.36),0.04492799337515818,0.19068947407029646,0.036337795466082845,0.0,0.044912588491022754,0.0,0.0,0.0,0.41783016202135304,0.18188866742367965,0.03635333865556234,1.014527634907636,s108
82,(wfpt.37),0.0002831738372899295,-0.005248041602072567,3.617973954972431e-05,0.07173211105863983,0.0002670488521909764,0.0,2.785943635234802e-05,0.0,0.3449972572741565,-0.012668574963765467,5.230948904999533e-05,1.2087513439235615,s110
83,(wfpt.38),0.0006740616377948205,0.015171319160776197,0.0004583237928171835,1.06203691167831e-07,0.0006572656793027987,0.0,2.3901407001096414e-10,0.0,0.6006834463775947,0.01642513707282412,0.0004751341136414178,1.2590479269278971,s111
84,(wfpt.39),0.0032687904696019343,0.047567753255307606,0.003061696406057246,1.8048139649270353e-44,0.0032530934207258833,0.0,3.9449101865478503e-47,0.0,0.665555559062459,0.047765198052279106,0.0030773964691069855,1.244560921137618,s112
85,(wfpt.4),0.0003338226838077718,-0.010988187551205364,0.00015710294595250307,0.0010054998010973436,0.00031782751312514623,0.0,4.924148795791965e-06,0.0,0.6335312835804704,-0.014732135530818261,0.00017310376047474652,1.2956655848767071,s012
86,(wfpt.40),0.03116388650328128,0.09569348216762748,0.039769603100953566,0.0,0.031148132558218022,0.0,0.0,0.0,0.43094512008571917,0.09592963756596086,0.03978530545569092,1.1218284919323644,s121
87,(wfpt.41),0.05220445254534489,0.20868341180546426,0.05404903668507832,0.0,0.052189526161089406,0.0,0.0,0.0,0.223916794080434,0.20836086701486783,0.054063933785242435,0.931221883817801,s128
88,(wfpt.42),7.486259993216837e-05,-0.013790979234322626,0.00015133032735703544,0.0011248931722486432,5.911525139512541e-05,0.0,0.029234249339564127,0.0,0.7434191273663484,-0.007915969269574205,0.00016707622366529673,1.3345691991107818,s129
89,(wfpt.43),2.1011744679499955e-05,-0.008681027652180921,5.7894528217250496e-05,0.03058246601950105,5.26354807084406e-06,0.0,0.2480581162051372,0.0,0.4994060022414872,-0.003874522367244529,7.364189597858228e-05,1.2604744383678528,s142
90,(wfpt.44),0.007597169443435692,0.09427485311936867,0.00942188541081812,5.457610257648472e-134,0.007581662664621347,0.0,3.773785100122149e-108,0.0,0.2724415058746458,0.08471442139371785,0.009437363435702784,1.0765355771841587,s145
91,(wfpt.45),0.0387326773618214,0.17433881519163263,0.03813938341691392,0.0,0.03871765709052166,0.0,0.0,0.0,0.47358998497179783,0.17305263928134829,0.03815441272388098,1.050559741527769,s149
92,(wfpt.46),0.0045716442014756,0.05848806970514788,0.0032995118119791833,8.930257301789978e-48,0.004555967670627381,0.0,3.0816731169134767e-65,0.0,0.5124473880361551,0.06018934100612644,0.003315208129845426,1.189169152390634,s161
93,(wfpt.47),0.5700791607511695,0.5913862007589751,0.5571861899519293,0.0,0.5700723901310043,0.0,0.0,0.0,0.13740710525045824,0.6452130683851163,0.5571931640567274,0.4977125820855489,s163
94,(wfpt.48),0.00617090756511518,-0.05925480492869804,0.0034095394170992055,6.531296185241448e-49,0.006155131999344143,0.0,8.460890112503073e-87,0.0,0.8945667766582832,-0.05928156519265129,0.003425365598366481,1.4158431162740852,s165
95,(wfpt.49),0.003709970918638339,0.05102199600563312,0.00194240397549017,4.0982047836704553e-29,0.003694403400448909,0.0,1.145685322600175e-53,0.0,0.44800053362284015,0.06243517870047227,0.0019579988690983097,1.1807329115714773,s168
96,(wfpt.5),0.007110599497139103,0.05885048013761371,0.01585276988813744,7.952295921379344e-219,0.0070947127583553815,0.0,5.401482081281686e-99,0.0,0.4012261966800419,0.0433515368404983,0.01586855868410275,1.1525937559920383,s014
97,(wfpt.50),0.01624312705539721,0.11382367548280808,0.021078577093689987,1.2744802825946163e-291,0.016227386441730385,0.0,1.4075816063409656e-224,0.0,0.40773896253168335,0.10632130362279915,0.021094245602467643,1.0880335598505493,s170
98,(wfpt.51),0.0057377975143430016,0.06275714798414148,0.0047733400485813204,8.837164783855303e-69,0.005722261681934349,0.0,4.47265572027572e-82,0.0,0.3947247579192841,0.06660491292906129,0.004788890708122162,1.1518231699555106,s173
99,(wfpt.52),0.0007040431797834534,0.01471710555411811,0.00021101609258356024,0.00014780463234006388,0.0006883057399140746,0.0,2.272390820260692e-11,0.0,0.4175917866869093,0.02373494585989562,0.00022676154487122346,1.2110751355457352,s179
100,(wfpt.53),2.5799076230903495e-07,-0.004275283700775474,5.410239462211308e-06,0.2468928693184444,-1.5615524936896108e-05,0.0,0.8985554584782328,0.0,0.4962147098403915,0.0004575928524659415,2.12841773273853e-05,1.252687179956897,s180
101,(wfpt.54),0.0019194374704680772,0.03667461713053677,0.0014386710661568047,7.069328522343873e-22,0.0019037191712691914,0.0,2.3123373126548065e-28,0.0,0.5153020257129107,0.03916130363968401,0.0014543991659683453,1.2123440159652077,s182
102,(wfpt.55),0.013054729762129402,0.10395626827388088,0.013052362409998852,4.369000546458408e-185,0.013039308260359928,0.0,6.674365054390446e-185,0.0,0.4366460916357991,0.1041503070790286,0.013067783707794045,1.118247956918766,s184
103,(wfpt.56),0.0005542550625897702,0.022851377983935932,0.002342850683181852,3.890625494359699e-34,0.0005383903407740753,0.0,3.4241301802060745e-09,0.0,0.423123245171689,0.012047129939147416,0.0023587268313250975,1.1994846106257269,s187
104,(wfpt.57),9.599028568574308e-05,-0.02165271666211288,0.0002539116645048356,3.27394226854385e-05,8.036629728425115e-05,0.0,0.013190098096956319,0.0,0.7888295537142335,-0.010021195508512614,0.0002695329412175651,1.356737352644216,s190
105,(wfpt.58),0.04166194965293535,0.20240476801329987,0.04525097656463206,0.0,0.041646975152945465,0.0,0.0,0.0,0.4356018399330639,0.19373768167551952,0.045265894751220004,1.0078568627977451,s192
106,(wfpt.59),0.0005603260486737316,-0.005256366139340827,3.472297801276891e-05,0.07347036365509281,0.0005445863454711652,0.0,2.4362517584563186e-09,0.0,0.5547038076929285,-0.016423112557150347,5.0478650677643344e-05,1.2647641199924398,s196
107,(wfpt.6),0.013538148386037507,0.10049774180124116,0.013292437382552591,7.809731731726872e-177,0.013521706807124612,0.0,7.266600644968808e-180,0.0,0.5367095444805203,0.09836903324500533,0.013308882782686271,1.1500043228528132,s015
108,(wfpt.60),0.0002066497054111771,-0.0007660209553821754,-1.5135037445546118e-05,0.829175349209095,0.00019077946587497951,0.0,0.00030822129321215254,0.0,0.5123037433892104,0.01088934530617548,7.389745714236895e-07,1.2559494127853292,s198
109,(wfpt.61),0.019549649814288306,0.12595308209268274,0.014443740741577726,1.0302703555004917e-204,0.019534329798816086,0.0,9.569991234922188e-277,0.0,0.4428338548262612,0.13202985037554077,0.014459140298746842,1.0965696785961403,s205
110,(wfpt.62),4.342942870771971e-06,-0.0021342990657032823,-1.1493558979003282e-05,0.5993556780729542,-1.1530507985746397e-05,0.0,0.600930255785789,0.0,0.49704385074906166,-0.0019590698947832214,4.380899209066591e-06,1.2472469818769714,s206
111,(wfpt.63),0.009678023041332917,0.06597530960065402,0.006899289785635254,1.4099910536372609e-98,0.009662548776872115,0.0,2.26378250786638e-137,0.0,0.4261311465977956,0.0837393986329883,0.006914807226692465,1.1599276478037748,s207
112,(wfpt.64),0.0001806479012121942,0.006532911398947926,4.046265322299458e-05,0.058858070930576226,0.00016490221863785237,0.0,0.0007066301090376879,0.0,0.5288125400370352,0.011569726292197227,5.6210543508572464e-05,1.2514412177312688,s209
113,(wfpt.65),0.000564075436517264,-0.019257819418058816,0.0005013660682020582,1.4710050742626617e-08,0.0005479549822354768,0.0,3.3291540253880597e-09,0.0,0.5455427070726728,-0.018645627149498592,0.000517487273930084,1.2838484336374156,s212
114,(wfpt.66),0.002324450378239029,0.036470173704582734,0.0009497799003651552,3.7815116438663444e-15,0.0023088612106145767,0.0,2.9673354923228445e-34,0.0,0.7456030678188179,0.0440743265609145,0.0009653907918146798,1.2759503852805292,s216
115,(wfpt.67),0.00018327798177064647,-0.013873876880133034,0.00017851764618059818,0.000513120392364033,0.00016715138539624697,0.0,0.000748887176143233,0.0,0.44728160849311815,-0.012956154594875582,0.0001946458801842521,1.2458611079971655,s218
116,(wfpt.68),0.01859850184311096,0.10157702765734544,0.012238557388528748,1.2840882726480162e-173,0.01858316696548723,0.0,2.9298397673697352e-263,0.0,0.32131182540328906,0.1095825494555174,0.01225399140222605,1.0883942220523368,s226
117,(wfpt.69),0.0007436444709061352,0.024802850499753344,0.001078025415777728,7.769375948045072e-17,0.0007279076546987673,0.0,6.289758894624781e-12,0.0,0.46819148947884703,0.021130133476365547,0.0010937616746126144,1.2112495078903645,s233
