"","node","mean_kl","sem_kl"
"1","(wfpt.0)",0.116619868564608,0.0080298297326575
"2","(wfpt.1)",9.69109833010069,0.10766277334678
"3","(wfpt.10)",0.305572369433574,0.0162925814284296
"4","(wfpt.100)",1.3568776011751,0.0390918349141655
"5","(wfpt.101)",1.62914021284964,0.043918466120253
"6","(wfpt.102)",0.365324182510418,0.0168620685755965
"7","(wfpt.103)",1.61617837286715,0.0428524606153445
"8","(wfpt.104)",0.344180727783994,0.0169410329514849
"9","(wfpt.105)",1.32322910855675,0.0424810080230578
"10","(wfpt.106)",0.163244490473763,0.0106513953527797
"11","(wfpt.107)",3.18463888407138,0.0625519725358813
"12","(wfpt.108)",1.25032027243466,0.0366958407928972
"13","(wfpt.109)",0.180969378614925,0.0116307951751236
"14","(wfpt.11)",0.532909843919404,0.0212177622624733
"15","(wfpt.110)",1.38642134089352,0.0407203056963665
"16","(wfpt.111)",1.08088150143839,0.0335509987062365
"17","(wfpt.112)",1.51241777078799,0.041707249230215
"18","(wfpt.113)",0.244237651570455,0.0151318833806743
"19","(wfpt.114)",0.728558661176828,0.0280481244303948
"20","(wfpt.115)",0.977583380943458,0.0339066450298947
"21","(wfpt.116)",3.47850553817012,0.0661752209278561
"22","(wfpt.117)",1.53706124306887,0.0454929865915437
"23","(wfpt.118)",0.235128873416206,0.0132193778987501
"24","(wfpt.119)",1.05132186122407,0.0334086388159265
"25","(wfpt.12)",0.14882874789371,0.00957096629757761
"26","(wfpt.120)",1.9770414764064,0.0485620197678337
"27","(wfpt.121)",0.169182492769192,0.0100359230046075
"28","(wfpt.122)",0.18268990873416,0.0101141739114571
"29","(wfpt.123)",3.97265301084514,0.0700688109635599
"30","(wfpt.124)",1.05941041161154,0.0341150220284123
"31","(wfpt.125)",9.63869747783484,0.132070244993805
"32","(wfpt.126)",0.838231306207937,0.027717165948217
"33","(wfpt.127)",0.174675641487849,0.0114951654471856
"34","(wfpt.128)",6.16179534810123,0.0797285245973326
"35","(wfpt.129)",3.14887349390792,0.0853405019035276
"36","(wfpt.13)",0.870758709910056,0.0290434134464624
