,index,rsq,log_slope_val,log_int_pval,int_pval,log_rsq,log_int_val,slope_pval,log_rsq_adj,log_slope_pval,rsq_adj,slope_val,int_val,subj_id
89,(wfpt.43),1.8508478861756217e-06,0.005463498236761188,0.0,0.0,5.261218741303697e-05,1.2178561289500558,0.5234031418827829,4.806188394723687e-05,0.0006731281237337324,-2.694639569034152e-06,0.0010400740419578502,0.45928455676523294,s142
90,(wfpt.44),5.689673202580181e-06,0.0032848826397786014,0.0,0.0,1.3263693260268106e-05,1.244244608187687,0.26376791445329967,8.700440090825268e-06,0.08821739213485455,1.1338489567247478e-06,0.002019765589133436,0.5602629010628082,s145
91,(wfpt.45),0.003484230499202101,0.0332312718541487,0.0,0.0,0.0009412315922970871,1.2551274039605604,5.247477814307152e-169,0.0009366902096505925,5.725374865045187e-47,0.0034797008408893326,0.05744532244050009,0.647427736718997,s149
92,(wfpt.46),6.555734215085707e-05,-0.006697092906009247,0.0,0.0,4.875553429140034e-05,1.260938663637311,0.0001460140003813322,4.42089167103088e-05,0.0010580122893846914,6.101214427334245e-05,-0.007690492297174738,0.5651372706022307,s161
93,(wfpt.47),3.282938920712297e-09,0.004458211249041442,0.0,0.0,1.9139685026980935e-05,1.2379883414793826,0.9785598381613743,1.4594214173824227e-05,0.0401705685963482,-4.542212914238064e-06,5.670627204520289e-05,0.5088006342490001,s163
94,(wfpt.48),2.487221902880421e-07,-0.00230095573920666,0.0,0.0,5.875290641221831e-06,1.3178329843324554,0.8150475834473352,1.324422445492246e-06,0.2558601373258349,-4.296772547318639e-06,-0.00044233403849539357,0.8200279187959583,s165
95,(wfpt.49),0.001395754725822318,0.020143708412677593,0.0,0.0,0.00041673333200309415,1.2731665087380264,8.558764635641692e-69,0.0004121896890884047,1.0093801079717481e-21,0.001391215574351512,0.03542190474224276,0.6615946677947084,s168
96,(wfpt.5),7.431785968403659e-05,0.012215389168138444,0.0,0.0,0.0001584028081599298,1.2059821984057375,0.00012502779479149487,0.00015335277155548166,2.1389943738050025e-08,6.926767896431318e-05,0.00833553212279833,0.44687312112531224,s014
97,(wfpt.50),6.219660192430254e-07,0.001740578458548909,0.0,0.0,3.4698562365598207e-06,1.1936037543553655,0.7139707443640493,-1.1602717875369706e-06,0.38666460206120756,-4.007703598096768e-06,-0.0007432592707516316,0.37336937034798423,s170
98,(wfpt.51),7.674071744867561e-05,0.003240987362687241,0.0,0.0,1.0973066916108998e-05,1.2707561637974751,4.1387572284101884e-05,6.406615056575582e-06,0.1211062367899568,7.217481611965226e-05,0.008234321735184198,0.6043674668595739,s173
99,(wfpt.52),0.0006175535563496259,0.011624951051945425,0.0,0.0,0.0001338334233543792,1.2390229974631248,2.09603624781839e-31,0.00012928853582550026,5.7526589089034096e-08,0.0006130108675685975,0.024093940196669723,0.509543505130984,s179
100,(wfpt.53),6.683541184160369e-06,-0.010795265954419594,0.0,0.0,0.00011371601651466445,1.2820019754592418,0.22528775641816504,0.00010917023169121354,5.690885285410394e-07,2.138075696045405e-06,-0.0025146482357285512,0.6071514509168807,s180
