,index,log_slope_val,log_rsq,int_val,rsq_adj,log_rsq_adj,rsq,log_int_pval,slope_pval,log_int_val,log_slope_pval,int_pval,slope_val,subj_id
17,(wfpt.113),0.011156314436298671,5.87909985355628e-05,0.6104233159203278,0.00011886921866199884,5.3778711650465105e-05,0.00012388117927730757,0.0,6.64470603400382e-07,1.267973015770695,0.0006153358131784679,0.0,0.013267656629412128,s396
18,(wfpt.114),-0.0008587483348873074,3.4733702458655813e-07,0.4772573468549275,-4.332936336171045e-06,-4.6032053206968016e-06,6.176046710715255e-07,0.0,0.7239338405324899,1.2451934304944787,0.7911021841527844,0.0,-0.001032958596850962,s397
19,(wfpt.115),-0.003595311962061809,1.0442460839810153e-05,0.45933241373540534,8.138968673465641e-07,5.429906477782964e-06,5.826449241630449e-06,0.0,0.2809755078073737,1.2394909374275505,0.14892326270237866,0.0,-0.0022550522121953303,s402
20,(wfpt.116),0.04685997226390211,0.0010485419715338118,0.4993956918290112,0.0016135299830402072,0.001043785014524623,0.0016182842269651943,0.0,6.035530203166749e-76,1.1984827266415672,7.753214532787119e-50,0.0,0.0508643841701306,s403
21,(wfpt.117),0.004448863944503771,1.0274949062805128e-05,0.5857181481869341,7.038798795377943e-06,5.51304787776985e-06,1.1800692714891703e-05,0.0,0.11543938786231797,1.2695712501550345,0.14185460607721306,0.0,0.004113440576741538,s408
22,(wfpt.118),0.03015596950594881,0.001098345857594718,0.48644712306729576,0.0004764321721595355,0.0010935423834892433,0.0004812375970308924,0.0,1.434153110165759e-23,1.1968004750598582,1.2469360088839666e-51,0.0,0.020597149587351135,s409
23,(wfpt.119),0.004975450749462337,2.8906806519346517e-05,0.40991289152611676,2.683375623679929e-05,2.4087529368221894e-05,3.1652927250935825e-05,0.0,0.010382814343229815,1.2116808863799162,0.014321608864956568,0.0,0.004947513386935632,s420
24,(wfpt.12),0.003097943574369901,6.287812359673239e-06,0.5154231935971059,2.1325867188393133e-05,1.5145271149430428e-06,2.6099057867767783e-05,0.0,0.01937045137569986,1.2518659925421287,0.2510798701323874,0.0,0.0058555493797816495,s034
25,(wfpt.120),0.054352081316502945,0.0013059360424514388,0.6007960140469191,0.001800420957888904,0.0013011345825145737,0.001805220017399023,0.0,1.0113498718210064e-83,1.2171786023725386,4.5778394401655146e-61,0.0,0.052868824987705926,s421
26,(wfpt.121),0.023823208878971873,0.00015489593440731753,0.5169889857118952,0.0001672809348122195,0.00015013472190028576,0.0001720420656702304,0.0,1.8444005189280506e-09,1.2293639402994696,1.173499240078905e-08,0.0,0.02078771386426787,s425
27,(wfpt.122),0.004774231729987935,8.613805201673763e-06,0.5162490749126123,6.645532323990011e-06,3.817637438952026e-06,1.1441686523561145e-05,0.0,0.12245969453385153,1.249841465726198,0.18020112348268738,0.0,0.004901260083619915,s427
28,(wfpt.123),0.06591642395733983,0.001352340481082459,0.4592101420399512,0.001937328056261678,0.001347584970746607,0.0019420807582837263,0.0,8.906524166820641e-91,1.167184654948855,9.218411424346902e-64,0.0,0.0683644273938098,s430
29,(wfpt.124),0.014492563860800755,0.0002111183667476979,0.354397829683493,0.00020210918566399005,0.00020635742196906115,0.00020687015067244463,0.0,4.356638341132921e-11,1.1883200445146551,2.7615800962583422e-11,0.0,0.014252678402469037,s441
30,(wfpt.125),-0.0014945167529541517,1.703368349370571e-06,0.4323891554737253,-4.5304485922770255e-06,-3.3728166710655927e-06,5.457423043475629e-07,0.0,0.7429970870928126,1.2293158966717217,0.5624035927556099,0.0,-0.0007878464469239137,s442
31,(wfpt.126),-0.004856310177208594,1.3773643418701909e-05,0.49636553148653917,1.7465352096790454e-05,8.942745408302422e-06,2.2296208935013162e-05,0.0,0.031687749344419376,1.25011296920088,0.09130977209173421,0.0,-0.005876625898443861,s449
32,(wfpt.127),-0.0015572065755853062,2.05508266626353e-06,0.6109208500332639,3.065916240441169e-06,-2.7411625609374823e-06,7.862087608612178e-06,0.0,0.20043086577781954,1.2750330932743659,0.5127377360509285,0.0,-0.0029092867708898395,s451
33,(wfpt.128),-0.003212788653535952,4.843139678412101e-06,0.5051943602817957,-1.754106502716013e-06,6.984753786465348e-08,3.0191943442003932e-06,0.0,0.42643443157631045,1.2550256811284273,0.3137966340548928,0.0,-0.0023698178824208905,s453
34,(wfpt.129),0.0064495851194501744,1.6468431208060963e-05,0.4800514528736801,2.0148703403721768e-05,1.1695194558680733e-05,2.492189970204617e-05,0.0,0.022313908855765507,1.2382944027929512,0.06324704089326193,0.0,0.007273266029667354,s456
35,(wfpt.13),0.0016444178834048827,1.3170322727962258e-06,0.5174081564608249,-8.205979948883169e-07,-3.4449115693391263e-06,3.941333350465648e-06,0.0,0.3629466228212075,1.2525307944909125,0.5989558018053609,0.0,0.002616593663982709,s042
36,(wfpt.130),0.007283403003190179,4.331094074472297e-05,0.43920648398383716,5.488298131617331e-05,3.8526413193906706e-05,5.9667430605481186e-05,0.0,0.0004133816373741421,1.2214752553002353,0.0026239694126464178,0.0,0.008360692015718423,s467
37,(wfpt.131),0.0039133747035555305,8.67746605437425e-06,0.47016629653749276,1.4548306705663983e-05,3.904192216297453e-06,1.9321529736271437e-05,0.0,0.04422760581784501,1.2378269297089486,0.17756162096903338,0.0,0.005297411577633419,s469
38,(wfpt.132),0.002345683165545503,4.47299422412506e-06,0.49755201015048683,1.4922144894180533e-06,-4.1700727715365815e-07,6.38220665449829e-06,0.0,0.253274751633373,1.242385494722936,0.33886563768863087,0.0,0.002695776613378289,s471
39,(wfpt.133),0.056653970886170434,0.0034610517809605668,0.5722296051315763,0.0033201540637367577,0.003456306312202728,0.00332490018084175,0.0,4.070463448072378e-154,1.2094213724020797,2.3509151280749494e-160,0.0,0.05556405662246086,s473
40,(wfpt.134),0.02770227151714242,0.0004602360616287049,0.5108581388110044,0.0005637408877711136,0.0004554763031361375,0.0005685001307156323,0.0,8.484964371557667e-28,1.224377151449605,8.187317308999117e-23,0.0,0.027305138441685372,s477
41,(wfpt.135),0.03817650443795166,0.000788753351260052,0.4027798096397076,0.0009530230862957456,0.0007839951571503301,0.0009577804755066532,0.0,1.1268950992937445e-45,1.1804201134313244,6.42763560555057e-38,0.0,0.03790777978467834,s481
42,(wfpt.136),0.004331457161810399,9.829337676570127e-06,0.425311400393286,2.281396588421636e-06,5.067434369565582e-06,7.043313162258258e-06,0.0,0.22391799346981894,1.2244826270341904,0.15079933806885049,0.0,0.003398820610948111,s484
43,(wfpt.137),0.0017754587824160132,2.6586709095388628e-06,0.5550555563091524,-2.0187730971343854e-06,-3.138482340681037e-06,3.7783736619445563e-06,0.0,0.41948369251809847,1.2581389801099365,0.4982721099360953,0.0,0.002036055758787355,s489
44,(wfpt.14),0.012825768626773832,4.779381649566705e-05,0.4796741188569852,0.00011219147931429418,4.303209397360508e-05,0.00011695287250435005,0.0,7.198494566329234e-07,1.2312066543952471,0.0015344171316656041,0.0,0.01734309862044322,s049
45,(wfpt.15),0.013476879178482417,0.00010151214989795321,0.5361559291839938,0.00012837480564220627,9.675068317993585e-05,0.00013313612176846235,0.0,1.238419638991471e-07,1.2457647491461339,3.889840453179893e-06,0.0,0.01401317989533339,s060
46,(wfpt.16),0.006333848265637078,3.6998530157372755e-05,0.3809274204477888,3.323126033760726e-05,3.172162485243213e-05,3.850815767603155e-05,0.0,0.006905676694734517,1.204728390660064,0.008099871539395861,0.0,0.006384763990352472,s062
47,(wfpt.17),0.0006330759214542036,4.10275028173146e-07,0.47010820200737197,-4.45980535213053e-06,-4.589972932844688e-06,5.40241947177833e-07,0.0,0.7423785701481875,1.2330111590300243,0.7745373443129531,0.0,0.0006976296378020024,s063
48,(wfpt.18),0.011428516107782026,6.913705621180988e-05,0.5485063555459412,6.7451184726397e-05,6.437543532522572e-05,7.221279096647493e-05,0.0,9.850979954352125e-05,1.2529382926067205,0.0001387448714851103,0.0,0.01054024616486074,s065
49,(wfpt.19),0.016152309107010016,0.00018850347469112627,0.6142811061376628,0.00033030492419283686,0.0001837196418480458,0.00033508805566750954,0.0,5.798738902546714e-17,1.2629784694456356,3.452141109441629e-10,0.0,0.01682631780464858,s066
50,(wfpt.2),0.04057751358339728,0.001287567394964162,0.5902093256955514,0.0014809832739866025,0.0012827773613302007,0.001485772356988102,0.0,2.1727348617653628e-69,1.2316745131253368,2.2595904880806811e-60,0.0,0.03936686051986901,s009
51,(wfpt.20),0.018281345731359547,0.00019411827887583222,0.7796683304498366,0.00030160354147479307,0.00018929989083482646,0.00030642138829073406,0.0,1.53094882806653e-15,1.3049682124741904,2.1971618501828742e-10,0.0,0.01798302264566912,s071
52,(wfpt.21),0.04841961676903735,0.0010103033465450606,0.4787657173093021,0.001418611109822776,0.001005523445796519,0.0014233890340659139,0.0,1.0461547667168809e-66,1.191438535514644,7.302894306256901e-48,0.0,0.050619327284888084,s081
53,(wfpt.22),0.006593202790487666,2.354413513872e-05,0.5678943529346986,2.8938665387889806e-05,1.8748038984939264e-05,3.3734712665545175e-05,0.0,0.007998893894144939,1.2599546797235548,0.026717860926462226,0.0,0.006678048385569027,s082
54,(wfpt.23),0.03743398251937259,0.0005046685744117818,0.4758556351510109,0.0006640678871454586,0.0004999090275045193,0.0006688266523401376,0.0,2.070684468795594e-32,1.2028921494512617,7.351636196105177e-25,0.0,0.037985870515096776,s083
55,(wfpt.24),0.009061278659955006,8.035832666919429e-05,0.46755305290527893,8.029839852186083e-05,7.556250300821965e-05,8.509419946867158e-05,0.0,2.5288830274689755e-05,1.226392006165312,4.252593048810864e-05,0.0,0.009059270250187131,s084
56,(wfpt.25),0.006743255699763778,2.1234930581814915e-05,0.6248927585637993,2.6885243796459513e-05,1.6415709360062536e-05,3.17044145624612e-05,0.0,0.01032067600113776,1.276114788097613,0.03580764597891171,0.0,0.007456469462822782,s085
57,(wfpt.26),0.11893188586646825,0.006625423976743705,0.43843470040609767,0.007531878649298163,0.0066206935765683594,0.007536604710476236,0.0,0.0,1.101672645849991,1.592474587732274e-305,0.0,0.11472349964010473,s086
58,(wfpt.27),0.011099023092441561,3.659780109499522e-05,0.5600742936917125,6.179646255000115e-05,3.1836025258136225e-05,6.655809571742832e-05,0.0,0.00018501157850092778,1.2568298372529065,0.005566356004090379,0.0,0.012421506886629153,s089
59,(wfpt.28),0.03679236152162264,0.0007971643686883745,0.5425680098006659,0.0010503934313365049,0.0007923948585468743,0.0010551617099754385,0.0,5.024379531206206e-50,1.2235672137474458,3.2286509005769034e-38,0.0,0.038996824924892884,s091
60,(wfpt.29),-0.002976165529198705,4.7749428750964995e-06,0.48755450848478554,-6.000245900139589e-08,1.6504090316615816e-09,4.7132903012725436e-06,0.0,0.32037257624513477,1.2498744485376898,0.317228013929758,0.0,-0.0027732850946184423,s092
61,(wfpt.3),-0.000813955727577028,3.595338843309648e-07,0.4230406188289539,-4.639545959195246e-06,-4.402414517379327e-06,1.224035716118621e-07,0.0,0.8726242306823271,1.229703503647511,0.7834892040119183,0.0,-0.0004545057910684627,s011
62,(wfpt.30),0.0026185096877772117,5.193078318033173e-06,0.48732335513734115,-2.5479896137436953e-06,4.3115293346662753e-07,2.213949957252659e-06,0.0,0.4953314632663868,1.2424459531491183,0.296352413679759,0.0,0.0016122145798896426,s093
63,(wfpt.31),0.03790762475291332,0.0014561668624020196,0.35504834210092917,0.0015327373118754206,0.0014507838187404198,0.0015381199137367574,0.0,4.666790387019398e-64,1.1568219378382003,9.702267595551194e-61,0.0,0.038795772218296776,s094
64,(wfpt.32),0.012150267876030834,9.701620072921635e-05,0.48535668576316104,6.297822375000983e-05,9.224334855972849e-05,6.775121561053421e-05,0.0,0.00016487872116213633,1.2302982235038793,6.531947181882621e-06,0.0,0.009609619632488391,s097
65,(wfpt.33),0.007898848249696392,3.9868018770872204e-05,0.4083200153150055,2.877466807682527e-05,3.5106258506556465e-05,3.3536458491689736e-05,0.0,0.007958938157516351,1.2150292499235644,0.0038097242143970817,0.0,0.006947112635023853,s098
66,(wfpt.34),-0.0030155372433197346,4.144838831265929e-06,0.5647840727776914,2.294219235809969e-06,-6.170915449743575e-07,7.0561357485843246e-06,0.0,0.22349684243944826,1.2730080632923486,0.35084249347636054,0.0,-0.003427596263911861,s103
67,(wfpt.35),0.02495500974954912,0.00041141786372600464,0.5213970825359657,0.0002883065813792385,0.00040662362789578577,0.0002931013846800834,0.0,5.3703562230304256e-15,1.2265421294700702,1.9936357257049556e-20,0.0,0.018937739694673477,s106
68,(wfpt.36),0.05554404161151659,0.00176251940855765,0.3770227927937553,0.002285072978428393,0.0017577658514733585,0.0022898240245143864,0.0,1.0549070346261355e-106,1.1529863671435305,1.492614474665351e-82,0.0,0.057225534457733755,s108
69,(wfpt.37),0.0026978976514500834,6.848661380454146e-06,0.5128098463556021,8.44555157297755e-06,2.0639135798194985e-06,1.3230223051996504e-05,0.0,0.09634055597665535,1.2455098959475093,0.23154517146197665,0.0,0.003583095668994351,s110
70,(wfpt.38),-0.003783834815667929,1.0115251227404976e-05,0.5002747998358835,3.4245217875872314e-06,5.353349281977948e-06,8.186432918000364e-06,0.0,0.18980410761991923,1.2527187735023544,0.14498958132424747,0.0,-0.0032314733043073227,s111
71,(wfpt.39),0.019163808612701963,0.00024244830045472288,0.4735967699043397,0.0005553216578153553,0.00023766472572339659,0.0005601037126498065,0.0,2.7390771054380938e-27,1.2208958814579913,1.08875257016756e-12,0.0,0.02720611101596584,s112
72,(wfpt.4),-0.0008945817262062603,6.399694369996212e-07,0.5045530722077637,-4.393144030112595e-06,-4.167766022078467e-06,4.14592512543166e-07,0.0,0.769020287853992,1.2487074799740343,0.7152268954915235,0.0,-0.0006943976880564981,s012
73,(wfpt.40),0.017726000745143394,0.00011393192749453718,0.6062050938562626,0.0001347776535522982,0.0001091705199188775,0.00013953893918861038,0.0,6.183998326994022e-08,1.2598814847724664,1.0006983585881521e-06,0.0,0.016464370847706886,s121
74,(wfpt.41),0.02721912763057189,0.00043792150822519194,0.5510278631658003,0.000470982073469961,0.0004331616434717356,0.00047574175812525876,0.0,1.580110540459103e-23,1.2357708142912966,8.744354721590967e-22,0.0,0.026123135653622235,s128
75,(wfpt.42),0.00022058647491524433,2.2666457932807305e-08,0.48811254074668214,-4.6756875051734426e-06,-4.739283547827711e-06,8.62621979402789e-08,0.0,0.8929349364006797,1.2458972034601485,0.9449959680809132,0.0,0.000373035399101879,s129
76,(wfpt.43),0.0321008184990245,0.00041617108445546336,0.5251112617326892,0.0007165032420174411,0.0004114111161276357,0.000721261757518743,0.0,8.076298520719514e-35,1.2221698582242415,8.806625264389911e-21,0.0,0.037438794644122406,s142
77,(wfpt.44),-0.004252629651710473,5.015830215393535e-06,0.5609666837698015,-6.591647807585588e-07,2.3111943270315294e-07,4.125550261746547e-06,0.0,0.35311498318984147,1.2727441656343952,0.305899259085865,0.0,-0.003233753573046039,s145
78,(wfpt.45),0.0006365856798842447,1.5191918356638467e-07,0.5025310874188712,-4.559838793438686e-06,-4.6100302066864884e-06,2.0211035800521415e-07,0.0,0.836778257738827,1.2515425253984143,0.8582414819739577,0.0,0.0006221201115302267,s149
79,(wfpt.46),0.016724362903872796,0.0002308452879692391,0.38280284826472094,0.00034319598008025753,0.00022608443712923698,0.00034795627324357703,0.0,1.2433187619305028e-17,1.1970828006981846,3.332444362312927e-12,0.0,0.02014639487555582,s161
80,(wfpt.47),-0.0013284150162066084,6.065484098316531e-07,0.4975563597295031,-4.463664437404091e-06,-4.189657757391885e-06,3.325430439904409e-07,0.0,0.7923083615317342,1.25207625839593,0.7221269738596481,0.0,0.0008402352868484043,s163
81,(wfpt.48),0.013211107872911337,0.00011301778903671789,0.45727008109196154,5.229191239375375e-05,0.00010823359501466179,5.7076374080589076e-05,0.0,0.000552620904381471,1.2185535877860239,1.1725343974090883e-06,0.0,0.008809139642268093,s165
82,(wfpt.49),0.0030819077029810207,7.849931102366092e-06,0.46572252549174714,2.915292174110462e-06,3.076653314226796e-06,7.688570732522493e-06,0.0,0.20438745540093678,1.2338719990707914,0.1997026873868919,0.0,0.002971336332313132,s168
83,(wfpt.5),0.006570278388186948,3.984780305821278e-05,0.43377912237445554,2.6030427594081473e-05,3.5051716091083485e-05,3.0826488820134834e-05,0.0,0.011237644315310321,1.2181005666177909,0.003946619581221546,0.0,0.005330514783083785,s014
84,(wfpt.50),0.01422878763393856,0.000130837117246263,0.613506965765666,0.0001920327595997806,0.00012603000774091822,0.0001968395517826238,0.0,1.5648079344200667e-10,1.2664894828033697,1.8198683100442296e-07,0.0,0.014851624038830379,s170
85,(wfpt.51),0.17149392318478157,0.025737515131456168,0.483932917604576,0.027291546540717526,0.025732875742105477,0.02729617850779098,0.0,0.0,1.0563176027058914,0.0,0.0,0.16590061584326177,s173
86,(wfpt.52),0.022498129689184028,0.0002018965059743527,0.5222576077014206,0.0002012010699612432,0.00019713551728162138,0.00020596203929401646,0.0,4.802705897320325e-11,1.2320779915615003,7.431241011287202e-11,0.0,0.02047834153977797,s179
87,(wfpt.53),-0.0008033031283927192,5.335451548349468e-07,0.745962923256913,-2.474603143731713e-06,-4.240405608646469e-06,2.2987011423225567e-06,0.0,0.48771081230866864,1.3038965874172324,0.738147574214882,0.0,0.0015404721902270838,s180
88,(wfpt.54),0.07089552886943629,0.002459773008769206,0.7318858610341062,0.003988642764807815,0.0024550114347828833,0.0039933970183232415,0.0,2.5656122314084163e-184,1.233453248678158,3.2168911060249114e-114,0.0,0.06888721451022108,s182
89,(wfpt.55),0.01185693699526797,7.229781230877474e-05,0.4290562576227699,6.437122538949236e-05,6.753620647359515e-05,6.913284629606053e-05,0.0,0.00013881000066896725,1.2168053311326958,9.758265524199544e-05,0.0,0.01106869357525142,s184
90,(wfpt.56),0.0444295126598885,0.0016415570460922568,0.45613121164634934,0.001728061435054662,0.001636577602896483,0.001733040372299155,0.0,1.2953518820439611e-77,1.1824357428882482,1.3016860554322264e-73,0.0,0.04129805969910738,s187
91,(wfpt.57),0.003284354833272572,4.6996671888566155e-06,0.5089933620234044,1.0386755044278217e-05,-6.226054538593928e-08,1.5148633020989344e-05,0.0,0.07449004413895688,1.2502011786074183,0.32049615376668933,0.0,0.00528230063318937,s190
92,(wfpt.58),0.010360934208152126,9.810990339820247e-05,0.3843965054789712,0.00014561046470606964,9.333705644931634e-05,0.00015038306213865926,0.0,1.9869753701630086e-08,1.2019546206238458,5.79486733534158e-06,0.0,0.012561678207648308,s192
93,(wfpt.59),0.017999631755327237,0.0002457537418651956,0.8162271115775142,0.0005358502230770057,0.00024090051879388508,0.00054070201434675,0.0,4.8033876473655454e-26,1.3155815559821582,1.114772944877068e-12,0.0,0.020752514853135933,s196
94,(wfpt.6),-0.007336755589039918,2.959250167311467e-05,0.48606437743030373,2.6725116311299146e-05,2.4807908483248653e-05,3.150970032794742e-05,0.0,0.01028097108452677,1.253630900474219,0.012884859715212487,0.0,-0.007152727688607766,s015
95,(wfpt.60),0.0026148072131164032,3.252886522031595e-06,0.6633813710990437,-2.3396593784585917e-06,-1.531832696022306e-06,2.4450637047257473e-06,0.0,0.47470073970920224,1.2918358307814422,0.4096396700770397,0.0,0.0018834219603329635,s198
96,(wfpt.61),-0.00011745342780565028,8.38126446023324e-09,0.5432764752263406,-5.292304467330311e-06,-5.3825123926820595e-06,9.858870342327464e-08,0.0,0.89242767219085,1.26114273953261,0.968547777337073,0.0,-0.00036214397420149,s205
97,(wfpt.62),-0.0016992736978639622,2.2167332014433327e-06,0.41683197706310793,-3.948382632623648e-06,-2.567990974311485e-06,8.363481478479429e-07,0.0,0.6758852531677167,1.2284380034064897,0.4960893602220251,0.0,-0.0010000138047489972,s206
98,(wfpt.63),0.06871381041002944,0.0028355379963028726,0.5108137941527645,0.0033631539032566993,0.0028307895488796087,0.0033678998155995954,0.0,4.35987005532001e-156,1.1771862303885285,1.0671141735334803e-131,0.0,0.06847403790673968,s207
99,(wfpt.64),0.012856687361701168,7.559753896124732e-05,0.4718316215397585,7.99136974600767e-05,7.083594883916522e-05,8.467524435462614e-05,0.0,2.4767113206200716e-05,1.2288056643455987,6.763472021961863e-05,0.0,0.012178242173220106,s209
100,(wfpt.65),-0.0010093576979088928,7.434917405069186e-07,0.44919458123021677,-3.4098882257804775e-06,-4.0184548328880965e-06,1.352055449488354e-06,0.0,0.5941378518423093,1.2354832074693225,0.6927434498213507,0.0,-0.001299628907310221,s212
101,(wfpt.66),-0.0015156741367485542,1.7862226372455936e-06,0.5544179619571559,-4.985749701980069e-07,-3.1037920023013754e-06,4.3914269298728215e-06,0.0,0.34330839435696137,1.2635315752050735,0.5455892666787878,0.0,-0.002279935883823376,s216
102,(wfpt.67),0.002296187228960439,2.7308566319383942e-06,0.5182448908983639,-2.6943434208170913e-06,-2.031080477582492e-06,2.0675968471772777e-06,0.0,0.5099398075581576,1.2540444451182589,0.4488817941551124,0.0,0.0017675144390946061,s218
103,(wfpt.68),-0.0003394186417949793,1.1338819605466455e-07,0.4428792713591717,-4.983768181032744e-06,-4.89919281543294e-06,2.881325444903382e-08,0.0,0.9395649284448248,1.225353392980966,0.8804477216798414,0.0,-0.00017121607911447633,s226
104,(wfpt.69),0.0039689126222735,1.1557065324963034e-05,0.42208106736841206,9.406636912367983e-05,6.783805232113416e-06,9.883921259135064e-05,0.0,5.3503466790518595e-06,1.2207938402511103,0.11970394456697223,0.0,0.010819360669780714,s233
105,(wfpt.7),0.004896508296296814,1.169102107856368e-05,0.7011990384256778,1.3958077904940858e-05,6.894868074813765e-06,1.8754197032233577e-05,0.0,0.04799274706920835,1.3000028728841095,0.1184601417035655,0.0,0.004945083299889526,s017
106,(wfpt.70),-0.005079537056159385,1.346094187415492e-05,0.5269371570594732,1.3110039849828503e-05,8.534851276942312e-06,1.803610790906962e-05,0.0,0.055689568528003976,1.2631699024441319,0.09832181837092846,0.0,-0.005202460576155088,s237
107,(wfpt.71),0.03442375851698226,0.0004965597568911129,0.5178014782990437,0.0008015755000769786,0.0004918001713700715,0.0008063336104703334,0.0,1.0023323825754975e-38,1.218798957673314,1.7369553758714788e-24,0.0,0.04037647985985203,s238
108,(wfpt.72),0.00040755937824919417,9.310035609111367e-08,0.4563013843079625,-4.260371496478399e-06,-4.69163398064687e-06,5.243607766880487e-07,0.0,0.7406112612029327,1.2361770081567305,0.8890621576321089,0.0,0.0009156489439896796,s244
109,(wfpt.73),0.018577992485112625,0.0002422068401281008,0.3984188646866499,0.0002707315890571049,0.00023732992526470653,0.0002756083409848342,0.0,5.6004133950642067e-14,1.1994854011404388,1.8303993401377287e-12,0.0,0.019163926610331665,s254
110,(wfpt.74),0.015130915304837879,0.00010672270055311905,0.5183274818674267,0.00011050800328338273,0.00010196125864747607,0.00011526940449002598,0.0,8.648662398998708e-07,1.2377673376992298,2.1991544684208408e-06,0.0,0.014636729919602534,s259
111,(wfpt.75),0.007260523681260648,5.017749947144878e-05,0.7218282937502734,2.003942954698079e-05,4.5263161551845066e-05,2.495336013430549e-05,0.0,0.024231169287964188,1.2896903459391973,0.0013966996775678674,0.0,0.004885768376343834,s262
112,(wfpt.76),0.01776067690560006,0.0002703973701563278,0.6001260434527029,0.0007436371419556886,0.00026563657163714005,0.0007483955282473476,0.0,4.582167317537765e-36,1.2510808358002552,4.8521528514042914e-14,0.0,0.027835789697310084,s265
113,(wfpt.77),-2.2566289630546882e-05,3.720841412757636e-10,0.5184036556205657,-1.6166402527773016e-06,-4.842313279906918e-06,3.2260060391919865e-06,0.0,0.41439247711353144,1.252373540402961,0.9930062118173109,0.0,0.001990255994100005,s269
