,index,rsq_adj,int_val,slope_pval,log_slope_pval,log_rsq,rsq,log_int_val,int_pval,slope_val,log_int_pval,log_slope_val,log_rsq_adj,subj_id
10,(wfpt.107),-4.79029523359209e-06,0.4004472627506479,0.3831790417282529,0.6202024988950168,4.9118946898740745e-06,1.5210200582260747e-05,1.2186515146509178,0.0,0.004484136377377863,0.0,0.0026722244760170044,-1.5088807100216428e-05,s376
11,(wfpt.108),-9.235637126847607e-06,0.44316345344980274,0.4631699558044974,0.4100738237672038,1.3572319952470657e-05,1.0764947597552421e-05,1.2380381415297457,0.0,-0.003266763323603458,0.0,-0.0036817089992953467,-6.428208622288878e-06,s380
12,(wfpt.109),0.009298960286098112,0.4509890224808735,8.303195527387935e-104,1.5513606725263423e-103,0.009294055725827755,0.009318774703180654,1.1498154430556093,0.0,0.07986013276408775,0.0,0.07995551479946555,0.009274240814345913,s383
13,(wfpt.11),0.006256596950744986,0.38433133855628293,1.9691798431755568e-70,2.2794785998492823e-67,0.0059969290015320365,0.006276472216311224,1.1525804137576725,0.0,0.06271586353489773,0.0,0.06030499059789271,0.005977048144877872,s032
14,(wfpt.110),0.00011613613176109094,0.43008842037129774,0.00908096607044925,0.04304674189692723,8.187205369947215e-05,0.00013613420899993844,1.2187897775744374,0.0,0.012774991303378917,0.0,0.010484945791975318,6.187289117409733e-05,s384
15,(wfpt.111),1.9359192019452465e-06,0.5892484434563611,0.29497578145961645,0.5768249466119864,6.228331950963728e-06,2.1936280490741922e-05,1.2714775853618188,0.0,-0.005115995994756503,0.0,-0.003163808110903013,-1.3772743546969224e-05,s388
16,(wfpt.112),2.7304650509041295e-05,0.5359291096221962,0.1240709611083312,0.292074967571658,2.2201505927799126e-05,4.730450441303713e-05,1.2650486410571578,0.0,-0.007345871675181876,0.0,-0.005475652578173182,2.2011499437590842e-06,s391
17,(wfpt.113),2.0240559022166593e-06,0.3565265509241652,0.29400776360647923,0.7854903963785431,1.481616068610414e-06,2.2024415428201216e-05,1.2088270483739396,0.0,0.005596320985058068,0.0,0.0015660852127736425,-1.851915432982132e-05,s396
18,(wfpt.114),0.00013385686285505294,0.44497309514636757,0.005543735650560182,0.0212826388019611,0.00010606964392656515,0.00015385458567218624,1.2223477365327573,0.0,0.013197765927737679,0.0,0.011500247244491196,8.607096537238679e-05,s397
19,(wfpt.115),1.1635583612168432e-05,0.5629080066302633,0.20851117692078208,0.02519123451630372,0.00010022184849478588,3.163575090381343e-05,1.2472918811447244,0.0,0.005176721878653111,0.0,0.009002896760193342,8.022145288422156e-05,s402
20,(wfpt.116),-1.4966122133808213e-05,0.5773324758992978,0.6158687364705758,0.8445301346641457,7.691600167891721e-07,5.034577202467361e-06,1.2710254773380762,0.0,-0.0022483015684883322,0.0,-0.0008389145184200635,-1.923162463124406e-05,s403
21,(wfpt.117),4.501654991251325e-05,0.4784714039039885,0.07139097527943475,0.16323396570721332,3.8881356711040205e-05,6.501604957143137e-05,1.2487423346944404,0.0,-0.008203786848578476,0.0,-0.006416941397871168,1.888133433736172e-05,s408
22,(wfpt.118),-1.4193352660063496e-05,0.5754325268421633,0.5899944814874212,0.7369108455228592,2.257317844867046e-06,5.807331220686329e-06,1.2727712943810328,0.0,-0.0022367749194330665,0.0,-0.0014239260155376188,-1.7743437038975074e-05,s409
23,(wfpt.119),0.0005227634742619447,0.5803736074653248,1.8888157371151447e-07,3.4655148272646506e-06,0.00043072580657343984,0.0005427534187912864,1.254737417750166,0.0,0.0217412776332078,0.0,0.018075341861492344,0.00041073362140220393,s420
24,(wfpt.12),0.0016046347565104035,0.43815294227776497,1.9469905737271793e-19,8.207664373591624e-20,0.0016586946407920466,0.0016246030631813513,1.2028411188206565,0.0,0.028020884822958506,0.0,0.028740238911046843,0.0016387270159798906,s034
25,(wfpt.120),0.0003098376028820571,0.39526068565453554,4.881750771537971e-05,0.006235890106543414,0.00014961312957251227,0.00032983180601398043,1.2051373859310257,0.0,0.02095721472338333,0.0,0.014861846839482093,0.0001296153219229046,s421
26,(wfpt.121),0.000615778013260293,0.45353993272552373,1.7117239735913954e-08,4.468841449595929e-08,0.0005985412495180809,0.0006357660974616319,1.2142939527664605,0.0,0.023742067266336323,0.0,0.022502744757806593,0.0005785524207899684,s425
27,(wfpt.122),-1.5119618731018747e-05,0.40905361358423276,0.6213014784486013,0.7390038118010073,2.2201914916530896e-06,4.881083675356557e-06,1.2206157974239205,0.0,-0.0023605796993221035,0.0,0.0016066686397438034,-1.7780564134595167e-05,s427
28,(wfpt.123),1.3407932655917776e-05,0.6287880458104588,0.19621198189101352,0.14399147056434602,4.269674839607607e-05,3.340806449980693e-05,1.2929053909407635,0.0,-0.004769703083829983,0.0,-0.005548702933255932,2.2696802333244115e-05,s430
29,(wfpt.124),0.00029051343714903144,0.5651902157461535,8.13336499305716e-05,0.001586040721284601,0.0001995076959444564,0.00031050802677201617,1.2549121070414753,0.0,0.0168421252993984,0.0,0.014186049733594459,0.00017951088622603084,s441
30,(wfpt.125),-1.5166795747312278e-05,0.45699103065510643,0.617591666218355,0.38273321372415947,1.5392666260050092e-05,5.035938990594069e-06,1.237603676882896,0.0,-0.0024888655191523004,0.0,-0.005598127275368728,-4.8098592426715214e-06,s442
31,(wfpt.126),-1.999398392626972e-05,0.49359704158282863,0.9852716740903924,0.8572826672810766,6.468395300496255e-07,6.815969344486916e-09,1.2475461188228005,0.0,-8.589863005113024e-05,0.0,-0.0008943448363977887,-1.9353947564582086e-05,s449
32,(wfpt.127),1.0019580059417166e-05,0.592533738782454,0.22052732796528754,0.34029650851468496,1.8187023348437137e-05,3.0019779671763835e-05,1.2720510876164968,0.0,0.0056412273642978735,0.0,0.004680522649422033,-1.8134129284863576e-06,s451
33,(wfpt.128),1.0535273201828232e-05,0.6887876080616575,0.21660536804545974,0.4083960390557575,1.3669894281420625e-05,3.053546250009198e-05,1.2986160852299884,0.0,0.005059155644124092,0.0,0.0034304750996773103,-6.330632341677855e-06,s453
34,(wfpt.129),-1.9491596888299156e-05,0.5072458207067893,0.7853369317127423,0.8302296359281395,9.678481081021317e-07,1.561888271495171e-06,1.2406688404853827,0.0,-0.0013858355087454203,0.0,-0.0011329551069393902,-2.0085649558243546e-05,s456
35,(wfpt.13),5.88849813611958e-05,0.5446729568509046,0.047034091547243154,0.41901445401232196,1.306212247065286e-05,7.888420364599025e-05,1.2610295658148747,0.0,-0.009631199951252601,0.0,-0.004255107134446785,-6.93841630838854e-06,s042
36,(wfpt.130),4.3138523727725975e-05,0.5712554753171851,0.07560918256868725,0.29784204020876237,2.1677475480208486e-05,6.313806094793151e-05,1.2663125563529307,0.0,0.008272555776861604,0.0,0.004895356622705266,1.6771090151079804e-06,s467
37,(wfpt.131),0.001589377422876126,0.499580867742319,2.8660098943440723e-19,1.2885103805033143e-18,0.001550044411149587,0.0016093460346998656,1.2147703916116503,0.0,0.03562615271278973,0.0,0.03404296268920701,0.0015300746132459464,s469
38,(wfpt.132),0.023543353750616003,0.38258901466974177,3.0432303592701576e-261,1.3754255882738868e-268,0.024222698234484197,0.023562883274131363,1.0680856435852926,0.0,0.13288045517085723,0.0,0.13553748917212327,0.024203181907795912,s471
39,(wfpt.133),-1.9987338081506323e-05,0.49942569609799625,0.9793026314192107,0.8325685094373951,8.939155371479046e-07,1.3461681103166256e-08,1.2503639393930936,0.0,-0.00012347668924271278,0.0,-0.0010445943498976294,-1.9106866615770102e-05,s473
40,(wfpt.134),-1.5472014154527258e-05,0.40732339174181054,0.634188182931243,0.5322258285071668,7.803159428720896e-06,4.528695299987895e-06,1.22027290572862,0.0,0.0022441559312787636,0.0,0.002997302498213325,-1.2197484533738034e-05,s477
41,(wfpt.135),2.9765088552458074e-05,0.5622027714986071,0.11470414208306229,0.2006691717071843,3.275105058653249e-05,4.976489324670652e-05,1.270877734040316,0.0,-0.006460811225634651,0.0,-0.005136296119277869,1.2750905601821572e-05,s481
42,(wfpt.136),-1.3186733468284473e-05,0.4405967882265213,0.559436606931605,0.3458205657814777,1.7775414242082732e-05,6.813930279681024e-06,1.22701741491298,0.0,0.002790863327640567,0.0,0.004692070384073495,-2.2250302673665345e-06,s484
43,(wfpt.137),0.0025904522369850635,0.5373172112756921,2.9031006519251144e-30,2.77243828305217e-22,0.001883438537502724,0.002610400826912107,1.213440736783734,0.0,0.047392209299912336,0.0,0.04455948776110739,0.0018634754077483384,s489
44,(wfpt.138),2.459867771498203e-05,0.5290136575702362,0.13536545429040917,0.23961171796186403,2.7658537956720686e-05,4.459858573957476e-05,1.2482577662638752,0.0,0.007839755481907485,0.0,0.006836160888807632,7.658291117706995e-06,s492
45,(wfpt.139),0.0024271778637948715,0.7326171028646772,6.106154579377615e-28,5.405936692704901e-24,0.0020806504552427496,0.0024475369083087894,1.2770180457396871,0.0,0.03880570949130659,0.0,0.03507047017014156,0.00206028392294455,s495
46,(wfpt.14),8.134030577455764e-05,0.42176337445882345,0.02438615154956622,0.041543768976311846,8.307460784606757e-05,0.00010133907894382954,1.2383749228905274,0.0,-0.01002154442976818,0.0,-0.009329518423297895,6.307546937278641e-05,s049
47,(wfpt.140),0.0009250401918172724,0.5371067121104388,9.912920685754099e-12,2.9550055350682338e-08,0.0006271178117261966,0.0009454298928277538,1.2271117592286382,0.0,0.03529892085295959,0.0,0.0315667989624825,0.0006067216142856546,s500
48,(wfpt.141),0.0026012681481514255,0.4359713492119539,2.2092470961574858e-30,1.0322200140235406e-20,0.0017405508609622533,0.0026212165217558425,1.1842942081120282,0.0,0.053140815793582145,0.0,0.04555093926040051,0.0017205848733400364,s501
49,(wfpt.142),-1.5239638715636161e-05,0.5032814431975579,0.6256238986517025,0.9748460802786083,1.9885057045421206e-08,4.761066091152344e-06,1.2530383921456572,0.0,0.002329243897182422,0.0,0.0001606080386006778,-1.9980914577111264e-05,s502
50,(wfpt.143),-1.6803894301364863e-05,0.3775814702616483,0.6816842875964577,0.6406617345385578,4.401783632035361e-06,3.3988735098633427e-06,1.2155365223681418,0.0,-0.0023918739090271366,0.0,-0.0033578968734175006,-1.5800963917733668e-05,s504
51,(wfpt.144),-1.2988337220409818e-05,0.45142554776336996,0.553773779125935,0.6001747789822169,5.495016980883172e-06,7.012322559507567e-06,1.2255699234098065,0.0,-0.0028583215840098943,0.0,0.0027992869849806853,-1.4506073184206159e-05,s505
52,(wfpt.145),0.00022983316577451784,0.5056455493356458,0.0004086143214691985,0.0002889161773534042,0.00026279697605036123,0.0002498289690272548,1.2384813131188972,0.0,0.013705285163104222,0.0,0.014017066019053448,0.0002428014321681493,s507
53,(wfpt.146),1.9077805588185726e-05,0.5414656991403594,0.16217454804492676,0.18615831442992573,3.495637896056003e-05,3.9077824032340835e-05,1.2708390820201285,0.0,-0.006141842475194983,0.0,-0.006467259822849819,1.4956278084121699e-05,s508
54,(wfpt.147),0.00018312460617808668,0.4375812931932855,0.0014378625933170648,0.0008075691714903102,0.0002244611354899062,0.00020312134362066026,1.2540508113870072,0.0,-0.01633193981375795,0.0,-0.018717115348227262,0.00020446482486025097,s509
55,(wfpt.148),-1.9397005858401428e-05,0.4063057595881894,0.8620652382650806,0.9126677358326651,2.405807512095848e-07,6.037820974302832e-07,1.225091091338129,0.0,0.0008402694054056746,0.0,-0.0005389651332986245,-1.97602144689224e-05,s510
56,(wfpt.149),5.5004871839514635e-06,0.347937752321847,0.2588323877308106,0.5859596999493395,5.9342461288247605e-06,2.5500777179998657e-05,1.2035445302663175,0.0,0.006219614618040994,0.0,0.003099945977541536,-1.4066435213511141e-05,s551
57,(wfpt.15),0.0005244018708060461,0.4144658168192229,1.810418337774977e-07,0.0002957455519731166,0.0002619217678275776,0.0005443917825668221,1.205437490251494,0.0,0.027268007697675647,0.0,0.020498128236204248,0.00024192620644047924,s060
58,(wfpt.150),-1.3479638561797458e-05,0.6125867628937324,0.5680024251105626,0.8780935518797944,4.705713071428974e-07,6.521031044370851e-06,1.2827991236817358,0.0,-0.0024205094811143063,0.0,-0.0006716116349742059,-1.953021931311305e-05,s556
59,(wfpt.16),5.934273609242702e-05,0.4025263908756731,0.046398813747067655,0.1360551541433992,4.4441587056742726e-05,7.934194922187832e-05,1.2141687250153461,0.0,0.01059315330551595,0.0,0.008319639004432297,2.4441675892106218e-05,s062
60,(wfpt.17),0.0001748254293735263,0.5360371869869023,0.0018014612735232044,0.0020069887809504717,0.00019085398684848265,0.00019482233280299077,1.2836297179610088,0.0,-0.017993986338678342,0.0,-0.019909475350560375,0.0001708570040489521,s063
61,(wfpt.18),-1.8919811956674693e-05,0.44009869297939763,0.7870678506530707,0.2742354028188025,2.440062720621139e-05,1.489153936828913e-06,1.2332592941225795,0.0,-0.001054056470583447,0.0,-0.004324041263746692,3.9896295049857144e-06,s065
62,(wfpt.19),2.1746761886709542e-05,0.5633019367432376,0.14853074688089954,0.12631419976376854,4.674579224805964e-05,4.1746726950675495e-05,1.2766216852229857,0.0,-0.006299633226507891,0.0,-0.007175366489719573,2.6745927169335992e-05,s066
63,(wfpt.2),-1.9641506737722025e-05,0.42560353348185354,0.8933807117343389,0.7529662563180326,1.9812033197341705e-06,3.592861081980203e-07,1.2277418330959637,0.0,-0.0006632582633485699,0.0,0.001590954291319488,-1.8019557086468296e-05,s009
64,(wfpt.20),0.001024033991096518,0.556923649489017,4.948314677724554e-13,2.0570250129611165e-06,0.0004507415788832514,0.0010440139100150736,1.2379305819957482,0.0,0.03625474692617884,0.0,0.02695152669386088,0.00043074979404345015,s071
65,(wfpt.21),0.0006047285679009473,0.5216592756669642,2.275447298251398e-08,5.827434746206453e-07,0.000499270499895732,0.000624716873095621,1.2242264365099425,0.0,0.027132505194804025,0.0,0.029218509160879317,0.000479279685673184,s081
66,(wfpt.22),0.004697750248387256,0.4570190677142545,2.362263024076005e-53,9.789534445764864e-54,0.004752581293565594,0.004717656691511141,1.179142827121301,0.0,0.05460844125729989,0.0,0.055048503133728534,0.004732675548961729,s082
67,(wfpt.23),-1.4605987870286441e-05,0.5276822727236823,0.6035180132783184,0.8072002999976055,1.1911634925088066e-06,5.394704263195216e-06,1.2585782956099976,0.0,0.0028134852810830276,0.0,0.0014111073381269483,-1.8809612715164903e-05,s083
68,(wfpt.24),1.5402618924742484e-06,0.32110917990397597,0.2993720471151771,0.7958886950137345,1.338285131491368e-06,2.1540631094607576e-05,1.1978529164863798,0.0,-0.004462262550100153,0.0,-0.0011288588359527991,-1.866248813375826e-05,s084
69,(wfpt.25),3.4635099642410516e-05,0.40275903735444935,0.09837585193935328,0.3504554299672258,1.743686778765685e-05,5.4634806934461544e-05,1.217344799353653,0.0,0.00997974422872831,0.0,0.006282144682369314,-2.5635834930426427e-06,s085
70,(wfpt.26),-1.931317197789717e-05,0.5698037969550224,0.8012806695940462,0.7612566181139048,1.9036988441190061e-06,1.306208074591808e-06,1.2661880675458979,0.0,0.0008882069757890062,0.0,-0.0011888864486519733,-1.871822015919733e-05,s086
71,(wfpt.27),0.00012595327392894706,0.656538422056766,0.006904195870578827,0.007118563043055362,0.00014485287772803002,0.0001459511548210779,1.2745440535714598,0.0,0.013397457738127654,0.0,0.015672183831595063,0.0001248549748694705,s089
72,(wfpt.28),-1.741324637793973e-05,0.39896656505852224,0.7190873948957425,0.6202717891712426,4.909948500553263e-06,2.5875019019627743e-06,1.2250796973574813,0.0,-0.0019230214650406987,0.0,-0.002726252943866237,-1.5090753328506068e-05,s091
73,(wfpt.29),0.0002913624433596995,0.5572538602989275,7.952730438796373e-05,0.0007865630791630694,0.00022543935627561407,0.00031135701600226717,1.2488798301521098,0.0,0.018446827792553678,0.0,0.017304096109056803,0.00020544306521119715,s092
74,(wfpt.3),0.00013887120466105074,0.4361999575239187,0.004825573138051246,0.08972807458560245,5.758612443940159e-05,0.00015886882718940676,1.223010417205376,0.0,0.015171540727896341,0.0,0.009696140452818781,3.75864761760214e-05,s011
75,(wfpt.30),-1.4690854066357062e-05,0.5559817191547892,0.6063804652617799,0.9605344440170803,4.8973645472294436e-08,5.3098397646555995e-06,1.2653709046725474,0.0,-0.0026648190450535465,0.0,0.00027530263705997145,-1.9951825406927526e-05,s093
76,(wfpt.31),-1.7074075142842204e-05,0.5678708477956568,0.7020711752003316,0.7265212268125114,2.446715642201447e-06,2.9266663534865955e-06,1.2725072183854012,0.0,-0.0017796032021342174,0.0,-0.0018013747517655384,-1.755403545344869e-05,s094
77,(wfpt.32),-1.4777427634893314e-05,0.4586606428510195,0.609330489055252,0.2552450153904402,2.5888267708218393e-05,5.223267927623176e-06,1.2459829255495452,0.0,-0.0023669604502644243,0.0,-0.005568224962556434,5.887985462305068e-06,s097
78,(wfpt.33),-1.9999944937953984e-05,0.48584675440021735,0.9947830853156924,0.9154772412784657,2.2529330545584259e-07,8.550768981763213e-10,1.2443799607245232,0.0,-3.12500485373139e-05,0.0,-0.000558379904590213,-1.9775502220431562e-05,s098
79,(wfpt.34),0.00041592283443991906,0.5814219083189038,3.026935629237965e-06,6.424547896369164e-05,0.00031942899329373553,0.0004359149158248421,1.2550365595368893,0.0,0.020497987919743568,0.0,0.01774752811489496,0.0002994345820972466,s103
80,(wfpt.35),7.012792404870183e-05,0.3108623157334464,0.03376974623944103,0.11129822923266393,5.071504818887629e-05,9.012692147014612e-05,1.1861075396323446,0.0,0.01150987821583922,0.0,0.00931769998545106,3.071526249842638e-05,s106
81,(wfpt.36),1.922844966040227e-05,0.5124410461395386,0.16136755314696838,0.8323494839165833,8.962910910126354e-07,3.9228465091634135e-05,1.2542217325125966,0.0,0.006273181408264096,0.0,0.0010315448626977697,-1.9104491014498848e-05,s108
82,(wfpt.37),0.0003560420749981752,0.28797912921992025,1.4483539206389284e-05,2.3452864373164942e-08,0.0006235438188327835,0.00037603535402219723,1.1596577768667782,0.0,0.017975154247084943,0.0,0.023244695146627973,0.0006035554901760998,s110
83,(wfpt.38),-1.3483532633751238e-05,0.6379154364267932,0.5681180128265215,0.3916222961294763,1.4678605382512089e-05,6.517137050243704e-06,1.2921809050373911,0.0,-0.0023788676097833274,0.0,-0.0038298103896742194,-5.321901065613588e-06,s111
84,(wfpt.39),-1.977009993958667e-05,0.4586180253658902,0.9144737282119716,0.9390525874708943,1.1693058143968926e-07,2.3069547816501057e-07,1.2395633741216412,0.0,-0.0004359301378707445,0.0,0.00029739505233035077,-1.9883867111714082e-05,s112
85,(wfpt.4),6.69701847842985e-05,0.5352811564457031,0.03704299429374527,0.0465578271671101,7.922675591753858e-05,8.696924536177875e-05,1.2491368356137904,0.0,0.00937540497260467,0.0,0.009630009971409463,5.922754048404144e-05,s012
86,(wfpt.40),0.00011550996384701584,0.7189018105456642,0.009860058641459809,0.03467139225746864,9.104714695795657e-05,0.0001359161862196645,1.3010530385875692,0.0,0.01073051708952912,0.0,0.008982026833561786,7.064000885315114e-05,s121
87,(wfpt.41),0.0015262080457214555,0.49397420325743985,1.4212169059428793e-18,2.321721216356938e-10,0.0008032222522933452,0.001546177920958014,1.2136986251130522,0.0,0.0425853025733057,0.0,0.03314024581218653,0.0007832375173491002,s128
88,(wfpt.42),3.4437738323567224e-05,0.5039953623709063,0.09898568236569387,0.06182586406838637,6.975535653386267e-05,5.4437449563016216e-05,1.2622604262645272,0.0,-0.007861634322670882,0.0,-0.009537332395848773,4.975595166489821e-05,s129
89,(wfpt.43),6.511796972197281e-05,0.6278417257429743,0.039116020241338346,0.23007189491484994,2.8809362743076328e-05,8.511706734448676e-05,1.2771192191715486,0.0,0.009142213561231302,0.0,0.005116560959734149,8.809138921428428e-06,s142
90,(wfpt.44),-1.3744887671585104e-05,0.32878996055225607,0.5759824883270996,0.3271854746065951,1.9200887099501962e-05,6.255787239561883e-06,1.1943207516288479,0.0,0.002660789740999957,0.0,0.004710743046281791,-7.995288993090099e-07,s145
91,(wfpt.45),3.492652614078828e-05,0.603273743528708,0.09748284892435101,0.2966542533013472,2.1784335817010003e-05,5.4926227604279454e-05,1.271976850305622,0.0,0.008358421544893906,0.0,0.006103507378928277,1.7839714891998426e-06,s149
92,(wfpt.46),0.0010565294603426256,0.555322539749456,2.1620393643005975e-13,3.2013157557618795e-10,0.0007906822204746256,0.001076508729338732,1.2330785503611652,0.0,0.03112485049270088,0.0,0.029774957971080332,0.000770697234719675,s161
93,(wfpt.47),0.00035566662869768173,0.47134757874205796,1.4626845360555115e-05,0.0003651752319574259,0.00025402959429843275,0.0003756599152308082,1.2226318393146067,0.0,0.019018308711766154,0.0,0.017800825503972335,0.00023403387506160112,s163
94,(wfpt.48),-1.3339783119237225e-05,0.5329902103121569,0.5638811330095872,0.8900358731533502,3.823290456450579e-07,6.660883689613151e-06,1.2588372535594523,0.0,0.002912457153789151,0.0,0.0007681497792729648,-1.961846333942141e-05,s165
95,(wfpt.49),0.00017004031925815788,0.4173914251239638,0.002052152006541447,0.009616043970401875,0.00013409121997853823,0.00019003731839173366,1.2160008969633,0.0,0.013278967723412822,0.0,0.011336600643033198,0.00011409310187826538,s168
96,(wfpt.5),-1.8787802193553915e-05,0.5519846446501945,0.8054783071007487,0.5777850842627058,6.19687235214883e-06,1.2129735779131678e-06,1.2666177200813398,0.0,-0.0011513003509237276,0.0,-0.0028048396527930305,-1.3803803737388876e-05,s014
97,(wfpt.50),0.00018236784670511152,0.4858582586122903,0.0014676867060220966,0.11464349376847105,4.9781539189885926e-05,0.00020236459928313355,1.24983389133183,0.0,-0.012757898541872674,0.0,-0.006609278028682736,2.9781734828593365e-05,s170
98,(wfpt.51),-1.999846187317189e-05,0.4759209361248025,0.9913734249523545,0.9268749273105055,1.684701081972051e-07,2.3381119262921857e-09,1.2448839484423042,0.0,-4.3823835783981645e-05,0.0,0.00036279056425334195,-1.9832326554114488e-05,s173
99,(wfpt.52),5.092758038827139e-05,0.3963215810321188,0.059678509818039495,0.09036402471273784,5.735875371370991e-05,7.092696182420255e-05,1.2312520349943277,0.0,-0.010017283295590955,0.0,-0.009335966925807945,3.735910090274519e-05,s179
100,(wfpt.53),0.00023527420897473394,0.5770389582088976,0.0003532626039520995,0.0006125254880445643,0.0002347346086536417,0.00025526990340440925,1.290604786835537,0.0,-0.01625355040430235,0.0,-0.017170822247848785,0.00021473850350162138,s180
101,(wfpt.54),-1.9995713540499338e-05,0.48403853957208304,0.9872766748910489,0.21609106877073816,3.0603910643800525e-05,5.0863897538278025e-09,1.2341161360799604,0.0,-7.138407126722809e-05,0.0,0.005798284589577419,1.0603722714552788e-05,s182
102,(wfpt.55),6.855601868427375e-05,0.49845083974708737,0.03535956663901581,0.10406444511576025,5.28436914715158e-05,8.855504754445853e-05,1.2585815824772195,0.0,-0.00890581404879145,0.0,-0.006997867574875902,3.284394835567639e-05,s184
103,(wfpt.56),-1.4021408675457536e-05,0.571280800522018,0.5845417192512181,0.9497112156710994,7.955903980061407e-08,5.979271766265448e-06,1.2715476763940716,0.0,0.00227690817780476,0.0,0.000268269052815559,-1.9921239400977342e-05,s187
104,(wfpt.57),0.002236802554925088,0.4729634168854578,2.2019668514684447e-26,1.8329221535730358e-27,0.002355136583273909,0.002256758217987209,1.2001265813148962,0.0,0.0393306502191939,0.0,0.04018919464856181,0.002335182887857834,s190
105,(wfpt.58),-1.8770533266154743e-05,0.5005353791510468,0.8041264977727244,0.9260388891931493,1.7235551008631944e-07,1.2302421600329794e-06,1.2528117247765558,0.0,-0.0009836068695246451,0.0,-0.000363400503955693,-1.9828441074620784e-05,s192
106,(wfpt.59),1.940727579752277e-06,0.5476524998301923,0.295136571992115,0.0916371515400158,5.8671269918764146e-05,2.2143116704120835e-05,1.2836245844370258,0.0,-0.006456431086670932,0.0,-0.006940575887940233,3.805222239472439e-05,s196
107,(wfpt.6),-7.814847098330802e-07,0.39347084226615625,0.32695828105342295,0.2758709198629083,2.3747294670806163e-05,1.9218930928044387e-05,1.2131386329500151,0.0,0.004708850487598182,0.0,0.005481300103044338,3.7469696037017997e-06,s015
108,(wfpt.60),-1.7682306906463552e-05,0.5139137646444633,0.7335060887671864,0.7987063397284913,1.3007855333979634e-06,2.3184467548009735e-06,1.2563907449193181,0.0,-0.001706333545937379,0.0,-0.0014076443365818297,-1.8699988481696295e-05,s198
109,(wfpt.61),8.73215052611398e-05,0.41344348096471106,0.02053268739487449,0.020579454333309204,0.0001072408050815099,0.00010732015880410284,1.240350793996679,0.0,-0.01265423775805136,0.0,-0.01373577787415851,8.724214995148305e-05,s205
110,(wfpt.62),2.727494541776565e-06,0.4527530392294618,0.28642531825130857,0.9021250715775442,3.0248341620353614e-07,2.272783999879291e-05,1.2355627719313014,0.0,-0.004507301701983753,0.0,-0.0005206150403712674,-1.969831056580773e-05,s206
111,(wfpt.63),-1.2425168325558289e-05,0.46665528772100895,0.538269485992902,0.5182525453797024,8.347772312844448e-06,7.575480190702422e-06,1.2452534652905152,0.0,-0.002717136032774822,0.0,-0.0029120264805153973,-1.1652860756994343e-05,s207
112,(wfpt.64),-1.8598490169052795e-05,0.5267983792546206,0.7911757648323443,0.642005854849734,4.322774698084508e-06,1.4022818162207074e-06,1.2533050588104617,0.0,0.0012903232095000793,0.0,0.002368991404888898,-1.5677938874913977e-05,s209
