,index,log_slope_val,rsq_adj,slope_pval,log_int_pval,log_rsq_adj,log_slope_pval,rsq,log_int_val,int_pval,slope_val,log_rsq,int_val,subj_id
23,(wfpt.119),0.003965729213941766,6.947627178233162e-05,0.002468813759702528,0.0,4.492061904670663e-06,0.21644379411843334,7.798639121925355e-05,1.308851128924141,0.0,0.0089259817823281,1.3002806835915592e-05,0.7446420262896902,s420
24,(wfpt.12),0.004782059136439636,-5.633652711001247e-06,0.56423775496377,0.0,1.0647841396593805e-05,0.1326049205732546,2.805284610385428e-06,1.2317281272370275,0.0,0.0017908774676071281,1.9086641320331665e-05,0.4645539446687768,s034
25,(wfpt.120),0.09431000751734436,0.006436469208004669,9.58031411042621e-171,0.0,0.003930019799197493,5.488267471714608e-105,0.006444748973092662,1.160483832777175,0.0,0.10012373477280344,0.003938320451537858,0.5486945352627935,s421
26,(wfpt.121),-0.02096858638940824,0.00012172721782488516,7.793069343669105e-05,0.0,0.0002041568724031606,4.42197906816873e-07,0.00013005960620127155,1.2883840917938412,0.0,-0.014161953643343874,0.00021248857386002573,0.5441721200735126,s425
27,(wfpt.122),0.011551598077623473,7.658003921795498e-05,0.001566848678920602,0.0,6.112278447112374e-05,0.004230842990065014,8.509009819679392e-05,1.2560246548269673,0.0,0.01118721077280289,6.963297500217625e-05,0.568161212393993,s427
28,(wfpt.123),-0.0033680840117986527,-3.2877679412290917e-06,0.4364991643430103,0.0,1.2678690773926249e-06,0.283103107296248,5.045662235358961e-06,1.2357817408430969,0.0,-0.0023773813844102996,9.601261290015373e-06,0.4441889846345437,s430
29,(wfpt.124),0.0011330236758322625,-8.197522084252284e-06,0.8397198728825745,0.0,-7.635210382384017e-06,0.7439394370535124,3.4962957973228015e-07,1.2366728694337787,0.0,0.0006370523237302173,9.11936475334052e-07,0.47446286077244076,s441
30,(wfpt.125),0.00694853780484834,0.00016699970575517753,4.495097251219243e-06,0.0,2.560504838522437e-05,0.04358484174508067,0.00017533171685768512,1.2519700700174239,0.0,0.01452484823356586,3.3938237786412806e-05,0.5279280153767147,s442
31,(wfpt.126),0.03526643998783083,0.0007278490766005064,5.423685644328188e-21,0.0,0.0005136877901223968,2.4601898903220993e-15,0.0007361764139193205,1.21168726686427,0.0,0.03586509177474559,0.0005220169121334939,0.5001685485262695,s449
32,(wfpt.13),-0.0003676909670139658,-6.659892335392215e-06,0.654056640092155,0.0,-8.21886151824991e-06,0.9066439638388714,1.6735659426059257e-06,1.2545876542566554,0.0,0.0013605707018647124,1.1460975124499839e-07,0.5204884659691412,s042
33,(wfpt.14),-0.004411441834422391,-5.0138292344570345e-06,0.5227961105464689,0.0,1.9740981521687573e-06,0.26683790072155206,3.460861346282762e-06,1.275148104050081,0.0,-0.0022548262335276856,1.044872951261322e-05,0.574474326749361,s049
34,(wfpt.15),0.0018240330902414368,-7.475773711185241e-08,0.3194929793915971,0.0,-6.229220040010475e-06,0.615318012709519,8.258645664116493e-06,1.237861304266593,0.0,0.003446401609984478,2.104234648969694e-06,0.47039540999291835,s060
35,(wfpt.16),0.004853866619622034,4.646774471439574e-05,0.01033551085352274,0.0,7.473753078413026e-06,0.16843394241451437,5.4800760258322256e-05,1.2496836726120526,0.0,0.008321967728934562,1.5807093574959907e-05,0.5150805257875531,s062
36,(wfpt.17),-0.003807726506282416,2.123856529534507e-06,0.2708631444968578,0.0,6.920953987687994e-08,0.31564405941408685,1.2123935291818988e-05,1.2534853092097857,0.0,-0.004045985603940177,1.0069308848836833e-05,0.49823328184610494,s063
37,(wfpt.18),0.01054474420925874,0.0003237415277850264,2.736093537967646e-10,0.0,5.443196718335486e-05,0.0060616975601718815,0.00033207223269482444,1.2820348698295603,0.0,0.022058381341977525,6.276491635814896e-05,0.6572802964066817,s065
38,(wfpt.19),0.02592869326411587,0.0009757394602732949,1.6129105354809574e-27,0.0,0.0009427897403473384,1.1865505948901558e-26,0.0009840647318216655,1.2865480544829793,0.0,0.025844768084022484,0.0009511152864790651,0.729053333227631,s066
39,(wfpt.2),0.03789782554373833,0.0011252537003170193,1.8938204972690831e-31,0.0,0.0009852726713877047,9.055193807417649e-28,0.0011335777259030566,1.1770597110678656,0.0,0.03776474319667359,0.0009935978634920684,0.38596363478220486,s009
40,(wfpt.20),0.06786869502800486,0.002877847693551816,2.0746328242303376e-77,0.0,0.0019855728795870053,5.053479185251299e-54,0.0028861571140661457,1.1691180170054978,0.0,0.06902097804121413,0.001993889735786736,0.47483474820458393,s071
41,(wfpt.21),0.00522688049942675,5.815144776777359e-05,0.004734339324463474,0.0,1.295590573657801e-05,0.10996821491438992,6.648436594669516e-05,1.243542457061753,0.0,0.008758721880274227,2.1289200548113563e-05,0.5015667689710323,s081
42,(wfpt.22),0.03339309203609503,0.000893909899567058,2.2929236086505417e-25,0.0,0.0007143362880394077,1.2319419313364164e-20,0.0009022358530341723,1.2256490697037996,0.0,0.033183391029645126,0.0007226637379657008,0.5389965781508392,s082
43,(wfpt.23),0.03212647736961996,0.0005517717397510724,2.4167140380174315e-16,0.0,0.00045825486077877287,7.239612779980817e-14,0.0005601005443932605,1.2475499018420964,0.0,0.028966053363798542,0.00046658444473479666,0.6170138093498454,s083
44,(wfpt.24),-0.005610349854933274,-1.8899079132772556e-06,0.37864470724444244,0.0,8.07210583120277e-06,0.1614538798251746,6.513539929864365e-06,1.3017757226109254,0.0,-0.0030890498142831513,1.6475469959309486e-05,0.6813607752561128,s084
45,(wfpt.25),0.0747849704628415,0.006787732565667781,3.136132132746027e-179,0.0,0.006611523515658968,1.2744227155609048e-174,0.006796044034947268,1.1658864842535515,0.0,0.07528325394250433,0.006619836459503481,0.4872405684980128,s085
46,(wfpt.26),0.07634592392222986,0.004791506858705996,1.4136819531966232e-127,0.0,0.002515045075722422,6.685400664946068e-68,0.004799800331927728,1.1801257839067691,0.0,0.08957701226307066,0.0025233575196170754,0.538600859047667,s086
47,(wfpt.27),0.014098436395969867,0.00021252894766299324,2.77631206953136e-07,0.0,6.618377850797774e-05,0.002837609337450493,0.00022089544002734662,1.247468910582709,0.0,0.019925368257639707,7.455149552837437e-05,0.5383122575009426,s089
48,(wfpt.28),0.03025638386332208,0.0007811017076089222,2.1418046113076804e-22,0.0,0.0006812616021669715,9.182747008440339e-20,0.0007894286011521645,1.2262596067093487,0.0,0.029901450447272084,0.0006895893277180098,0.5269112293050443,s091
49,(wfpt.29),0.0016012986239510325,2.471421784111527e-06,0.25484318350142415,0.0,-6.287801358473288e-06,0.6202804477933344,1.0804803967090493e-05,1.2381326249016142,0.0,0.0035301126352554144,2.045653818671944e-06,0.46462483237495195,s092
50,(wfpt.3),-0.0009180198335359269,-7.046679824540547e-06,0.6943554890661636,0.0,-7.58072038298252e-06,0.7637610666949306,1.286781676546056e-06,1.2121211495275688,0.0,-0.0011982937758609393,7.527455684330775e-07,0.3704678596543761,s011
51,(wfpt.30),4.631769800131705e-05,-2.855057387174398e-06,0.41748203384636906,0.0,-8.332279275879984e-06,0.9904539221013089,5.478369183409271e-06,1.2749806705339872,0.0,0.0028784099042440704,1.1929386367626194e-09,0.5918469694400066,s093
52,(wfpt.31),0.01267941921639727,0.00020687512389128138,3.939777429893028e-07,0.0,6.03687860231128e-05,0.004156547542776963,0.00021524166356834407,1.2588583755540763,0.0,0.0187937251335415,6.873655170491766e-05,0.5759931757987267,s094
53,(wfpt.32),0.02144410525681028,0.0003312718588537322,1.8750501174814028e-10,0.0,0.00030013306201448486,1.2624004459382794e-09,0.0003396373575452749,1.2729075585337066,0.0,0.01986503457197477,0.00030849882128392014,0.6639243994058176,s097
54,(wfpt.33),-0.0028665442944146614,-7.974995700266163e-06,0.8213480388153909,0.0,-1.0696206893534566e-06,0.35020630154754206,4.285032785267262e-07,1.2358205511895504,0.0,0.0006652273909861775,7.333820260746471e-06,0.4426893145480284,s098
55,(wfpt.34),0.004171341974664674,-2.6601562965744563e-06,0.4093182681550477,0.0,4.756741185274471e-06,0.21009231284803145,5.6732686498639495e-06,1.2494662081490449,0.0,0.0025918524335366375,1.3090104323709717e-05,0.5293419764926568,s103
56,(wfpt.35),0.002073053805082537,2.5320414566265548e-05,0.060195129030890235,0.0,-6.794112395569485e-06,0.571248458165617,3.532026136066069e-05,1.2468753307408642,0.0,0.00658091364549441,3.2060555473778507e-06,0.4953223769176978,s106
57,(wfpt.36),0.0050869951234257214,-5.59261290278279e-06,0.5614018753710499,0.0,1.1048416691417096e-05,0.12860951971207832,2.8463240722143013e-06,1.2294837485258352,0.0,0.0018416021094934724,1.948721323474789e-05,0.4586908209741809,s108
58,(wfpt.37),0.016707593788880093,0.00030964808436184654,6.508335591418015e-10,0.0,0.00016104302737074416,6.529656670521205e-06,0.0003179789067179195,1.2914464769572676,0.0,0.01863254999855931,0.00016937508811265545,0.7124763571216135,s110
59,(wfpt.38),-0.0018750038152115824,-7.372895868718032e-06,0.7342268785170367,0.0,-5.224825744276629e-06,0.5413587492582757,9.605683509716911e-07,1.2328983905761148,0.0,-0.0009784985226861747,3.108620574621135e-06,0.4343957610576219,s111
60,(wfpt.39),0.008880234351179031,0.0002829080388572214,3.377515572560821e-09,0.0,3.505408558990286e-05,0.02250300442645032,0.00029123908404893317,1.2863913251830867,0.0,0.019984857803269272,4.338719624841225e-05,0.6577949994229604,s112
61,(wfpt.4),-0.0008543195554942262,1.9753699868063634e-06,0.26604395097785916,0.0,-7.799286758203294e-06,0.8001286764422677,1.0308756303589739e-05,1.2429498101599745,0.0,0.003516505890931051,5.341810146441972e-07,0.4694206352341208,s012
62,(wfpt.40),0.006097484432489461,4.368346638039533e-05,0.012475460551008719,0.0,7.323106014700542e-06,0.1704763662771506,5.2016505126761814e-05,1.2467037258888427,0.0,0.009765174742171461,1.565644776668762e-05,0.5079715670927869,s121
63,(wfpt.41),0.0006752745010560057,-8.26987776947341e-06,0.9303883535570195,0.0,-7.921096201179978e-06,0.8239364249849825,6.359392512589324e-08,1.251968044393751,0.0,-0.00025397980657297344,4.1251148141796534e-07,0.5268586775793821,s128
64,(wfpt.42),0.0010136790854037708,-1.8053360011371922e-06,0.37556725819767656,0.0,-7.911737526899998e-06,0.808853286449559,6.5981111314616925e-06,1.2670597890951756,0.0,0.0033414520145250703,4.917609204291296e-07,0.5689803279290224,s129
65,(wfpt.43),0.02384602596027567,0.00029465583660115424,1.6376919181678388e-09,0.0,0.00021787362674563493,1.8854482652056067e-07,0.0003029867838937328,1.218840667717901,0.0,0.024062604137449397,0.0002262052138952697,0.4836690271047933,s142
66,(wfpt.44),-0.001819753960814064,-7.97825102782923e-06,0.8290628580610678,0.0,-5.780693975054874e-06,0.5781622003344484,3.900866005768222e-07,1.2274485238060742,0.0,0.0006874238937151548,2.587625263505977e-06,0.4130169327577727,s145
67,(wfpt.45),0.07184207575522994,0.005661078295295274,1.5435816318062305e-148,0.0,0.004920821252082597,2.3338253971889726e-129,0.005669469411859196,1.1878287948682373,0.0,0.071542463903966,0.004929218615594033,0.5552613477310828,s149
68,(wfpt.46),-0.00107491698983158,-7.86582570633243e-06,0.7724159625809763,0.0,-7.602433137687825e-06,0.7352669717207322,7.180064797163155e-07,1.2276322908736517,0.0,-0.000892612250297873,9.813967872807083e-07,0.43302040011463444,s161
69,(wfpt.47),-0.009872693497747005,2.752948980866421e-05,0.03865473234228453,0.0,7.969844149413596e-05,0.0012039421179851348,3.593269042800884e-05,1.2556316151579003,0.0,-0.006305148534653372,8.810120371527397e-05,0.48501466742968213,s163
70,(wfpt.48),0.0038773157747663146,2.56917458607564e-06,0.2527051120397683,0.0,-3.968845149637801e-06,0.46925017673682745,1.0902555954483972e-05,1.332230357665912,0.0,0.004583021635054061,4.3645907027434205e-06,0.815478513142313,s165
71,(wfpt.49),0.0204084312787835,0.0005294706608857114,9.401933330407756e-16,0.0,0.000357459227277368,3.452582130039078e-11,0.0005377996513717953,1.243658012197288,0.0,0.023172692577984016,0.00036578965120392937,0.5481215911738773,s168
72,(wfpt.5),0.019457821993221148,0.0001272103909801814,5.504595835403886e-05,0.0,0.0002867318783984496,2.6683315895254195e-09,0.00013554273366311875,1.215155802122605,0.0,0.012813849248101056,0.00029506289172454014,0.4716532931680276,s014
73,(wfpt.50),0.020426508673716245,0.0002743815583182707,6.579904269343726e-09,0.0,0.00014311079093998202,2.173326850210634e-05,0.0002827826845330783,1.2309649447181044,0.0,0.024637537133358187,0.00015151302027971436,0.507891068087519,s170
74,(wfpt.51),-0.002027909890955547,-8.341565367775416e-06,0.9548918391548444,0.0,-5.851370490583818e-06,0.5833967328882437,2.6775300754344755e-08,1.2889786174272029,0.0,0.0001855897509813666,2.5170193684864728e-06,0.6480603444352844,s173
75,(wfpt.52),0.0003144541515764272,7.883477627146362e-06,0.16301929808448554,0.0,-8.251497229272431e-06,0.9209951925486415,1.6216814709313354e-05,1.2907789249689219,0.0,0.004111220712236973,8.19743120050731e-08,0.6518274242985219,s179
76,(wfpt.53),-0.005759875704416559,1.0727008413313754e-05,0.13044398672999746,0.0,2.327985169114921e-05,0.051450473737359725,1.9060321799213575e-05,1.2269562102381846,0.0,-0.004437325663802657,3.1613060469060095e-05,0.40002346355440455,s180
77,(wfpt.54),0.010769697093182373,2.38730222389405e-05,0.050017994993338734,0.0,9.380117231350127e-05,0.0004875683622372091,3.227625358515063e-05,1.224024030022802,0.0,0.005949221537425309,0.00010220381602321638,0.4598051233977104,s182
78,(wfpt.55),-0.020763665276027465,0.00016832215825524077,4.1377963601706415e-06,0.0,0.00022562314090968094,1.1656756563498657e-07,0.00017665415833723053,1.2787856789372198,0.0,-0.016177389202127634,0.00023395466347952976,0.5158664816791712,s184
79,(wfpt.56),-0.004205672782519563,8.009149071508403e-06,0.16139856881579248,0.0,7.76424242421303e-06,0.1645742192160365,1.6342485106402016e-05,1.2238704847484398,0.0,-0.0041948810371455975,1.609758050002963e-05,0.40455740669411444,s187
80,(wfpt.57),0.03692251624316484,0.002041803539828302,1.6960094169379514e-55,0.0,0.001928698112035998,1.5657687860839637e-52,0.002050119927435312,1.30123170690212,0.0,0.03710451793489339,0.001937015442196155,0.8336739243040814,s190
81,(wfpt.58),-0.0036417775710745233,-6.6957838957826255e-06,0.6548299376077975,0.0,4.92894329351401e-07,0.30346819309000855,1.6725430005415376e-06,1.3023350116657169,0.0,0.0014279641441382672,8.861161068796086e-06,0.672971767865913,s192
82,(wfpt.59),0.0039609439574799475,-2.74768052377361e-06,0.41009677394803845,0.0,2.978765199390665e-06,0.24554103217151937,5.799424559915778e-06,1.2605302319708505,0.0,0.0026711383728682285,1.1525894391684055e-05,0.5702867525740734,s196
83,(wfpt.6),-0.003909012668375216,-7.6241333624160745e-06,0.7655415795162803,0.0,1.683701827182027e-06,0.27308397325717154,7.44201302582681e-07,1.2333522234861256,0.0,-0.0010189789858089842,1.005195860159791e-05,0.43196329037149916,s015
84,(wfpt.60),0.0013983809180147105,-2.1100269820273354e-07,0.3234916073127948,0.0,-7.1180212162236245e-06,0.6991008577761195,8.157269931752253e-06,1.242857241946303,0.0,0.003334702714346851,1.2503092133853144e-06,0.48556277644127677,s198
85,(wfpt.61),0.024487404980232247,0.0009969524389502604,4.464330750317918e-28,0.0,0.00042099614301005506,7.054320313196781e-13,0.0010052775337223707,1.2716458175393894,0.0,0.034305811635776305,0.0004293260374579333,0.6652367941996333,s205
86,(wfpt.62),0.02151148677451504,0.0004685854483802432,5.5088869900793727e-14,0.0,0.00027650979133631015,6.202035864946958e-09,0.00047702038381891576,1.286798706149424,0.0,0.023609165882860085,0.0002849463476802816,0.7125390140458989,s206
87,(wfpt.63),0.0010127437254239743,-4.923802611189743e-06,0.5211529672065707,0.0,-7.568763160215042e-06,0.7572405758995047,3.4445094566626366e-06,1.2493174074687894,0.0,0.0020717424167027553,7.995710413766233e-07,0.5093242482930864,s207
88,(wfpt.64),0.05497114685671987,0.0023329434598978738,7.11813531628364e-63,0.0,0.001998707366666963,3.778891643121797e-54,0.0023412922080592313,1.2395924782497183,0.0,0.05182098996729533,0.002007058911806525,0.681309867206571,s209
89,(wfpt.65),0.007338506536763621,3.685526669117145e-05,0.020735336499379423,0.0,3.932242061155389e-05,0.0175549059117507,4.5329602445964845e-05,1.2212446874123275,0.0,0.006975048670246254,4.779673545807217e-05,0.45640110168166753,s212
90,(wfpt.66),0.0013390742309598276,-8.411948886344334e-06,0.7104878717226246,0.0,-7.327600984652349e-06,0.6178072516462014,1.3443259255785378e-06,1.1835824136161885,0.0,0.0010050303107275202,2.4290439989416157e-06,0.3126572333399988,s216
91,(wfpt.67),0.016785323292292348,0.0001898908767883345,1.0751815960724917e-06,0.0,7.5835049543449e-05,0.0014824091846351699,0.00019822269712954643,1.2922042764582709,0.0,0.02107596222276783,8.416782035780557e-05,0.7128943150293167,s218
92,(wfpt.68),-8.914054239416574e-05,-8.291394583137546e-06,0.9433519842671574,0.0,-8.328690822345663e-06,0.9808900104242616,4.207729076277644e-08,1.234991671143284,0.0,0.000247245186707381,4.7813624171055835e-09,0.4520133218471533,s226
93,(wfpt.69),0.04397546150047907,0.002226706720124816,2.4124025430629204e-60,0.0,0.0011163873075552555,3.23826615618357e-31,0.0022350215668591744,1.212847595373832,0.0,0.054317348822168786,0.0011247114070285225,0.5309829037930125,s233
94,(wfpt.7),0.01193250955123551,0.00017371110062647244,2.9532403883424647e-06,0.0,6.508239399904969e-05,0.002995888964578336,0.0001820430558002739,1.2611736937291858,0.0,0.01620664959247261,7.34152544196176e-05,0.5836223147094699,s017
95,(wfpt.70),0.12960380157470142,0.009326821314079359,1.014949700395212e-245,0.0,0.007419622269920545,9.186104718673782e-196,0.009335111535576424,1.105522119654949,0.0,0.1268312333770565,0.007427928451375854,0.49289153838062033,s237
96,(wfpt.71),0.004737492096110074,1.9524752240318577e-05,0.06829998534266694,0.0,6.768129547807256e-06,0.1790628575254268,2.7928020126966047e-05,1.3049265581252858,0.0,0.005570166574954039,1.5171504633815225e-05,0.7207969359931912,s238
97,(wfpt.72),0.0005031493308749126,-5.937457873361751e-06,0.591818245271152,0.0,-8.166985081992095e-06,0.8875532558398631,2.3959943841189713e-06,1.2909211880953617,0.0,0.0017645776229925862,1.6662464974448454e-07,0.6767492642037638,s244
98,(wfpt.73),0.00011225025619451823,-8.482658505837293e-06,0.930777468813816,0.0,-8.535920084096205e-06,0.9710792489107004,6.449559508681091e-08,1.2431166816275896,0.0,-0.00026512553327949625,1.123447213036144e-08,0.5016126439134545,s254
99,(wfpt.74),0.0003679061963856225,-2.306710110477894e-06,0.39509869088302385,0.0,-8.24114572939294e-06,0.9161725580397246,6.02671189064985e-06,1.233796755368503,0.0,0.002815304819965045,9.232572562023478e-08,0.4425192467642213,s259
100,(wfpt.75),-0.0009183805716834696,-8.742428118768686e-06,0.9298415004075211,0.0,-8.125536527625599e-06,0.7803468252426199,6.829922183371195e-08,1.2443509092597977,0.0,-0.00027569414630746326,6.851853776579375e-07,0.5023871386454399,s262
101,(wfpt.76),0.0057669952541084,5.9288985195582455e-05,0.004390694925903118,0.0,1.2405549337568544e-05,0.11467108129226276,6.762189389486473e-05,1.2349499270240174,0.0,0.009902903776763176,2.073884873543541e-05,0.4676860204245968,s265
102,(wfpt.77),0.023898244901255083,0.0004729396314547829,2.953805680525306e-14,0.0,0.00022527010362161093,1.1914802652906094e-07,0.00048126909303669585,1.2574431432126427,0.0,0.028854454517482257,0.00023360162913343974,0.6121481221171224,s269
103,(wfpt.78),0.008229011042581072,6.738302812125951e-05,0.0026235504236348482,0.0,7.311515545294078e-05,0.0018055715644044914,7.575073510601715e-05,1.2842277643535547,0.0,0.007824885492851772,8.148281446962446e-05,0.648374726953979,s273
104,(wfpt.79),-0.039407283012300495,0.0009229633452899622,7.930743164008672e-26,0.0,0.001061078667887183,2.052726354884166e-29,0.000931394446283651,1.3195577926647428,0.0,-0.028358865448945475,0.001069508603340874,0.5950199745524456,s275
105,(wfpt.8),-0.0004858995742029609,2.5325956435340302e-06,0.25396412718649286,0.0,-8.23049264608855e-06,0.8859081663948025,1.0936006322626035e-05,1.2545723679419543,0.0,0.0037077029520538526,1.7300847976464695e-07,0.5132742085283759,s026
106,(wfpt.80),-0.004867580780372371,9.926732153830997e-06,0.13925093922587833,0.0,9.174770446596092e-06,0.1476503919658291,1.8294919948425026e-05,1.2910104409055783,0.0,-0.00464171072551509,1.7542964533823202e-05,0.6363864954267021,s277
107,(wfpt.81),-0.0006179901942166312,-7.760293642355975e-06,0.7820427412570887,0.0,-8.090195414700574e-06,0.8468910922813199,6.432035323244989e-07,1.227662887477225,0.0,0.0008554511025885764,3.133045322067929e-07,0.42793999818232986,s284
108,(wfpt.82),0.004439684411027454,0.00012428115193896527,6.627446615678453e-05,0.0,3.944729161098337e-06,0.22481784471540786,0.00013261351903237628,1.2621773126179878,0.0,0.01284449650627177,1.227809906645394e-05,0.5516664900560758,s285
109,(wfpt.83),-0.0067268767346102135,2.8249157222215437e-05,0.03615311653317819,0.0,3.083057278108203e-05,0.03016892973438475,3.6582324588918524e-05,1.220290008336063,0.0,-0.00638819200566868,3.916371863588175e-05,0.37994081647369066,s286
110,(wfpt.84),0.006108024295333832,1.5036322329797791e-05,0.0980694243381245,0.0,2.842172658723552e-05,0.03850267691050032,2.3694275763763706e-05,1.2018297597486776,0.0,0.004773464358627066,3.707956412923874e-05,0.3730418868581845,s291
111,(wfpt.85),0.050293806052832596,0.001875038464178469,3.9963375191079675e-51,0.0,0.0013035127189330309,3.9396698875679476e-36,0.00188335624150604,1.1828757742947926,0.0,0.055112996651588766,0.001311835259014793,0.45171530299994084,s294
112,(wfpt.86),0.012742546406473987,0.0004504073073370307,1.169108934656973e-13,0.0,7.28359532092826e-05,0.0018025752087973848,0.0004587369566898536,1.245718538886892,0.0,0.025059359242015272,8.116874901631377e-05,0.5302851848878374,s295
