,index,log_slope_val,log_rsq_adj,rsq_adj,slope_val,log_int_pval,int_val,slope_pval,log_int_val,rsq,log_slope_pval,log_rsq,int_pval,subj_id
53,(wfpt.146),0.005987661777277904,7.787528894076523e-06,-2.501265576060341e-05,0.001542179504525025,0.0,0.7204148359072657,0.7523217177513644,1.2860166381079972,2.766588458991137e-06,0.2578611760706679,3.5575896939255e-05,0.0,s508
54,(wfpt.147),0.002266289523009824,-2.4613195373834884e-05,-1.7273409231410852e-05,0.003478033766708766,0.0,0.689871637895503,0.533978722034788,1.2991073846360288,1.0896884957478647e-05,0.7223252340287666,3.5573055754412053e-06,0.0,s509
55,(wfpt.148),0.018304719159678046,0.00010939541214072257,0.00019245828782843422,0.018340351477370287,0.0,0.6203965004218512,0.0048657920830496686,1.2608318666531675,0.0002202314910205727,0.026270155060338186,0.00013717092269904807,0.0,s510
56,(wfpt.149),0.007095460840116632,3.1265728800966563e-05,2.852293192645572e-05,0.006842403273243761,0.0,0.8096006068412633,0.15455170155576642,1.3243869913294162,5.6300689004973314e-05,0.14486759063858515,5.9043409688541715e-05,0.0,s551
57,(wfpt.15),-0.0009151626805029012,-2.7226211036124326e-05,-2.7671737075296576e-05,0.0003759626749390652,0.0,0.7213869436295002,0.9503791940947802,1.3094727525056,1.0758100965624351e-07,0.8877886453817956,5.530946728393715e-07,0.0,s060
58,(wfpt.150),0.04784346489232144,0.0023560848881708507,0.0019742745040655096,0.04460567625029726,0.0,0.7020190396088488,1.8242429648355624e-15,1.1687468487753159,0.0020059588662832972,4.437017919991394e-18,0.0023878347422574553,0.0,s556
59,(wfpt.16),-0.0001401211918596948,-2.7768701559960363e-05,1.131190246295155e-05,0.0066451366517975945,0.0,0.7873228205724272,0.23552597032517184,1.3211274080911894,3.9090137638919664e-05,0.9827853612120487,1.293441909133719e-08,0.0,s062
60,(wfpt.17),-0.021364036167541574,0.00033343094719950894,0.00039405609634501904,-0.021613963845895447,0.0,0.7321520416918497,9.733010094836253e-05,1.3380006926557886,0.00042182369944243625,0.00031071771284964716,0.0003612002343756915,0.0,s063
61,(wfpt.18),0.012974504905109548,0.0002341852646495779,0.00011547084258434204,0.009916553431731891,0.0,0.7007160285801916,0.037041022102070824,1.2436638957367379,0.00014995080841628816,0.00539821604176101,0.0002689198584979735,0.0,s065
62,(wfpt.19),0.007766843611946725,3.890374967097099e-05,1.8363606389404374e-05,0.006714353349017368,0.0,0.777783258437076,0.1999612185635872,1.3023607088279747,4.693532662125577e-05,0.12437862382141233,6.747978191323778e-05,0.0,s066
63,(wfpt.2),-0.002826283857577633,-2.0269372235093286e-05,1.7005557573224195e-07,-0.005261491182853506,0.0,0.5373729153306004,0.31584046637018126,1.2567343880805728,2.7948600256011424e-05,0.6031085551024814,7.50974022289963e-06,0.0,s009
64,(wfpt.20),0.006309782782735574,7.021572064003223e-06,-2.6158202939940978e-05,0.0014175462339865237,0.0,0.7940959159549503,0.7892614093903603,1.3159925390636782,2.012341531965056e-06,0.26370534855237265,3.51935626664579e-05,0.0,s071
65,(wfpt.21),0.0005676309853287938,-2.7514288479801863e-05,-1.910747576161498e-06,0.005157026934663246,0.0,0.6100351530409749,0.33455385591169917,1.2737766528118457,2.5867854905770038e-05,0.9220792531055849,2.6579692180561665e-07,0.0,s081
66,(wfpt.22),0.01403870848726202,8.35548392090768e-05,0.00022274293470236906,0.01750717038761101,0.0,0.7444066617933633,0.0026717961495075666,1.3024097282610276,0.00025051529663100425,0.045288513420544685,0.00011133106758109967,0.0,s082
67,(wfpt.23),0.012283384078323035,5.6192561190271384e-05,2.6198171701241613e-05,0.008602640120547459,0.0,0.6399546427588069,0.16476352005525874,1.2569640811362761,5.436724130403192e-05,0.08353618119503198,8.436078585694062e-05,0.0,s083
68,(wfpt.24),0.04615423973792786,0.0021153420311166293,0.0012436821606094384,0.03586666699616922,0.0,0.5321471175805951,1.311452818985409e-11,1.18691962256056,0.0012714261623273382,1.533289957326224e-18,0.0021430664402508626,0.0,s084
69,(wfpt.25),0.015682859022814744,0.00047866382084449377,0.0005876043363373107,0.01793569281994088,0.0,0.6217857529684284,2.5104510806906384e-06,1.2691965124952853,0.0006153665629454741,1.9527824989582316e-05,0.0005064290736620514,0.0,s085
70,(wfpt.26),0.020500234933468146,0.0003177799710795126,0.0006284441005030006,0.023067647765879266,0.0,0.8469355968221067,1.619291346405494e-06,1.3183991640635506,0.000656998389365615,0.0004980570372080033,0.0003463439524508116,0.0,s086
71,(wfpt.27),-0.005969591782853518,-5.542393651580824e-06,3.7069243438159205e-06,-0.006149442413820495,0.0,0.97723312039948,0.2870486200599738,1.3707836508090412,3.148537077501956e-05,0.3709524236543418,2.2237853102291538e-05,0.0,s089
72,(wfpt.28),-0.006558078323980673,1.3345777614581777e-05,1.1059423793424727e-06,-0.005235213525473301,0.0,0.6092070153731317,0.3078718517330201,1.289350226686932,2.88844610620842e-05,0.22371350426460015,4.112395629241039e-05,0.0,s091
73,(wfpt.29),-0.004137061135535584,-1.3291134680848415e-05,2.5511929632959784e-05,-0.007563081292630947,0.0,0.683327244164047,0.16603871106801604,1.298768692052811,5.3289770352793475e-05,0.47019070118223294,1.4487783931871334e-05,0.0,s092
74,(wfpt.3),0.0030563311160731743,-1.9483386909158185e-05,1.7433175135250778e-05,0.006222457930700738,0.0,1.0300445942656524,0.20204524478055283,1.3746935800726268,4.5211240271125774e-05,0.5846227088901796,8.303422487809797e-06,0.0,s011
75,(wfpt.30),0.005841279247651748,-3.1265755784382065e-06,-2.4284657407003252e-05,0.0021275026393839614,0.0,0.6579615364161006,0.6984594451251521,1.2714666757594648,4.288281381548131e-06,0.3453285044229596,2.5445758676134744e-05,0.0,s093
76,(wfpt.31),0.010320738594560633,5.084820007916768e-05,0.00013605688166495877,0.013717144507856379,0.0,0.7606181313017352,0.01515797541264374,1.3102852619744372,0.00016383165160638313,0.09249377310988437,7.862533699409813e-05,0.0,s094
77,(wfpt.32),0.0041808334575250405,-1.9930420393388104e-05,-9.441425996570274e-06,0.005355628989541325,0.0,0.7138437570051154,0.41652249085783455,1.304450038494224,1.8337385676692186e-05,0.5950450923883587,7.848682649025385e-06,0.0,s097
78,(wfpt.33),0.024329622461955528,0.0006334861423555882,0.00036100857357679317,0.018671675333843295,0.0,0.5530891008856924,0.00022181283528100265,1.2104005039318024,0.0003895705036727204,1.4855096222522339e-06,0.0006620541634480004,0.0,s098
79,(wfpt.34),0.0008302646925204609,-2.8229487750497384e-05,-2.454052338407564e-05,-0.002347073647120651,0.0,0.7435274821565294,0.7071651631722764,1.3034672711946937,4.032422715183337e-06,0.9124803084603765,3.4519663638654663e-07,0.0,s103
80,(wfpt.35),-0.005922459692337206,-7.053138612933552e-06,-2.6195132506900975e-05,-0.00154027973405249,0.0,0.5385711879117898,0.8112609154364459,1.2649090625825576,1.5841445601960658e-06,0.3877208836924413,2.0725606717286738e-05,0.0,s106
81,(wfpt.36),-0.0050065478742101,-1.4728607387715087e-05,-1.8412778191922996e-05,-0.003595303709170575,0.0,0.9705311912292991,0.5509734504050374,1.3731628000363183,1.015999282383273e-05,0.4863596903027845,1.3847324277005413e-05,0.0,s108
82,(wfpt.37),0.0036899377167371183,-1.3258991106823714e-05,-2.4465367575388086e-05,0.0017646484656942993,0.0,0.46237632578733046,0.7298048145681442,1.2272722492591708,3.3138614412564493e-06,0.4696930084657085,1.4520698292219691e-05,0.0,s110
83,(wfpt.38),0.010953836440160028,0.00015536140090177675,0.0001877657937661148,0.01276146932915314,0.0,0.6610999157715353,0.005342465527915889,1.284680249511748,0.0002155391273089835,0.010237885044341406,0.00018313563459160243,0.0,s111
84,(wfpt.39),0.04042752597878042,0.0029830008755381554,0.004037513084470978,0.05287696529513028,0.0,0.7912299257574561,9.432379212903703e-34,1.2882888427295656,0.00406517947761853,2.045720195237759e-25,0.0030106965615052106,0.0,s112
85,(wfpt.4),-0.0041873244871464405,-1.7650734353447106e-05,-2.6413929192337093e-05,-0.0015261142109449198,0.0,0.7797824887508414,0.8028105754709937,1.3243345018566126,1.7566224832510358e-06,0.5411457256936343,1.0519570464606609e-05,0.0,s012
86,(wfpt.40),-0.0012193499523302466,-2.755147791111412e-05,-2.721021689433556e-05,-0.001341261559354056,0.0,0.9164742947030464,0.8044539637360563,1.3486790867460696,1.7769192608430018e-06,0.8234553421539632,1.4432321925328395e-06,0.0,s121
87,(wfpt.41),0.010197865918776403,4.161464562923989e-05,6.968423630693277e-05,0.010851080834457062,0.0,0.5952127022970347,0.06105404990201979,1.2669269103213663,9.74608499841878e-05,0.1139890517362054,6.939203903899571e-05,0.0,s128
88,(wfpt.42),0.005184285441325275,-7.746017349763434e-06,-2.764112638686811e-05,0.0004108544789183967,0.0,0.7119400538242602,0.9437715722833587,1.288718222317494,1.3819084776489632e-07,0.3957664453836186,2.0034290620807305e-05,0.0,s129
89,(wfpt.43),0.011802549990805095,0.00013695835944560475,-4.721945783714432e-06,0.00446394927957958,0.0,0.5895514685992793,0.36227415432256227,1.2515579965329549,2.3056734789195232e-05,0.014884756100339031,0.00016473541916439682,0.0,s142
90,(wfpt.44),0.00200360737227164,-2.1919862196684292e-05,-1.1917479423750876e-05,0.0025916243106713,0.0,0.6166996767382991,0.4498716135181603,1.278279206487241,1.586140103071454e-05,0.6459611207454966,5.863154969087958e-06,0.0,s145
91,(wfpt.45),-0.0003388433150802051,-2.7662518408577697e-05,2.8355162836835035e-05,0.006753465628467611,0.0,0.7833822845094492,0.15516742583496523,1.3289957248193718,5.613292457573582e-05,0.948299785726388,1.1679942035769386e-07,0.0,s149
92,(wfpt.46),0.1023888696819194,0.008487607424143118,0.017177992746058912,0.12126552399282618,0.0,0.7237674483073564,6.972171431064364e-138,1.200073221489588,0.01720529411574301,6.464068818501848e-69,0.008515150200125166,0.0,s161
93,(wfpt.47),0.001581748879628829,-2.635605284639908e-05,-2.280080182281985e-05,-0.0023653254465600343,0.0,0.9070232797857432,0.6720532807654268,1.3484554402691873,4.978380954479e-06,0.8208414523409842,1.424772112734729e-06,0.0,s163
94,(wfpt.48),0.028870066644767406,0.0005550521295831778,0.0009691300172596229,0.030498883578779445,0.0,0.8575801789648502,2.6596993511110463e-09,1.314769670610675,0.0009972725246537584,5.3480738255552715e-06,0.0005832063014716837,0.0,s165
95,(wfpt.49),0.03164095572474399,0.0025238960391518184,0.004568434493558926,0.04972265886835979,0.0,0.8139993758309517,6.028682272886964e-38,1.3058101230022376,0.004596086138479838,8.805535486692784e-22,0.0025516044783852054,0.0,s168
96,(wfpt.5),0.044281364612601404,0.0025462464889993708,0.0013471839405090336,0.03343637531730849,0.0,0.4824181198640649,2.7576005993637646e-12,1.175195120384303,0.00137531579819683,1.1300357034554157e-21,0.002574352486731324,0.0,s014
97,(wfpt.50),0.008601714522946079,6.137291592001048e-05,1.0475923711728008e-05,0.005630930704245175,0.0,0.5408057802942245,0.24149550367600264,1.2370314497768624,3.864543620724081e-05,0.0746215580232029,8.954496266277978e-05,0.0,s170
98,(wfpt.51),0.004391612040257311,-1.2348364066605555e-05,-2.6194645600607913e-05,0.0013155604065570245,0.0,0.5936290512282321,0.8112324600420999,1.268214226787609,1.584631452833385e-06,0.45609336532940314,1.543052835717429e-05,0.0,s173
99,(wfpt.52),0.0018796863140337836,-2.3347001229412356e-05,-1.1064873392641061e-05,0.0031814755965482618,0.0,0.6639490337385092,0.4379428312075726,1.292086622062776,1.6713983377658614e-05,0.6895080963040432,4.434511911011185e-06,0.0,s179
100,(wfpt.53),-0.009104929757950422,2.5968351310634574e-05,-2.5677918537470035e-05,0.001455217036991657,0.0,0.8708780939492353,0.7832907946788422,1.3615039248117373,2.1013441621198226e-06,0.16423642691572996,5.3746179351721324e-05,0.0,s180
101,(wfpt.54),0.0037737126051133676,-9.524061780341597e-06,4.9046996832502465e-05,0.006593762067834961,0.0,1.0845069647277024,0.09779985521300724,1.3978767790900979,7.72154227882682e-05,0.41587900158173163,1.864918865090992e-05,0.0,s182
102,(wfpt.55),-0.0035001554690816533,-7.210571877802607e-06,-2.6220307288271627e-05,-0.0010586127769808135,0.0,0.7658525277539259,0.8127385068985208,1.3268730825009079,1.5589704779328528e-06,0.38952938137491,2.0568177825586176e-05,0.0,s184
103,(wfpt.56),-0.00010563706529748314,-2.9848159577738897e-05,5.4054774911271863e-05,-0.009059967940403355,0.0,0.9277973376886554,0.09363640535255699,1.352162777740588,8.390479865005851e-05,0.9849618425972944,1.06081327055918e-08,0.0,s187
104,(wfpt.57),0.01212250322646143,8.07803686060371e-05,-2.8138997655968723e-05,-0.00018274684115377002,0.0,0.838828154454528,0.9732810577319144,1.315732011549781,3.160261452528346e-08,0.04922956506852142,0.00010894869413524688,0.0,s190
105,(wfpt.58),0.04862845159562622,0.0008304084096639741,0.00120030961191131,0.04251919407544721,0.0,0.5929930603868053,2.913658309042255e-11,1.2190967407928075,0.0012280548184556705,2.7097032619993996e-08,0.0008581638915271528,0.0,s192
106,(wfpt.59),0.01759753298909595,0.00041630922259927594,4.7826558041030864e-05,0.007484456483848198,0.0,0.7859876332183621,0.10512672705349076,1.2857476674936419,7.723778111945467e-05,9.997188713651911e-05,0.00044574943968678227,0.0,s196
107,(wfpt.6),-0.011064692797537096,3.678483541724731e-05,4.2881500129543504e-05,-0.009387549612476658,0.0,0.6631600013336847,0.11073978065480783,1.3064600448451733,7.065885834789398e-05,0.12737907266065407,6.456236299212659e-05,0.0,s015
108,(wfpt.60),0.005568740926319989,1.2069540461068229e-05,1.8698457395771584e-05,0.006218275827526208,0.0,0.8581973308303117,0.19584700435163538,1.3320949674075149,4.647648738398402e-05,0.23105949722633193,3.9855473119798646e-05,0.0,s198
109,(wfpt.61),0.01530638772276876,0.00019070606596727213,-2.1857822405380034e-05,0.002389108026806375,0.0,0.656657397859554,0.6443065932807424,1.2524985033873945,5.921334177538817e-06,0.005049671394554014,0.00021849552880370826,0.0,s205
110,(wfpt.62),-0.0028238683623766567,-1.8795056890397177e-05,-1.488534356663962e-05,-0.00344794828358453,0.0,0.5434726081352834,0.4922596864157285,1.2620642997221476,1.3284883350839216e-05,0.5640146472054106,9.375280162982058e-06,0.0,s206
111,(wfpt.63),0.03266080373976787,0.000988543005028264,0.0016566186210211775,0.03966779600047894,0.0,0.6714096702124835,6.702787588469429e-15,1.2617809245242522,0.0016843511519631926,1.4483473467588107e-09,0.0010162940941417231,0.0,s207
112,(wfpt.64),-0.0011196509751260353,-2.683418153170969e-05,-2.6911393840700626e-05,-0.0009942360288396918,0.0,0.7438930660849102,0.859700778983554,1.3142404070220424,8.679031230363066e-07,0.8536605990127135,9.451132870763601e-07,0.0,s209
113,(wfpt.65),0.008512646915394072,2.6970294079498025e-05,6.203631217505112e-06,0.006031636590415022,0.0,0.7399580500553069,0.2687163193918342,1.296326539485114,3.398200829385356e-05,0.16036355210756018,5.4749637627860004e-05,0.0,s212
