,index,log_slope_val,log_rsq_adj,rsq_adj,slope_val,log_int_pval,int_val,slope_pval,log_int_val,rsq,log_slope_pval,log_rsq,int_pval,subj_id
0,(wfpt.0),-0.001224364153216223,-2.69438551163681e-05,-2.5330547611446264e-05,-0.0017959059650457104,0.0,0.6890877787271037,0.7665457209271163,1.3047903171368875,2.448705438640175e-06,0.8623227410009148,8.354427489809524e-07,0.0,s005
1,(wfpt.1),0.05501066215497649,0.0046106350484059755,0.006676543506111243,0.07308428808521648,0.0,0.1521783100632813,2.7063350911671215e-47,1.0216450297236281,0.00670858723192469,4.655862801413434e-33,0.00464292248442244,1.7560265260173713e-126,s007
2,(wfpt.10),-0.007243816906439202,2.45788961247273e-05,3.1422899744448785e-06,-0.005217299339882791,0.0,0.7783903431854255,0.2917527618498888,1.3346566034245435,3.131200905703846e-05,0.17119223601342828,5.274801134225182e-05,0.0,s028
3,(wfpt.100),0.0017634728173219058,-2.484034395289214e-05,-2.749266336943279e-05,-0.0007912672515156226,0.0,0.8891807952006434,0.8767210930648254,1.3387258805444102,6.779186939587234e-07,0.730791040741084,3.3357193950367403e-06,0.0,s359
4,(wfpt.101),-0.006646780963200717,5.082342602213963e-06,-1.182525909793064e-05,-0.004100778126531267,0.0,0.7752743694205925,0.44855723806383563,1.3164280378237663,1.595361879491719e-05,0.2767676587553862,3.286538146141105e-05,0.0,s365
5,(wfpt.102),0.0024306671262633167,-2.256766872688054e-05,-2.2214667653397413e-05,0.0021663705326405557,0.0,0.7040755075642273,0.6544718646808314,1.3022381931897655,5.5644988420366914e-06,0.6649202153507304,5.211507574376384e-06,0.0,s368
6,(wfpt.103),0.0020047810643599832,-2.3581877004241747e-05,-2.397699823797339e-05,0.001809697100796339,0.0,0.6981309145651293,0.7114121205519232,1.2865676065069311,3.8022172125229403e-06,0.6972008869486483,4.207362752306487e-06,0.0,s369
7,(wfpt.104),0.0024179316893460576,-2.1605557943393805e-05,5.5279126564222736e-05,0.008298562379367817,0.0,0.9096721903723392,0.08378339788601646,1.3580084717662202,8.30561403944996e-05,0.6373425521194008,6.173591631797315e-06,0.0,s372
8,(wfpt.105),0.0021934696100199755,-3.610183345159612e-05,-4.191957424271031e-05,0.0005178077783648599,0.0,1.2249750173187257,0.9026109263527224,1.4146863318012544,6.372119852882108e-07,0.6937090889309372,6.627447946105924e-06,0.0,s373
9,(wfpt.106),0.006606411623198083,-1.1779839108605472e-06,1.99010715813408e-05,0.007698565760678998,0.0,0.8839940091658095,0.1901612127080122,1.346462328623451,4.767906816260936e-05,0.32780043796365144,2.6600598216131033e-05,0.0,s374
10,(wfpt.107),0.303899393545352,0.1337218450553569,0.1304379995070689,0.31106042287337055,0.0,0.249096690117114,0.0,0.8282619166030482,0.13046215467805966,0.0,0.13374592840689825,0.0,s376
11,(wfpt.108),0.009306466809295168,5.3987370457142525e-05,3.656927217354777e-05,0.007965469695394214,0.0,0.6168437220860308,0.12801610505904293,1.2668363598571244,6.434680573641494e-05,0.08622718183254038,8.176442017049368e-05,0.0,s380
12,(wfpt.109),0.015575009869710124,0.00038642238299801956,0.000529062044122397,0.020802734154693622,0.0,0.8177510676294306,7.544657335793679e-06,1.3219261997401113,0.0005568258969504969,0.00011259043278916158,0.00041419019814892266,0.0,s383
13,(wfpt.11),0.008891378499077125,2.5479771073477764e-05,0.0003076891072134602,0.01896728269410523,0.0,0.6921787626141918,0.0005102809385781593,1.2914063819117643,0.00033545910946064517,0.1661693620732894,5.325838433611896e-05,0.0,s032
14,(wfpt.110),-0.003149346874422386,-2.0749110733797593e-05,-2.5674754672300182e-05,-0.0016961193224992125,0.0,0.6973765940243617,0.7659723563939717,1.2985318106988524,2.495776180833076e-06,0.6077539033742005,7.422074941754175e-06,0.0,s384
15,(wfpt.111),-0.0068963909843542705,2.691866178139435e-05,0.0002268276107253442,-0.013786388330702636,0.0,0.8352006367825437,0.002969939802445566,1.3388103452268583,0.00025580738325181596,0.1649489256419343,5.5915155469765665e-05,0.0,s388
16,(wfpt.112),0.005327648591894489,-4.285915992108258e-06,-1.9419773560125364e-05,0.0029460732468171427,0.0,0.7295610030078041,0.5833089214820903,1.2954044843100383,8.359315297190584e-06,0.3577731815600266,2.3493524140993927e-05,0.0,s391
17,(wfpt.113),0.00674087732827322,8.296603207447184e-06,8.33047378551166e-05,0.011832551108873629,0.0,0.6127063407373466,0.045531064964238054,1.2761936082248138,0.0001110809731745821,0.2544635421482596,3.607492214408037e-05,0.0,s396
18,(wfpt.114),-0.010937263735768313,2.608621390132182e-05,-8.813269735119533e-06,-0.004915237482581595,0.0,0.7160805089338271,0.4056443293481927,1.3160587282785678,1.975922700103716e-05,0.16663753103188259,5.4657713481010006e-05,0.0,s397
19,(wfpt.115),0.004770002722077209,-1.1506268138727904e-05,1.3369990189748826e-05,0.006958843799436412,0.0,1.0837896885302918,0.22567877498997352,1.381071173354879,4.194185310046894e-05,0.4395944904846675,1.7070388038553652e-05,0.0,s402
20,(wfpt.116),0.0037086200240693127,-1.7234248553377185e-05,6.606488942517696e-05,0.00962410012764636,0.0,0.6257165560245108,0.07159423573997882,1.2436223583613635,9.547557606626178e-05,0.5196844190308358,1.2202264876748359e-05,0.0,s403
21,(wfpt.117),-0.004088519538819706,-8.609147384097682e-06,-6.999003328678199e-06,-0.004398439311445243,0.0,0.7105336079832867,0.385993652960118,1.3045847558634185,2.1171001432063186e-05,0.4046790564035273,1.9561696301573228e-05,0.0,s408
22,(wfpt.118),0.01416253851619656,8.226081850370992e-05,0.0003672909203727981,0.023446914838451863,0.0,0.8344000712306503,0.0001622912719119671,1.3258551383730715,0.00039505926696803417,0.046558347522208846,0.00011003708282175673,0.0,s409
23,(wfpt.119),-0.0011896249839648612,-2.7458311415484715e-05,-4.71698285497979e-06,-0.005334871043500928,0.0,0.7508780189094361,0.36154164722856663,1.3013931804889811,2.3452957621739046e-05,0.87325447525184,7.17031843899818e-07,0.0,s420
24,(wfpt.12),0.0027852669746107964,-2.188871752673016e-05,2.2283463196992592e-05,0.007211510180565366,0.0,0.608337872748712,0.17945518629431575,1.279248638613069,5.0061393598865855e-05,0.6451717979523786,5.890439914280066e-06,0.0,s034
25,(wfpt.120),0.01264690751152786,8.937859195479181e-05,7.204633440827113e-05,0.010442720190219083,0.0,0.6461021010173839,0.05800408461631976,1.2557294839891016,9.98228824697911e-05,0.040031744092901576,0.00011716314851284437,0.0,s421
26,(wfpt.121),0.006256144406266085,5.6899643162022784e-05,4.4834540761540254e-05,0.0061162626547753875,0.0,0.8836135417557649,0.10743707719288693,1.348149496466867,7.300308538138456e-05,0.08225237300887384,8.506784791029176e-05,0.0,s425
27,(wfpt.122),0.005281205704436236,3.2222126212122504e-05,6.059483732001603e-06,0.004278833366818379,0.0,1.047334516080784,0.27092870806792824,1.389394260230213,3.4631555520303614e-05,0.14465923327400154,6.079345047504958e-05,0.0,s427
28,(wfpt.123),0.015112607464608206,0.0003721211582369266,0.00013681426530232077,0.010536685705898354,0.0,0.5674325167130178,0.01613174910842612,1.2267408505392872,0.00016538260113296843,0.00018317050475624255,0.00040074738615336614,0.0,s430
29,(wfpt.124),0.0012291509320601296,-2.6700372173227294e-05,0.0001438391593070465,0.012119292843029636,0.0,0.9438733342928625,0.013470314414812806,1.3579721534740248,0.00017200491498581272,0.818573537445245,1.4828902447083792e-06,0.0,s441
30,(wfpt.125),0.08651303008639818,0.007650608353816257,0.00795964237907798,0.09581926571131003,0.0,0.09493144710508425,8.358885763801901e-51,0.9935457997062016,0.007995073657252938,8.280604030906649e-49,0.007686121698541215,6.261798824386448e-74,s442
31,(wfpt.126),-0.008477429219554562,1.3905812350500923e-05,5.755178456579024e-05,-0.00998205685068699,0.0,0.7065954365478886,0.07966356418879474,1.3078508235685424,8.532873526490015e-05,0.22058672685527766,4.1683975471440426e-05,0.0,s449
32,(wfpt.127),0.0032878959446605537,-2.06117669763195e-05,4.317957886690316e-06,0.006346772549182957,0.0,0.8562879851131759,0.2824198694237336,1.343935203809888,3.2096387344249244e-05,0.6114921477407138,7.167354992954067e-06,0.0,s451
33,(wfpt.128),0.006820901493126809,4.001423038213492e-05,7.930054075244719e-05,0.009181300649228601,0.0,0.4637396911112614,0.05585267490224497,1.1913307939393976,0.0001091498108637401,0.12632839770186421,6.993881698047488e-05,0.0,s453
34,(wfpt.129),0.33916635725700484,0.22928660017072688,0.29088657588399724,0.4485675912042736,0.0,0.17364468540042285,0.0,0.7595427556425924,0.2909138505262572,0.0,0.22931654474294816,4.3245656213076165e-241,s456
35,(wfpt.13),0.0034118564803739537,-1.9409257458580242e-05,-2.4120828129081673e-05,0.0020584905734293626,0.0,0.7676813782509377,0.7166829088727263,1.3104634236111325,3.6583913166632342e-06,0.5830600408564881,8.370602790686021e-06,0.0,s042
36,(wfpt.130),-0.003200442156609454,-2.180665196438447e-05,-1.2850615559001355e-05,-0.004191677575079304,0.0,0.5202932305780235,0.4635184257675271,1.244806182234603,1.4928290816729195e-05,0.6428795910231422,5.972503196893797e-06,0.0,s467
37,(wfpt.131),0.0028858664616610644,-2.0149617924403174e-05,-2.6602321084867597e-05,0.0011179417006699317,0.0,0.6216891050290778,0.8369200701864865,1.2777599454403261,1.1769672931816189e-06,0.6002336408407479,7.629491206917471e-06,0.0,s469
38,(wfpt.132),-0.012098232830389882,4.536576095959255e-05,5.8464486214493405e-05,-0.00953292296683222,0.0,0.8681014961428382,0.0780709713378357,1.3599007375056893,8.624141156010623e-05,0.10465961740349969,7.314305016881129e-05,0.0,s471
39,(wfpt.133),-0.0053259803878485355,-5.217510282928828e-06,1.5981578506796268e-05,-0.006784123349502173,0.0,0.8040009259912406,0.20944279583675138,1.3289616713751073,4.375968396597152e-05,0.36748069967962327,2.2562727445496478e-05,0.0,s473
40,(wfpt.134),-0.00453639653597632,-1.3513647046936583e-05,-2.5281280846112253e-05,-0.0016502346321317874,0.0,0.7915566747051603,0.7642778439629567,1.3240057319930312,2.4979708354022634e-06,0.4735966182273621,1.426836472273596e-05,0.0,s477
41,(wfpt.135),0.0015177547416823228,-2.6317744917569996e-05,-5.4669332034684714e-06,0.004704376766853763,0.0,0.8138075521586179,0.3693322599711024,1.331735648448158,2.270302839924021e-05,0.797558701431537,1.853597629941639e-06,0.0,s481
42,(wfpt.136),-0.004728225636226657,-8.854360620036417e-06,2.2142009277970054e-05,-0.0070401020940599034,0.0,0.7228424545537716,0.18007099611377475,1.2974746514749198,4.991994360925567e-05,0.40912395287137915,1.8933697688794382e-05,0.0,s484
43,(wfpt.137),0.2703400061904159,0.1320847893899617,0.15300198972772105,0.3272548641808599,0.0,0.2833871288827593,0.0,0.8594604255169405,0.15302584949870823,0.0,0.13210942927216163,0.0,s489
44,(wfpt.138),0.0013708309208697207,-2.6435817234382597e-05,-2.464344629626858e-05,0.0019031861251832738,0.0,0.6869963125543098,0.7368880434225445,1.2972830357732654,3.1357876670856655e-06,0.8259393703293961,1.3434665184774985e-06,0.0,s492
45,(wfpt.139),0.0075421196634885695,1.3870577459385025e-05,0.00011175721564071761,0.010301544945996277,0.0,1.102363725728935,0.028465538134599438,1.3954648086095198,0.00014116655835039182,0.22510743187639612,4.3284529555820406e-05,0.0,s495
46,(wfpt.14),0.013844096538239734,0.00015047163232351224,0.0003000706686253629,0.01686352724372194,0.0,0.7748892198762759,0.0005912305962918964,1.3094034399340724,0.0003278408825017065,0.011303407300413482,0.00017824600184401795,0.0,s049
47,(wfpt.140),-0.0010242632057873421,-2.8692246651029762e-05,-1.0180696035977377e-05,-0.004057653899223536,0.0,0.8458634425419279,0.4169329921147672,1.3228820847569116,1.9671245236718704e-05,0.842073315917855,1.186112842499476e-06,0.0,s500
48,(wfpt.141),0.003799700925709363,-1.272738794000361e-05,-2.4897296618808795e-05,0.002319603092794143,0.0,0.2868664729829632,0.6727247698837666,1.1732787863962781,5.407406472035525e-06,0.44630718183495255,1.757786472322831e-05,0.0,s501
49,(wfpt.142),0.005662388172471604,1.962222842377681e-05,0.00028590771702374784,0.01464214144670082,0.0,0.8670022306546772,0.0009074603975087598,1.34279983849753,0.00031447179291976823,0.19404080183914807,4.8195545501616976e-05,0.0,s502
50,(wfpt.143),-0.001823879377856566,-2.6609200828753288e-05,-2.2087736546660963e-05,-0.0028822455853437443,0.0,0.7558108599269923,0.6508121784132574,1.3130329768842603,5.69142642292686e-06,0.8373907088112972,1.1700877404763332e-06,0.0,s504
51,(wfpt.144),0.025681146478161644,0.0009563149595658293,0.0007441314992246983,0.024774264622313594,0.0,0.4049844872984939,1.6556626213271518e-06,1.16478498080919,0.0007780057277917418,6.578486481799854e-08,0.0009902268293906502,0.0,s505
52,(wfpt.145),-0.005102625254679385,-1.024565097496044e-05,2.786025642409484e-07,-0.0056975706444597094,0.0,0.5959535649329075,0.3149025470997185,1.279206682305551,2.8057144229265418e-05,0.4269314962835793,1.753318303865381e-05,0.0,s507
