,index,int_pval,rsq_adj,log_slope_pval,log_rsq,slope_pval,log_int_val,log_rsq_adj,log_slope_val,int_val,slope_val,log_int_pval,rsq,subj_id
78,(wfpt.8),0.0,0.0017089707076866079,1.0192812408036184e-18,0.0008665533096230416,1.4470188584807721e-35,1.2044295086650316,0.0008554515801769691,0.038980693295241856,0.483805719829037,0.04745702570539913,0.0,0.0017200629534813716,s026
79,(wfpt.80),0.0,0.004005390901393513,7.707634831411546e-63,0.0031057871109979596,9.348872954448713e-81,1.1771437366928876,0.003094710262480427,0.06474989364562472,0.4886935043092723,0.06732475463291132,0.0,0.004016457631124903,s277
80,(wfpt.81),0.0,0.023134051235077058,3.186940789934464e-309,0.0157511791458409,0.0,1.0873109521603843,0.015740119921803797,0.15547979911611187,0.5265189901404561,0.16376839081945788,0.0,0.023145027380300776,s284
81,(wfpt.82),0.0,0.0012537839809928508,6.105033279604732e-21,0.0009788564917827536,1.3648246957807955e-26,1.2078208534983401,0.0009677560101776228,0.03335655228279329,0.4729645670473497,0.036321821952604354,0.0,0.0012648812844741064,s285
82,(wfpt.83),0.0,-1.0710752592180128e-05,0.6221724883003015,2.6981371945566934e-06,0.8494058887983569,1.2191404759225029,-8.413190855538488e-06,0.0017036749557703679,0.40178211564668304,0.0006389398202762738,0.0,4.0060098660532617e-07,s286
83,(wfpt.84),0.0,0.0001423613475607377,0.09468366329332165,3.12075398116729e-05,0.00020972542247930728,1.2718146545135713,2.00338302203118e-05,0.006688728287955023,0.6200787085792958,0.012468420991386852,0.0,0.0001535330661122103,s291
84,(wfpt.85),0.0,2.1782530766012442e-05,0.5725049955697239,3.539082158887652e-06,0.08532769765472813,1.2638096539581722,-7.572236547126465e-06,0.002361080956625683,0.550101795825062,0.00617536815650703,0.0,3.2893523304378114e-05,s294
85,(wfpt.86),0.0,7.463038470167938e-05,0.0035014977489733587,9.525828615342125e-05,0.0055852540592469715,1.274507787377939,8.4085916472465e-05,-0.012687237461962528,0.5393251429872552,-0.009517835637341533,0.0,8.58028600322358e-05,s295
86,(wfpt.87),0.0,0.000796176128431747,6.784105724328986e-10,0.00042305300969858184,1.5228692829715704e-17,1.2284826718898834,0.0004119463523619693,0.023713935182737164,0.5071928719530849,0.030666856733125178,0.0,0.0008072785165011975,s301
87,(wfpt.88),0.0,0.005122583373321166,6.226347634464911e-53,0.0027713704432916764,1.3545995429226074e-96,1.2013429125864217,0.0027595686417158927,0.06245400280894215,0.564902508341412,0.07239999424055213,0.0,0.0051343572098946355,s305
88,(wfpt.89),0.0,7.743398142379121e-05,0.0007081650765310964,0.00012741424104933952,0.004758197421786421,1.2225201464984785,0.00011630429876452464,0.012433363766051215,0.471715803025461,0.01002459192173765,0.0,8.854435560590179e-05,s307
89,(wfpt.9),0.0,0.0003650916094930512,1.192721108394628e-05,0.00021303754479962134,5.912290355310309e-09,1.2287826541996976,0.0002019285539059945,0.02109397624138061,0.5023164820375152,0.024677682157835105,0.0,0.0003761987874437711,s027
90,(wfpt.90),0.0,0.00010611771160184968,0.14302572729020094,2.3834821221591085e-05,0.0011613627630997557,1.252476911625792,1.2723728028740666e-05,0.007306867509142917,0.5294147769767686,0.01449727014840483,0.0,0.00011722776707223659,s313
91,(wfpt.91),0.0,-2.2841533002804226e-06,0.4031441318282156,7.76605238383965e-06,0.37276663996925163,1.2241351973463632,-3.3452193548555442e-06,0.003938801654565047,0.4234425766869002,0.003953546761173267,0.0,8.827106648623406e-06,s314
92,(wfpt.92),0.0,2.5186185266257155e-06,0.605942765671855,2.957027377847865e-06,0.2680578570473743,1.2318552268628813,-8.15429779565946e-06,0.001952425054596845,0.4464036427670828,0.004056344758887508,0.0,1.3629825110883509e-05,s326
93,(wfpt.93),0.0,-1.1111192121493474e-05,0.10549675921540264,2.9116768764936296e-05,0.996916912586771,1.2888965455463532,1.8005487338768056e-05,-0.00571000728881285,0.6242752562712142,1.0587527153614e-05,0.0,1.6590673279637258e-10,s328
94,(wfpt.94),0.0,7.640591755742054e-05,0.030722854807799318,5.187100904557873e-05,0.005007873311692015,1.2752189117619634,4.076022737287133e-05,0.00813846867900964,0.6237588092458712,0.0096684808923373,0.0,8.75163031625048e-05,s329
95,(wfpt.95),0.0,1.4573320319066774e-05,0.12526117635500136,2.611451405010179e-05,0.12841504402824835,1.2315604804015354,1.5003446187655811e-05,-0.005561349596189487,0.41516428823369683,-0.0054648290972953255,0.0,2.5684392960689806e-05,s334
96,(wfpt.96),0.0,-7.321734191823026e-06,0.5841684146967672,3.328353908260695e-06,0.5592217359171449,1.2536566851359638,-7.782967139213781e-06,-0.003010245082254462,0.4920710919606135,0.0027631577661773633,0.0,3.7895817309729907e-06,s336
97,(wfpt.97),0.0,0.00045528475530931534,1.649256109786006e-08,0.000354047517807099,9.203230177676912e-11,1.226236377245785,0.00034294009372570766,0.022026659981139618,0.4943397260757237,0.02356068388173467,0.0,0.0004663909311027892,s339
98,(wfpt.98),0.0,1.5804263922669648e-05,0.20617635705863618,1.8162966827994786e-05,0.12205620320235146,1.2291705830029338,6.797599583219238e-06,0.004077405447453201,0.48323434431883305,0.004442758582332621,0.0,2.716784982403908e-05,s346
