,index,slope_val,slope_pval,rsq_adj,rsq,int_val,int_pval,log_int_val,log_rsq_adj,log_int_pval,log_slope_val,log_slope_pval,log_rsq,subj_id
113,(wfpt.65),0.009084050894089642,0.05858008956415877,5.483453236876379e-05,7.611041409960606e-05,0.6759654615779234,0.0,1.294898070689218,-1.8998969696815138e-05,0.0,0.001671522152696201,0.7434897100944017,2.278482993056663e-06,s212
114,(wfpt.66),0.08104257226977252,2.1712223328283254e-77,0.00717744449986879,0.007198128734029807,0.7012538588925936,0.0,1.23803625031417,0.0030761602118204445,0.0,0.06288704039819909,3.0531333536786097e-34,0.0030969298911842635,s216
115,(wfpt.67),0.010054658154471787,0.03016420512875931,8.13183377468274e-05,0.00010329505551331941,0.6974228784747988,0.0,1.2985715606389658,-2.1853857060216697e-05,0.0,-0.0004086421154019873,0.9395103269466392,1.265775680936443e-07,s218
116,(wfpt.68),0.014688827367023208,0.001809615242344199,0.00018193663829280116,0.0002027666152372154,0.49131061886114274,0.0,1.2403065821567276,2.544671597959347e-05,0.0,0.00744243980377407,0.13611192580670098,4.627995319872458e-05,s226
117,(wfpt.69),0.040802728833747984,2.6393855608162396e-15,0.0012943588652558624,0.0013153846898235066,0.6970898079218144,0.0,1.2724107316711262,0.00040394551244471444,0.0,0.028219579076045873,7.010910675996038e-06,0.00042499008295127094,s233
118,(wfpt.7),0.04676332416734803,1.666769516244542e-23,0.002056793837245219,0.002077584753850892,0.7316027383626131,0.0,1.2690046560538073,0.0009539174073985857,0.0,0.03834132747466318,7.831385957463958e-12,0.0009747313010752823,s017
119,(wfpt.70),0.08599728738461317,3.534284474580977e-71,0.00658733352639429,0.006608030054790048,0.6098845684424112,0.0,1.1954651524507935,0.0038603821970562002,0.0,0.07887975016120152,1.7147453411145516e-42,0.0038811355381216384,s237
120,(wfpt.71),0.0032848733023405456,0.4155577881360587,-7.024045237447041e-06,1.3809868469882858e-05,0.6811700622852254,0.0,1.3030747876749542,-1.165990733098532e-05,0.0,-0.002809832799919698,0.506960314219806,9.174102958753316e-06,s238
121,(wfpt.72),0.04023670242196889,1.9673713826421474e-16,0.0014019341719404554,0.0014229577317170783,0.7747057510524007,0.0,1.3142068609918547,7.036334249732601e-05,0.0,0.013053282567894314,0.037180839804478824,9.141537914425513e-05,s244
122,(wfpt.73),0.1359909362395226,1.475244731852931e-251,0.023606100004698538,0.02362644196807262,0.6036673476868364,0.0,1.12721792452058,0.02405401702754395,0.0,0.13772408186780544,2.411860895724034e-256,0.02407434965911892,s254
123,(wfpt.74),0.007441716928986208,0.07963321738855267,4.605469541363316e-05,6.827638801365499e-05,0.5969715324716178,0.0,1.2457281952319963,0.0003697177137171881,0.0,0.017276288280462772,2.6751506872146664e-05,0.0003919371514083947,s259
124,(wfpt.75),0.002549136562339449,0.6125927356491792,-1.8360775452919142e-05,6.331645613588677e-06,0.8156623708659267,0.0,1.3153158805165222,-2.0451149756794962e-05,0.0,0.0021144338167254292,0.6782966115299449,4.249861757399387e-06,s262
125,(wfpt.76),0.02021158265164788,3.625463956737542e-09,0.0007192506334506854,0.0007405123783680301,0.6016995906758897,0.0,1.2582545648573054,0.000323422253139527,0.0,0.01614986055498166,5.693915539236811e-05,0.0003446933252876372,s265
126,(wfpt.77),0.0007255096759380703,0.8541570015264842,-2.0130219136271776e-05,7.039676219733337e-07,0.8388593381307738,0.0,1.354270646083119,6.643890370650052e-05,0.0,-0.010416628633935804,0.040689012060870014,8.727172092992674e-05,s269
127,(wfpt.78),0.07797738669342351,2.2011502552093284e-105,0.009834031205133376,0.009854660092584955,0.6628065837765627,0.0,1.2105788872234386,0.009664098190495296,0.0,0.07799969155136832,1.3645747845700865e-103,0.009684730618291781,s273
128,(wfpt.79),-0.0036067143133359835,0.455952434615597,-9.351410904523405e-06,1.170186077303903e-05,0.5646857096457174,0.0,1.260667097149622,1.6732820303011486e-05,0.0,-0.006861367006610497,0.18035425501751354,3.778687258493285e-05,s275
129,(wfpt.8),0.006590709587525738,0.15607150674941522,2.1530790682677825e-05,4.280738101891668e-05,0.6264944845439374,0.0,1.2792379504383764,-1.1361669398635144e-05,0.0,0.003359005652284572,0.49482771838816253,9.91562079211139e-06,s026
130,(wfpt.80),0.0029393598866314786,0.5057710085722907,-1.1730633764583942e-05,9.322688002910695e-06,0.6066932466526478,0.0,1.2843433597761218,1.054194820215848e-05,0.0,-0.005374144607037357,0.2205640296902994,3.159480106340595e-05,s277
131,(wfpt.81),0.11318731510335206,1.0496955621833173e-226,0.02149883434017552,0.021519434798409676,0.7637989560587126,0.0,1.189853721873142,0.022412339206505538,0.0,0.1187508321577376,2.3911159418809343e-236,0.022432920432653436,s284
132,(wfpt.82),0.024964164026400476,7.803824696723897e-06,0.0004082259131666932,0.0004297229727612262,0.8761459562472402,0.0,1.3243696999120258,0.00014326168016176588,0.0,0.018569770332602695,0.00564301594259435,0.00016476721300162644,s285
133,(wfpt.83),0.007952556245777408,0.08195631027954929,4.220326309656297e-05,6.30361512136135e-05,0.6907240035773385,0.0,1.2994626841950307,-2.06639044653123e-05,0.0,-0.00042645102840415186,0.9277813841441285,1.7116155759389073e-07,s286
134,(wfpt.84),0.01695052851519868,0.001757146350016749,0.00018499032389429626,0.00020603950408082383,0.6259220948021359,0.0,1.2663021549951412,5.679604738062505e-05,0.0,0.012033741600200695,0.05448668494644431,7.784792645082472e-05,s291
135,(wfpt.85),0.03989156059801554,1.0524526868409966e-19,0.001696730368428434,0.0017175287865126565,0.5981222334546967,0.0,1.2485436257007165,0.000628900620549544,0.0,0.028324340423822064,2.3335043908250464e-08,0.0006497212855504086,s294
136,(wfpt.86),-0.003587865038854677,0.4781328082655517,-1.104197807344498e-05,1.1180983369718511e-05,0.5536918084304819,0.0,1.2583086294061558,-3.0503691885730433e-06,0.0,-0.004950046524856559,0.3529772141211477,1.917340240431553e-05,s295
137,(wfpt.87),0.00925689317048986,0.08746434341471479,4.001075651716146e-05,6.084369031245096e-05,0.5074294725653443,0.0,1.2529001758941896,-1.99143897490206e-05,0.0,0.0012780650032077623,0.8335789431691238,9.197925128212603e-07,s301
138,(wfpt.88),0.007241907033423283,0.10639401535072752,3.383286812719266e-05,5.4885230642898186e-05,0.6355553933545586,0.0,1.2807435957082252,1.0248309169624825e-05,0.0,0.00608811896025396,0.2227213224319067,3.1301168212816144e-05,s305
139,(wfpt.89),0.0658093058588843,4.4687100814088635e-49,0.004486377529574259,0.004507117828798535,0.5863213108477668,0.0,1.2239247101167747,0.002161204102660963,0.0,0.048083930112611806,1.3209832526493366e-24,0.002181992844007552,s307
140,(wfpt.9),0.009572479747055423,0.01940970200868633,9.300556205693589e-05,0.00011383739177073249,0.5836068105186528,0.0,1.264204174799704,6.86564911125398e-05,0.0,0.008888974383690275,0.03821488125595888,8.948882810921877e-05,s027
141,(wfpt.90),0.019633744876588435,3.612056852351044e-06,0.00042619077569927555,0.00044701566390981107,0.785391716275282,0.0,1.309535761612072,0.00022843611582390455,0.0,0.01741077438310311,0.0005419192604794378,0.0002492651240090238,s313
142,(wfpt.91),0.0065856046578356055,0.1657358472704293,2.002519461896668e-05,4.176436231406733e-05,0.6940774566872132,0.0,1.3009672317085466,-2.1425664046059723e-05,0.0,-0.0006302575767249095,0.9040678187018928,3.158227279698167e-07,s314
143,(wfpt.92),0.10974766217253701,6.378029970030031e-204,0.01913763118857159,0.01915806624698546,0.7037098721010273,0.0,1.185418521513,0.018606695558941233,0.0,0.10943022951064443,2.8246586686790624e-198,0.018627141678744463,s326
144,(wfpt.93),0.04950767728665294,3.6384794837851624e-28,0.002552135162775304,0.0025733579093196735,0.6393803796966414,0.0,1.25505809205737,0.0010208361898380591,0.0,0.033399838943898655,2.5580172537075516e-12,0.0010420915179049084,s328
145,(wfpt.94),-0.0028143059514634415,0.554263237527636,-1.3547552996096002e-05,7.286496620628746e-06,0.4883268306845553,0.0,1.2386060650841462,-2.0813491662385886e-05,0.0,0.00016142385931561254,0.9748486982832496,2.070933113884621e-08,s329
146,(wfpt.95),-0.002025846032991163,0.6284295456216396,-1.5954765218317846e-05,4.879334549623415e-06,0.7364529141665735,0.0,1.3143142295632946,-8.412534781676584e-06,0.0,-0.003579553701102911,0.4400218178903563,1.2422710083281885e-05,s334
147,(wfpt.96),0.0015182551939314478,0.7366700871204666,-1.8478303235314186e-05,2.3558491074604504e-06,0.5629788103602152,0.0,1.259662097337048,-1.876047913484946e-05,0.0,0.0015109013868312843,0.7523925600178557,2.073679086667113e-06,s336
148,(wfpt.97),-0.008063531872747018,0.05819310885798114,5.448912479322221e-05,7.554105243123832e-05,0.6534171699471769,0.0,1.2960189277237566,8.110123465643326e-05,0.0,-0.00932802775645112,0.027615430486280516,0.00010215437496108315,s339
149,(wfpt.98),-0.001493465066540362,0.7437031911772622,-1.9629393101849857e-05,2.349543344770666e-06,0.7625229116662491,0.0,1.314480863627196,-2.107899902203947e-05,0.0,-0.0009630981731200937,0.8393567422408561,9.033512592404591e-07,s346
150,(wfpt.99),0.008215276263212709,0.07975893006829972,4.312273376816389e-05,6.395560272920431e-05,0.5480007401789848,0.0,1.262477079689087,-1.9926873547682078e-05,0.0,-0.0010036300680603492,0.8346957349103655,9.073089741740148e-07,s357
