,index,slope_val,slope_pval,rsq_adj,rsq,int_val,int_pval,log_int_val,log_rsq_adj,log_int_pval,log_slope_val,log_slope_pval,log_rsq,subj_id
100,(wfpt.53),0.04015807602596615,2.089478924468986e-17,0.0014793604342744349,0.0015001633809933468,0.7151672975097793,0.0,1.2867843131232968,0.00033184303500455314,0.0,0.02280819067637685,3.8778491286442904e-05,0.00035266988883397854,s180
101,(wfpt.54),-0.0005180648973703147,0.9154458140733593,-2.2994722902236475e-05,2.62166670039754e-07,0.705760688223897,0.0,1.2835264825916104,-1.024777163571855e-05,0.0,0.003809408869037176,0.45445183481948226,1.3018019806576575e-05,s182
102,(wfpt.55),0.06944328877555524,4.720224559293809e-80,0.00750826913704572,0.007529164139695621,0.7231487909485286,0.0,1.2323239569064397,0.007822310944710309,0.0,0.07197156286921935,2.5180909567131926e-83,0.007843199335814566,s184
103,(wfpt.56),-0.012743484711163322,0.005778308496400632,0.00014081016249278822,0.0001620842149160362,0.6448251685568452,0.0,1.3006383338194016,0.00012155038500061277,0.0,-0.012989223324252314,0.009572499256941081,0.00014282529988240977,s187
104,(wfpt.57),0.03995104169840666,9.28887491020132e-14,0.001135082211653704,0.0011558923309850089,0.6734868792810285,0.0,1.2775302319878126,0.00020135323303227537,0.0,0.020786630982537857,0.001091580023857776,0.00022218280545593938,s190
105,(wfpt.58),0.007075644750508554,0.09421388164135093,3.7519558018783705e-05,5.8352543715112226e-05,0.5893449715380654,0.0,1.2722407537851879,1.7476188354237365e-06,0.0,0.004351995778536923,0.29783552171661565,2.2581349795935957e-05,s192
106,(wfpt.59),-0.004662482172852133,0.37941315453876734,-4.8900814808572335e-06,1.661586251955338e-05,0.9906322342452007,0.0,1.3680557574761578,5.748779829284345e-06,0.0,-0.005137389018196681,0.26030400928156316,2.726606371317164e-05,s196
107,(wfpt.6),-0.0005228861427984052,0.9178695177922394,-2.0612658830021502e-05,2.2153797940571707e-07,0.640582438642816,0.0,1.2889322564436299,-8.90640074846516e-06,0.0,-0.004058355776018846,0.4492687342100359,1.1927552175494682e-05,s015
108,(wfpt.60),0.030965938328932283,2.0053720003442589e-13,0.001127074461922839,0.0011483275295528506,0.7079609766171457,0.0,1.2871469926357018,0.00029155827841353954,0.0,0.017505255794883726,0.00012576625674291667,0.0003128295759521338,s198
109,(wfpt.61),-0.004823605198434659,0.3256492341518603,-7.053933865908135e-07,2.012838867937461e-05,0.5327372945581478,0.0,1.2695301692515528,2.6970737581399895e-05,0.0,-0.008119539764396957,0.12983095729454872,4.780394304937374e-05,s205
110,(wfpt.62),0.015547343949381096,0.0008588620021988923,0.00021739732521397492,0.00023889848873726027,0.6458518300467428,0.0,1.2742138977922326,0.00011185458745632815,0.0,0.01363261484057585,0.01276617053234707,0.00013335802076475112,s206
111,(wfpt.63),0.028181091882423546,6.095420172874216e-09,0.0006832186691086983,0.0007040382024599001,0.5341260567209264,0.0,1.2403418490296483,0.00021792188883185126,0.0,0.018542630365874196,0.0007107874191338789,0.00023875111606797006,s207
112,(wfpt.64),-0.004742657537509186,0.31037513003656414,6.126604771283795e-07,2.166572238038178e-05,0.4990521622716697,0.0,1.2449156551155462,-1.4282551087596573e-05,0.0,-0.0027161581725362142,0.570648692188455,6.770824405699649e-06,s209
