,index,rsq_adj,slope_val,log_int_pval,int_pval,log_int_val,log_rsq,log_rsq_adj,rsq,int_val,log_slope_val,log_slope_pval,slope_pval,subj_id
0,(wfpt.0),0.0011485055083187978,0.03188584807126774,0.0,0.0,1.147346762180213,0.0013742539728803793,0.0013696306627293264,0.0011531298422021719,0.30209244224486526,0.03548146359991448,1.454652122457033e-66,3.8474044660566474e-56,s005
1,(wfpt.1),0.0013819783358030024,0.0343705914983172,0.0,0.0,1.1498142295804494,0.0014024730765311855,0.0013979233049000728,0.0013865278691569394,0.34438658125746924,0.03538755417436697,5.853721816876027e-69,3.3602906507526553e-68,s007
2,(wfpt.10),0.001054258339680758,0.026116080525461643,0.0,0.0,1.1568695467485,0.0013362866717133715,0.0013318376864889236,0.001058708006457354,0.3174675954403543,0.029233077790176434,3.046086030747026e-67,1.1849878133815922e-53,s028
3,(wfpt.100),0.00026742517197209104,0.013292985894553893,0.0,0.0,1.2072434483713441,0.000318469675862354,0.0003140312233764764,0.00027184878700947657,0.5206656347078162,0.014864453289930628,2.454021087830482e-17,4.551697666552026e-15,s365
4,(wfpt.101),-3.935665967569335e-06,0.000641322513445237,0.0,0.0,1.1609852589771483,6.160270482613583e-08,-4.623883711474264e-06,7.482151543891646e-07,0.23631424668079043,0.00017863564420498657,0.9087125077226521,0.6893940471246047,s368
5,(wfpt.102),0.01960964844533153,0.1067380122034321,0.0,0.0,1.10091551327632,0.017488474896868444,0.017483778423961427,0.01961432813521813,0.407282808044471,0.09776603777974746,0.0,0.0,s369
6,(wfpt.103),0.004788375318107829,0.05556809678517173,0.0,0.0,1.143271026253226,0.0037459519146830766,0.003741808814354708,0.004792513429387579,0.3487203192578306,0.05047814948686416,2.8863867331528235e-198,3.0714970527664465e-253,s372
7,(wfpt.104),-2.2193998125974446e-06,-0.0011582398072484852,0.0,0.0,1.179538868027212,5.166480415486063e-06,3.309388392214174e-07,2.6115521214453707e-06,0.3010546452377335,-0.0015513299376424452,0.30129955082448634,0.46219019155692775,s373
8,(wfpt.105),0.00041448697711710114,0.01757506154198339,0.0,0.0,1.1937334506486341,0.0003495869056858725,0.000345221009957708,0.0004188519984186234,0.40582794480854034,0.016677060384154938,3.635728101764709e-19,1.1864878231276216e-22,s374
9,(wfpt.106),0.003726539910032134,0.05793065129934273,0.0,0.0,1.126557602815259,0.0037301701408948285,0.0037256924834333516,0.0037310175636848797,0.33450732578198705,0.059183065541324895,7.627803751865855e-183,6.9383132547118895e-183,s376
10,(wfpt.107),0.00041355182608970864,0.018495859574624435,0.0,0.0,1.1764246471330768,0.0005959112349080975,0.0005913045609796663,0.0004181582364796155,0.38355387895360415,0.02178181006363386,5.773821106428144e-30,1.6234138771633554e-21,s380
11,(wfpt.108),0.0009579786652399447,0.03045300484160892,0.0,0.0,1.1721765140088714,0.0008682579078510555,0.0008638659655317849,0.0009623700780432287,0.38947012052285584,0.029972910542061176,6.950772441014679e-45,1.4632058628563787e-49,s383
12,(wfpt.109),-1.0039160569519368e-07,0.0019333270376098782,0.0,0.0,1.1995957775730464,1.154927262714267e-05,7.238847524959624e-06,4.20997223371522e-06,0.3792943698696096,0.0032385250963773114,0.10165656909258235,0.3230136225783855,s384
13,(wfpt.11),0.0015217813831063243,0.02984044404877196,0.0,0.0,1.131025374443692,0.0016705276923582035,0.0016658949870071993,0.0015264147142057816,0.22810359329657637,0.03218456666013541,2.431942107872924e-80,1.4429051480408977e-73,s032
14,(wfpt.110),-2.040443628503752e-06,0.0014077567149516914,0.0,0.0,1.174708983885568,2.8791471660127854e-06,-1.9403251043659253e-06,2.7788665390993117e-06,0.2789440152705886,0.001424075711028705,0.4395730897878306,0.447644696219642,s388
15,(wfpt.111),0.0016704543269052685,0.03668393852442775,0.0,0.0,1.1536172992627682,0.0015872118318159822,0.0015826107452096005,0.0016750549450910146,0.33210937229533055,0.03594425127819259,6.074676471417358e-77,4.2157800637216965e-81,s391
16,(wfpt.112),0.00044267163028588463,0.02012407177407798,0.0,0.0,1.1575309898883417,0.0004177618696403762,0.0004134252308203301,0.0004470081234088097,0.2895706693418378,0.02031317259639786,9.809537159378133e-23,3.2559518643792162e-24,s396
17,(wfpt.113),0.010038792493299309,0.08436676369173592,0.0,0.0,1.1129156579245194,0.007236729124042163,0.0072330723353767334,0.010042438772687068,0.3424985125507667,0.07855266494083038,0.0,0.0,s397
18,(wfpt.114),0.0007625595867443158,0.01981161894032496,0.0,0.0,1.2219852525398283,0.0011337366246210179,0.0011289541566359418,0.0007673292392983422,0.5919455033935188,0.027184058506107125,1.8407436500689538e-53,7.508023758135138e-37,s402
19,(wfpt.115),0.006290272708757816,0.06869911701518029,0.0,0.0,1.1203655061809907,0.005324869372021146,0.005320357800798425,0.006294779349274582,0.3358963879510335,0.06372453478456355,5.728981027903595e-258,9.559510375547292e-305,s403
20,(wfpt.116),-1.3657912674158723e-06,-0.001997306177756285,0.0,0.0,1.1887847560265934,1.3522675506028037e-06,-4.692942507045217e-06,4.676549567039778e-06,0.3648189403443086,-0.0010423959240190744,0.6362414067183217,0.3789950615652926,s408
21,(wfpt.117),0.0012539821784725014,0.029428039795098056,0.0,0.0,1.1907842169412357,0.0007174184317044752,0.0007131196840476361,0.0012582778787457727,0.4207175380193376,0.02418626682062492,3.6441258821595735e-38,1.2635077101145905e-65,s409
22,(wfpt.118),0.0004988767648209658,0.017991187040921227,0.0,0.0,1.1883410183746097,0.0008776602489322105,0.0008731353817867937,0.0005033994148022636,0.4365861293599054,0.023853759701364538,4.527431648873726e-44,5.142814808987376e-26,s420
23,(wfpt.119),0.00277493578030219,0.0418760426175103,0.0,0.0,1.1155345266923535,0.003036141219382338,0.0030311681365639,0.0027799094962022153,0.2371423820242421,0.04315064264263509,1.376802318412917e-134,2.133060656719092e-123,s421
24,(wfpt.12),0.0006811871283459725,0.02537535127296308,0.0,0.0,1.174596622351351,0.0006177138978870067,0.0006130329065610063,0.0006858678004468821,0.3641693484879058,0.024487873195139266,1.556837733890431e-30,1.018879854509285e-33,s034
25,(wfpt.120),0.0011782753491882403,0.03194547137492362,0.0,0.0,1.1724666768727405,0.0012927842049252902,0.0012882129185671776,0.0011828466365838564,0.4118519071962093,0.033673019380615385,2.0149616548691487e-63,3.461373377978587e-58,s425
26,(wfpt.121),4.2579777515427963e-05,0.006689630166485041,0.0,0.0,1.1871216007862517,6.48793942849002e-05,6.053171796160939e-05,4.692743737577665e-05,0.3549723556526023,0.008057397162671662,0.00011203333860796521,0.0010186005671133525,s427
27,(wfpt.122),0.0014588581676673318,0.03499228381407257,0.0,0.0,1.1572274907322424,0.0016723376477008056,0.0016677577638469776,0.0014634386526319876,0.36632881281581564,0.03719643993950578,2.4844981036761113e-81,2.099760329754325e-71,s430
28,(wfpt.123),0.0031292638166035003,0.043544485854849324,0.0,0.0,1.1624895641609452,0.0029356352013119036,0.0029309184512372743,0.003133977175702851,0.3956070623895376,0.0419446635977057,3.5826474778259585e-137,2.1522420728495706e-146,s441
29,(wfpt.124),3.8493203220468786e-06,0.0028895048269226,0.0,0.0,1.0426660566639954,9.458957297758808e-06,3.6244004011365405e-06,9.680235666720272e-06,-0.0848558015474062,0.002639908489074119,0.2029269017238016,0.19758384844630003,s442
30,(wfpt.125),0.0027921353558355566,0.04046753281657242,0.0,0.0,1.1541312660598022,0.001607261090411094,0.00160294800617522,0.002796442967810675,0.31101077504571006,0.03262436915897004,5.769227540258208e-83,5.296123013327431e-143,s449
