,index,rsq_adj,slope_val,log_int_pval,int_pval,log_int_val,log_rsq,log_rsq_adj,rsq,int_val,log_slope_val,log_slope_pval,slope_pval,subj_id
31,(wfpt.126),0.0023361775022703313,0.03923784946595189,0.0,0.0,1.168260879709708,0.001723479088689639,0.0017190493130416762,0.0023406017517014766,0.39766814554789287,0.034599157968601746,1.5639910322428182e-86,6.237564058564502e-117,s451
32,(wfpt.127),0.0018622401908291453,0.0331137178715367,0.0,0.0,1.1424076925609707,0.002284857159939979,0.002280008398268585,0.0018670855432812994,0.32110831602654555,0.034771665721518144,2.273579334663035e-104,1.0279267768897771e-85,s453
33,(wfpt.128),2.863581182288577e-06,-0.002205378619589965,0.0,0.0,1.1613410257121655,1.043838749936743e-05,5.618881978031176e-06,7.68286771579696e-06,0.21607257827961754,-0.002654853346197598,0.14110692463765984,0.20672966336092646,s456
34,(wfpt.129),0.0006949296007511263,0.021524352981164216,0.0,0.0,1.1628572599622513,0.0008241801683290806,0.0008197271956579266,0.0006993808681082792,0.33814599353942804,0.024043648234335024,3.907533726563265e-42,4.95592006971964e-36,s467
35,(wfpt.13),0.00033483007377665963,0.017166096208976266,0.0,0.0,1.2003334884536012,0.0004873898884808492,0.0004828455545726751,0.00033937402702155506,0.4673671142115322,0.020138669551078247,3.9722512471302627e-25,5.551946547314501e-18,s042
36,(wfpt.130),0.0024164104801704944,0.046859677397244504,0.0,0.0,1.1451843844305203,0.00260493252992966,0.0026003780689767275,0.0024209656771781995,0.3696620087756039,0.04866552238270329,3.070437963115981e-126,1.8653442268937362e-117,s469
37,(wfpt.131),0.0014635256997803658,0.03348169896144083,0.0,0.0,1.151410970755183,0.001313139869596247,0.0013085684253170138,0.0014680956816763846,0.3284405290447754,0.03190767773351288,2.174603298106379e-64,8.723676820240046e-72,s471
38,(wfpt.132),0.0023549384500219928,0.03767551311493576,0.0,0.0,1.2039754916144707,0.0018536968780770158,0.0018491005568831431,0.0023595148245078024,0.5786219494487885,0.03492913570311048,1.271070527651883e-89,5.242805950174224e-114,s473
39,(wfpt.133),0.007027683627771397,0.07417437783124753,0.0,0.0,1.08688003556536,0.006276912140865232,0.006272111407086167,0.007032480618657244,0.24657469466758405,0.07519748853009697,2.088386924002141e-285,0.0,s477
40,(wfpt.134),0.00010156061683130879,0.008003394779184044,0.0,0.0,1.1983904842876762,0.00013827603295901714,0.00013387896830019397,0.00010595579412608913,0.3960819867484999,0.009416009808187693,2.0515896711565456e-08,9.117788081528407e-07,s481
41,(wfpt.135),0.00033782098210721756,0.01754619887285052,0.0,0.0,1.177282163402154,0.0006270784641935201,0.0006224507736026785,0.0003424490691771309,0.4120811909202612,0.023679954210634416,2.615094638859911e-31,7.888010359480956e-18,s484
42,(wfpt.136),0.0013418101554073525,0.03682797054046266,0.0,0.0,1.1954187796962703,0.0016616628246305387,0.001656828022280843,0.001346646295969034,0.5292935221813229,0.042160668023897,1.1591394476831491e-76,1.7920914672270657e-62,s489
43,(wfpt.137),0.000777229283317693,0.02541031930825323,0.0,0.0,1.171801447562117,0.0008992304248652827,0.0008946261677645895,0.0007818340177668803,0.36910942334711316,0.02713063809352947,2.3115550372580623e-44,8.507481720038029e-39,s492
44,(wfpt.138),7.25985005084473e-05,0.007686010920048154,0.0,0.0,1.2112869094253405,0.00034671113137607623,0.0003421188037338041,7.718534449163705e-05,0.5102527345988168,0.01583649203698679,3.682595277295978e-18,4.094955358632186e-05,s495
45,(wfpt.139),0.0013931771725829156,0.029947154216730682,0.0,0.0,1.157289599141686,0.002305088747718065,0.0023002406733940717,0.00139802480205109,0.38926405115364116,0.03897085881354585,2.7301573192657833e-105,1.2322566600163855e-64,s500
46,(wfpt.14),0.0011915570715546053,0.029052783282816772,0.0,0.0,1.1487877859642281,0.00125955157597335,0.0012549169850117892,0.0011961919350246264,0.286856292988495,0.030404020541558857,5.083834488687215e-61,4.848278399045838e-58,s049
47,(wfpt.140),0.0007793761878418515,0.025494635970052887,0.0,0.0,1.1727945029185811,0.0008971627357158285,0.0008925795269867365,0.0007839597897106865,0.3738413138459008,0.0271257293374446,1.8476143543547778e-44,4.546568296315734e-39,s501
48,(wfpt.141),0.0019619924585418946,0.03240370904873599,0.0,0.0,1.168122502974471,0.002039690272071293,0.0020350012479732893,0.0019666781049887394,0.3805342657423044,0.03185674256793239,1.6639014511405144e-96,3.4485600165545956e-93,s502
49,(wfpt.142),0.0009192921789039632,0.028359182736182074,0.0,0.0,1.2025588922258632,0.00039936277077134985,0.00039509904510148797,0.0009235526691738771,0.4551543668007614,0.018732717301288948,3.7725731051361363e-22,4.814801365235187e-49,s504
50,(wfpt.143),0.0007959265437870178,0.021025999344643734,0.0,0.0,1.1849258068734747,0.0008607623163079392,0.0008558739682430483,0.0008008126511687141,0.39162621466463815,0.021295651898521038,3.606048637712987e-40,1.647952200886788e-37,s505
51,(wfpt.144),0.00034837238756224576,0.017371253886147544,0.0,0.0,1.2056913497035713,0.0003437411456674866,0.000339175275141379,0.00035293702770944346,0.47895833887367584,0.016980934805199625,4.101772205280889e-18,1.4642280278333478e-18,s507
52,(wfpt.145),0.0008556858885798713,0.023268131294940674,0.0,0.0,1.1787889121566337,0.0008069727677785243,0.0008025079387085077,0.000860146374180748,0.3959881059977546,0.022683542593497655,3.466461023393317e-41,7.967337992341651e-44,s508
53,(wfpt.146),6.74847588361116e-05,0.006031734791093276,0.0,0.0,1.2038405415572928,6.811288375185853e-05,6.344808676772562e-05,7.214647061670743e-05,0.39844650823979544,0.005900786942877021,0.0001328484985920809,8.356854548491963e-05,s509
54,(wfpt.147),0.0021917795860628697,0.03893295613795385,0.0,0.0,1.1512910408767378,0.0020790727791069052,0.0020746473306412216,0.002196204475842456,0.3247980376513214,0.038322255570258645,4.529051795600464e-104,7.860678639708449e-110,s510
55,(wfpt.148),0.004482057424505581,0.05964280020294972,0.0,0.0,1.08139852833447,0.004730568119501566,0.004725759682946751,0.004486866713161897,0.21424339489760957,0.06769245245214077,1.9117865341705487e-215,1.9201459588934447e-204,s551
56,(wfpt.149),-1.097752273593322e-05,-0.0015977927340384752,0.0,0.0,1.2521770382432562,6.11627975644069e-06,-8.083338040254517e-06,3.2072313388420426e-06,0.6221473924251941,0.0021425393696981295,0.511630404637103,0.6344292066513646,s556
57,(wfpt.15),0.0028482708357245867,0.052232068028073286,0.0,0.0,1.150105549160653,0.0018911506097436526,0.0018868483607946684,0.0028525689220488815,0.3402284986781019,0.04336427485652548,1.652711344991286e-97,3.798716574268999e-146,s060
58,(wfpt.16),0.000835723262549104,0.026079193747780453,0.0,0.0,1.180174897083524,0.0009112415123603279,0.0009065162362307255,0.0008404474658632033,0.42800058937298663,0.026754092553626804,7.958602044646399e-44,1.4448733847665844e-40,s062
59,(wfpt.17),0.01714455952338334,0.09450085756291934,0.0,0.0,1.086482209322178,0.014811040398019948,0.014806775418433338,0.01714881432725901,0.2918885457277798,0.09057133159123215,0.0,0.0,s063
60,(wfpt.18),0.00010952803387664911,0.008582782382867016,0.0,0.0,1.1935357291371256,0.00018736785180850646,0.00018260525174107478,0.00011428943974978178,0.38938499863732345,0.011070821437218195,3.5648688684321287e-10,9.624227011159327e-07,s065
61,(wfpt.19),0.0040368146585773035,0.045876600603659015,0.0,0.0,1.1322945244151654,0.004117620622262175,0.004112574858572637,0.004041857535682203,0.29572617469316465,0.04375130218170359,4.052170320319149e-179,5.746216335447633e-176,s066
62,(wfpt.2),0.0015578469351492652,0.03353648095789273,0.0,0.0,1.149186905529923,0.0010528248388054218,0.0010483849157185698,0.001562284475551845,0.2841491625712481,0.028710734290913545,1.7723363508399966e-53,1.7315718542265208e-78,s009
63,(wfpt.20),0.0017550056478361498,0.0328906949988477,0.0,0.0,1.1538456785719795,0.001561882414232607,0.0015573518640549233,0.0017595328565507273,0.3374384342684056,0.03194142229366863,6.767790778289125e-77,1.9268740984750835e-86,s071
64,(wfpt.21),-2.442573414196403e-06,0.001329160776692723,0.0,0.0,1.1414556269166662,8.531306625259027e-06,3.736633223505592e-06,2.3421501613718476e-06,0.26578410446740885,0.0024198952767723794,0.18223306638662992,0.4841485968067111,s081
65,(wfpt.22),0.003699915068561377,0.048304938783225,0.0,0.0,1.132353696255673,0.0033107140198549434,0.0033062544202880906,0.0037043728070073056,0.29102089179946405,0.04684296365899531,3.3753089974766525e-163,2.1285689141351496e-182,s082
66,(wfpt.23),0.0020742866515071068,0.032976349705988124,0.0,0.0,1.1609335871558546,0.0025338590873870137,0.0025291359456173224,0.002079004998701839,0.37957059161682016,0.035732057879000315,1.5489040270855332e-118,9.98099763180265e-98,s083
67,(wfpt.24),0.0002891050133192463,0.01637805158236033,0.0,0.0,1.158500680051875,0.00033239778586124924,0.00032772639826772476,0.00029377658138740603,0.27330559544456745,0.01760123684813106,3.3206089680283417e-17,2.2006123885663913e-15,s084
68,(wfpt.25),0.0010005241032594592,0.024330866533158114,0.0,0.0,1.160860690448605,0.0009731036438725971,0.000968843364909322,0.001004784247123025,0.30029271430296145,0.025273022748469508,1.3988444945178879e-51,3.342560424284507e-53,s085
69,(wfpt.26),0.0005038859432904275,0.017669647273567013,0.0,0.0,1.1996118867560477,0.0006192934354872781,0.0006146164823205291,0.0005085565077046494,0.46196584447020445,0.019822575537896334,1.240187899875564e-30,1.743823166032951e-25,s086
70,(wfpt.27),0.004923127706892849,0.05419556560498554,0.0,0.0,1.1802442404729834,0.0035348092704498013,0.0035302765042480866,0.00492765080414459,0.48745434618920724,0.04737196470383823,2.610954189714423e-171,2.503664509403113e-238,s089
71,(wfpt.28),5.6141280615484845e-05,0.006481357412219144,0.0,0.0,1.1640093208178486,0.0001652213229865751,0.00016061357710583923,6.0749338066212744e-05,0.26993711988964775,0.010904488347828006,2.12643208106259e-09,0.0002825220199944057,s091
72,(wfpt.29),0.00025271564111284395,0.015176328829058498,0.0,0.0,1.212987494703396,0.0001607927027563738,0.00015644550016458147,0.0002570623873350275,0.45506283675875836,0.012543562729446145,1.1906768211580716e-09,1.4749385104176363e-14,s092
73,(wfpt.3),0.00014349902283861127,0.010241856493555739,0.0,0.0,1.186571341823426,0.00017775649119433634,0.0001733805950987488,0.0001478747815988335,0.35346138976155944,0.011537619210094349,1.8509037434245513e-10,6.134579671390244e-09,s011
74,(wfpt.30),4.628237175063887e-05,0.005829848610823214,0.0,0.0,1.210540528572846,0.00010555162899628101,0.00010092565767860773,5.090111695338351e-05,0.4748225833036931,0.008351306849414052,1.7828230624766516e-06,0.0009012215673185507,s093
75,(wfpt.31),0.006091094392508323,0.06721339273581184,0.0,0.0,1.152947385465567,0.006018515070385866,0.00601401971513793,0.0060955815861551965,0.5162999499785927,0.06696628294207244,3.1118033078644605e-292,1.8025557195710667e-296,s094
76,(wfpt.32),0.002024157621305367,0.0407301128530574,0.0,0.0,1.146553404768122,0.001964758154193058,0.001960231835158477,0.002028683609370585,0.3204761465852048,0.04055970475759424,2.613607817042425e-96,2.2006672358483657e-99,s097
77,(wfpt.33),0.0008588691831423745,0.02401533516368594,0.0,0.0,1.199286984119345,0.0007246590885469084,0.0007201415076533157,0.000863379998680136,0.47790633466320476,0.021984153751958665,9.48730677436106e-37,1.6383327715661031e-43,s098
78,(wfpt.34),0.0023345609537003265,0.03477014583091812,0.0,0.0,1.156636179549477,0.004186147236276416,0.004181657543522843,0.002339034809811902,0.4432519836472688,0.04628706871143222,2.3763680470586532e-204,1.3987935505273455e-115,s103
79,(wfpt.35),0.0012223476119848087,0.030256520966747583,0.0,0.0,1.129437880968791,0.001267974486263701,0.0012633399558944491,0.0012269823325745666,0.21901385777082324,0.03172137966299277,2.040951906080609e-61,1.7279538377163598e-59,s106
80,(wfpt.36),0.0019203717290374733,0.04174582617338245,0.0,0.0,1.1748479986449287,0.0013909172941040104,0.0013865740047741548,0.0019247112245495135,0.448016166425961,0.035803061586945434,1.4328193307539744e-71,2.283555992755893e-98,s108
81,(wfpt.37),0.0008354966268333541,0.026952282995897216,0.0,0.0,1.1339727284027568,0.0010958284245076166,0.0010907834029842967,0.000840542937690425,0.24488025387906787,0.030876643556961486,3.900241805496519e-49,4.3117684741967443e-38,s110
82,(wfpt.38),0.00037568967993384383,0.015204580078642315,0.0,0.0,1.2018125677917633,0.000428563609164212,0.0004239703914930004,0.0003802751335840737,0.46528605750123353,0.01589439813808348,4.531861985861126e-22,8.566759508383412e-20,s111
83,(wfpt.39),0.0006579743312766784,0.023978158433679658,0.0,0.0,1.1788143951624892,0.0006217955293953414,0.0006172825025466677,0.0006624860537930433,0.41003761649922166,0.023109815902433824,8.328991614188964e-32,8.732850952349552e-34,s112
84,(wfpt.4),0.00022954480465520177,0.012528420194081465,0.0,0.0,1.1747636003695947,0.00033233580881886216,0.00032810865187493654,0.00023377218174869263,0.32167301704260026,0.015123574616195361,7.581898659096385e-19,1.0383773024811118e-13,s012
85,(wfpt.40),0.0018093591589294356,0.03179730101939217,0.0,0.0,1.1767578286929492,0.0017631710227067332,0.0017588145352233076,0.0018137085924383456,0.42103371293840175,0.030217489766051174,6.175908937508439e-90,1.3281763169404094e-92,s121
86,(wfpt.41),0.0001452973596128837,0.009671714481253906,0.0,0.0,1.1853442614987866,0.0001663154055546734,0.00016182072057402408,0.0001497911088101933,0.35013075958149964,0.010184469516581418,1.1815814521245218e-09,7.774782301832768e-09,s128
87,(wfpt.42),0.0007772335889237869,0.01983321843130132,0.0,0.0,1.157259101428974,0.000786500423056502,0.0007818411944878756,0.0007818919918365363,0.28083179521385027,0.019978419445369835,1.3956976246331333e-38,2.260313747121531e-38,s129
88,(wfpt.43),0.005957231068751678,0.06236597163556068,0.0,0.0,1.1316474828967982,0.004343778530921938,0.00433917793568106,0.0059618225115248835,0.34298189136614,0.05542725410666312,6.843815105429804e-207,1.7002427746641758e-283,s142
89,(wfpt.44),0.0008298342412159654,0.023376349539885773,0.0,0.0,1.1839005735530903,0.0006637113029620556,0.0006591362786354527,0.0008344071233150618,0.38898511043398254,0.020642792273060068,2.1215777098435534e-33,1.4560409901306172e-41,s145
90,(wfpt.45),0.00013522305153479408,0.00881674277461387,0.0,0.0,1.2122416559865279,0.000251815952893808,0.0002466287882167961,0.00014039033806834134,0.520263759881632,0.01267610434928681,3.2366427294459405e-12,1.8660863554664542e-07,s149
91,(wfpt.46),0.0037691819267815507,0.05238775886288922,0.0,0.0,1.1469461146959077,0.0028761492193767335,0.0028716164055591076,0.003773710269265207,0.3528014765538998,0.04657987660182562,8.227977963378434e-140,6.657012495226499e-183,s161
92,(wfpt.47),0.0016930957883724007,0.02989192341420798,0.0,0.0,1.1474840196130656,0.0016443174468671051,0.001639651797355146,0.001697760795705272,0.28223112933471306,0.030426887949917845,1.4493310635767756e-78,4.5728828562620475e-81,s163
93,(wfpt.48),-4.6443395755879635e-06,-0.00012214419652989606,0.0,0.0,1.1791808705199567,2.726173671474541e-06,-1.9361225800373916e-06,1.770847268822706e-08,0.31176323364805625,-0.0015099314856214336,0.44446600614997356,0.950856411297504,s165
94,(wfpt.49),0.0005239572324781117,0.020166461097184694,0.0,0.0,1.2216772510845462,0.0006321070629013992,0.0006278230417208208,0.0005282285158714206,0.6260208183531635,0.02228988129701541,6.092263997537459e-34,1.0116489527590447e-28,s168
95,(wfpt.5),0.004377011043943058,0.04963061589852109,0.0,0.0,1.1173004177789716,0.004188536547679145,0.0041837602673435725,0.004381786237056429,0.25903708418056387,0.05136869047519588,2.5350245715618407e-192,3.988725488255275e-201,s014
96,(wfpt.50),0.0021408366988927563,0.04297301804056447,0.0,0.0,1.1200893177645281,0.0023205684538349924,0.002315917202621587,0.0021454887446518134,0.2582319565984067,0.045970289937347676,2.1920066255931502e-110,3.3911880223724607e-102,s170
97,(wfpt.51),0.0007535207513945652,0.026353458855043452,0.0,0.0,1.1461479632636258,0.0007021610630891795,0.0006979885946806208,0.0007576929879351546,0.25482820116869354,0.02613979906936505,1.806677370925965e-38,2.240862632502835e-41,s173
98,(wfpt.52),0.001185007234551505,0.028483727824908253,0.0,0.0,1.1485856673045765,0.0010819070565135647,0.0010774073646576676,0.0011895064214522133,0.278631095605422,0.02901121098038152,3.366659151118842e-54,2.059089893330766e-59,s179
99,(wfpt.53),4.641346995015727e-05,0.005932310850639744,0.0,0.0,1.1920648160837581,7.4519553003638e-05,7.047118975567201e-05,5.046188142754371e-05,0.3439999391090208,0.007668400708126269,1.7843833192791116e-05,0.0004148099245686076,s180
100,(wfpt.54),4.754541168727755e-05,0.005764491925434498,0.0,0.0,1.1969208325945702,9.256779584476682e-05,8.793550657681948e-05,5.217484263175809e-05,0.39083865742688717,0.0077211412647365234,7.81667327549376e-06,0.0007877271706276082,s182
101,(wfpt.55),0.0004029813775369151,0.01971840212067954,0.0,0.0,1.1771823799246666,0.0005455449770267462,0.0005405350798105557,0.00040799191402396406,0.38355901349351584,0.023251644508257285,1.7385858630372824e-25,1.8342973760542022e-19,s184
102,(wfpt.56),0.0009768605126317942,0.022542528675211337,0.0,0.0,1.157196359079831,0.0008177372713715769,0.0008130569319438896,0.0009815397998391706,0.277856012141736,0.02090982090299343,7.154646420172837e-40,1.630113918787386e-47,s187
103,(wfpt.57),0.004062600563780605,0.05442315209377027,0.0,0.0,1.1715013110405887,0.00277893122596784,0.0027744277370174153,0.004067096915454593,0.4527524388863708,0.04579536747930536,5.00901026451889e-136,2.5546354500274965e-198,s190
104,(wfpt.58),4.956028664881984e-05,0.00725943944686213,0.0,0.0,1.197388934016911,6.583680452076912e-05,6.169625609708795e-05,5.370088532508088e-05,0.375588175976989,0.008178044924289633,6.678058348702219e-05,0.00031669488550165774,s192
105,(wfpt.59),-4.308168319200334e-06,-0.00038123061397582437,0.0,0.0,1.2615737860546297,1.6324822118551907e-06,-2.9924506919076777e-06,3.0016770169449813e-07,0.6255983605831478,0.0009574939503310502,0.5524349118767027,0.7985556021853738,s196
106,(wfpt.6),0.001615518425811091,0.029303048499339037,0.0,0.0,1.1468603970618396,0.001560084938226014,0.0015555564758411577,0.0016200462671236426,0.27412771538503145,0.029158982956532273,7.623711292883302e-77,9.833091100407502e-80,s015
107,(wfpt.60),0.0007860291224336402,0.019970528251721766,0.0,0.0,1.2413553070857857,0.0017739101520293232,0.0017693154311261283,0.0007905813708305454,0.7921150722079222,0.035186020458517736,7.030679024972382e-86,1.2108710066445967e-39,s198
108,(wfpt.61),0.001974479839026766,0.03376543602171686,0.0,0.0,1.136942362329363,0.001968883017056,0.00196439724201658,0.0019789653671422602,0.266520724305931,0.03495384642308346,2.3145187856678645e-97,7.42979458488784e-98,s205
109,(wfpt.62),0.003734833372212032,0.046174447572874595,0.0,0.0,1.1129998857772685,0.003924513954676412,0.003920046887890494,0.003739300949046953,0.23522773914134132,0.04822116927229182,1.0761864205513469e-192,1.0760341223590308e-183,s206
110,(wfpt.63),0.00646826217968377,0.07557390971924466,0.0,0.0,1.117978255956163,0.005268898291405755,0.005264437193716276,0.00647271749893541,0.3549769349422037,0.06781949735024723,3.766053050186261e-258,0.0,s207
111,(wfpt.64),0.002254934038289136,0.0391480700274409,0.0,0.0,1.166505239962416,0.0024432620973158237,0.0024387355875988836,0.0022594589797445552,0.41630698643681874,0.039720318042950245,2.9504034335386297e-119,1.7614392366562225e-110,s209
112,(wfpt.65),0.00023812823540880768,0.011880833224720213,0.0,0.0,1.178408921319285,0.0002144199225132537,0.00020990568797518705,0.00024264185340150402,0.3242848564029108,0.011485239905565317,5.518880772563781e-12,2.2756846017230293e-13,s212
113,(wfpt.66),0.0020077703798736524,0.03897265976577372,0.0,0.0,1.17428472990951,0.0014370068360197719,0.0014324134820793422,0.002012358870991382,0.4243246819382993,0.03352686253492057,5.870315851661021e-70,2.771643760297007e-97,s216
114,(wfpt.67),0.005248427718064996,0.05684887704669269,0.0,0.0,1.1192339613080282,0.004088793900837384,0.004083944030343956,0.005253268381875009,0.2936385291437496,0.05079994551222076,5.5364483034492734e-185,2.2321842311417956e-237,s218
115,(wfpt.68),0.005505467299865674,0.06031941399424183,0.0,0.0,1.1344384038807647,0.004047918215358326,0.004043400421917642,0.0055099774996068,0.33489558548946696,0.052272742889505265,1.8103536707682453e-196,6.443886090056787e-267,s226
