"sub_id","threshold","non_decision","drift_rate","Age","Sex"
"s001",5.85719311245816,-6.95265350497842,-1.55190037588531,27,1
"s002",5.71228527175456,2.86447603112473,-2.71594583716718,35,0
"s003",2.28332771069979,-8.42615950574221,1.72335306150544,25,0
"s004",-1.86235325215579,6.21047113957863,2.09352802655757,35,0
"s005",0.340795377814422,4.95777077115702,-1.45599550857522,36,0
"s006",5.16128779515478,-4.48363113628859,0.328022794299235,33,1
"s007",7.91667831523286,-0.988232024380747,-4.22044723991096,32,1
"s008",-0.460221174140426,-6.85142793807526,-1.30415078582839,32,1
"s009",-2.82214661830365,-1.49900892352157,5.46798316704327,26,0
"s010",2.58661389022242,0.829322044498647,3.11173715145998,44,0
"s011",-5.77057629973373,1.24514374913855,2.70403672285312,27,1
"s012",0.889003418343448,0.193846196805729,0.796381022855368,36,1
"s013",-6.00120779067891,4.7458030562505,2.1072300260777,50,1
"s014",8.55882150116835,-3.14994889512325,-2.08174471510793,28,0
"s015",-1.8767913395458,-1.63332331721223,0.748790554181847,27,0
"s016",-3.4838880990262,-3.8962464108733,-2.29432083569264,20,1
"s017",1.02415602909769,1.23723301165985,3.88189893090472,31,0
"s018",-0.0105687975245318,-1.25685045466093,3.32565543574862,34,0
"s019",-3.81684638387632,-4.31761235251731,-3.061715376721,32,1
"s020",3.87340650814109,-3.64886639057594,0.687556119289398,25,0
"s021",7.02211127089497,-0.914537504108425,-2.4759394739812,40,1
"s023",0.787720402009309,1.99146026188587,1.19157984523942,46,0
"s025",0.813618225474378,0.121259989298269,3.12773804523862,39,1
"s026",-2.66418460707681,3.01671626250349,0.874504031435996,38,0
"s027",4.13280589492238,2.71477667528215,4.2872540848286,30,0
"s028",3.24562846878819,3.24705031839776,1.853828626046,31,0
"s029",-1.99960194218836,-3.69567064885678,-2.23662101394748,22,0
"s030",5.28794319409455,-2.39942996020521,6.67463284335968,27,0
"s031",1.68607344540951,-2.23565619606657,-0.35142340556463,34,0
"s032",-5.93739832529926,-0.121126447629835,-0.26982607563322,38,0
"s033",8.08003916020876,7.33105821923507,-2.5546335511818,46,1
"s034",-6.70929677958091,-2.71715631095301,0.915994032158751,28,1
"s035",-0.658505592396234,2.11571683788976,1.26575664667879,27,1
"s036",-1.63847641201447,-3.88969311992739,0.777584107022415,29,0
"s037",-1.57852662610408,1.93298209365036,-7.23138782925668,57,1
"s038",-12.1389590479806,2.36609508505355,1.35285030620523,32,1
"s039",-2.86241811787932,5.04268759883231,-0.367961393937156,40,1
"s040",-2.76913455981783,0.75359546125894,7.4818270793008,49,0
"s041",2.2939860540922,4.54400303974715,0.963160877796093,34,1
"s042",-3.28076997217953,-0.689681762476653,1.49411062345082,28,0
"s043",4.66297886783716,-1.39395379175593,-0.783307694875414,41,0
"s044",2.52402400031993,0.733533226362331,-0.815842274493045,36,1
"s046",5.91126752675007,-3.36747042600687,-2.99781744929569,25,0
"s047",-0.2724971754986,-1.40600163549579,0.327997856413713,26,0
"s048",-1.44057879834693,1.48493884848091,5.80881281530406,25,0
"s049",-0.191410432519575,0.460144577324892,1.19257584000849,59,1
"s051",-1.37786834080194,-1.94664386932434,-1.815708835133,30,0
"s052",-0.501272847288389,6.69744555929676,0.785819472937037,50,1
"s053",-4.12697704012584,1.93656979273472,0.966518837322006,44,0
"s054",0.242534695239923,-0.603544690304119,4.822288170686,23,0
"s055",5.058357995982,4.01035109133961,-2.44545681187308,52,0
"s056",-1.69958735843193,-0.284342440905742,-4.88857548349977,48,0
"s057",-3.03921229824285,-1.31802470194298,-3.34514817749218,28,1
"s058",-6.60715403146456,2.74103542037177,1.54767577004174,34,0
"s059",-6.02361990877498,2.98646306596504,-1.48434331584161,30,1
"s060",-8.67384731762307,2.7705835129963,-1.23261495759986,49,1
"s062",0.0301350870897175,0.672978503340724,1.70573100733078,26,1
"s063",-2.65075668019124,-1.01826229919661,1.83303601057105,40,1
"s064",4.6853371738069,-2.83205491784351,2.87259842197832,25,0
"s065",7.28379174316564,-4.79679556933828,0.708595270389184,28,1
"s066",1.85957447861719,2.93754666021472,1.3256370799795,27,1
"s067",-6.05628455202212,3.39815142296373,-3.39138283256347,37,1
"s068",3.60773191074219,-0.726267833337978,0.863251370035805,25,0
"s069",6.65314598814245,-1.58034694470454,-4.02917188585204,32,1
"s070",-4.92422297906095,-3.13564517648962,-0.584418927402052,29,0
"s071",6.43669399103281,0.970787055042504,2.13999077212719,40,1
"s073",0.00216114571754191,3.32851434316637,-4.34560545639616,25,0
"s074",-1.45277210076401,4.22874828715608,-0.161250323660934,50,1
"s075",5.97858431000178,6.04035646901175,-4.85317807626239,55,1
"s076",0.77768930926529,-1.72050780849556,0.4769890226354,37,1
"s077",6.62300732837054,2.21032669808709,-3.27382201900774,30,0
"s078",2.75635721438131,7.60820351079528,-3.31584673511259,48,0
"s079",3.4073056900175,-3.19917503744142,-2.79405546581168,28,0
"s080",-1.01219945413524,1.34544462819169,0.922925954789879,43,1
"s081",0.640990355863934,4.30431473391745,4.51839565587854,42,1
"s082",-1.44087711905758,2.34090661593271,7.04033690648711,29,0
"s083",2.47650018401909,-0.722052662719871,-3.02991190674001,50,0
"s084",-2.62094835675115,-5.78344634454224,-1.72262622809797,46,0
"s085",-7.27243246359529,3.04043746066417,3.09875824221282,36,1
"s086",6.16014186272733,-2.85954642610232,0.625381361759496,24,0
