"sub_id","threshold","non_decision","drift_rate","Age","Sex"
"s087",-1.2556335935681,6.0083570459823,-5.74302935548285,49,1
"s088",-7.38597647761058,7.76047337180036,-0.675542064693294,27,0
"s089",5.51949873201367,6.26810261807097,-2.62531131676045,32,1
"s090",1.95518077367285,1.45895673409793,-1.68962328606306,42,1
"s091",-8.50825337455111,-2.53645068211088,0.596322818802994,30,1
"s092",-4.36215034550549,-1.17734722699215,0.247546506023668,33,1
"s093",1.53201759916529,0.843342161160912,4.76820560243972,37,0
"s094",-7.77142605440282,1.16057687637806,3.60182028517368,40,0
"s095",0.114442856334844,9.1023718039497,-4.29543483299227,46,0
"s096",-3.2851920447789,0.696495120719781,4.77221587153033,39,1
"s097",0.186131498166506,4.91841643998638,-1.20034792530806,33,1
"s098",4.08073373122506,0.00797884318663805,0.931328933636813,26,0
"s099",-2.95025477050846,-2.60284798910479,-0.382905745924369,26,1
"s100",2.88173611284336,3.8401110515026,-3.58699959155959,20,0
"s101",-1.26411454642812,4.47453653212961,-0.427803301390808,32,1
"s102",3.06787399249942,-7.06193896705816,-0.867685635844258,21,1
"s103",3.13497038915901,1.1181524571491,-0.425250480683236,31,1
"s105",3.3723426394192,-2.63060833646376,-0.841640235988995,25,1
"s106",-7.13760985441217,-4.31143953664894,-2.97673484341406,35,1
"s107",1.95986833810998,1.74944128890884,1.97880753467966,35,0
"s108",2.2544692730535,5.31621271973352,0.0682455668015335,43,1
"s109",6.21810339372113,-1.17180376174743,-1.19365107521778,25,0
"s110",-1.04740143475659,-4.21651158864383,-0.327391020376334,27,1
"s111",2.65790914740685,0.573322726488526,0.808091293946766,37,1
"s112",-3.4465291717948,1.11155665591035,7.08217267535149,24,0
"s113",-8.45076072914764,-0.796602481540804,0.686765640880587,24,1
"s114",1.09778379639573,4.30466507127465,1.84750476535803,27,0
"s115",-7.23723401956734,-4.45455756810398,0.119575071882406,38,1
"s116",3.13848203323882,3.77453484506109,3.09198004401689,45,0
"s117",-1.27823264860796,-0.351723298878189,-0.16650270874065,32,0
"s118",5.09408674945376,-1.09742953377788,-0.924107521548271,25,0
"s119",8.96532441810797,-2.87850905860803,-2.36925165466177,25,0
"s120",0.0888941420551061,-4.81939945804864,1.65798999094855,26,0
"s121",-0.0718207937054153,0.621708802478708,-3.2458127352409,36,1
"s122",-4.34217492212961,-2.9568362112862,-0.0965753756980872,25,1
"s123",-4.38007379209201,-9.35134481027773,-5.92768109145962,24,0
"s124",2.72027549550809,4.7394565290478,-1.58679950699939,46,1
"s125",0.190387042548323,-1.701866044249,-2.0356052088734,30,1
"s126",-3.21309203270431,4.77332573235427,-0.0879137917789734,34,0
"s127",5.49361690003262,-4.8236255770273,1.58791547728736,28,0
"s128",-5.16467450909084,-1.45838904681994,0.668013712644851,26,1
"s129",-5.36795797349828,-0.264273323568188,-3.18657542672833,36,0
"s130",-7.73975084118917,-2.59751867038315,-1.23106784781663,33,1
"s131",-2.87328441342557,5.19227622661698,-5.42249082035492,38,0
"s132",-4.09061416798432,3.90203420003016,-2.74270929436711,27,0
"s133",1.3348681482009,2.73257197129841,1.74136545556993,29,1
"s134",6.79813583728146,-6.13338655201192,0.693362077320427,22,0
"s135",3.99847111627995,-0.924436595158131,1.9859369928395,27,0
"s136",-0.267017396746884,3.67024934968364,3.07736726414187,43,0
"s138",1.93265431453342,-1.7556160501674,2.70825128244436,27,0
"s139",0.670574793139304,-1.26216121498934,-0.198873971189892,35,1
"s140",1.92378766702988,3.75364776832945,1.05953043869157,35,0
"s141",0.804619595562695,-1.25977992331799,-6.05947430544904,24,0
"s142",-4.19937208846864,0.0715932708923586,-0.143557324777518,30,0
"s143",2.48637764702774,-0.880336085847962,-0.0512005943890418,28,0
"s144",-9.59162153370156,-1.65887918177601,1.0962640373721,23,0
"s145",2.68014043194746,-3.98440108375902,-3.37944003746599,24,0
"s146",2.25193498876053,0.144405765824417,-2.11338939295323,45,1
"s147",5.3622081524142,-6.19359205617777,4.27731812402512,29,1
"s149",1.0034453908382,4.3439747935852,0.459711169493049,45,0
"s150",-0.895884451697245,0.913271225662134,-0.862101094748989,28,1
"s151",-4.51425652969318,-2.09767803532194,4.73155015550052,34,0
"s152",-1.75409263628266,3.84577554272531,2.159020028351,43,0
"s153",1.67952257545119,-4.15023409797885,-3.82627292958578,31,0
"s154",3.83191790405951,5.79731056823924,-2.70304400151615,47,0
"s155",1.75633224276472,-5.59668525640274,0.27658520379131,33,1
"s156",-3.89681918014994,-2.51759625214736,-4.25705780903333,37,0
"s157",1.80502922438539,6.93945639870822,-5.59696760209295,50,0
"s158",-2.64760186305973,-0.83887343831512,0.268789268765423,27,1
"s160",-4.17775263121148,1.2537103835361,-1.87313555014629,50,0
"s161",1.22477889961605,2.24892394688801,1.06924585027876,30,1
"s162",0.717926247737264,-4.36219872693077,4.06378981235274,26,0
"s163",-1.97700608262713,-2.27285933043042,-0.724245348964302,44,0
"s165",3.46234731973913,7.16439534813511,2.24348121276764,31,0
"s166",3.76914463629995,-3.35714584437052,-1.51778714352649,39,0
"s167",-2.55328539467967,-2.21296065582258,-2.22185673939009,34,1
"s168",-8.75675512417428,2.51763351096667,0.921508531372886,33,1
"s169",0.344438975212213,-6.89574059945433,-2.61444753303,36,1
"s170",-0.320194370403242,-4.77968132590935,-0.460085877204161,32,0
"s171",-1.96173539333112,-1.78972391237608,3.23809775821017,27,0
"s172",-3.74942006713748,-1.35584531164034,0.922588443215919,29,0
"s173",-6.06412605825256,-0.397919962898131,2.20397516577139,26,0
"s174",4.94624154780192,3.31586489477846,-4.79977184437704,29,1
"s175",-1.30461384014744,3.70701785859162,1.99831739355736,30,0
"s176",3.82259492320228,-4.95857940785814,3.34838168282452,20,0
"s177",1.2514268372127,1.44145436442482,1.2929881449578,37,0
"s178",4.80109265163969,-3.27022951498375,-1.74893016008056,32,1
"s179",-5.47644336841889,3.71966939652493,0.50058349822801,30,1
"s180",6.26701031275128,0.952662776811519,0.918890203757808,33,0
"s181",10.4575197214493,-0.496771531111279,-1.25563715509107,32,1
"s182",-0.532891476412905,-3.21755529327014,3.70888273241303,26,0
"s183",-3.52627635845853,5.72555908409687,-2.46992960227939,33,0
"s184",0.79560936779782,1.23493618181033,4.48837015896731,48,1
"s185",1.88473832895178,-1.53591533814714,0.16369912915531,35,0
"s186",4.18348252762764,-4.03104463475685,2.703486683035,39,0
"s187",5.77596011611693,-0.579643340880119,-0.421939093067226,28,0
"s188",1.30690507404386,-0.285715819628454,-0.383240759448087,31,0
"s189",3.67231489109099,-4.24707212359486,1.8269639580262,29,1
"s190",-5.55768200394521,-0.128167380104578,0.543241982811518,29,0
"s191",8.25612125238725,-1.81920992800822,2.04360644856149,30,1
"s192",-2.64894532998276,-1.78211097880572,-1.53173934217625,31,1
"s193",1.8886135431183,4.18181326826662,3.37073732207997,30,1
"s194",-0.359603099883832,-2.55287972289835,5.82000826163109,31,0
"s195",-5.34363820865719,4.64226751364172,0.562773175679756,44,0
"s196",7.11799333856117,-3.06194459178075,0.0389483506687821,39,1
"s197",0.667826757919711,2.37591335320096,-1.24014356452654,25,0
"s198",6.41885385460947,1.76817971493287,3.01426398866591,27,1
"s199",-3.85993209883689,-0.714939803558035,0.101866936702292,23,0
"s200",3.79122312336056,-5.19241019923915,4.12442903857823,38,1
"s201",-0.457893555553232,3.21161146920765,0.104850727939346,48,1
"s203",1.77201406938505,0.502047961330574,-4.57385531783138,50,1
"s204",-0.520390382980482,0.455878172734783,-1.82315889844257,26,1
"s205",-4.70646929605283,-1.99633214600319,-0.446997954227305,33,0
"s206",0.38520519235746,-7.15956548962875,3.9739172226917,27,1
"s207",-5.12246591680633,0.698367671457305,2.65306515973787,33,1
"s208",0.0139321897989106,0.91526926669219,2.06957648540707,31,0
"s209",1.29231402136727,1.52995651345886,-0.932538846906568,42,0
"s210",-0.197242122743324,-0.323436398816764,0.691151646033918,33,0
"s211",3.74457382237214,4.17056279761485,-0.09790779564026,43,0
"s212",5.74990204767338,-0.551837335456051,3.45628950499434,32,1
"s213",-5.01122309378427,-0.645956006370633,-0.916571965413504,43,1
"s214",-1.13734824467708,0.89934575190684,3.50594517008995,45,0
"s215",-1.52768811084059,-3.40345568365747,-2.28418781440339,46,0
"s216",4.12735485411642,-0.406164055520604,-3.14246691292298,47,1
"s217",-3.40933970835609,-4.11849924899534,-0.250436347614639,26,0
"s218",5.70021785826139,1.93980608337618,-0.578255129128897,38,1
"s219",-0.716927634547556,0.0634665946210403,0.933356900756181,34,0
"s220",-0.132404806175751,0.292855787197687,3.11628890785972,36,1
"s221",-7.18348579365595,5.4216115621029,0.804305632156223,29,1
"s222",-4.59409726552558,1.94296565438952,1.32028798569999,32,1
"s223",-7.31369000138047,2.15674985254455,-5.47960256723877,45,0
"s224",-1.4925701899232,-3.21847673262079,-0.112629244490752,27,0
"s225",1.49817567534446,3.96365245719499,3.95687073323488,40,1
"s226",-2.56299466032302,0.205741158010225,3.62954239984591,30,1
"s227",-4.85830376767659,-2.50095359739632,-2.1143258564145,37,0
"s228",-4.18864732648613,-2.41169637750143,-3.60805952723577,36,0
"s229",1.60172899655097,-4.0690638022728,0.616918030134388,28,0
"s230",-1.41297985910473,0.258672021249489,2.05319388504737,46,0
"s231",-0.712898293026232,0.94956480835214,-0.842410150230335,37,1
"s232",5.72778151296781,-2.43313191683107,-0.229798648399025,26,0
"s233",4.2354313237565,0.399440976245604,-0.523787820845035,42,1
"s234",3.97057479686368,-7.17427782766854,-4.72331879030502,29,1
"s235",5.54851226470196,-0.248184105341355,0.542033838000915,29,1
"s236",2.96666736704715,2.8972665341971,1.09289217568285,50,1
"s237",-3.61067279370369,-4.0078756374497,-1.0115514948571,31,0
"s238",3.41458062574643,0.328474375258333,-0.813568158915825,23,1
"s239",-1.81116913786506,-2.20205890514891,-1.16124295145017,29,0
"s240",0.269694282101086,-9.68978503036254,3.90440428542175,25,0
"s241",-6.34981413690132,-0.0845637438097772,1.80365326077821,25,0
"s242",-1.1756224477452,-2.55273361669519,2.36253266145365,27,0
"s243",1.28734007361334,-3.85516601833188,-1.02962699809966,24,0
"s244",0.892837495503131,0.721230488183107,0.28051118525425,37,1
"s245",2.34601586011939,0.86690389696322,-1.35526699326531,41,1
"s246",-0.606497633860962,-2.74352769203471,4.007695237294,26,1
"s247",6.87068788979712,3.15283860157073,-2.27501534560041,46,0
"s248",1.90977561650619,0.872375318721196,4.11987915881482,44,1
"s249",4.14716083377088,0.758684156470809,-5.71754899968187,29,0
"s250",-9.98367050161487,0.245115779278445,-2.73028265668829,31,1
"s251",3.65480747088432,-0.823703519864976,1.4872835790737,26,0
"s252",-10.4961356574656,-3.66296025143962,1.42022845260452,31,0
"s253",0.22276733805192,-7.30820640564325,-1.22979507764073,24,1
"s254",2.36013879868739,4.08105299943097,1.263743987729,50,1
"s255",-4.76037356497841,-0.950994793080463,-2.04729675392309,37,0
"s256",-3.78541494381507,-1.8311852686176,1.74471968493396,26,1
"s257",0.530536495285782,2.74994201239556,2.57829108688757,28,0
"s258",-2.43780702198192,-4.34951338441924,-4.03410797500612,30,1
"s259",6.84580842289754,-3.54856824126577,-5.27806982509427,26,0
"s260",3.1853892367757,-1.25187989284658,4.96750542149442,39,1
"s261",4.85965859849633,-5.18405525251177,3.94518824149329,23,1
"s262",3.53135449199314,2.83343061875417,-2.01353187485378,36,1
"s263",-1.36167844157282,-0.91988011058572,-3.0507130995233,23,0
"s264",2.78884560808852,-4.88459884517233,-1.87212772567965,22,1
"s265",6.73231967472996,-6.06861309880807,-0.769951253625611,37,0
"s266",1.2132520144373,1.89000589709033,-3.2445910746085,41,0
"s267",6.40162543282229,2.3184164706582,0.705081098666486,40,0
"s268",-0.207133985855751,-2.24191910489017,1.05515010152199,38,1
"s269",-0.0803566169844801,-1.9623252617636,-2.9223455552509,28,1
"s270",1.48215359818489,-3.28073769613222,7.3100754718781,37,1
"s271",-7.10072372759263,0.991656023400913,1.81203737178615,23,0
"s272",0.576626448994872,-2.31184555371896,-5.37869032518253,26,0
"s273",0.940241649302782,9.61687757050389,2.17022104148943,33,0
"s274",-2.24442726362014,7.52361128990254,2.07365365067961,41,0
"s275",1.85978119112829,-2.39180878796812,-1.14395247106505,34,0
"s276",-4.67706394964278,-0.26036572404956,-1.03077056580725,39,0
"s277",-7.03844159882829,-6.35355535699363,-2.18010901774518,27,1
"s278",-6.96452068921496,-3.08909536835713,-5.04440193274554,37,1
"s279",4.28770657328612,1.26441040703397,-2.93826388138808,24,1
"s280",-6.04281521573086,1.99941237488875,-1.75107422162207,28,1
"s282",-1.1674480219598,-5.83662052378495,-4.49125741620562,50,0
"s283",-2.61625783812492,3.53548140747095,-5.56689748978016,28,0
"s284",1.42003774916705,5.57814430148205,-1.52716457777405,35,0
"s285",4.55501873067565,1.48114876958335,-3.27270230327998,44,1
"s286",3.38648962604057,0.570547103778326,-5.44262665363914,31,0
"s288",-7.98200532460978,-4.90147806570721,-0.272300332753599,28,0
"s289",-0.814041531886679,-6.83542807913607,-0.734308898253089,33,1
"s290",4.30332247401125,-7.96769763701892,1.84441601880709,21,0
"s291",8.95036876716489,2.11589084787173,-0.801576591229733,30,1
"s292",-4.13476057139142,1.04188365634554,3.38155836221226,37,1
"s293",-9.1649004005081,2.17632352142528,2.84939555710957,26,1
"s294",-6.76292378223733,-1.46723490958164,1.47632826042502,23,1
"s295",6.48941533737135,-7.06611566805509,1.13124740797005,26,0
"s296",3.02923644970038,-1.05181036376778,-0.782173282439692,32,1
"s297",-2.69466544522312,2.47836538694675,-0.662419310771818,40,1
"s298",-6.85888191839826,2.70907288426623,-3.20652926800446,35,1
"s299",5.37994366408165,1.30032956265134,-5.94496594094809,36,1
"s301",-11.108799101479,1.92067335952593,-2.87808805146516,27,0
"s302",3.29646477654315,-1.35938285067326,-0.186750818009037,31,0
"s303",0.173306933879814,-5.12333670793506,-0.215329654620584,22,0
"s304",7.02195436377865,5.64540373369233,-4.27452292492446,44,1
"s305",2.85551212851672,-0.114091118576783,1.01174825355495,28,0
"s307",-3.93136701484248,-0.320022260958817,1.91707411859677,28,0
"s308",-0.45220385328936,3.34837688799026,-1.10955607640289,32,0
"s309",2.23420934465608,-0.623964789183088,-2.3582673199425,41,0
"s311",-1.31395666853744,-0.644794430785805,1.07635269665104,30,1
"s312",-2.42369057808923,-2.06201990123211,3.60798413966992,32,0
"s313",3.35100137882706,2.68125314929154,-2.29846989404898,23,1
"s314",5.13436843324141,-3.38161777201109,-0.574468073914872,27,0
"s315",-0.794949054245378,-3.73371697006756,-2.9878364254815,28,1
"s316",-1.77592223015361,-0.312260478939847,2.81346970364856,31,1
"s317",2.17921917528588,-3.64958136955276,-4.87417425019427,28,1
"s319",-2.32507353567338,3.43689953596892,-3.44005473960376,36,1
"s320",-1.40967333036126,-2.91370265527018,-7.65568808874498,27,0
"s321",-4.31923825692426,-3.49887143518369,-2.09825432260534,23,1
"s322",-2.00607682111881,0.760348179829338,2.10779344681053,32,1
"s323",-3.40912446387938,3.30354721522744,3.4754100833549,34,0
"s324",3.36433736949614,3.05248062289882,-2.88593340887297,28,0
"s325",1.52351465652508,5.42830652780592,0.603781089430693,42,1
"s326",6.34544792103043,-1.27899890669212,5.35248452139094,43,0
"s327",-2.63642599653585,-5.59380716663961,-1.95538333366537,26,1
"s328",-3.43816359380761,-0.540172370371274,-0.800169652696741,25,0
"s329",-0.275732858401136,0.308932344734845,-3.64210290847083,32,1
"s330",5.96525636286038,0.928583995638939,2.66749410845544,24,0
"s331",6.37678726528362,-2.68192523786934,-1.30927530899171,24,1
"s332",3.35429300602131,-4.66222813169929,-1.36365874018871,27,0
"s333",-1.59808655718086,-0.367458278962095,3.42082717808406,25,0
"s334",7.14061870884867,0.0320166133904363,4.76879243239449,33,1
"s335",-1.40881070280859,-3.9430665479568,2.3875357943548,33,0
"s336",-0.182039030719694,-8.7061721232804,0.401700965943476,26,0
"s337",-0.00887407360541786,-6.57768034728922,-1.54396979779192,34,1
"s338",4.53760345147049,3.7573433578197,2.30583653487894,40,1
"s339",2.00890025727408,-2.66599913835334,3.73903542997846,28,1
"s340",9.15069757547981,-0.513422137702056,1.18879699635243,29,0
"s341",5.23582825549704,1.45181821709512,-3.71101310212654,31,1
"s342",3.82674989270001,0.635545573429529,-4.22771044309838,27,0
"s343",3.14179048712802,-1.59271288903776,0.0902611046233374,20,1
"s344",-2.76689414893854,-3.82171292403186,-1.59667280438841,30,0
"s345",-0.251929052796263,-3.30451373960393,0.158698717106526,21,0
"s346",5.73844621753859,2.88834057217446,-1.97946741125521,42,0
"s347",-6.26591215695839,0.232488246703358,2.60599220874296,22,0
"s348",3.34669736677256,-6.81118656030804,-0.596087710786664,31,0
"s349",0.692933110617356,-1.32488479101659,5.65109975546909,33,0
"s350",0.427625891846841,-3.9228665559879,-1.735536597504,35,1
"s351",-3.21333459449573,1.85199320445653,-1.84397920836336,34,1
"s352",3.57800455535094,1.16076727301137,0.307214035659123,25,1
"s353",4.02588529879507,-1.9740696477387,-0.89075791380438,26,1
"s354",-1.39705026167638,-1.91151331027162,-0.916881512453395,35,1
"s355",-1.30682548329388,-0.0812390522374803,1.19452812104965,32,0
"s356",-6.6987241620286,4.26642871779936,-2.66977931093105,34,0
"s357",1.85462961215671,3.60452762393446,-1.5958595246476,49,1
"s358",-5.99543529000317,-5.79760298168547,-3.29396638738729,24,0
"s359",5.60045505420576,-0.172984577933509,1.60528509059661,35,0
"s360",-4.880199517971,4.06378233282555,-0.973673567310031,43,1
"s362",-10.9471844651009,2.05607188814677,0.422550814401768,28,1
"s363",4.28758114965564,3.5301128520931,-1.82114813975472,49,1
"s364",-6.23279851772237,-3.27158954886379,4.65065251443895,26,0
"s365",0.484958119083495,5.79150596769574,0.777585471031513,43,0
"s366",5.80964048123087,0.745315143271642,1.51633445461938,27,0
"s368",-2.54321912193804,0.391459336748056,2.41410709063291,50,0
"s369",-0.600078037656282,-0.134651961225277,-5.7178497319495,33,1
"s370",-3.22234002997395,-0.969446602364877,-3.48770637978945,28,0
"s372",3.63769178980346,6.82427198259424,0.105827722930586,37,0
"s373",6.7645265641193,0.545830264519726,-3.8246444349979,26,0
"s374",-5.7901114142284,1.89721911810183,-1.89174851970641,34,0
"s375",6.10275555980603,3.01393303263885,-0.0221871329342977,48,0
"s376",-4.35383501504063,1.16242139737994,2.08095497848215,39,0
"s377",2.10662137587852,1.13024352846975,6.06495692507199,34,0
"s378",-11.7211150755999,-2.81991333810786,0.470889530798598,31,0
"s379",-2.08664198767592,-0.742462935106536,2.72974267223816,31,1
"s380",-2.65065494302648,-3.02618156542666,4.68083534494042,44,1
"s381",-4.70889173512541,0.601132904584113,-0.52612687816691,37,0
"s383",-1.15741173677988,6.67485836614121,-0.491990794032663,50,1
"s384",-1.79533721563872,-2.31796484374441,-0.252635939907426,25,0
"s386",3.8863352566122,0.735712087319791,-3.71120237617639,44,1
"s387",-2.31917342205682,1.22696361093358,-1.74704230493475,48,1
"s388",5.54515889492842,-1.64860246433438,1.94839068754863,35,1
"s389",-2.86909668818017,3.27609639205722,-0.905111235764248,50,1
"s390",-0.284315239254535,-4.18184046310962,1.86793182582524,27,1
"s391",0.676325186424506,-3.10231123190914,2.23030530376771,33,0
"s392",-0.171851211408796,0.948445441631377,-4.04212421665336,42,0
"s393",-1.91825052934802,-1.74163777964629,-0.844020793741011,30,1
"s394",-9.36622620523798,4.41978054536857,-3.65337037794355,26,1
"s395",3.40441399427826,-4.35069134540095,4.37324789368573,43,1
"s396",-8.64525967614167,-0.979982424725301,-0.0290624718950415,35,0
"s397",1.0384823853207,-0.748016560596969,6.25865586045929,40,0
"s398",1.44016478498141,-6.59423869726856,-0.120649896183886,27,1
"s399",-3.58253452652379,6.66033865408061,-2.56247642926266,43,1
"s400",3.82677500952031,2.19659157503009,-3.38735220380407,32,1
"s401",0.806845552523012,-2.27268337938168,2.92871547863739,26,1
"s402",3.97201607279548,5.74598996804865,-4.27581887696324,21,1
"s403",0.0747782796202562,0.170077804443468,3.17571593300973,22,1
"s404",0.166509729679912,-1.38741533388216,2.16118443265491,46,1
"s405",-2.02511559933431,3.87543465393989,-6.42592940904476,39,1
"s406",-3.57120303002226,-3.11473292058878,-4.51135342960843,25,0
"s407",0.922537138625601,1.17710670333942,1.60380764747576,29,1
"s408",5.27103714875553,-4.91854567037871,5.76983584991636,48,1
"s409",1.9213483334522,3.62589458680228,4.24199716184281,41,1
"s410",-6.19571857520857,-2.44926551097443,0.177299459140995,26,1
"s411",2.045974566837,1.90667335984878,4.06914380462573,32,0
"s412",-2.52541950192389,-2.33487133746262,-6.79599654847168,33,0
"s413",-3.30168237602527,-3.40012813974083,1.68317485287646,33,0
"s414",3.31409820674494,1.94816732640395,-3.22082293986297,45,1
"s415",-2.13538362496718,1.32223820638355,2.56310603081421,38,1
"s416",5.90941208185579,0.463359824160745,1.36812258775526,22,0
"s418",-4.20775899161094,-1.52611201109671,0.495976949225782,21,1
"s419",-3.80128769862115,-3.01084909816802,0.681511813775709,25,1
"s420",-1.12455202148974,1.13870403873436,1.92872309602043,34,1
"s421",-2.08132179964965,-0.0113450650080232,3.67277918192737,33,1
"s422",-3.97732825416871,6.54418857274089,2.51533380946184,36,0
"s423",3.11371822548621,2.09587989966268,-0.753649863024807,31,1
"s424",-9.90457958887629,0.0790188742585584,2.14824373518537,39,1
"s425",-5.08958538690586,5.86733983986492,0.262379025780582,34,1
"s426",7.85416286121496,-3.20029171374467,-2.51714104158425,37,0
"s427",2.12975420255128,0.916615851423366,2.9843938198886,34,0
"s428",5.07346972883493,2.99587319602957,2.23918019909032,50,1
"s429",-0.450465665664949,-2.70287031522659,-0.594390579665106,24,0
"s430",5.46122065343235,1.10922791373873,-3.68072315413204,32,1
"s431",-1.05999958904081,1.68286073447057,2.27603137363156,34,1
"s432",1.52094672232368,7.44674507511569,-0.687832023116522,37,1
"s433",-0.621177882650735,-2.14086437039931,1.76834139583453,28,1
"s434",-3.55381158169087,4.1396775422071,0.375109975047045,34,1
"s435",-2.33543866486293,1.71120597719046,-3.62515082289025,47,1
"s436",2.94447909016721,0.742963136472963,-1.40185681274497,32,1
"s438",-4.2157572016124,1.58243919086897,0.588264036693009,38,0
"s439",-6.45732815555687,-2.77149715196032,2.49924480781343,32,0
"s440",0.0300997001854298,-1.26442889608543,-0.728468465439709,50,0
