,index,log_slope_val,log_rsq_adj,log_int_pval,int_pval,log_rsq,log_slope_pval,rsq,slope_val,log_int_val,int_val,slope_pval,rsq_adj,subj_id,sub_id
0,wfpt,-0.000674576927312623,-8.254334184165657e-06,0.0,0.0,2.9281796543045857e-07,0.8531570319015525,2.5212398457874485e-07,-0.0005595078965169191,1.2592879248588815,0.5341375486797163,0.8636344940410672,-8.295028512739222e-06,0,s005
0,wfpt,-0.0012264747463089569,-6.993914773989474e-06,0.0,0.0,1.375114960233681e-06,0.6852197694395974,1.658710004459607e-06,-0.0013126044927317384,1.2819480507049927,0.6711193540030755,0.6561680663370808,-6.709617007549795e-06,0,s007
0,wfpt,0.005815802433939324,3.622306741191128e-05,0.0,0.0,4.469827041686525e-05,0.02164788859558684,3.809783858321758e-05,0.005558871698919599,1.23049169975446,0.5104421524304794,0.03398347150811489,2.9623441541226647e-05,0,s009
0,wfpt,0.008364401823529474,4.379945446175704e-05,0.0,0.0,5.2132492241563355e-05,0.012377812303932714,6.914928314660784e-05,0.008516514759961756,1.2781724418873672,0.6275345528522764,0.003968815035079659,6.081638717569948e-05,0,s011
0,wfpt,0.008358026870441727,4.9547283969220146e-05,0.0,0.0,5.791514020825339e-05,0.008519337975146668,0.00010631551468009981,0.010937232662051448,1.2435758507257373,0.5057556801748981,0.0003646570333470023,9.794806347185325e-05,0,s012
0,wfpt,0.004604902872965725,9.272170080842912e-06,0.0,0.0,1.7605495590489184e-05,0.14608767076769238,3.300803204453473e-05,0.006087679255071167,1.2368825954572649,0.4725036653882255,0.046567506961437785,2.4674834891547093e-05,0,s014
0,wfpt,0.001599168960333375,-6.819608099339902e-06,0.0,0.0,1.5138515094825777e-06,0.6699517800607715,2.5428028854412865e-05,0.006223614697401256,1.2392435755146598,0.466699747995245,0.08067062366530592,1.7094768533620908e-05,0,s015
0,wfpt,0.0578144926994372,0.0016067113181232884,0.0,0.0,0.001615031331529071,4.352939821898463e-44,0.002370416409381626,0.056845382644216895,1.2156834465383004,0.6052437994276278,6.81728131987715e-64,0.0023621026909563803,0,s017
0,wfpt,0.0064357459366496984,1.661454076740121e-05,0.0,0.0,2.494780509010308e-05,0.0835883784815211,8.241217683879754e-05,0.011135991276424659,1.2193381641416952,0.41743223911740657,0.0016620983217545987,7.407939139392195e-05,0,s026
0,wfpt,0.004435750449276298,1.7611420475960315e-05,0.0,0.0,2.594467649119636e-05,0.07765372450230089,3.0290905231766807e-05,0.004668092585649617,1.3921664107480678,1.0496607308796784,0.05658041292888392,2.195768543566956e-05,0,s027
0,wfpt,0.0360926026464803,0.0013227460273439462,0.0,0.0,0.001331068407146807,1.2317204905837296e-36,0.00131540734840363,0.0363508876828144,1.2396246142794685,0.5975309264964533,3.174500600757314e-36,0.0013070848380897226,0,s028
0,wfpt,0.052020702133126824,0.0016944358147050753,0.0,0.0,0.0017027550970672989,2.1765702743194405e-46,0.003322945282393852,0.06665213909445097,1.1898320099974964,0.47994436612239316,7.405695687546107e-89,0.003314639501841521,0,s032
0,wfpt,-0.004082018724291346,1.401477765183845e-05,0.0,0.0,2.2418303696647435e-05,0.10240489668791045,2.0922308732518324e-05,-0.0033010333972175016,1.235142782398881,0.4388895794173855,0.11459149239234197,1.2518981973408394e-05,0,s034
