,index,log_slope_val,log_rsq,log_int_val,slope_val,rsq_adj,rsq,int_val,log_rsq_adj,log_int_pval,log_slope_pval,slope_pval,int_pval,subj_id,sub_id
0,wfpt,-0.005254055085604711,2.2750548430261475e-05,1.3558536759340458,-0.006610983933372183,3.2929606107345855e-05,4.867736702318659e-05,0.883669787157342,7.001139055162753e-06,0.0,0.2294116212449242,0.07872804125916166,0.0,0,s005
0,wfpt,0.15715935571811238,0.035507685535129174,1.0115561084246112,0.16107537555019888,0.0313939916740521,0.03140900905429567,0.3613878780137164,0.03549271359606576,0.0,0.0,0.0,0.0,0,s007
0,wfpt,0.003484611913766122,1.8148474837165196e-05,1.326900602823486,0.01073767902473011,0.00013983183410581912,0.00015509710789873843,0.796878156780035,2.8792451604031655e-06,0.0,0.275623177320105,0.0014357818725661627,0.0,0,s009
0,wfpt,0.011815170611755247,0.00018724709633266556,1.3198238021965485,0.025255433517366022,0.0008791853583945963,0.000894439344175102,0.8041657154475754,0.00017198021559083898,0.0,0.0004618598821442855,1.92260723549783e-14,0.0,0,s011
0,wfpt,0.020900330086071315,0.0006096259085908162,1.2492067267800384,0.009939466127796398,0.00012134973313215891,0.00013685196805468536,0.6724712758321811,0.0005940994684260348,0.0,3.725912613659844e-10,0.0029677114134431313,0.0,0,s012
0,wfpt,0.1013573788171338,0.018567618072572345,1.0837948820525383,0.10711464193187328,0.016752234885533457,0.016767479273277708,0.3951576234225821,0.018552354026319384,0.0,4.860031569070554e-264,3.592900701192079e-239,0.0,0,s014
0,wfpt,0.06944036608748512,0.006818208043241736,1.1659695025798946,0.06094891823400577,0.00456709152973056,0.004582174075049128,0.5194792843609417,0.006803156869647609,0.0,3.486995117687493e-100,6.9321802448457086e-68,0.0,0,s015
0,wfpt,-0.0015785568805177577,4.30224603742424e-06,1.3535359357243675,-0.003102589325060975,-1.1753814039838772e-06,1.4209488753635924e-05,0.9112243512212731,-1.109177640334913e-05,0.0,0.5970472641837734,0.336534691331723,0.0,0,s017
0,wfpt,0.0004072642760821546,1.977979476874836e-07,1.2978672782772844,0.004282831839269858,6.292999194745796e-06,2.156031177957818e-05,0.6806998244799344,-1.5070073896783498e-05,0.0,0.9093801978488744,0.23469786267236054,0.0,0,s026
0,wfpt,-0.0080593322567028,8.14653691906253e-05,1.3058312461783603,-0.010407253339997095,0.00014137671315272993,0.00015687863757463116,0.7238963377294876,6.594254047365133e-05,0.0,0.021973952967472152,0.001467427323739679,0.0,0,s027
0,wfpt,0.005587886247954603,3.925016814609883e-05,1.3495481162449623,0.010983131512830004,0.00013748365269850016,0.00015263331430481752,0.90294622051372,2.409787021240284e-05,0.0,0.10751950674687946,0.0015036103435349122,0.0,0,s028
0,wfpt,-0.0025259394668920437,7.323860229058177e-06,1.298792015672126,-0.005521151768951871,2.213067190315332e-05,3.739774268773921e-05,0.703416343805888,-7.948333120566531e-06,0.0,0.4886263030451313,0.11756197674331917,0.0,0,s032
0,wfpt,-0.004851513681063594,2.7759511493474776e-05,1.2800255474812605,-0.010617666651223113,0.00011814372000906737,0.00013389013894926638,0.684864596880811,1.1983097248702279e-05,0.0,0.184684470334073,0.003547059706548471,0.0,0,s034
0,wfpt,0.02097682348940349,0.0006977275893808033,1.2626517875995973,0.008030576727035877,7.34716596220153e-05,8.862229112172049e-05,0.6744945774746145,0.0006825799900960217,0.0,1.1553802377765764e-11,0.01558494141593641,0.0,0,s042
0,wfpt,0.02480272625705897,0.0007513677273064401,1.212352432735642,0.015317487005776387,0.0002603277868772347,0.000275948963336492,0.5609271817280748,0.0007357366382161334,0.0,4.154106977160728e-12,2.637786633762346e-05,0.0,0,s049
0,wfpt,-0.00038300256626385733,1.794764624696299e-07,1.304836417205875,0.012751408733572568,0.00018367504992222727,0.00019882401164827979,0.708727922321184,-1.4975480278067721e-05,0.0,0.9133420777316963,0.00029166263004529094,0.0,0,s060
0,wfpt,0.01798954526538564,0.0005332140453091494,1.3095860252217089,0.015539745434667438,0.00030554617481715063,0.0003219348771537067,0.8372088035261745,0.0005168097124852444,0.0,1.1946700724593535e-08,9.347251757746273e-06,0.0,0,s062
0,wfpt,0.007928320518286791,8.951184119310174e-05,1.3198680836171384,-0.005547121505721701,2.5745341925897947e-05,4.089669656259787e-05,0.8420942923007312,7.434927654692558e-05,0.0,0.015113682429372064,0.10040271092954485,0.0,0,s063
0,wfpt,0.03702918815141812,0.0023883957495205443,1.2308399166932802,0.02112503186090136,0.0006779093285603777,0.0006932837511002266,0.6514474234534647,0.0023730116669221646,0.0,1.3555948856862924e-35,1.8940458747227923e-11,0.0,0,s065
0,wfpt,0.00917568989324622,0.00011981932764215664,1.350315743291244,0.025794173596823886,0.0010718000268269412,0.0010871683894165818,0.9104786463393107,0.00010443229460743719,0.0,0.0052637890299876535,4.1554125754230036e-17,0.0,0,s066
0,wfpt,-0.023495359932849593,0.0005820790755841632,1.3927654429213367,-0.005156326090189413,4.134216387108314e-05,5.6845639240243884e-05,0.9392976127809268,0.0005665784564247156,0.0,8.952221442752813e-10,0.05551645573793083,0.0,0,s071
0,wfpt,0.006290249229746342,4.38240379897481e-05,1.3160795491324984,0.002370260729806308,-8.756465733839036e-06,6.99195166597999e-06,0.8785596819949658,2.80334278776051e-05,0.0,0.09573231006812546,0.5052110632047444,0.0,0,s081
0,wfpt,-0.0014574845726234706,2.532147311384847e-06,1.3495066621262282,-0.004847766771490677,1.4538418292020516e-05,3.0163435270180727e-05,0.9177808911056669,-1.3102340389758993e-05,0.0,0.6873605482382246,0.16471320613855728,0.0,0,s082
0,wfpt,0.07014188132904456,0.006128001734777011,1.176671492008274,0.03479210307619752,0.0013788521681491472,0.0013940985253122484,0.664076453627516,0.006112775580438989,0.0,2.9777586363546816e-89,1.1894841594166601e-21,0.0,0,s083
0,wfpt,0.2675956436080227,0.11887668619828395,0.8786498738162827,0.2725173159020724,0.10983463194781729,0.10984811950623574,0.2534804172736205,0.11886333523818271,0.0,0.0,0.0,0.0,0,s084
0,wfpt,0.05972146549720042,0.0039055096211325635,1.2424801071874856,0.06070824938328986,0.0040284512080690504,0.004043657112720811,0.706470308956846,0.003890301607294422,0.0,1.0980626370563828e-57,1.1493795579758911e-59,0.0,0,s085
0,wfpt,-0.013060334445285393,0.00016990133280381237,1.4105616793555085,-0.012930305937689445,0.0002489635518231337,0.0002642271594575085,1.080894473862148,0.00015463162238704697,0.0,0.0008514158962455447,3.177614208867959e-05,0.0,0,s086
0,wfpt,0.0685732147019706,0.006605598168309967,1.2348960049532351,0.04567236904172659,0.00282426743830011,0.00283949172771758,0.7872250430606615,0.006590410044868267,0.0,2.8471177897408177e-96,2.0998733334094776e-42,0.0,0,s089
0,wfpt,0.24771640636982256,0.08115190436889541,0.8719302774436584,0.2737228384176823,0.08658358612904915,0.08659753163071893,0.20686060820203428,0.08113786479342788,0.0,0.0,0.0,0.0,0,s091
0,wfpt,0.004314903099085822,2.7277143650028535e-05,1.1172522446979183,0.004555139597240248,7.3655966300600895e-06,2.3759187252947456e-05,0.21347136383475612,1.083833512049992e-05,0.0,0.19770088366833763,0.22864540566768998,0.0,0,s092
0,wfpt,0.01029399129089077,0.00019414837545927988,1.3101057922048858,0.008427742596079023,0.0001068824894595588,0.00012250606353914062,0.7877028449072917,0.00017851223877873856,0.0,0.0004258206580848921,0.005108671969741878,0.0,0,s093
