,node,m_sample,m_kl,m_level_2,m_int_pval,m_int_val,m_log_int_pval,m_log_int_val,m_log_rsq,m_log_rsq_adj,m_log_slope_pval,m_log_slope_val,m_rsq,m_rsq_adj,m_slope_pval,m_slope_val,sem_sample,sem_kl,sem_level_2,sem_int_pval,sem_int_val,sem_log_int_pval,sem_log_int_val,sem_log_rsq,sem_log_rsq_adj,sem_log_slope_pval,sem_log_slope_val,sem_rsq,sem_rsq_adj,sem_slope_pval,sem_slope_val,subj_id
0,wfpt,24.5,6.49385310893451,0.0,0.17835368897643175,0.06100209428154067,0.09139070917821114,0.04278446914931691,0.8951091475653996,0.8937469287026126,1.0981241933300859e-14,0.9425358893544147,0.9112913016000858,0.910139240581905,4.497141386045164e-28,0.8332654571457495,2.0615528128088303,0.17930677778251397,0.0,0.04030246423916802,0.009319145138988526,0.030187542906932992,0.030688813042403687,0.012219688460528592,0.012378385713262732,1.0981241933300589e-14,0.024100491371342146,0.006694489779893593,0.006781431205606497,4.4920141655048945e-28,0.01587466359592083,005
0,wfpt,24.5,11.679943145033755,0.0,0.014112454943405028,0.21567337311089785,0.000909015079053589,0.3435395709532629,0.876034802069436,0.8743595966919956,2.92333594115042e-26,0.7514677559006586,0.7535787633480016,0.7502487466364879,1.4734790841590883e-16,0.780414572541155,2.0615528128088303,0.310130113102711,0.0,0.008601837759668,0.010873043529889308,0.0009090126182439768,0.03843063759835954,0.01867247237514536,0.018924803082917593,2.158590413843268e-26,0.027907427861513127,0.011798493488109432,0.011957932589300106,8.393531268572583e-17,0.020818141683209244,007
0,wfpt,24.5,1.0594555059729853,0.0,0.1328776806310903,0.12098360348696557,0.16110082851737556,-0.08238422324081875,0.7238279985478568,0.7202413491783486,4.173851111219585e-08,1.045835718338144,0.8754541711568603,0.8738366928601963,4.586752216245632e-24,0.8031696158595895,2.0615528128088303,0.08796750601717093,0.0,0.037703504078067426,0.01378247729029051,0.03802899280400268,0.04178864597335847,0.025193959321111323,0.025521153598008862,2.559522795910361e-08,0.030452528404535256,0.008807695385614876,0.008922081039973509,3.2243393291382774e-24,0.01936823035889957,009
0,wfpt,24.5,0.17707087868442273,0.0,0.07946886500771522,0.12422165413002703,0.03952052611576553,0.20742259606681238,0.8963851581900788,0.8950395108938461,3.9561019765178235e-13,0.8480893907009566,0.9253456556675065,0.9243761187281239,1.0305699711925753e-25,0.862644155535383,2.0615528128088303,0.027776655335267308,0.0,0.031402851026589435,0.024898524346466083,0.022619930619337366,0.04642215942557995,0.01669165454213051,0.01690842927644389,3.951518322372291e-13,0.03482746724586408,0.008187872668361492,0.008294208677041504,1.0231982115891995e-25,0.03292416478717075,011
0,wfpt,24.5,1.162804540370874,0.0,0.08240324263693342,0.12553098144902994,0.07163558206654277,-0.06405872915914515,0.7764149700228964,0.7735112683348823,6.790818028768363e-10,1.0350034921086264,0.8769500810748334,0.8753520301797014,2.2669913852552106e-24,0.8311306551788785,2.0615528128088303,0.09386061811164492,0.0,0.0319072611697084,0.01969987213650978,0.024502089318189195,0.0595326587175177,0.02402913997521143,0.024341206728136246,6.459106462594982e-10,0.04310000890414725,0.010261773738850793,0.010395043527667036,2.1296446734080486e-24,0.02586763689679079,012
0,wfpt,24.5,1.3942749520698976,0.0,0.04924126890925244,0.1739318765600985,0.12125890217586183,0.1430256257223678,0.8008176895408512,0.7981968696663884,9.494717278625302e-13,0.8822919208793197,0.9055824474325562,0.9043401112145635,6.344435188890128e-22,0.7519221815964812,2.0615528128088303,0.11386774809331172,0.0,0.024604508153094992,0.014268824335539266,0.029269284571415637,0.046549147752679924,0.02189232072076819,0.022180377572357246,5.353996962836085e-13,0.03393432513053921,0.008763582688053717,0.008878892986580735,6.340951908882249e-22,0.018603430371072552,014
0,wfpt,24.5,2.4038921986059676,0.0,0.1001091083000124,0.11264489826536792,0.061946195401283356,-0.09762967848941123,0.8533490725492396,0.8512236967890835,6.632248997395249e-18,1.0557142730923652,0.9125244221290215,0.9112566601308911,6.214486626745076e-22,0.8211085582160497,2.0615528128088303,0.1501047235264955,0.0,0.028369814871418198,0.011873117515143859,0.023733477907611385,0.053439378907230745,0.01157336975358509,0.011741099750013854,6.625721423437247e-18,0.03890859945800791,0.007816570070113061,0.007929853694317597,6.196454363529241e-22,0.017542724286845352,015
0,wfpt,24.5,1.2380477101361405,0.0,0.13888495635854228,0.049081345143404426,0.09556769698246921,0.13104368104547415,0.7738362470036232,0.7708207302970052,4.59675423757396e-12,0.8960858424522751,0.897951052598597,0.8965903999665784,2.2692805314734865e-29,0.9178690864293838,2.0615528128088303,0.12423221527249788,0.0,0.037602196287622465,0.019750638554023814,0.028478527120161735,0.054967138662574175,0.021801696913918513,0.022092386206104087,4.064109961238363e-12,0.04020539773770154,0.007479872219727085,0.007579603849323443,1.1589595420459797e-29,0.023949602957429504,017
0,wfpt,24.5,0.46027724684958815,0.0,0.04780539059469438,0.1947111294121663,0.2823906288111789,0.09419000640628555,0.5631816453833501,0.5575814100677521,7.70420126640139e-09,0.9180854175149306,0.7785273155436317,0.7756879221531655,4.431443071975672e-16,0.7298182608818484,2.0615528128088303,0.06374722828062457,0.0,0.02249573088943976,0.01437702390140756,0.04643051583967065,0.04227930151642667,0.03053025687128973,0.030921670420921647,4.88817487208522e-09,0.031257108175115525,0.012819312084024901,0.0129836622389483,4.418009907797472e-16,0.019571769563610925,026
0,wfpt,24.5,1.022378063814541,0.0,0.03729448711627525,0.18516348783314762,0.10954673322463526,-0.020747477341001686,0.7653350476193537,0.7623265225888322,1.907877905325339e-09,1.0098420668895443,0.880054934019649,0.8785171767634904,2.1021108069251197e-24,0.7661462035374036,2.0615528128088303,0.09911002818187545,0.0,0.023385709490107216,0.012773468147507497,0.028413922651272655,0.0550375470895398,0.017618191007957203,0.017844065251648954,1.8075390947882287e-09,0.04013659130343733,0.008735054487865964,0.008847042365915526,1.807169316447722e-24,0.016795079485045487,027
