,index,log_int_pval,slope_pval,slope_val,log_rsq_adj,log_rsq,log_int_val,int_val,rsq_adj,int_pval,rsq,log_slope_pval,log_slope_val,subj_id,sub_id
0,wfpt,0.0,0.3174690126284604,0.003714194341993263,4.145189436255414e-06,2.0812064797759433e-05,1.2685880881170362,0.5754304008248359,-1.0636711955669398e-08,0.0,1.6656307914475477e-05,0.26380381221839344,0.004131254851081883,0,s005
0,wfpt,0.0,0.08781718583700264,0.007383731796391714,9.162324932865396e-06,2.5829116674036534e-05,1.2578520615039777,0.5484866372678445,3.190007133246908e-05,0.0,4.856648410489495e-05,0.21317937392914751,0.00579405429880661,0,s007
0,wfpt,0.0,0.29364423792895744,0.005241823345205959,-1.2759176195586974e-06,1.5391048095336757e-05,1.2196534882064836,0.40657595516882017,1.7143057744473111e-06,0.0,1.8381221651320168e-05,0.33657557882509404,0.004974757284346711,0,s009
0,wfpt,0.0,0.34433552089235286,0.003966683475234472,-1.609963386939306e-05,5.675789115366925e-07,1.2415588458844578,0.46836028861658563,-1.762750059253193e-06,0.0,1.4904223769485192e-05,0.8535934342663795,0.0007994895285244677,0,s011
0,wfpt,0.0,0.4074874161872768,-0.0033405888536623836,1.0192079604953719e-05,2.6858854183298142e-05,1.2820179024818985,0.59567173594967,-5.231295000296399e-06,0.0,1.1435736638532035e-05,0.20428307780205596,-0.004631586288706566,0,s012
0,wfpt,0.0,0.6639288512768706,-0.0018024057975384459,-1.1484125975957937e-05,5.3233546809527965e-06,1.2825229867447532,0.6503080813472423,-1.3634230179082607e-05,0.0,3.173004131218349e-06,0.5735844064761292,0.0024214264898763604,0,s014
0,wfpt,0.0,0.139141498076346,-0.005848547904441941,2.3058707685263968e-05,3.97252678161486e-05,1.223109400150477,0.40586157138075196,1.9791371647537304e-05,0.0,3.645798623497232e-05,0.12262535992476381,-0.006133309614773827,0,s015
0,wfpt,0.0,0.9996660066781783,-1.8065506907044928e-06,-1.6648592166879084e-05,1.862976339861433e-08,1.2714717716886752,0.5766927135885961,-1.6667219320032345e-05,0.0,2.9206637108813993e-12,0.9733296075788631,-0.00013995146105708067,0,s017
0,wfpt,0.0,8.038527181424235e-05,0.01681058121107983,8.397306690466344e-05,0.00010063861177933564,1.2190477725597872,0.42588619710938186,0.00024246779911885064,0.0,0.00025913070237060243,0.01399821108117177,0.011018157832674215,0,s026
0,wfpt,0.0,0.0010016236338254232,0.0122848249861931,0.00010362155736476364,0.00012028677475917071,1.2417026330191627,0.5090286012740162,0.00016373640146527535,0.0,0.00018040061692892184,0.007220263106234291,0.010498788468517505,0,s027
0,wfpt,0.0,2.733172627167264e-05,-0.016818784304290905,0.00032804223260740617,0.0003447037095948291,1.2711672685991096,0.4965330861154467,0.00027655557954398,0.0,0.0002932179146566405,5.414054228154902e-06,-0.018915786462677775,0,s028
0,wfpt,0.0,3.519582426047257e-18,0.033984867957450135,0.000752026204956957,0.0007686806154271197,1.2092343681766096,0.45170469693700593,0.0012421806218133602,0.0,0.0012588268629071253,1.1028596398089056e-11,0.02695524970790362,0,s032
0,wfpt,0.0,1.9773908917528903e-06,0.022509351192991436,0.0003315404682938672,0.0003482018869764847,1.2005059187988716,0.4234352174819051,0.0003602318127152726,0.0,0.0003768927532008526,4.851895322281254e-06,0.025222190126371644,0,s034
0,wfpt,0.0,0.7326334483975614,0.0014909896160341732,-2.273779329708958e-06,1.4393203016438427e-05,1.2603070399099359,0.5164500112971603,-1.4721988276900078e-05,0.0,1.9452015428411684e-06,0.35274369221781143,-0.003848233167197414,0,s042
0,wfpt,0.0,0.9949422538919732,2.529375531017629e-05,-1.599368502902543e-05,6.735259859835807e-07,1.209279329027151,0.35493198507229,-1.666655248855342e-05,0.0,6.69741151426706e-10,0.8406812851785721,-0.0008143609618551546,0,s049
0,wfpt,0.0,5.262434848752582e-10,0.030774579934388552,0.0003590415405227976,0.0003757025008465087,1.212340561288143,0.46444967446830815,0.0006261205379231027,0.0,0.0006427770468560023,2.052304370819067e-06,0.025889379425845974,0,s060
0,wfpt,0.0,0.007805819647568054,0.012073561084995355,5.8233549150354946e-05,7.489952302419667e-05,1.231848494454698,0.47756791183083624,0.00010129089779720157,0.0,0.00011795615403653592,0.034014948481247274,0.010486901302544897,0,s062
0,wfpt,0.0,0.05253903134620719,0.008047032186232563,0.00011865578710368307,0.00013546079801496358,1.2001584549028124,0.381500936818322,4.6362853339254606e-05,0.0,6.31690792782802e-05,0.004525006775213099,0.012142766153624232,0,s063
0,wfpt,0.0,0.13491736561978418,-0.005422612402472984,-1.647127834014661e-05,1.9594063493943992e-07,1.2485380348056165,0.5040301794780061,2.058411538818916e-05,0.0,3.725071676297098e-05,0.9136586851221293,0.0003943954050275719,0,s065
0,wfpt,0.0,0.5596423259460845,0.002272327848520302,-1.6496472933225093e-05,1.7074646163628415e-07,1.273705161194181,0.5821681620583297,-1.0994842602807253e-05,0.0,5.672285096736118e-06,0.919380238551143,0.0004374120375370029,0,s066
0,wfpt,0.0,0.002784313986108613,-0.01442909991183786,0.00014699969563991555,0.00016366419005331423,1.3005587676127324,0.6072329747162889,0.00013239167723788636,0.0,0.00014905641512230616,0.0017260126629907433,-0.02104152857944371,0,s071
0,wfpt,0.0,0.5061298319493207,-0.002571056189975869,-5.515902340880174e-06,1.1151134041487154e-05,1.2501354818413528,0.48568708651591463,-9.299152176067693e-06,0.0,7.367947261416319e-06,0.4133851474380408,-0.003283946492847469,0,s081
0,wfpt,0.0,1.9991060283067725e-09,0.026329283147060678,0.00046601971592585834,0.0004826788932502657,1.2173278060413788,0.47355815442858845,0.0005827640290479996,0.0,0.0005994212606014182,7.364017127087439e-08,0.024629676495849684,0,s082
0,wfpt,0.0,0.03045482126543814,0.010550719511960313,3.333448039299913e-05,5.000086925821545e-05,1.2479922375594168,0.5267733973425421,6.139150809703064e-05,0.0,7.805742933730819e-05,0.0832644058838449,0.008873457551825352,0,s083
0,wfpt,0.0,2.720405988460929e-10,0.022056583315979372,0.0011310392991561447,0.0011476873926361542,1.158630640261822,0.3031873915827874,0.0006475789384980946,0.0,0.0006642350897850813,1.0369420380927318e-16,0.02883368578076216,0,s084
0,wfpt,0.0,9.366557493470174e-18,0.03578125752461738,0.0008901576446512793,0.000906809752892368,1.2010770160362556,0.4473964686121554,0.001210012820677675,0.0,0.0012266595979103512,1.610027739757466e-13,0.032791080948465126,0,s085
0,wfpt,0.0,5.972403295157354e-07,0.024365934358725434,0.0002640637261088763,0.0002810086901976483,1.2594103529460365,0.6414522699524162,0.00040537826453668213,0.0,0.0004223208334231954,4.661225995934171e-05,0.024796643205717853,0,s086
0,wfpt,0.0,0.47392773992140236,-0.003197492609912744,3.982846386230143e-05,5.649474449265224e-05,1.308988397238096,0.666453096190729,-8.12003462513644e-06,0.0,8.547045160067768e-06,0.06560730469757275,-0.009633853071960914,0,s089
0,wfpt,0.0,1.3824362646093544e-05,0.022214763608716895,0.000274485734012786,0.0002911481036234065,1.1909180043077146,0.36764148512780215,0.0002981884552963887,0.0,0.0003148504298551291,2.9176961847072025e-05,0.020775264543909364,0,s091
0,wfpt,0.0,0.0007932020036505653,0.015656225204408313,0.00010505190383247598,0.00012171709738739711,1.2234987037550655,0.45684196563399626,0.00017094400044570524,0.0,0.00018760809578066695,0.00688332167732439,0.01292409468211227,0,s092
0,wfpt,0.0,0.8382190190790301,-0.0008425724817042801,-1.617149011368113e-05,4.957238648461981e-07,1.2506751643727763,0.4937701457109727,-1.597241123052484e-05,0.0,6.94799429878934e-07,0.863076479057668,-0.0007452858391474174,0,s093
0,wfpt,0.0,0.22497086676783376,0.00441257932063942,5.212372181984115e-05,6.878979752578118e-05,1.200796685167207,0.3584383558024929,7.873542216874085e-06,0.0,2.4540355438085193e-05,0.04219518211565024,0.007277629450334635,0,s094
0,wfpt,0.0,0.009795391591383935,0.012273129459629797,0.00010550778434548214,0.00012217297030225893,1.2554895492077867,0.562417244438305,9.452862591774469e-05,0.0,0.0001111939948634788,0.006779341570568303,0.011786372046847791,0,s097
0,wfpt,0.0,0.47722901549009555,0.0027521426764478447,-1.3274121448247911e-05,3.393044240018739e-06,1.2769585125965048,0.6018649753856902,-8.246952318380352e-06,0.0,8.420129582242808e-06,0.6518509383301612,0.0017798352354651769,0,s098
0,wfpt,0.0,0.13400428149035717,0.0060838523002499775,-1.4652299031414628e-05,2.0148896268112892e-06,1.2459806492216177,0.49761729330785104,2.0759127099645447e-05,0.0,3.7425725557538314e-05,0.7280728713017321,0.0014704457885754722,0,s103
0,wfpt,0.0,0.7332508195777024,0.0013510538058806468,-1.5401837471618052e-05,1.265363679170406e-06,1.2092106701867025,0.36216401483032495,-1.4731316927640847e-05,0.0,1.935873047531622e-06,0.7829063981195318,0.0010995903865787093,0,s106
0,wfpt,0.0,0.41833714826521706,-0.003113359757473724,-2.56323564484795e-06,1.4103751525662567e-05,1.2629791803814145,0.526853060392327,-5.750280803296093e-06,0.0,1.0916759485390948e-05,0.3576307600460409,-0.003617689947646369,0,s108
0,wfpt,0.0,7.240690649626064e-278,0.1268926271754353,0.023139813341750637,0.023156231435948138,0.9957365160330209,0.14300962118029575,0.021081046097020217,0.0,0.021097498792929437,4.3576819897004176e-305,0.1313035182111679,0,s110
0,wfpt,0.0,0.2542901962208495,-0.004875410581264821,1.233378955844966e-05,2.9140587424092423e-05,1.286134989301015,0.6002666725976816,5.0354172259625685e-06,0.0,2.1842337755373364e-05,0.18792411835215528,-0.005766443589388517,0,s111
0,wfpt,0.0,0.3482878952153421,-0.004168822882082581,1.1212104940927503e-05,2.7878862518537773e-05,1.2257818381437666,0.38554016298494254,-2.0050532285598166e-06,0.0,1.466192463861482e-05,0.1958992369777252,-0.006123605772488688,0,s112
0,wfpt,0.0,0.9626466519379668,-0.00018159935063402936,-1.3436032510361073e-05,3.23113587641366e-06,1.2611006979854806,0.5413000460400529,-1.6630665246264442e-05,0.0,3.655638525223992e-08,0.6597228852110797,-0.001789452193308394,0,s121
0,wfpt,0.0,0.3665273233966382,-0.004000869538208166,-3.6972436088245075e-06,1.296976246212278e-05,1.2368418377655155,0.4383065738578378,-3.07645281427682e-06,0.0,1.359054290994699e-05,0.37770496821080435,-0.004103641947439724,0,s128
0,wfpt,0.0,0.029027424657534526,0.009441194006553216,7.304401467889132e-05,8.97097417075221e-05,1.1929736030318052,0.3435194845695869,6.276736011190387e-05,0.0,7.943325842096893e-05,0.020338526297088017,0.010244237124445062,0,s129
0,wfpt,0.0,0.0009271008996994239,0.013018077521758176,0.00010925181840004683,0.00012591694195518421,1.2389025667889602,0.49934927080309555,0.00016612295656082132,0.0,0.00018278713224784138,0.005983790743591521,0.011185423481532737,0,s142
0,wfpt,0.0,1.6828098314684897e-144,0.10132718474910657,0.012160993874100412,0.012177596489373332,1.0336290603253455,0.22089704149251924,0.010934594159260347,0.0,0.010951217386639622,1.489592631399724e-160,0.11261085202329553,0,s145
0,wfpt,0.0,0.22223080655498464,-0.006564794933382063,1.167703212123783e-05,2.8343781949935476e-05,1.2733279874408485,0.5430277666235804,8.165710297936002e-06,0.0,2.48325186495979e-05,0.19221212255342862,-0.008902493329348487,0,s149
0,wfpt,0.0,0.7696401949076741,-0.0010820686609994178,-1.3511849600522652e-05,3.155320049796906e-06,1.23328617127357,0.44664852962507473,-1.5237831088477094e-05,0.0,1.4293673287202324e-06,0.6634901742128037,-0.0016679308904115325,0,s161
0,wfpt,0.0,5.3351942460462665e-25,0.044507391296259795,0.0009584214440672145,0.0009750724145594081,1.2052386345662833,0.4893617644760064,0.0017592113672185716,0.0,0.0017758489909895925,2.0016908535719228e-14,0.03843213451275496,0,s163
0,wfpt,0.0,0.003554552955370193,0.01302140430412679,0.0001000670811489579,0.00011673235778564273,1.2562039525257718,0.5713163379388161,0.00012497131806454842,0.0,0.00014163617962370534,0.008132513511665747,0.013750295034134864,0,s165
0,wfpt,0.0,3.999887824959009e-17,0.0342254057548248,0.0008781771760969503,0.0008948294840158688,1.1886577967708596,0.3966141625715586,0.0011623214128239079,0.0,0.0011789689849266427,2.3219220233884586e-13,0.030756375945575117,0,s168
0,wfpt,0.0,0.08552454313636197,0.006314002805325922,0.00016088542684444818,0.000177549689825085,1.2060690820044782,0.3992898772513372,3.261207202331917e-05,0.0,4.9278472928904193e-05,0.001098637988170911,0.012008030491271268,0,s170
