,index,int_pval,slope_pval,rsq_adj,rsq,log_rsq,int_val,log_slope_val,log_int_pval,log_slope_pval,log_rsq_adj,log_int_val,slope_val,subj_id,sub_id
0,wfpt,0.0,0.049525822596979116,6.803660257204136e-05,9.184507333093173e-05,7.191583119248168e-05,0.8193393404769626,-0.018475408263916186,0.0,0.08222350144820922,4.810688590528578e-05,1.3602867322227084,0.011955079788324944,0,s005
0,wfpt,0.0,0.07421528123552715,5.086821742472658e-05,7.412338921430894e-05,7.883503553296478e-07,0.7979940844766067,-0.0008157314895593656,0.0,0.853927529575471,-2.246906787495284e-05,1.320718920093669,-0.007889128535433772,0,s007
0,wfpt,0.0,0.12254267538702722,3.257883597496125e-05,5.610803480704529e-05,4.335382856168746e-05,0.5625922952560289,0.007382656182538056,0.0,0.17466180940454462,1.982432961655789e-05,1.258444473011118,0.008004094556685055,0,s009
0,wfpt,0.0,6.584561356120721e-19,0.0018097363696588653,0.0018329506365866166,0.0008018070151731838,0.597457321562458,0.026637067305152803,0.0,4.2855119948917406e-09,0.0007785687670457397,1.2513613905464807,0.04012222558590814,0,s011
0,wfpt,0.0,1.5671640810430622e-106,0.011222364504518079,0.011245630408080354,0.0064383255157263175,0.7321662809985979,0.07719711469543371,0.0,1.1917081879690402e-61,0.006414945943650996,1.2319289390822596,0.09534335888430259,0,s012
0,wfpt,0.0,0.00039223011765523487,0.00030847632536479264,0.00033513547690677825,0.0005533565258850626,0.5185999579946837,0.019631476465026217,0.0,5.34715319365372e-06,0.0005266433531830872,1.1914067125419394,0.016545258016562796,0,s014
0,wfpt,0.0,0.8403704411571454,-2.231333371405242e-05,9.435400116775128e-07,8.983489130365285e-08,0.6225326832944951,0.00028054612619034507,0.0,0.9504430375152337,-2.3167058688988718e-05,1.2827434250135001,-0.000896637723929578,0,s015
0,wfpt,0.0,6.961587958225154e-07,0.0005979794629730195,0.0006232814205046067,0.00013137073392976983,0.6273333946197676,0.012461738950090919,0.0,0.022728246014933035,0.00010605632233251505,1.2728018902323404,0.025699099293687303,0,s017
0,wfpt,0.0,6.353993784232295e-52,0.00530879535726092,0.005331928248831441,0.002808627913944206,0.7261058009579932,0.04234275891853745,0.0,3.9508103189670984e-28,0.0027854363382410208,1.26931146537714,0.06294816183767714,0,s026
0,wfpt,0.0,3.3979252405770573e-22,0.002157175757934615,0.002180381944688725,0.00039689242301799155,0.7530695666245691,0.017066853009171157,0.0,3.608044882897306e-05,0.0003736425949588673,1.3008314971710162,0.0417858448190338,0,s027
0,wfpt,0.0,0.00021002991449694248,0.00030693955873484224,0.00033102912861460165,0.00019548754396225831,0.8660968276553033,0.01288862141644022,0.0,0.0043976475144831585,0.00017139122388964978,1.329698898013728,0.0127040855113426,0,s028
0,wfpt,0.0,3.591220217149882e-139,0.014537407836431537,0.01456032610411595,0.007206508310277804,0.5591451369063147,0.09563253638412575,0.0,1.3332850207161408e-69,0.0071834190156202515,1.165411314987727,0.12123963953302234,0,s032
0,wfpt,0.0,0.793093946724304,-2.191159378872598e-05,1.6188872012934397e-06,5.041364280977678e-05,0.462086519405646,0.007594462341639428,0.0,0.1432675223870204,2.6884309985764077e-05,1.2290608163798762,0.0013315624281084962,0,s034
0,wfpt,0.0,3.2238804538374814e-89,0.009369753817762394,0.00939306331319012,0.006761846445874409,0.5936523108138706,0.08119482076829482,0.0,1.1449830321422875e-64,0.006738475036548008,1.1886865034463296,0.0905917355383816,0,s042
