,index,log_int_pval,rsq,int_val,slope_val,log_int_val,slope_pval,log_slope_val,log_rsq_adj,log_rsq,int_pval,rsq_adj,log_slope_pval,subj_id,sub_id
0,wfpt,0.0,3.460362552054619e-09,0.42053773057208077,7.343897372431634e-05,1.227890951546256,0.9863169587560612,0.000169853224079166,-1.1749581864339831e-05,1.540065974747762e-08,0.0,-1.1761522302089489e-05,0.9711385561689803,0,s084
0,wfpt,0.0,1.4797360516016766e-05,0.4469667266102362,-0.00547079196091629,1.2428392244250601,0.26207780258972135,-0.005221721039582683,4.02379992092694e-06,1.5788596873789196e-05,0.0,3.0325519013718605e-06,0.24668124504317798,0,s085
0,wfpt,0.0,3.16491635010685e-07,0.7685809783605277,-0.0005433783148529004,1.3214806970164301,0.869719139025579,0.0003047406789621855,-1.1665960641948914e-05,9.915931353798868e-08,0.0,-1.1448487346799041e-05,0.9268528114301842,0,s086
0,wfpt,0.0,5.3553144805817965e-05,0.684021331100032,-0.008306788906982901,1.3091761624163527,0.033398624555208624,-0.007663272145060476,2.7232310378599855e-05,3.906644767825984e-05,0.0,4.171917895046118e-05,0.0692342796823141,0,s089
0,wfpt,0.0,5.9995495877984695e-06,0.36856176699596677,-0.003287575607045016,1.2178179334861654,0.4751612609273923,-0.003440652302479384,-5.384756951887226e-06,6.380150691209785e-06,0.0,-5.765362532939022e-06,0.4614816750771885,0,s091
0,wfpt,0.0,1.0654788221708955e-05,0.44541362431225257,-0.0038491713332026263,1.2404636007767746,0.3412751908078233,-0.003789716548537339,-2.6944747084645115e-06,9.070401283839402e-06,0.0,-1.1100691301724197e-06,0.3799187090602002,0,s092
0,wfpt,0.0,8.299608162121164e-05,0.5138996197732868,-0.010172390010878793,1.2661348442659532,0.008280635138316735,-0.011007041559729966,7.421434274801353e-05,8.611836286320784e-05,0.0,7.109202433508433e-05,0.007153410305222506,0,s093
0,wfpt,0.0,7.64338776271245e-07,0.3737917447025476,-0.000905763718568672,1.2170271407705384,0.7988110936072788,-0.0010434120305085337,-1.072893299736144e-05,1.0360375191087456e-06,0.0,-1.1000634936753073e-05,0.7666572754012035,0,s094
0,wfpt,0.0,1.2013872229599265e-05,0.4543515222844011,-0.004130120323309609,1.2430523350861304,0.31224513990251745,-0.004060833438904198,4.6624037597364776e-07,1.2231079182911664e-05,0.0,2.4903086726091317e-07,0.30791044547533747,0,s097
0,wfpt,0.0,2.8316890753332657e-06,0.5593566490417909,-0.0017473127531984186,1.270726943899001,0.6237104874331946,-0.0022302513129017626,-7.358561618486803e-06,4.406369246034991e-06,0.0,-8.933260315258096e-06,0.5405446791805677,0,s098
0,wfpt,0.0,9.22121073665405e-06,0.5427869500508551,0.0031754169883154676,1.2558825015081219,0.37880938284394294,0.0031412542638370455,-3.417887847190215e-06,8.487056472161747e-06,0.0,-2.6837248425781723e-06,0.39848456256552267,0,s103
0,wfpt,0.0,6.596457742258366e-06,0.3257216660844241,0.003962518429920384,1.1968678034504756,0.4553153736301576,0.0034161741091814565,-7.029835862093492e-06,4.804706911443191e-06,0.0,-5.23806382668468e-06,0.5240135601138782,0,s106
0,wfpt,0.0,2.444402755541475e-06,0.48265150224913267,-0.0020241348418974306,1.2489981432047244,0.6485221782065658,-0.0019353336896352075,-9.377008710398371e-06,2.387945900794719e-06,0.0,-9.320551191516202e-06,0.6523344134195247,0,s108
0,wfpt,0.0,1.7615270541893047e-05,0.42892370686338843,-0.004558200847791263,1.233995994373797,0.2210923355015062,-0.004025942449386418,1.3739767366072186e-06,1.3138804864198939e-05,0.0,5.8504950798399236e-06,0.29061439400097366,0,s110
0,wfpt,0.0,6.29069649171754e-06,0.5065499351679261,0.0031450044426457116,1.249029175703028,0.46727843924098555,0.0031569773271024615,-6.386066245145372e-06,5.518913410162973e-06,0.0,-5.614273975496076e-06,0.4959573530669493,0,s111
0,wfpt,0.0,2.986124189952033e-05,0.37064775981672904,0.006643985358809524,1.2072318386701595,0.11112359681376789,0.006743598662887075,1.6890934022462112e-05,2.865557959541576e-05,0.0,1.8096610511109112e-05,0.11860188454107867,0,s112
0,wfpt,0.0,1.1600749405538124e-07,0.42927519867984365,-0.00033146292104773226,1.2289612038815199,0.920900648128411,0.0003264310134793863,-1.165431722727206e-05,1.1066417615612778e-07,0.0,-1.164897384642316e-05,0.9227379437709651,0,s121
0,wfpt,0.0,6.472504365806486e-08,0.4706062858844676,-0.00029569994014440847,1.2437853380909232,0.9408736245962077,-9.057858747628378e-05,-1.1759793989485345e-05,5.188654950138982e-09,0.0,-1.1700256900226691e-05,0.9832452247281778,0,s128
0,wfpt,0.0,3.4939134914035996e-05,0.42969155181865204,-0.007656040607469543,1.2408112909131985,0.08483281360190406,-0.008304488896803054,2.5471289945011577e-05,3.723583457149182e-05,0.0,2.317456326694778e-05,0.07523189334174885,0,s129
0,wfpt,0.0,2.664758939396883e-06,0.454094864714815,0.0020807804942183754,1.2363270506201611,0.6351317400079847,0.0006383293782068877,-1.163411708704487e-05,2.00480175682749e-07,0.0,-9.169809159548237e-06,0.8964445522684117,0,s142
0,wfpt,0.0,1.0120199802621244e-06,0.3642641715163447,0.0009916049721485497,1.2070586646333545,0.7699606228837442,0.0005204879789357658,-1.1579245264625726e-05,2.553513487324466e-07,0.0,-1.0822567678259176e-05,0.8832191641912397,0,s145
0,wfpt,0.0,1.1763953188248522e-06,0.4593035917244812,-0.0012129261878775824,1.2421718736237095,0.7518407707262278,-0.0017031030408907084,-9.483191023562654e-06,2.281764836853384e-06,0.0,-1.0588573546188584e-05,0.6596536996067284,0,s149
0,wfpt,0.0,1.4386585297510024e-06,0.46882627386024195,-0.00133569064729884,1.245105507158456,0.7265720351162424,-0.0019187112340302154,-8.941378623950058e-06,2.823570862231506e-06,0.0,-1.0326307249952649e-05,0.6242084236824967,0,s161
0,wfpt,0.0,2.518863411404837e-06,0.5346439884678196,-0.0017782072746521486,1.2619251247998429,0.6435747140994539,-0.0018029782163598712,-9.54879233994177e-06,2.216164292412337e-06,0.0,-9.246089659686874e-06,0.6642778722955678,0,s163
0,wfpt,0.0,8.48899117822377e-06,0.49178119720343816,-0.00418236797920286,1.2542341067188008,0.39563723136846074,-0.004976797051627449,-5.084281315292927e-06,6.680622792742952e-06,0.0,-3.2758916543862426e-06,0.4511192659988079,0,s165
0,wfpt,0.0,1.405201620685581e-05,0.3809860804610191,-0.0041769053579025425,1.2225221187692261,0.27444489442540354,-0.0040788169144448105,2.588429525385294e-06,1.435324336507282e-05,0.0,2.287198823225367e-06,0.26936093492044527,0,s168
0,wfpt,0.0,6.263065988054706e-07,0.4044881138654124,-0.0008126128376053923,1.2209247945019812,0.8175276317421157,-0.001091949784686937,-1.0746736646360944e-05,1.0182340796083267e-06,0.0,-1.1138668738031043e-05,0.7686131901433819,0,s170
0,wfpt,0.0,2.1703647505866286e-06,0.5252917979807479,-0.0016212432847042529,1.2581029351865944,0.6675547116299152,-0.0010666998776404854,-1.0958882316058904e-05,8.060909055807031e-07,0.0,-9.594592420558712e-06,0.7935102470279903,0,s173
0,wfpt,0.0,2.1384939167701233e-05,0.4285897665172674,0.005581671804982195,1.2250963210911063,0.17758898910742643,0.00505938018507876,4.6282024346311346e-06,1.6392992276736962e-05,0.0,9.620208055727275e-06,0.2378360055584692,0,s179
0,wfpt,0.0,1.5152374826299386e-05,-0.37357855670328644,-0.003848966778184715,0.955839520299936,0.2564309323184176,-0.003280644152403904,-8.345638513596043e-08,1.1681388888962196e-05,0.0,3.387570388313499e-06,0.31903592407766085,0,s180
0,wfpt,0.0,5.7091213201410085e-08,0.4375712719957034,-0.00028099468370270785,1.2339307196551221,0.9444637375340558,-0.0015062026963001095,-1.0371994417557318e-05,1.3929718996052998e-06,0.0,-1.170789082061141e-05,0.7307772005940107,0,s182
0,wfpt,0.0,1.6418919652982922e-05,0.3741835366897863,-0.005540382629309187,1.2223021863839327,0.2388499064940305,-0.007018305784430943,9.960219397475711e-06,2.1794561102961296e-05,0.0,4.584514328942468e-06,0.17476283136731877,0,s184
0,wfpt,0.0,6.850463380225769e-06,0.5696039211381293,-0.0024966689577920636,1.2728370190664062,0.4454222635242695,-0.0023976902655485667,-5.188231174901858e-06,6.5766741559336594e-06,0.0,-4.914438729519688e-06,0.45466234925998117,0,s187
0,wfpt,0.0,1.1537390975924211e-07,0.3836662732114319,0.0003171643610231055,1.2184732627171189,0.9211162405634077,0.00029175914236823086,-1.1667633553757994e-05,9.734800643368402e-08,0.0,-1.1649607438268816e-05,0.9275216841107184,0,s190
0,wfpt,0.0,1.5853067689142186e-05,0.48468816042164065,0.003884398448939968,1.2427269143162543,0.24851569321023204,0.0034856604308072664,-4.442353707112545e-07,1.1460673547736278e-05,0.0,3.948211062421159e-06,0.32651422371911265,0,s192
0,wfpt,0.0,2.2805496602273934e-08,0.6012541845244899,-0.00015103344784919552,1.275929689956144,0.9652979324627629,0.000895741576924361,-1.1376387625050555e-05,6.720873731991261e-07,0.0,-1.2025677324611905e-05,0.8132920157853776,0,s196
0,wfpt,0.0,2.6316551534510957e-05,0.5130098229958402,0.0053756415124787404,1.2469780804892705,0.1382441718803308,0.005797011466461534,1.709255504189766e-05,2.9068541669841075e-05,0.0,1.43405319478207e-05,0.119246802982889,0,s198
0,wfpt,0.0,5.875171737224072e-06,0.418982822007324,-0.002658233068323616,1.2320482929630323,0.479774265104403,-0.002954449022262863,-5.660339648105861e-06,6.104571237064427e-06,0.0,-5.889741846898389e-06,0.4713220222006981,0,s205
0,wfpt,0.0,1.285571480380554e-07,0.5745836290401252,-0.0003959174669285945,1.2622945454816838,0.918972796060904,0.0025637681212922012,-8.45496697543524e-06,3.967652622005602e-06,0.0,-1.2294110141253256e-05,0.5719764186762791,0,s206
0,wfpt,0.0,4.127151714272692e-06,0.39988252891859677,-0.0028426598409928613,1.2256568108676622,0.553661578384131,-0.003037821050034112,-8.306322915263564e-06,3.458619099450111e-06,0.0,-7.637782435176987e-06,0.5876847718497544,0,s207
0,wfpt,0.0,4.0853082694525256e-08,0.4881451270475247,-0.00023215585215890806,1.2468492983022648,0.9531483802045633,-0.0011964101222370037,-1.0643461948012245e-05,1.191123590871257e-06,0.0,-1.1793746069299615e-05,0.7510545553709371,0,s209
0,wfpt,0.0,2.7439248695415586e-06,0.5432303035530366,0.001949097702947654,1.2600619551786183,0.6311658145453164,0.0026972079996825,-6.069271182518321e-06,5.835704701251387e-06,0.0,-9.161087822118219e-06,0.483844329876605,0,s212
0,wfpt,0.0,7.339704691577964e-06,0.5893294771764495,0.002774134684469575,1.274053288164205,0.42961692146856656,0.0026719636190330118,-4.644966049571764e-06,7.119932889820824e-06,0.0,-4.425191662216221e-06,0.4366089302899585,0,s216
0,wfpt,0.0,4.0842012438702113e-07,0.4538295274388578,-0.0006661353199217037,1.2402562704138305,0.8521947623820676,-0.0014963191387627472,-9.82862668119644e-06,1.936333243302002e-06,0.0,-1.1356557775954457e-05,0.6849710536547176,0,s218
0,wfpt,0.0,9.803847441647306e-07,0.33516008501647265,0.0013445232248874804,1.2021244325381097,0.7728340226811208,0.001915111699869007,-9.977092855439906e-06,1.7878688157724199e-06,0.0,-1.0784586427003973e-05,0.6966650217873087,0,s226
0,wfpt,0.0,2.5511532093513978e-06,0.4498995363984128,0.0016711167252444537,1.2359819858511103,0.6414568235292115,0.001649303478479986,-9.344412158052151e-06,2.4205420697809288e-06,0.0,-9.213799481821994e-06,0.650126820605684,0,s233
0,wfpt,0.0,1.788515678979863e-05,0.35781843075175,-0.0048514881808321185,1.213783828233153,0.21758813906157515,-0.005123418848115874,7.435976129399613e-06,1.9200732938484677e-05,0.0,6.120384502983356e-06,0.20142250550181698,0,s237
0,wfpt,0.0,3.000013502063581e-07,0.5241810086549032,-0.0006377622568520987,1.2600439444057,0.8731290464067795,-0.0009447973155394737,-1.11893183591949e-05,5.756575736093339e-07,0.0,-1.146497782555933e-05,0.8249366588833176,0,s238
0,wfpt,0.0,1.4279186392185395e-06,0.46328527525051866,0.0013142386476367577,1.240366896189049,0.7275537679717338,0.0010229344029263551,-1.0967873070866219e-05,7.971002566886654e-07,0.0,-1.0337047266828492e-05,0.7946390900461648,0,s244
0,wfpt,0.0,2.98995661218715e-06,0.49822071306962523,0.001789321257220707,1.2505723767119772,0.6141754904031429,0.001239011174354706,-1.0254232447826084e-05,1.5107324837781988e-06,0.0,-8.774990916338155e-06,0.7200878163504001,0,s254
0,wfpt,0.0,6.404408809390638e-06,0.4616055858188729,0.0025007578606968256,1.2140335033451168,0.4659552548087138,0.0028397113389957767,-3.879456257349645e-06,8.170089831560645e-06,0.0,-5.643997122994904e-06,0.41026438039624447,0,s259
0,wfpt,0.0,1.2165017010845602e-05,0.5974866970130962,-0.004071078116508365,1.2822967840400832,0.30922048740968905,-0.004408992294585117,7.222105836701687e-07,1.248704637912823e-05,0.0,4.0017742664044675e-07,0.3029019365001215,0,s262
0,wfpt,0.0,2.0588712604796555e-06,0.421221092423565,-0.0015805663256613486,1.223654679889651,0.6757066437306223,-0.0028181997782640075,-6.297882876982186e-06,5.467035508854856e-06,0.0,-9.706087222394189e-06,0.4954422450871887,0,s265
0,wfpt,0.0,5.4376287308532945e-05,0.46682104409080794,0.00830705808281523,1.2328435350216165,0.031564889630761706,0.007163105731516307,2.8898368280794173e-05,4.066287258819301e-05,0.0,4.2611944339188135e-05,0.06301067940055369,0,s269
0,wfpt,0.0,1.2691243349571835e-06,0.5136390350496666,-0.0010838252282749494,1.2576865581139152,0.742579428376865,-0.0010162115905045302,-1.0648677515323612e-05,1.1162920569018908e-06,0.0,-1.0495843439262131e-05,0.7580599911969789,0,s273
0,wfpt,0.0,6.003193986359179e-07,0.518807035163439,-0.0007957774251478953,1.2561383217171034,0.8212880581199522,-0.0013527769588003863,-1.0192507821749075e-05,1.5724563836583272e-06,0.0,-1.1164656243956017e-05,0.7146721420562914,0,s275
0,wfpt,0.0,2.138963994036125e-06,0.3759517829371738,-0.0018439489638936244,1.216774451167677,0.6698250927619898,-0.0011227288574330446,-1.1083785779852917e-05,6.81188911388908e-07,0.0,-9.625993546480416e-06,0.8098474093252623,0,s277
0,wfpt,0.0,1.963906100044266e-05,0.5145768925477862,0.004532096944422102,1.2489392120226412,0.1963539979449023,0.004369951442565516,6.845354111217894e-06,1.8610117868855802e-05,0.0,7.874309348232522e-06,0.20849755066324835,0,s284
0,wfpt,0.0,1.1889404273324189e-06,0.6590383862901594,-0.001087112819760434,1.2870630471895919,0.7541403237704598,-0.00133656967231921,-1.068208864696274e-05,1.4393998811756958e-06,0.0,-1.09325511368219e-05,0.7303974871589467,0,s285
0,wfpt,0.0,3.0392927991340635e-05,0.501553217435946,-0.005754577663067854,1.2534342363553208,0.10799206214497944,-0.005910230952469896,1.893567439470445e-05,3.0700295911678666e-05,0.0,1.8628302858259005e-05,0.10622602288655981,0,s286
0,wfpt,0.0,3.5053158942144336e-07,0.6262154718558715,-0.0005814830930743519,1.2810199477888717,0.8633574552147715,-0.001537101776843739,-9.61149982048326e-06,2.223213563357085e-06,0.0,-1.148406389761547e-05,0.664708770708032,0,s291
0,wfpt,0.0,1.2302315257284313e-05,0.3942605005795123,-0.005188822204961953,1.2273394453797746,0.30650586460067963,-0.005600181934459995,-1.7483076080182514e-06,1.001655725285655e-05,0.0,5.374772884536583e-07,0.3561603741903573,0,s294
0,wfpt,0.0,8.552700692554538e-06,0.5808176738817944,-0.003263753773557829,1.2711829063397,0.43583533325356194,-0.003225763142286682,-5.9287712210753796e-06,8.156017702432017e-06,0.0,-5.532082643755487e-06,0.4466813098185606,0,s295
0,wfpt,0.0,9.049065332611406e-07,0.3908083997883261,0.0009697732613902776,1.2193642412174384,0.7815227131186279,0.0011493685211587737,-1.0595687117698205e-05,1.16928183113707e-06,0.0,-1.086006552597496e-05,0.7525675967809555,0,s301
0,wfpt,0.0,2.6578337875005076e-07,0.580086268418757,0.0005089389759241952,1.2705251961223025,0.88052573956821,-0.0002194717286239864,-1.172150681694184e-05,4.347537685411851e-08,0.0,-1.1499196199693529e-05,0.951527278172285,0,s305
0,wfpt,0.0,1.3710624134910532e-05,0.38742596984652733,0.005202443655630846,1.2122257911705843,0.2803532314659385,0.006130969988428214,4.125610534089219e-06,1.5890406289131853e-05,0.0,1.945802734826252e-06,0.2451635471368407,0,s307
0,wfpt,0.0,2.2572276148213888e-07,0.5394744400312353,0.0005081734286765827,1.2610463200820787,0.8898349349903492,0.00014135630176871986,-1.1749498356472543e-05,1.5484166837609337e-08,0.0,-1.1539257288362137e-05,0.9710604475283615,0,s313
0,wfpt,0.0,3.5979234050964592e-06,0.5226814082453304,-0.0020014677333730895,1.253778568728389,0.5813755849352585,-0.0010675514380837706,-1.0776315853444629e-05,1.0582712577367204e-06,0.0,-8.23663365023819e-06,0.7649141165847207,0,s314
0,wfpt,0.0,1.5339464160546434e-05,0.5212881987264137,0.004006847945687266,1.2471709878754498,0.2563270525743913,0.004936714217240831,7.649512775431688e-06,1.955432533851109e-05,0.0,3.434601419383121e-06,0.19997862648015446,0,s326
0,wfpt,0.0,1.5521289997710852e-05,0.4597339721798644,-0.0045605567391798635,1.2442539475478758,0.25072111418973253,-0.004682258722907118,2.3779112450217355e-06,1.4142727561505808e-05,0.0,3.756489900030857e-06,0.27290136488178746,0,s328
0,wfpt,0.0,7.728769830794846e-07,0.4337401567098841,-0.001144103780858113,1.2341415941379257,0.7977147587789742,-0.0010259570143643301,-1.1256011826166201e-05,5.089648913436662e-07,0.0,-1.0992096629358628e-05,0.8352350594048146,0,s329
0,wfpt,0.0,1.0703364071718013e-06,0.4750151149345566,-0.001044754869492858,1.2386430450022083,0.7636175172663422,0.00043083452443412433,-1.164280521281924e-05,1.9179215271503125e-07,0.0,-1.0764250561123845e-05,0.8987008810135401,0,s334
0,wfpt,0.0,2.1636184614037823e-05,0.44000759049637606,0.004931437377050079,1.2254906278124609,0.17506333124483764,0.005425413334461695,1.3584165305724483e-05,2.5348849782336202e-05,0.0,9.871456458032668e-06,0.1421419603573979,0,s336
0,wfpt,0.0,3.1880281505580754e-05,0.5464607079704086,0.005762304948523559,1.2596294595569595,0.10073633572162864,0.004570683292195128,8.696734463131683e-06,2.053109112132301e-05,0.0,2.0046059160616636e-05,0.18779349487347582,0,s339
0,wfpt,0.0,6.065512325736933e-08,0.48681166549614713,-0.0002813646695947764,1.247645431149221,0.942759443179524,-0.0005823962979107367,-1.1518745649752304e-05,2.4623415872948584e-07,0.0,-1.1704326868589021e-05,0.8849717496596403,0,s346
0,wfpt,0.0,1.2880686128813323e-05,0.4663790524801524,-0.0037906925145322536,1.2473623101245455,0.29540281018004777,-0.004087500937005523,3.6678784275379073e-06,1.5432679567717322e-05,0.0,1.1158549644285642e-06,0.25207817853637154,0,s357
0,wfpt,0.0,3.5681926600417135e-05,0.495759884628762,-0.0072712996135024105,1.2597959718826686,0.08249300886725165,-0.00846668652119558,2.757862040714265e-05,3.941275360841434e-05,0.0,2.3847749246352912e-05,0.06801261587413913,0,s359
0,wfpt,0.0,1.5969495404055678e-05,0.48143550778156596,0.0047698656051938645,1.238373809771908,0.24399241025184532,0.006997697859885518,1.7153571707506643e-05,2.891821419059859e-05,0.0,4.204700579490961e-06,0.11692672707435092,0,s365
0,wfpt,0.0,8.203360379877012e-08,0.49493994587988976,0.00033959557326341053,1.2501798692919424,0.9334520657412775,0.0002850238139005881,-1.1685290406404647e-05,7.969136139873711e-08,0.0,-1.1682948136471083e-05,0.9344068172057327,0,s368
0,wfpt,0.0,9.604207516278329e-06,0.5119751310180942,-0.003838215849878473,1.2587212240924657,0.3662531612830914,-0.004336986008489592,-1.6125475301720371e-06,1.0152315733313877e-05,0.0,-2.160662195827001e-06,0.35292121018208555,0,s369
0,wfpt,0.0,4.896852751501424e-05,0.6254312148856929,0.007175561246433156,1.27854741068677,0.04133313553100852,0.0076175406107313465,4.52610117439578e-05,5.702532354734391e-05,0.0,3.7204120923561845e-05,0.027691880672633624,0,s372
0,wfpt,0.0,6.676327433119411e-07,0.5818245276317513,0.0008309050567062539,1.2493964682510552,0.8155592009826088,0.00037475688436243264,-1.2134825678522532e-05,1.3676758225944496e-07,0.0,-1.1602598825044552e-05,0.9159236748182762,0,s373
0,wfpt,0.0,5.835595545455874e-06,0.42086361477297396,0.003335977604267788,1.2254182442149566,0.48125746354371657,0.003475776980579659,-6.112385579681856e-06,5.6525306237897865e-06,0.0,-5.929318504183101e-06,0.48821750128288877,0,s374
0,wfpt,0.0,1.428747319054402e-05,0.3737763510754549,-0.004344301607884836,1.2204501019466656,0.2704608474950505,-0.0044063134943623655,2.4044480312346295e-06,1.4169264035523987e-05,0.0,2.522658577031045e-06,0.2724518829859619,0,s376
0,wfpt,0.0,1.033140895567719e-05,0.4092303058616794,0.0033066061758794674,1.2224447098046491,0.34870930070730854,0.00321396673960013,-2.141598897775765e-06,9.623270590064514e-06,0.0,-1.4334522009384898e-06,0.36577791167451046,0,s380
0,wfpt,0.0,4.5634023727592066e-06,0.5031700824875487,0.0024467023622600113,1.2503747501533786,0.5358342811983395,0.0025543692167230153,-7.772271807038322e-06,4.132724350847106e-06,0.0,-7.341588657894249e-06,0.555737026523897,0,s383
0,wfpt,0.0,7.212501718090181e-07,0.4801823776619357,0.0009309746894091075,1.2432106517459391,0.8044459052667634,0.0013671370791800645,-1.0391857724112441e-05,1.373108826752123e-06,0.0,-1.1043724048143133e-05,0.7326295327971744,0,s384
0,wfpt,0.0,3.4618494255345134e-05,0.40557430764117186,0.006394191714518934,1.2143852002789148,0.08627516031760617,0.005855586898335902,1.8988274822384632e-05,3.0752895720520534e-05,0.0,2.2853918835941123e-05,0.10592698814816706,0,s388
