,index,log_slope_pval,log_int_pval,log_slope_val,rsq,int_pval,int_val,slope_pval,log_int_val,log_rsq_adj,log_rsq,slope_val,rsq_adj,subj_id,sub_id
0,wfpt,0.1930253935550883,0.0,0.004369832914820772,5.764139302533167e-07,0.0,0.5731636172147798,0.8310228153752319,1.2566484631536097,8.795955640628073e-06,2.1462890899881515e-05,-0.0006440614151346042,-1.2082127091028738e-05,0,s028
0,wfpt,5.285280414731403e-06,0.0,0.011391510755956132,0.00032622980522190037,0.0,0.3323463129241055,3.5243509665564733e-07,1.188584782267785,0.00024819108415174984,0.00026076800240559805,0.011877959419715162,0.0003136549760412999,0,s032
0,wfpt,4.123101066926039e-09,0.0,0.015467808688020647,3.948706995238194e-05,0.0,0.3398781587439551,0.07736330009623053,1.1845766468140855,0.0004248632299502786,0.0004375183224573087,0.004471487866192803,2.682902148354316e-05,0,s034
0,wfpt,4.447176451419856e-17,0.0,0.027007067129882226,0.0037434471588544405,0.0,0.44161259399270597,5.461196615052844e-66,1.2043457873950407,0.0008860528441999582,0.0008987834917090209,0.04548556182821508,0.0037307556692262045,0,s042
0,wfpt,5.146669591402788e-89,0.0,0.056349872375539005,0.0022684609448744286,0.0,0.4832085977136819,3.6907812242671075e-41,1.1742983264510831,0.005010279935721007,0.005022801042120828,0.03944516269187158,0.002255910546888895,0,s049
0,wfpt,5.1023189563558166e-48,0.0,0.057100341002615754,0.006250137278167589,0.0,0.45380547560382434,2.0877133283108542e-110,1.1772067061497573,0.0026503271843705267,0.002662872778886216,0.07472326112676264,0.006237636965421012,0,s060
0,wfpt,0.8004687016731945,0.0,0.0011268647858743916,3.5019254285617585e-05,0.0,0.6344208778475968,0.0973169765486907,1.2844423163376137,-1.192586806619822e-05,8.137865131763178e-07,0.006459410996908104,2.2280522333884e-05,0,s062
0,wfpt,7.101336926126897e-69,0.0,0.025010616661391833,0.0009010480616800098,0.0,0.3818782163413858,9.892669476987195e-16,1.1860915435766333,0.0042984227502542716,0.004312409680316209,0.012346903227430938,0.0008870742588891201,0,s063
0,wfpt,2.491110325898759e-10,0.0,0.018259629042760336,0.00029280987737434483,0.0,0.4345973160462985,1.8845325331460248e-05,1.194153019368088,0.000625263191718961,0.0006412747069843849,0.013275047394186258,0.0002768140504658678,0,s065
0,wfpt,0.0686222907223128,0.0,0.007220297560262264,3.1088288803271524e-05,0.0,0.5468641798537318,0.11708141276629844,1.2516452312219086,2.9313323787749646e-05,4.1971501041238035e-05,0.005655859899464918,1.843013401814364e-05,0,s066
0,wfpt,2.2386452094536128e-09,0.0,-0.015218835911875927,0.0010261033712298806,0.0,0.6373751295190048,4.674999957586086e-19,1.301264288920633,0.0004486256422195911,0.0004615310723485866,-0.01999856118395079,0.0010132130528136551,0,s071
0,wfpt,3.7684428196639704e-299,0.0,0.12191361645480857,0.021149317278835733,0.0,0.4670481783428608,0.0,1.10587645539426,0.017467114167399544,0.01747979217467488,0.118701114960724,0.021136686621493372,0,s081
0,wfpt,0.34797062824126146,0.0,0.003226558331443155,6.689085307987064e-06,0.0,0.5479722841648071,0.4686834558095463,1.2606673854136148,-1.517798474903742e-06,1.1221236643987886e-05,0.0022460883950065043,-6.050007546720693e-06,0,s082
0,wfpt,0.002778325273981134,0.0,0.006887642059930637,2.5356419542155173e-05,0.0,0.49205286378675,0.1582947997324545,1.2287345797498115,0.00010140190100282886,0.0001141597778525627,0.0034811880512052723,1.2617564493888622e-05,0,s083
0,wfpt,0.0,0.0,0.8297873688030154,0.7266302021336324,0.00916079713331708,0.0018563653889071044,0.0,0.18785995912769687,0.7088883901350385,0.7088922977783291,0.8518152719366583,0.7266265326418626,0,s084
0,wfpt,8.785317841867155e-216,0.0,0.1176086084136759,0.014217682910780516,0.0,0.4415513650668571,4.176087683961874e-251,1.1038257361875305,0.012200673849521393,0.012213021495443788,0.11517912928151279,0.014205360323752303,0,s085
0,wfpt,5.228210497894341e-22,0.0,0.03094247328203735,0.0007285021833136618,0.0,0.3917341708058495,4.722577902129265e-14,1.174576939962734,0.0011790169985766985,0.0011918245303832453,0.025070280515785866,0.0007156906817648023,0,s086
0,wfpt,0.006814373484009901,0.0,-0.009391315071327472,0.0006497850312554565,0.0,0.7765525036262717,6.555560762462671e-13,1.3291790528462175,7.952516798315212e-05,9.21049993349854e-05,-0.022387142560430777,0.0006372142720543206,0,s089
0,wfpt,1.9853362123207702e-57,0.0,0.078611412010552,0.004537640142663224,0.0,0.40636256379060187,4.043910315381428e-80,1.1367974567278165,0.0032116681024974003,0.0032242858360371773,0.07650111007193507,0.004525039034282474,0,s091
0,wfpt,0.0062980867041716685,0.0,0.00981057169955733,0.00023837815929750317,0.0,0.48078343562541226,1.5183790273821142e-05,1.2345990881548028,8.233027568727014e-05,9.506824266425351e-05,0.014920421965171146,0.00022564201797115047,0,s092
0,wfpt,2.900130436543237e-61,0.0,0.05088266018744693,0.002051551609386526,0.0,0.4338503849415203,4.027479001063446e-33,1.1676977417350787,0.003875302857010654,0.003889537073400118,0.038158081538816786,0.0020372947956435183,0,s093
0,wfpt,0.0,0.0,0.3239379132386965,0.13284952287336704,0.0,0.3549217714611126,0.0,0.8503590616738549,0.13206887250690313,0.13207972178161265,0.31698409519382453,0.13283868322141168,0,s094
0,wfpt,1.213518730538741e-45,0.0,0.044931453689203565,0.002508120417907156,0.0,0.6247433613750503,1.3317934698906118e-45,1.2366057913094604,0.002497959411576378,0.0025104283429453478,0.04401161954265213,0.002495651457688375,0,s097
0,wfpt,7.42630977138851e-05,0.0,0.013995683309326157,0.0005147250883800192,0.0,0.704064907010635,2.342775494498066e-10,1.2918649082926552,0.0001884372720225569,0.0002012555333171795,0.018186640561069608,0.0005019108460289079,0,s098
0,wfpt,0.144245913077087,0.0,-0.005397052172707193,1.7321515787815933e-05,0.0,0.5657836413405922,0.24661366617537456,1.2748446732380012,1.4608441999630628e-05,2.7512145307606595e-05,0.003913656250702665,4.4181804955689685e-06,0,s103
0,wfpt,2.847999565219395e-45,0.0,0.047557318532849016,0.001805533373415158,0.0,0.34508740550364103,2.6684138318570197e-33,1.1488274969862027,0.002476820100888566,0.002489289452371146,0.041122461030212804,0.0017930556306388068,0,s106
0,wfpt,9.831190978262947e-46,0.0,0.052979380535622046,0.005073296156178575,0.0,0.5345754974175474,8.001638551705558e-89,1.2016616008781071,0.002550956451586206,0.002563662970695324,0.06624582887814306,0.005060621607733462,0,s108
0,wfpt,0.9206127119934631,0.0,-0.0003204068156805297,1.0929608177834282e-05,0.0,0.39190712683782036,0.35278438782635324,1.2185933654538312,-1.2533132162984018e-05,1.257350487060549e-07,0.003018135249103748,-1.7288017870598082e-06,0,s110
0,wfpt,3.292299874881434e-23,0.0,0.030634762976122526,0.0015362080855187976,0.0,0.49496629548096155,1.4034450524450024e-28,1.2162272039582986,0.0012177279800720253,0.0012302129145339569,0.03310092408635831,0.0015237269760921546,0,s112
0,wfpt,3.03886620115671e-10,0.0,0.01945904380032004,0.00011215993334889873,0.0,0.4911499502303669,0.0031950419863826644,1.2203353412164457,0.0004986462613399967,0.0005115445508669936,0.009310082417549465,9.925782180975062e-05,0,s121
0,wfpt,0.6367463199148294,0.0,0.0016077156490878174,9.229943356614534e-06,0.0,0.4246056250658635,0.3931602031459519,1.2264207145315886,-9.835354374709837e-06,2.8231582058779736e-06,0.0028544949095022,-3.4284881234025733e-06,0,s128
0,wfpt,1.0765810534885036e-35,0.0,0.04724094460606369,0.003980859391360281,0.0,0.41745651731998257,6.203013272988878e-71,1.1770783397819675,0.0019418507302796373,0.0019544050787528855,0.05920272856274625,0.003968330533519637,0,s129
0,wfpt,0.7578456827865325,0.0,-0.0014341615398814483,8.028744016286282e-07,0.0,0.5535819153385024,0.7999341092569727,1.2667599475155333,-1.1312065176127817e-05,1.1882324784107112e-06,-0.0009652709831629233,-1.1697428069945559e-05,0,s142
0,wfpt,3.6627687749628834e-11,0.0,0.024309281877762094,0.00031141031676495956,0.0,0.412894561820261,9.726328361949873e-07,1.192252135304329,0.0005555361146221127,0.0005685162500007612,0.01738435608592675,0.0002984270108391529,0,s145
0,wfpt,3.025988543514709e-73,0.0,0.07103642993027881,0.007702637956335079,0.0,0.49846333965848244,1.524802389843248e-136,1.1730535097251114,0.004075714032322764,0.004088163241512399,0.0855296099964143,0.007690233929208867,0,s149
0,wfpt,2.417204246730919e-20,0.0,0.028383791054278,0.0028225641825998515,0.0,0.4734915544923547,8.518336557794071e-51,1.2131993937389995,0.0010613501799823233,0.0010739160782642365,0.04621513426094552,0.002810020754641651,0,s161
0,wfpt,2.403335888918549e-24,0.0,0.02100199851211116,0.0007551376222754147,0.0,0.3818428699564797,1.1180253496386226e-14,1.190735492820111,0.00129949811502017,0.001312148059945173,0.017029620983856943,0.000742488632903715,0,s163
0,wfpt,7.609292475940111e-09,0.0,0.013641035437620064,0.0006998275512153374,0.0,0.8814261585297606,5.132324919314224e-13,1.3343702676484703,0.000434730411171258,0.0004481562250567839,0.015376901260147043,0.0006864137659801095,0,s165
0,wfpt,1.2446283957491814e-265,0.0,0.10517303256582275,0.029034750348034155,0.0,0.4401175942926856,0.0,1.1221845802809214,0.015028821107364365,0.015041133554911768,0.13754706931916139,0.029022612978979345,0,s168
0,wfpt,0.22502834127681556,0.0,0.003963545168290079,9.598552575962316e-05,0.0,0.3629994386065325,0.006555102579467309,1.204337711460842,6.130866849307637e-06,1.9118980952415043e-05,0.007707458443757935,8.299942203648936e-05,0,s170
0,wfpt,9.081232989127626e-30,0.0,0.04617840758378611,0.004699240491118917,0.0,0.39833915917142343,2.0020652561229405e-83,1.1729814953552693,0.0016015404478670892,0.0016140990770265873,0.0684710916728672,0.0046867206697459585,0,s173
0,wfpt,1.838097660153807e-291,0.0,0.1334042213659224,0.02184002898788573,0.0,0.3673836848798525,0.0,1.0656941634301518,0.016491030357350223,0.016503324373145944,0.13405581357685944,0.021827801682565484,0,s179
0,wfpt,2.908970766966841e-19,0.0,0.03399027092353643,0.0014539268757427504,0.0,0.5137149868268002,1.1705589772173807e-26,1.2159867475956143,0.001012241970908434,0.0010249680917255866,0.03382036076140528,0.00144120621950794,0,s180
0,wfpt,2.848568735108086e-122,0.0,0.07916828924770991,0.011742333782789216,0.0,0.388622754675217,2.307647852900323e-202,1.131155947449774,0.007051741408947376,0.007064471678035256,0.08144061805966951,0.011729663487830222,0,s182
0,wfpt,0.7133732496564171,0.0,0.00169212513941229,1.7454675451333834e-05,0.0,0.4069892584267907,0.24029069346320667,1.2213786108319433,-1.0950487218774896e-05,1.7080394777435615e-06,0.004945563169927756,4.7963480843682404e-06,0,s184
0,wfpt,0.0,0.0,0.21357816672843224,0.06333069335950925,0.0,0.23886237903359936,0.0,0.9330816880549372,0.06855112847571665,0.06856330602897942,0.2187491288066718,0.06331844899617112,0,s187
0,wfpt,1.7861802126244822e-11,0.0,0.019343419915961835,0.00019691092457796433,0.0,0.5609557253424974,7.213781526983678e-05,1.2370521321133026,0.0005523497908415109,0.0005648449169272096,0.011491301675452148,0.00018441307351824143,0,s190
0,wfpt,0.6410240085788119,0.0,0.0016407840596137056,5.2247232580349134e-06,0.0,0.4539632448623404,0.5192646994891258,1.2308682486581608,-9.844652099300077e-06,2.734879250287925e-06,-0.0021537150951852985,-7.354143823912196e-06,0,s192
0,wfpt,0.0,0.0,0.14291277696263466,0.022361795855756372,0.0,0.6944462343964752,0.0,1.1331843123830267,0.037909988886487556,0.03792397926007862,0.21561893160135687,0.022347928253779847,0,s196
0,wfpt,0.0003262551474292438,0.0,0.010026348264603507,0.00021208948585105247,0.0,0.5719640742335341,8.322226170654577e-05,1.24774876733462,0.00016344809843038544,0.00017716647654197892,-0.009666723902664712,0.00019839338581384425,0,s198
0,wfpt,8.23558932908215e-11,0.0,0.0203226021492735,0.0014359203572702484,0.0,0.4635447443829131,2.3901774474920652e-26,1.2191440120019132,0.0005247399488127469,0.0005374724421254307,0.03257948470124612,0.0014231994716471519,0,s205
0,wfpt,0.4579323196976407,0.0,0.0024622747993872166,1.5945543985207422e-07,0.0,0.4528620006551153,0.9112025269221095,1.2310415387213554,-5.757462925526369e-06,7.0639455937993034e-06,0.00035573417865508456,-1.26613840758516e-05,0,s206
0,wfpt,0.11112509660594412,0.0,0.00477633588288183,8.016107370900638e-05,0.0,0.5682681648623449,0.011329151878132363,1.2631898881354733,1.9228858189834774e-05,3.172971165388283e-05,0.007395447621671974,6.766176323969031e-05,0,s207
0,wfpt,4.635754699874484e-49,0.0,0.05230726458189551,0.0031905985803110104,0.0,0.5432448664670142,1.5247079465648076e-57,1.2051653704112875,0.0026932798712659967,0.00270574636109866,0.05217195654678353,0.003178138151282539,0,s209
0,wfpt,0.0,0.0,0.08372847359672572,0.017202966379176177,0.0,0.34651791718080294,4.6143682798088895e-300,1.1077923268657326,0.020253295782981406,0.02026572170539087,0.08568601996094813,0.017190525595439543,0,s212
0,wfpt,9.808459296954238e-89,0.0,0.05490910037743054,0.0018263642518590029,0.0,0.5232416865866234,1.8243006275349404e-33,1.1845967915007072,0.004995612338199895,0.005008137254335687,0.036815525589276976,0.0018138082927687815,0,s216
0,wfpt,0.0,0.0,0.6301001090918223,0.4609397730365691,4.2680631065971237e-125,0.0423460506077651,0.0,0.4165541114385339,0.4186036628830969,0.4186122797365638,0.682287118336371,0.460931786722501,0,s218
0,wfpt,0.00021956081670027017,0.0,0.012870269536528929,0.00039758677040147017,0.0,0.41427280469712735,2.084071841109317e-08,1.2121978573971992,0.0001601925324209441,0.00017284889272262127,0.018045725410086418,0.0003849332549550333,0,s226
0,wfpt,4.497845953652278e-128,0.0,0.09627554667460193,0.011580629158152389,0.0,0.5657600520966201,4.028584585497582e-202,1.1592772284093797,0.007298452641869013,0.007311019438680955,0.09800371092049316,0.011568117203788364,0,s233
0,wfpt,3.782998711028809e-51,0.0,0.055763156613199805,0.0016924060500526084,0.0,0.31095415059785353,6.014940595003351e-31,1.1285091996009353,0.002848183203820076,0.002860805538492772,0.041937832978611596,0.0016797689251385473,0,s237
0,wfpt,3.9470889112383064e-181,0.0,0.06663673450868549,0.008015208673028074,0.0,0.2952518870500277,6.725568475373657e-136,1.1096596279903952,0.0107045982870565,0.010717540911723944,0.06182351724969273,0.008002241212554217,0,s238
0,wfpt,5.112103011284789e-66,0.0,0.0722830991114719,0.005398470105571596,0.0,0.46889274676136883,3.552526314136636e-96,1.16210356553296,0.0036625699167380787,0.00367502429029376,0.07581847665424311,0.005386037275627253,0,s244
0,wfpt,1.5525515627696155e-31,0.0,0.05316197997674142,0.0028405089907630465,0.0,0.5134681132374868,2.0330165710887043e-51,1.1949673931674725,0.0016923468130928265,0.0017048258147451811,0.057211673291969106,0.0028280441855053073,0,s254
0,wfpt,1.1509848333406974e-07,0.0,0.018911685370368508,0.00020941128574603063,0.0,0.45036467929657953,5.6082377784237794e-05,1.200843795980402,0.00034967356674486805,0.0003625732793217651,0.014001952130662673,0.00019651042909540894,0,s259
0,wfpt,0.01406908756463713,0.0,0.006230183608748767,1.7208868890894458e-05,0.0,0.557406792227227,0.24362947462090875,1.2559755395135,6.37060513503096e-05,7.637197018117714e-05,0.0027171614383705656,4.550538412417815e-06,0,s262
0,wfpt,1.8620592981681144e-05,0.0,0.011512715292293085,0.00017001053592691218,0.0,0.23860232944377402,0.0002589003302028473,1.1534549894934092,0.00022070568893728382,0.00023344286670234915,0.010239632196038781,0.0001572735236532452,0,s265
0,wfpt,0.3433453634271506,0.0,0.002852839986775983,1.938231700271409e-05,0.0,0.49673526028742077,0.22184377547478576,1.2412929562426622,-1.3259841571411357e-06,1.1662564192604918e-05,0.0037258245057171843,6.395218406951564e-06,0,s269
0,wfpt,0.0,0.0,0.33857737698762363,0.1172893711736086,0.0,0.34422656736867296,0.0,0.832199219182015,0.09335279850303879,0.09336413173472291,0.3414537028019792,0.11727833701489432,0,s273
0,wfpt,0.0,0.0,0.11218783307649416,0.02080197915615367,0.0,0.19146876774310703,0.0,1.0195325909428323,0.021828906867785602,0.021841790423619445,0.11712137643738971,0.02078909463260248,0,s275
0,wfpt,0.6290508713110248,0.0,0.0014369325913028742,4.362946200875406e-05,0.0,0.3061999248498636,0.0642209722810158,1.1884749127690766,-9.767931146820175e-06,2.973156777774655e-06,0.005221398348704333,3.089083974405771e-05,0,s277
0,wfpt,0.0,0.0,0.2135695639638895,0.052511881162869756,0.0,0.41703220376413996,0.0,0.9899203969155049,0.056714909663864055,0.056726775034376176,0.20329853352293276,0.052499962773490894,0,s284
0,wfpt,1.0164585758920038e-16,0.0,0.02120197784891869,0.0003182155582237556,0.0,0.4483130085744804,6.281158561763963e-07,1.2016294367412066,0.0008717678168227438,0.0008845939257366986,0.013216186281263191,0.00030539879645508083,0,s285
0,wfpt,6.324381285629338e-270,0.0,0.06359279424827127,0.007825871581837895,0.0,0.4616417528696458,9.252874970047556e-121,1.1624595891917784,0.01764795894121718,0.017662166071755414,0.04696484146116908,0.007811595284269335,0,s286
0,wfpt,5.317801520252599e-60,0.0,0.04234513671972956,0.0014542092771363535,0.0,0.6022827058379511,5.387543558853798e-23,1.2178881430626394,0.003974174421269017,0.00398908922975616,0.0255523738413355,0.0014393051637191512,0,s291
0,wfpt,1.3650115851153423e-22,0.0,0.03393437649496303,0.0028657577369476384,0.0,0.3686863363331602,7.351502160480542e-52,1.1781102180075493,0.0011825706166995742,0.0011950559906339642,0.05154386107047473,0.002853293247307098,0,s294
0,wfpt,2.1746288556611273e-101,0.0,0.06586795471981904,0.006439440105684202,0.0,0.27088577965250427,8.792177413842375e-109,1.09772218661344,0.005983565229972565,0.005996647836379099,0.06892681669333632,0.006426366596382738,0,s295
0,wfpt,0.0,0.0,0.1116282919095356,0.019096946374072443,0.0,0.4563330477544694,0.0,1.1158462976417645,0.01850798256121322,0.018520328528048524,0.11158854128873345,0.019084607660474262,0,s301
0,wfpt,2.2477610047113606e-06,0.0,-0.01678286620342603,0.0001329212599857632,0.0,0.7691270913825023,0.0011508641219625517,1.342290079840977,0.00026879319577766125,0.0002813689056384572,-0.008842594287980635,0.00012034399919003125,0,s305
0,wfpt,2.007487531484239e-07,0.0,0.01842884974127771,0.0010433941125195245,0.0,0.401880191454161,8.24475556135417e-20,1.2014293230230102,0.00032733888265734645,0.00033991401425026435,0.027505795100009833,0.0010308283045006306,0,s307
0,wfpt,0.2003257565087111,0.0,0.0036046307911845425,7.47976564680064e-05,0.0,0.5138536159953854,0.015386635659300716,1.2472000746512144,8.155721756053502e-06,2.0898529583757153e-05,0.005850395373239124,6.205943126047497e-05,0,s313
0,wfpt,0.08022380499651584,0.0,0.004764197940471296,8.002101926984917e-05,0.0,0.5702451446137607,0.01397238868512081,1.2583091454953355,2.7306542715099802e-05,4.055928867219283e-05,0.006601683235226077,6.677669519539187e-05,0,s314
0,wfpt,3.9744522864821778e-25,0.0,0.027668524549002045,0.0006089855897140062,0.0,0.5770478924875663,7.686976524500289e-11,1.2291378867125973,0.0015308668773279521,0.0015452671128893813,0.0171020205722993,0.0005946054490709729,0,s326
0,wfpt,0.3445899243207522,0.0,0.0032651758303697057,3.584713772986081e-05,0.0,0.793143475432794,0.09240983460206557,1.3206024534262144,-1.3508683460727866e-06,1.1308498317652571e-05,0.00492006584650026,2.318904318476811e-05,0,s328
0,wfpt,3.892311082938921e-55,0.0,0.043740473911245886,0.0035168521630072336,0.0,0.7719571605084086,2.989964353640039e-63,1.2765477699906986,0.003040551245444334,0.003053013394330617,0.041881166745543784,0.0035043958122505936,0,s329
0,wfpt,0.8295939292513118,0.0,-0.0006372882187947598,9.047155560670816e-05,0.0,0.48030026250497126,0.012794131621344398,1.2418208167284988,-1.393003885796773e-05,6.765943604269964e-07,0.007320507754967914,7.587391000485333e-05,0,s334
0,wfpt,2.6657676426123764e-19,0.0,0.026409649457811938,0.0001517551213077173,0.0,0.28345356485496576,0.0007118680805741038,1.1521088164956543,0.001054921940096265,0.0010681556299427797,0.009808518320155855,0.00013851174737899985,0,s336
0,wfpt,5.721443332933828e-14,0.0,0.027407349753776927,0.00040226477972127306,0.0,0.35751704799717626,2.607529361975979e-08,1.1746073758593707,0.0007200858158126211,0.0007330636455790129,0.020326026285661526,0.0003892826537541527,0,s339
0,wfpt,4.51028226347995e-06,0.0,-0.011542579400958961,0.0026310557546669333,0.0,0.7419092671820864,1.0237050148800692e-41,1.3212655638659863,0.00028871234191829576,0.000303120517859079,-0.031073760380553442,0.0026167047093959006,0,s346
0,wfpt,6.576275986491916e-36,0.0,0.036559571858365614,0.00117787494417243,0.0,0.4740796630777214,3.6840517417009454e-22,1.1917095532606523,0.0019543457611633785,0.0019669012159222454,0.029826326190124486,0.0011653108277788204,0,s357
0,wfpt,4.828792433190732e-08,0.0,-0.015445890442921849,0.0002261155822939065,0.0,0.6392791403507331,2.8349886170991377e-05,1.3045917241179548,0.0003715120562036711,0.00038441614945683433,-0.010992144870426511,0.00021321494118820006,0,s359
0,wfpt,1.1137858729458176e-08,0.0,0.023889526414666372,0.0008454670086953664,0.0,0.5125499133679504,4.57326872415831e-16,1.2252706288101578,0.0004054769818414572,0.0004182927891549504,0.02827941852318898,0.0008326570067339611,0,s365
0,wfpt,1.9667447654844087e-15,0.0,0.02740196238380753,0.001179522321879678,0.0,0.5264679560678491,3.746786356820323e-21,1.22902590464248,0.0008221791998217487,0.0008354135184325262,0.030394186897878876,0.0011662925611221064,0,s368
0,wfpt,4.431355849684283e-30,0.0,0.02926198904053756,0.00037187027270424444,0.0,0.6513429790266259,9.602882354625411e-08,1.2430363677582938,0.0016894794237877209,0.0017025806117217934,0.012357236354289106,0.00035880289669798504,0,s369
0,wfpt,0.3290896898662181,0.0,0.003062046214159427,6.122753876347531e-06,0.0,0.5487511012801782,0.4853828372356309,1.253174664737839,-5.978192805233817e-07,1.1984761377981101e-05,-0.0020687053843651353,-6.4561019093023475e-06,0,s372
0,wfpt,4.598461456622292e-74,0.0,0.05898609141001017,0.007646159326349156,0.0,0.36704728759044747,1.0392388363258105e-129,1.1498828517489343,0.004310749560942129,0.004323765446984096,0.07681187533930597,0.007633187041574674,0,s374
0,wfpt,2.2994050820507145e-05,0.0,0.012454389668027558,2.1053480425692328e-07,0.0,0.3741835407060455,0.8977095616510545,1.197214870855653,0.00021558323930270795,0.00022832015779139514,0.00039777533241814374,-1.252864058187697e-05,0,s376
0,wfpt,7.383247470348694e-10,0.0,0.019302678680465563,0.00016649772664012463,0.0,0.41649256921389943,0.00035835422848864155,1.1994674963492886,0.00048249531323973915,0.0004955617555520986,0.01117064340662151,0.00015342766595516366,0,s380
0,wfpt,0.0003130708920249593,0.0,0.017976922441230073,0.0004802451733825208,0.0,0.5763395250933465,7.268229995898166e-10,1.249988666845569,0.00015177418499801032,0.00016443081207473398,0.024785361513351815,0.0004675927042714356,0,s383
0,wfpt,0.29396593444609354,0.0,-0.003871707126554956,2.919232721665388e-06,0.0,0.48022503273895334,0.6321527234724887,1.2472715522237368,1.291523223589941e-06,1.403052255444237e-05,-0.0014307174683613464,-9.819908157959745e-06,0,s384
0,wfpt,1.3813046890215583e-23,0.0,0.018999366576751435,0.00018277733348759373,0.0,0.39895875309924256,0.00016736047403568646,1.1959274644118738,0.0012815336370322061,0.001294444482696444,0.007912491331063047,0.00016987613316421513,0,s388
0,wfpt,0.3341151903096191,0.0,-0.002449469984366945,4.975471593549052e-05,0.0,0.5593937150093501,0.046719160716012134,1.2679535987178587,-8.444298367216163e-07,1.1738945580708204e-05,0.004856012681132164,3.717640899336683e-05,0,s391
0,wfpt,1.5209345098163761e-09,0.0,0.00821214729879776,0.0007363621877787274,0.0,0.3878952575872602,2.8666791868550854e-14,1.2063638932682035,0.00045329142947758694,0.0004660544243773046,-0.010770723625019473,0.0007236323903595521,0,s396
0,wfpt,0.002023937846777597,0.0,-0.004521556738329324,0.0001077149661732335,0.0,0.5795871258390983,0.003532638570616842,1.2781571932196365,0.00010821588794873715,0.00012090486998062033,0.004991275836681606,9.505778137053333e-05,0,s397
0,wfpt,0.0,0.0,0.22793906469103864,0.04974062073579122,0.0,0.441365308237452,0.0,0.9787228877266054,0.04983022326163267,0.049842100532307754,0.21124330039912903,0.04972874219658696,0,s402
0,wfpt,0.005654083150387143,0.0,-0.010336955476477835,5.652270206923937e-05,0.0,0.5809329923502125,0.03346555304036196,1.2854622124678008,8.321643321929084e-05,9.571554925280612e-05,-0.006840188983086722,4.4023096112955074e-05,0,s403
0,wfpt,3.615180312404409e-46,0.0,0.04506039170160499,0.0016711092389194437,0.0,0.43225379977518896,2.1420773730224065e-30,1.178058277170338,0.0025762893242532448,0.00258899568251314,0.037447958585769284,0.0016583913494093716,0,s408
0,wfpt,0.8301980445466575,0.0,-0.0009426258357783344,5.9257080686769825e-06,0.0,0.623899124994133,0.49249056596550145,1.2849628264142012,-1.2000445079429767e-05,5.784804472108718e-07,0.0024473761047244733,-6.653150195656821e-06,0,s409
0,wfpt,1.3083100859496633e-17,0.0,0.03695432707963889,0.0020653367447164284,0.0,0.5022053297378006,1.700511799342452e-36,1.211954841898613,0.0009344382766616199,0.0009474134911051646,0.04764484844581537,0.0020523762176475335,0,s420
