,index,log_rsq_adj,int_pval,rsq,slope_val,log_int_pval,int_val,log_int_val,log_slope_pval,slope_pval,log_slope_val,log_rsq,rsq_adj,subj_id,sub_id
0,wfpt,9.692800290173054e-07,0.0,0.00010486173340074068,0.010148422512562158,0.0,0.49266663949601347,1.2446192584815452,0.29751873475020457,0.002383347904736487,0.0036163269227820136,1.2333034511646801e-05,9.349903040445362e-05,0,s005
0,wfpt,0.0006356807008691678,0.0,0.00019146624091936904,0.009679602969268343,0.0,0.43748910746830805,1.2003684058068589,2.4402036038179102e-14,3.3061972514698737e-05,0.01688341868339918,0.0006468018012153465,0.00018035701033924934,0,s007
0,wfpt,-1.047772710593975e-05,0.0,5.673000114114757e-08,0.00023624484159832275,0.0,0.6199539285392244,1.2843034304900574,0.7595300293708097,0.9441538580396263,-0.0010658024833339746,1.0832213180878014e-06,-1.1504230289949291e-05,0,s009
0,wfpt,0.006094020694493052,0.0,0.007742880349747461,0.09841993938727527,0.0,0.4542021779669211,1.1293314247006987,7.167255566459647e-122,3.7428219386461615e-154,0.09858549208626899,0.006105064216968881,0.0077318550256331164,0,s011
0,wfpt,-4.387267373173742e-06,0.0,2.896682893549496e-11,-5.945586919490695e-06,0.0,0.4708346900907937,1.2432588235808943,0.4349633995723673,0.99871891139831,-0.003190300701791108,6.848863226771584e-06,-1.1236178588225343e-05,0,s012
0,wfpt,-1.0277023722915501e-05,0.0,7.949637528481546e-06,-0.0026798961076259223,0.0,0.39235567827288176,1.2173255307439974,0.7769918871816484,0.3989544122038857,-0.0009434186827570815,8.964003043177016e-07,-3.2237076899033212e-06,0,s014
0,wfpt,0.0015824041676903988,0.0,0.0029330032351178037,0.05765225433202262,0.0,0.4610865552992054,1.1894003365958552,4.512310422842938e-33,1.9327290360592793e-59,0.047337649839609086,0.001593497819795675,0.0029219244667367805,0,s015
0,wfpt,0.019603475129603476,0.0,0.024214651353607675,0.14502584787721684,0.0,0.4641875262863647,1.0702734223610975,0.0,0.0,0.15255184141022105,0.019614368545362137,0.02420380905323838,0,s017
0,wfpt,9.92079245087929e-06,0.0,6.0840719485422134e-05,0.008874044244271215,0.0,0.41900144872403566,1.2207123620866942,0.1688819637275901,0.01928286583300153,0.005499195069663912,2.1031916787817018e-05,4.973003747832383e-05,0,s026
0,wfpt,0.0035630567946492997,0.0,0.005774280663494502,0.06480047933139646,0.0,0.5951768283409533,1.210165466332888,2.480774394872528e-69,6.029957017916046e-111,0.05975949489104267,0.003574576430057763,0.0057627864587807,0,s027
0,wfpt,-1.1158364324748149e-05,0.0,3.3527760143980956e-05,0.005965700043543534,0.0,0.4629848230162611,1.238831475497193,0.9707046936031224,0.0832284973942805,0.00013200901778860283,1.5069550052260183e-08,2.2354700721094467e-05,0,s028
0,wfpt,7.445941746286877e-06,0.0,9.302101800190421e-05,0.009353269861876873,0.0,0.46674794379564455,1.2366090708683566,0.19624413287853162,0.0038103588284774765,0.004339589556843434,1.8557093581894613e-05,8.191069356167091e-05,0,s032
0,wfpt,7.356381805490031e-06,0.0,4.1882979425644784e-05,0.006408884268301218,0.0,0.46881865252692995,1.2359048562462371,0.1973271286956375,0.05219703125248149,0.00440743318619936,1.8467534636190663e-05,3.077208677226828e-05,0,s034
0,wfpt,-2.0817194841260545e-06,0.0,3.696916253015381e-05,0.005979076301583612,0.0,0.45659580608019895,1.234313794187872,0.36734102047580075,0.06814305064549996,0.003041652354450008,9.029538215465926e-06,2.585821527767429e-05,0,s042
0,wfpt,0.0012877602902761076,0.0,0.002314634838752161,0.046236345730645084,0.0,0.5544460979846453,1.2240237900212063,2.9146010291554694e-27,2.8418948501753643e-47,0.039092346561504114,0.0012988572162386802,0.00230354919945841,0,s049
0,wfpt,1.7902949729142748e-05,0.0,1.3520037793313122e-05,0.004283843436142781,0.0,0.46896857460437025,1.2318253898983815,0.10610983223992686,0.2699939329508522,0.0065385662229933885,2.9013985374470863e-05,2.4088299891422693e-06,0,s060
0,wfpt,-7.599325577700711e-06,0.0,4.606791638495089e-06,-0.0023531159003648276,0.0,0.4856800294902538,1.2486116684961996,0.573978341425464,0.5196435673127666,-0.0021202063601127048,3.5119934294058908e-06,-6.504515204008854e-06,0,s062
0,wfpt,7.133357793487338e-05,0.0,7.569997343348511e-05,-0.012014751381944643,0.0,0.49977960115917897,1.2666814758698677,0.0064500608928649604,0.00904932442986753,-0.014116821073408524,8.24440198999854e-05,6.458945653287085e-05,0,s063
0,wfpt,-4.4848837918998186e-06,0.0,7.375329130088204e-06,0.002170730172399585,0.0,0.31151626702086305,1.1838060255469618,0.43399712026911463,0.4244541502611441,0.002115769167514405,7.0773320375305815e-06,-4.1855465511275725e-06,0,s065
0,wfpt,8.464982802824927e-06,0.0,2.8162322346703128e-05,-0.005808714019815213,0.0,0.5623389010854728,1.2722953128426082,0.18439774134380524,0.11137692139247697,-0.004980287462276821,1.95761233156011e-05,1.705127723827804e-05,0,s066
0,wfpt,0.0021150937429823546,0.0,0.0027269106733577297,0.05705705395882542,0.0,0.6560751292272033,1.2311438674096529,2.47771833744179e-43,4.351155100573473e-55,0.05701567158290706,0.0021262434195848945,0.0027157677082711995,0,s071
0,wfpt,0.05937954836153547,0.0,0.05707199841604238,0.2130040994728234,0.0,0.4278063168721039,0.9854204349419392,0.0,0.0,0.22061238870976463,0.05938999981601423,0.057061521205420185,0,s081
0,wfpt,0.02404169653478061,0.0,0.02457468496859261,0.15164627056854774,0.0,0.5109054897953496,1.0760580264898885,0.0,0.0,0.15977974193950178,0.02405254063642015,0.024563846668685607,0,s082
0,wfpt,5.263041963132764e-06,0.0,1.4325019829009022e-05,-0.0036739614759268074,0.0,0.40886498239502744,1.2237822084613244,0.22477056913038201,0.2561907843869455,-0.003914382397635509,1.637421805344985e-05,3.2138209693499675e-06,0,s083
0,wfpt,2.5852746394328108e-05,0.0,3.8378011827155945e-05,0.005625411991543178,0.0,0.3090214679129636,1.1852634443070098,0.06816344875359868,0.06309922097803904,0.005585263782422453,3.696369370764785e-05,2.7267080228821072e-05,0,s084
0,wfpt,0.15945222204410547,0.0,0.1496643678948525,0.35147431281208374,0.0,0.4326394029642578,0.8209745181670355,0.0,0.0,0.3677731009229016,0.15946156156763291,0.14965491951119836,0,s085
0,wfpt,1.5644946040005436e-05,0.0,2.5657481443563945e-05,-0.004926131248066178,0.0,0.4365141992637934,1.2337987601669957,0.12192937588185937,0.13075810375731342,-0.005168426514798121,2.6880851556443375e-05,1.4421562181121672e-05,0,s086
0,wfpt,-6.466956289807868e-06,0.0,7.346270300745417e-06,0.002923823501988612,0.0,0.584353005966679,1.26927678406682,0.5179462731684861,0.4161548110166945,0.002450680837541793,4.644350135252218e-06,-3.7650061022187487e-06,0,s089
0,wfpt,0.026002888582189687,0.0,0.026108818873854966,0.14952748277235006,0.0,0.3900849912912016,1.0543224246481575,0.0,0.0,0.15017158032502498,0.026013710892564434,0.026097997620259106,0,s091
0,wfpt,0.046668053136560084,0.0,0.052008315894810475,0.23529954715418994,0.0,0.3833463027856929,0.9551128900840538,0.0,0.0,0.23706874412763107,0.04667864583144399,0.0519977824197988,0,s092
0,wfpt,-7.645915738319076e-06,0.0,2.8007425943998854e-06,0.0014525045330835607,0.0,0.47099386027948864,1.2346747244183511,0.5434206547454925,0.6307429692983471,0.0023971654770878516,4.475829851413593e-06,-9.32072943227169e-06,0,s093
0,wfpt,0.00011716001819506161,0.0,0.00028528585882270363,0.01930832074565491,0.0,0.412774490229985,1.2109560972436932,0.0007011741374208638,4.3420207760041864e-07,0.01389479248108346,0.00012833201832884722,0.00027411561240231475,0,s094
0,wfpt,-2.574440097546926e-06,0.0,7.075188864003046e-06,0.0024718710080628018,0.0,0.4848993170429885,1.2401810748277222,0.38074471064838256,0.4248895572254998,0.0027196321089692586,8.536823076776834e-06,-4.036090551107208e-06,0,s097
0,wfpt,1.7123159986698333e-05,0.0,1.879569368234968e-05,0.004341765716418985,0.0,0.48200614289697685,1.2322929511701546,0.11092144555417464,0.19339264495050404,0.005445985900180663,2.8234204296428977e-05,7.684544497954526e-06,0,s098
0,wfpt,0.0002880841443874127,0.0,0.0009787177068109054,0.02949233669405381,0.0,0.5477505046901133,1.243834165781958,2.272174845715508e-07,7.869220507706839e-21,0.018679864056581695,0.00029925423473309287,0.0009675552084055239,0,s103
0,wfpt,-3.1842917480595645e-06,0.0,8.049301606694037e-06,0.0028419518760967786,0.0,0.3032940431784518,1.1857304255713315,0.39831374699722155,0.3946979056852701,0.0028248299085525536,7.926978202621449e-06,-3.0619669848519493e-06,0,s106
0,wfpt,3.931371797205596e-05,0.0,0.00019514182702029537,0.014325269939812446,0.0,0.548230116036941,1.2550086841329542,0.03314653050529632,2.7779932804184192e-05,0.008153211479343381,5.042451571735107e-05,0.00018403263728083985,0,s108
0,wfpt,6.161815225724787e-06,0.0,2.3634936015093366e-05,0.005896777618169707,0.0,0.3799387538668765,1.2100248058375287,0.21292039096996399,0.1458341707955025,0.005271173171236876,1.7335055576772618e-05,1.2461766055404944e-05,0,s110
0,wfpt,-5.70359190921188e-06,0.0,1.331425226303029e-05,-0.004285287972879703,0.0,0.48639660645077176,1.2473749871288058,0.4854114294115597,0.2736702472391151,-0.0029131706241790553,5.407706033966342e-06,2.2030421723551186e-06,0,s111
0,wfpt,2.5905153156036143e-05,0.0,7.717803621509756e-05,0.009425431911698477,0.0,0.4462151867776549,1.2270987029797087,0.06796824762760291,0.008400224370169199,0.006960280027622419,3.701609988704391e-05,6.606753573779045e-05,0,s112
0,wfpt,-9.325841241469845e-06,0.0,1.2648126100911483e-06,-0.0009825136302948317,0.0,0.3981880033222211,1.2166353824036955,0.6842749862614241,0.7365326307265689,-0.0011859468197954765,1.8475721578203874e-06,-9.908607300657124e-06,0,s121
0,wfpt,7.161201996175315e-06,0.0,1.978408137082166e-05,0.004878545956156062,0.0,0.4306525855083486,1.222330403607842,0.19971169947723247,0.18208358676090197,0.00490264626164659,1.8272356995585604e-05,8.672943168752667e-06,0,s128
0,wfpt,6.385890995774801e-05,0.0,6.84312170349255e-05,0.008790905509209426,0.0,0.43438970213798017,1.218943242773509,0.009388888962629849,0.013075625217728011,0.009481287069909168,7.49694349756469e-05,5.732061936858379e-05,0,s129
0,wfpt,-4.217769633774182e-06,0.0,1.7068322831770288e-06,0.0015948147057610555,0.0,0.5290371143342838,1.253907725966538,0.4308983232994733,0.6951083857115881,0.0036001414564441753,6.893511800054597e-06,-9.404506781773847e-06,0,s142
0,wfpt,-8.695379076550935e-06,0.0,4.745390934424165e-06,0.002023557277912381,0.0,0.3704056565373065,1.2078512118795937,0.6376888613895639,0.5146002953673812,0.0015145121221270593,2.4780272783742063e-06,-6.4279900864328e-06,0,s145
0,wfpt,4.507245558227346e-06,0.0,1.7157389486044394e-05,-0.0039890559231678235,0.0,0.5155090469188047,1.2599298682045668,0.23578308907283882,0.21400330621363348,-0.004131979698608831,1.5618430046382414e-05,6.046222097877418e-06,0,s149
0,wfpt,1.3144714113400013e-05,0.0,8.192129734574394e-07,0.0008926907998258017,0.0,0.48260335557821127,1.2517014500905392,0.13954330604031268,0.7859853994411007,-0.005207658783785998,2.4255802628658785e-05,-1.0292135954159676e-05,0,s161
0,wfpt,7.600801200302598e-05,0.0,0.0002925900514255675,0.015509451421831816,0.0,0.49131794610096213,1.2379504284893221,0.005108056324354174,2.8685734461211727e-07,0.00827981838781065,8.71184020293514e-05,0.0002814819444683092,0,s163
0,wfpt,0.0030234391307479846,0.0,0.00414813359132804,0.08405682916830585,0.0,0.5179688656813779,1.1610708836132977,4.159092562718422e-61,6.79896358084096e-83,0.08585819307148113,0.0030345786581266188,0.004137006506181984,0,s165
0,wfpt,3.223619643111242e-06,0.0,1.7729175161407262e-05,0.004962868491089834,0.0,0.47887254869092044,1.2403634440182245,0.2560282208204692,0.20652849890170993,0.005105973310201843,1.433481839396844e-05,6.618014126491545e-06,0,s168
