,index,slope_pval,log_rsq,log_rsq_adj,slope_val,rsq_adj,log_slope_val,rsq,log_int_val,int_val,int_pval,log_int_pval,log_slope_pval,subj_id,sub_id
0,wfpt,6.907058235998521e-70,0.005285889055445359,0.005269309934292199,0.07829964884644339,0.005175028621491662,0.07106861684691507,0.005191609314026291,1.1461139902013628,0.4022526044054293,0.0,0.0,3.986820318494867e-71,0,s032
0,wfpt,0.011090622733988595,1.1530025341599526e-05,-5.137004725819239e-06,0.015027222874310756,9.084557964045281e-05,0.006284641638307692,0.00010751100997141716,1.2277222552314293,0.4378507020001208,0.0,0.0,0.40556072142212285,0,s034
0,wfpt,0.022371746748880213,0.00021338848229091045,0.00019672453890173802,0.009540328806989086,7.02780569531436e-05,0.01605081805062917,8.694383008178708e-05,1.2379444223019955,0.5411546757363215,0.0,0.0,0.00034589231161552244,0,s042
0,wfpt,0.011416150870180783,0.00011535815283858497,9.86928532977771e-05,-0.009636673712184879,8.998931210491001e-05,-0.01015457356032438,0.00010665475670723623,1.2469869220715104,0.4474623504431189,0.0,0.0,0.008516074649829867,0,s049
0,wfpt,8.647078129453017e-20,0.0007837027503398986,0.0007670485902470103,0.04106239311994446,0.0013640651045063734,0.03396318331971834,0.001380709314158235,1.191514670390461,0.4173450844539846,0.0,0.0,6.960089217324728e-12,0,s060
0,wfpt,0.0016196520046309812,7.468943283361895e-05,5.802345545813381e-05,0.013093537290667456,0.00014894996158454354,0.009073920047718863,0.00016561442349294353,1.2183958182900063,0.41871051863014275,0.0,0.0,0.03426671179758,0,s062
0,wfpt,0.07057019097140153,0.00012561249400089292,0.0001089473653714812,-0.009528428265901074,3.782960230025445e-05,-0.014725149726633663,5.4495916245511644e-05,1.2821284066050493,0.5504944489132395,0.0,0.0,0.00604476560027829,0,s063
0,wfpt,0.2093190289780341,5.693383414273612e-06,-1.1256534490300396e-05,0.004371573638203426,9.765567309250045e-06,0.0020229898290440446,2.671484160943205e-05,1.2213724403626587,0.42300355231240166,0.0,0.0,0.5622108751673727,0,s065
0,wfpt,0.1361148180310216,3.062482109406073e-05,1.3818048174352171e-05,-0.006011084325880265,2.052766786742044e-05,-0.0055101255823311185,3.733432801844572e-05,1.2836779467910149,0.5975984786397482,0.0,0.0,0.1770601606486087,0,s066
0,wfpt,1.139559058721337e-28,0.0010094050749844818,0.0009927546767224404,0.046884749328373464,0.0020380152415115926,0.036843353169528165,0.002054648218473898,1.2271966022951244,0.5566719551462402,0.0,0.0,7.020569851092346e-15,0,s071
0,wfpt,0.5977096168607223,2.74048541260008e-06,-1.3926691151855408e-05,0.0026579876808213946,-1.2025892552225415e-05,0.0023660699552455304,4.641252331794021e-06,1.258376626840378,0.5421064679643375,0.0,0.0,0.6851170424450541,0,s081
0,wfpt,9.097206352841711e-41,0.0030406664653841453,0.003024049922607075,0.05597367642139041,0.0029581970929994927,0.05485039247626032,0.002974814733342046,1.1851332030528765,0.4771359878430625,0.0,0.0,1.2407204515688928e-41,0,s082
0,wfpt,0.6790434687279736,1.1047811332431934e-08,-1.665617424539967e-05,0.0021705543747057698,-1.3813650150185097e-05,-0.0001442233637164378,2.853524530221918e-06,1.2582800243690218,0.5214329599598346,0.0,0.0,0.9794601735184609,0,s083
0,wfpt,0.8501270851835804,3.9625871137705104e-06,-1.270456908164519e-05,-0.0007085344668435883,-1.6072113126153198e-05,0.0018084729324008893,5.950991959213781e-07,1.2018849626327799,0.3445181030579555,0.0,0.0,0.6258389845697432,0,s084
0,wfpt,0.6763666724583202,6.9288373498732625e-06,-9.738269406422972e-06,0.0024539347997102265,-1.3762979419018606e-05,-0.004258561830063234,2.9041944168417544e-06,1.2288485272668794,0.4015481040927096,0.0,0.0,0.5190832793013486,0,s085
0,wfpt,0.1157368897778789,7.374126890336008e-06,-9.720640804955494e-06,0.0052858472725703645,2.5199059966229953e-05,0.002639268952155295,4.2292938510102296e-05,1.264540484248592,0.574087193365826,0.0,0.0,0.5113212913707716,0,s086
0,wfpt,0.2438027552307106,1.6011266582571793e-05,-6.556887948150347e-07,0.005308752878153916,5.975015113124371e-06,0.005174507961525798,2.2641859977023948e-05,1.2851103915362057,0.6514727125432374,0.0,0.0,0.32702476203618747,0,s089
0,wfpt,0.7486712369438642,5.230859254745646e-06,-1.1436275802134688e-05,-0.001491952645733683,-1.495627401015831e-05,-0.00260162901225236,1.7109197143483357e-06,1.228293473849337,0.41007430954955515,0.0,0.0,0.575333738656454,0,s091
0,wfpt,0.015207298005688135,7.141568976254398e-05,5.4749657822927844e-05,0.010725840849423476,8.153854548786921e-05,0.009936853051437322,9.820413093863944e-05,1.2611173196207144,0.5720834938788668,0.0,0.0,0.03845198584957467,0,s092
0,wfpt,0.0025667281065619276,0.00011741288707112219,0.0001007476217770309,-0.013140137345415876,0.00013487025655856133,-0.012281944595893046,0.00015153495313258158,1.2788780679963945,0.5539309675606574,0.0,0.0,0.00794915607866101,0,s093
0,wfpt,0.5024878307310556,1.1875843948794262e-05,-4.791180354679625e-06,0.0029134590349227637,-9.172177122485081e-06,0.004063113762524773,7.494920198913846e-06,1.2638844867364256,0.5604216949499133,0.0,0.0,0.3986067863782804,0,s094
0,wfpt,0.21624491669038567,3.0013575095244605e-06,-1.3665814706964596e-05,0.004817958732846999,8.819234014412203e-06,0.0017149980481054872,2.5486031473898052e-05,1.2375135552504584,0.4579323919067053,0.0,0.0,0.6713094670025673,0,s097
0,wfpt,0.2600165899114588,2.8647899576905722e-05,1.1981154817042317e-05,0.004732541159247861,4.478265093421641e-06,0.0059178976136823915,2.114513490358849e-05,1.2395064708268384,0.49540539412229234,0.0,0.0,0.18984410901091386,0,s098
0,wfpt,8.999315820994697e-20,0.0009676002658639549,0.0009509491708318274,0.035548942034102346,0.0013627514540494046,0.030778934622042203,0.0013793956855957523,1.2395754390931961,0.576259288713622,0.0,0.0,2.5145443244420513e-14,0,s103
0,wfpt,0.025467662200984578,6.171973956814458e-05,4.5053546023909874e-05,-0.010072586232311286,6.653088344132918e-05,-0.008801845606408464,8.319671902390358e-05,1.2076715866776389,0.32006838133938836,0.0,0.0,0.054310029685943687,0,s106
0,wfpt,0.8609242013036082,1.5746484152145968e-06,-1.5092547580586313e-05,0.0006858639449168567,-1.615562129031467e-05,-0.0012820620580203113,5.115924237575342e-07,1.2589632332633283,0.5228619687717437,0.0,0.0,0.7585633378377502,0,s108
0,wfpt,1.6233743355680057e-29,0.0030572685135439315,0.0030406522474768494,0.0379444857330587,0.0021023354403407746,0.044576820166620845,0.0021189673452819413,1.1335603190120658,0.2795681331013514,0.0,0.0,7.508349841262781e-42,0,s110
0,wfpt,0.9575084626313082,2.6610135762661358e-06,-1.400644211302371e-05,0.00020301188965002326,-1.661990605561492e-05,-0.0016223620868151961,4.731539648972216e-08,1.2814847856059832,0.6103686351804261,0.0,0.0,0.6894773782547923,0,s111
0,wfpt,0.37714903003638156,1.5974481616609637e-05,-6.924743740643891e-07,0.003537461984320733,-3.666978374283758e-06,0.003991796193888054,1.3000027192178187e-05,1.2413866365863409,0.48528299556542037,0.0,0.0,0.32758108577544565,0,s112
0,wfpt,0.007410587374474166,0.00012355536954655744,0.00010660773666693046,0.010116380994747362,0.00010458655635725567,0.010391011870488825,0.00012153422349470144,1.301425122710151,0.7267599178407806,0.0,0.0,0.006934301623564429,0,s121
0,wfpt,4.837944184662793e-07,0.00015875411640597914,0.00014208954015526576,0.02186459296923634,0.0004053911838878266,0.014489142478497988,0.0004220513717045904,1.2293989357367048,0.48037898670173057,0.0,0.0,0.0020262464318790154,0,s128
0,wfpt,0.5853625495564261,6.95420884211373e-08,-1.659767899320208e-05,0.002186968741552383,-1.1706194490646027e-05,-0.00027731167412398117,4.9609450649690245e-06,1.256435805538192,0.518261685229887,0.0,0.0,0.9484974668308092,0,s129
0,wfpt,0.17422690343441363,1.3257001429622939e-05,-3.410277650939264e-06,-0.005306505837854324,1.4103970875756211e-05,-0.0033725107979534694,3.077068025481022e-05,1.2899458549318732,0.6408361841301538,0.0,0.0,0.3724785862505481,0,s142
0,wfpt,0.07981569482976245,3.146000303977381e-05,1.4793305149862768e-05,-0.006806820618455765,3.44786312830303e-05,-0.005370185394134554,5.1145001078722885e-05,1.2109149237375916,0.3465248035060333,0.0,0.0,0.16947837805159535,0,s145
0,wfpt,0.1455148433614425,2.936587662250023e-05,1.2699143829286719e-05,-0.006480066021159756,1.864503277182461e-05,-0.006869986735765658,3.531166646519868e-05,1.2906158878700198,0.6214477468247938,0.0,0.0,0.18438707373786223,0,s149
0,wfpt,2.004520678251475e-17,0.0009429898318291663,0.0009263383266094882,0.033405194143809575,0.0011850147949470369,0.03346613823290552,0.001201661988820435,1.2326966364112009,0.5692243147306555,0.0,0.0,5.3310757278125816e-14,0,s161
0,wfpt,1.6334094391963641e-07,0.0002863285501869539,0.00026966610024770077,0.021653608309352573,0.00044033149982125597,0.019389971106970896,0.0004569911052897391,1.219044481085367,0.463359898923538,0.0,0.0,3.397364261047025e-05,0,s163
0,wfpt,0.12918258839299476,3.9035051017322075e-05,2.2368479382417483e-05,-0.0070345344990133014,2.1705945612682243e-05,-0.007798132477093121,3.837252829008708e-05,1.2657753156702924,0.5289398336573268,0.0,0.0,0.1259236469983448,0,s165
0,wfpt,3.83587123461959e-10,0.0006097095940037489,0.0005930525339282733,0.025610832596564305,0.0006364019471012394,0.025782031174769293,0.0006530582846744348,1.19810206254041,0.41162388948045053,0.0,0.0,1.4561262752487961e-09,0,s168
0,wfpt,0.1016522493482033,2.50411122748595e-06,-1.416334707693423e-05,-0.005740187669119817,2.799151519417009e-05,0.001351481463546883,4.4657993110264194e-05,1.2359119656579314,0.46961357681883764,0.0,0.0,0.6983079277288876,0,s170
0,wfpt,0.08164936131944617,4.3142171781251903e-05,2.6475668600589586e-05,-0.007699555501376581,3.386379647585258e-05,-0.007482566228529608,5.05301765190147e-05,1.2478460995584366,0.45863918210105636,0.0,0.0,0.10764370946602005,0,s173
0,wfpt,0.6180077983693752,3.678842540710825e-06,-1.2988318383921893e-05,0.0022601607961974255,-1.2522363219025223e-05,0.002194389940487179,4.1447899395974375e-06,1.2183709970911254,0.3961655001806488,0.0,0.0,0.6384905219568915,0,s179
0,wfpt,0.05990055816096309,6.003887649541628e-05,4.337265493592479e-05,-0.007951564410847219,4.2336741643111964e-05,-0.009007604869133462,5.90029804681258e-05,1.2839456168542724,0.5840652728542699,0.0,0.0,0.057700016310338366,0,s180
0,wfpt,0.36819530205579776,1.575205925363754e-06,-1.5092267861671615e-05,-0.0034988319999766804,-3.170756287973475e-06,0.0012202626382560328,1.349624100799307e-05,1.2406888540636787,0.48885141325661624,0.0,0.0,0.7585238798250915,0,s182
0,wfpt,0.7178422279217261,2.7222438965246454e-06,-1.3944932972131951e-05,0.001375007465448397,-1.4490938309075219e-05,0.0015480833627938076,2.176247659635422e-06,1.250343088920538,0.5032481228442341,0.0,0.0,0.6861107629059349,0,s184
0,wfpt,0.020686968582768004,4.9459827538012036e-05,3.279342965512022e-05,0.010421811327618399,7.255021817964558e-05,0.009599984842137546,8.921595343835964e-05,1.2569559066992557,0.56556692633519,0.0,0.0,0.08495097765049173,0,s187
0,wfpt,5.838094369352432e-07,0.00044267549286847174,0.0004260156487985167,0.021011865742454394,0.00039935360577370016,0.02128393320300083,0.0004160138942185254,1.2311559929784932,0.5088891590365026,0.0,0.0,2.547785350325086e-07,0,s190
0,wfpt,0.8273034175854729,2.032170467014538e-06,-1.4635017903108505e-05,0.0008601139229786657,-1.5873936886512396e-05,0.00136923053869277,7.932721327597037e-07,1.252732317916039,0.5069381999545473,0.0,0.0,0.7269556859936331,0,s192
0,wfpt,0.9520980854497927,1.9696609673269805e-06,-1.527346815533015e-05,-0.000324424697359596,-1.6888559481342824e-05,0.0013032501187348533,6.116659134747238e-08,1.2712418768166274,0.5554232205685197,0.0,0.0,0.7353814196510907,0,s196
0,wfpt,0.7476360731405207,1.9813096541199116e-06,-1.4685879563769433e-05,-0.0014895678822225106,-1.4941653440292413e-05,-0.0017000228988583166,1.7255400405202792e-06,1.258655548225443,0.5206971576759889,0.0,0.0,0.7302592297951527,0,s198
0,wfpt,0.04807628692262343,2.6700171012916663e-05,1.003339378979895e-05,-0.008919593145949202,4.845640879913571e-05,-0.0060712299812383935,6.512254562796027e-05,1.2245707899131295,0.3936759908873727,0.0,0.0,0.20562497834454244,0,s205
0,wfpt,0.004581742381105607,0.00011410346696005824,9.729809709002613e-05,-0.010832335988297293,0.00011827643536388432,-0.00985418131551017,0.00013508145265095362,1.250338986183026,0.46585277903521194,0.0,0.0,0.009170799957528442,0,s206
0,wfpt,0.11615200469404804,3.798400782706324e-05,2.1317418674171584e-05,-0.006059974832849627,2.4475257677791795e-05,-0.005858964212513706,4.1141794199117676e-05,1.2528341666837086,0.48172309986283424,0.0,0.0,0.13113734987315426,0,s207
0,wfpt,0.511657237323502,7.935312674622885e-06,-8.731777306536515e-06,-0.0027500475995190163,-9.488889328723715e-06,-0.0030056710108650464,7.17821327111956e-06,1.2619927510643132,0.5351041857600631,0.0,0.0,0.49019381768104686,0,s209
0,wfpt,0.13316971938214925,2.5177285297939278e-05,8.51048269256971e-06,-0.006525298283810513,2.0920258466117225e-05,-0.005456986203728687,3.758685423849162e-05,1.2724714801848473,0.5568153548772368,0.0,0.0,0.21904859297830617,0,s212
0,wfpt,0.23634431816590448,1.3453474925761988e-05,-3.2135230829677397e-06,-0.004414814631318764,6.704989798267391e-06,-0.0034842457383791534,2.337182249567693e-05,1.2513337069174788,0.5034203350914894,0.0,0.0,0.36895521364052797,0,s216
0,wfpt,1.2101887612491719e-89,0.006918382575369919,0.006901691566975954,0.07624309464055569,0.006734197641400375,0.07698085585456033,0.006750891464865516,1.1790340199343246,0.5453785475835111,0.0,0.0,7.91971437612041e-92,0,s218
0,wfpt,0.26885614124980195,2.528676346436054e-05,8.619962683642513e-06,0.004578844084521194,3.7099881613489316e-06,0.0051965390458671296,2.0376870776273037e-05,1.2114907400690718,0.38210022763994145,0.0,0.0,0.2180495073370301,0,s226
0,wfpt,0.27234194854256194,0.0001018710232980613,8.492101178825262e-05,0.003860605336934581,3.473528923492175e-06,0.008006832535340125,2.0422909870143613e-05,1.2549794182295937,0.5724120891227245,0.0,0.0,0.0142272146584278,0,s233
0,wfpt,0.12749204770437012,1.2342722506164527e-05,-4.3242940157561804e-06,-0.007178991967384618,2.2047275643255482e-05,-0.004234991163299201,3.87138526316555e-05,1.2198321869186817,0.3780136661284248,0.0,0.0,0.38948889176719814,0,s237
0,wfpt,0.726777830223524,1.397342030196036e-06,-1.5269856920907543e-05,-0.0014704749369953774,-1.4632259110580748e-05,-0.001246383982968835,2.0349292136900843e-06,1.228693973755178,0.43047621369175015,0.0,0.0,0.7721633181784723,0,s238
0,wfpt,0.12811706385178287,2.2973376901602727e-05,6.306537563172121e-06,0.007280031065312624,2.1920497256133764e-05,0.006405068904230624,3.858707635751024e-05,1.2507235705638617,0.5338171420005284,0.0,0.0,0.24038052370635077,0,s244
0,wfpt,1.3934745427469307e-28,0.0013709228195534218,0.0013542784467879265,0.045871395117465616,0.0020313763546158103,0.04156668454248452,0.0020480094422280493,1.198760542539766,0.4742215336106913,0.0,0.0,1.1642780098854968e-19,0,s254
0,wfpt,0.9539779159643907,1.5603562553145878e-08,-1.7529179222597335e-05,0.00024005004648563252,-1.7486038461855813e-05,-0.00012324300712991676,5.843575778818888e-08,1.2301656792624582,0.491453780805812,0.0,0.0,0.9762090561958772,0,s259
0,wfpt,0.5803181557032894,1.6152340154285127e-07,-1.650791881346869e-05,-0.0022465101206281713,-1.1571594905390725e-05,0.0004428841170394087,5.095542406907683e-06,1.2705321678162365,0.6259341454112858,0.0,0.0,0.9215858362563565,0,s262
0,wfpt,0.0030652484774172993,0.00024399331682034564,0.0002273301612704115,0.009836399142979336,0.00012946758419873916,0.01246864453702743,0.00014613237081884112,1.1618499770926123,0.2581878236500329,0.0,0.0,0.00013006969745897067,0,s265
0,wfpt,0.29064840278681475,2.0173235242171295e-05,3.5063492331843804e-06,-0.0051319254627067885,1.943947822158343e-06,-0.005893831983669419,1.8610859871648344e-05,1.2746278833693112,0.5632795382770996,0.0,0.0,0.27126165024834675,0,s269
0,wfpt,1.714412451495441e-11,0.0004239949349956751,0.0004073347795726656,0.029395696535944028,0.0007376335203430617,0.02340352933564166,0.0007542881706953386,1.2385614673040786,0.5406424356005097,0.0,0.0,4.5540459078355433e-07,0,s273
0,wfpt,0.30184749599139915,7.67530886602863e-06,-8.991785448664302e-06,-0.004218363019378401,1.1005586935119993e-06,-0.0026964400487405286,1.7767484799646738e-05,1.257617453884906,0.5193094748809575,0.0,0.0,0.4973898714023195,0,s275
0,wfpt,0.4883028283544014,0.00017002532027232675,0.00015336093188134114,0.0026136645100623577,-8.66238985497425e-06,0.012267698663439547,8.004698969665824e-06,1.191015035380197,0.3532557683506248,0.0,0.0,0.0014029135468384293,0,s277
0,wfpt,0.8154684184335332,5.582040645268904e-07,-1.610900887261124e-05,0.0010913752039894992,-1.575942009424125e-05,0.0009403342907792489,9.077870163354262e-07,1.2498261965371074,0.5004292844640026,0.0,0.0,0.8547940362090893,0,s284
0,wfpt,9.37822683130619e-07,0.0002825023213063327,0.00026583980759453674,0.021197635940059176,0.00038413788296365325,0.01992221492444557,0.0004007984250080643,1.2468097367437414,0.5649395844688782,0.0,0.0,3.8340392179672305e-05,0,s285
0,wfpt,0.7611498199173183,1.6851361228642503e-06,-1.555680868325915e-05,-0.0013163988830835202,-1.5648801394929635e-05,-0.0015649423779371119,1.5931449971473555e-06,1.265221366208657,0.5607335517146188,0.0,0.0,0.7545663429767113,0,s286
0,wfpt,0.270268343980878,2.780391509671354e-05,1.0854659256098742e-05,0.004332209395098182,3.651020693551388e-06,0.005416319755060229,2.0600398631831496e-05,1.2762125166738523,0.6372908181889123,0.0,0.0,0.2002727507721997,0,s291
0,wfpt,0.11245235154147133,3.614002809171346e-05,1.947340820473986e-05,-0.007148574927714712,2.5324582422769915e-05,-0.006993510301765017,4.199110478853019e-05,1.2434250573121173,0.4465152799327543,0.0,0.0,0.14087726981432416,0,s294
0,wfpt,0.31330287762079856,5.799905089531876e-07,-1.608722206491997e-05,-0.004106684680325545,2.7863541440797945e-07,0.0007444567211397531,1.694557521958462e-05,1.2433912620752205,0.4917717456407238,0.0,0.0,0.8520195924988676,0,s295
0,wfpt,0.9497981654771088,3.4431421214176083e-07,-1.632290228981148e-05,0.00037256357484851364,-1.6601151859418906e-05,-0.0009600993593777418,6.606928015795432e-08,1.2452120839403698,0.4731561744115369,0.0,0.0,0.8857145524014447,0,s301
0,wfpt,0.35861152555055187,3.886305645406374e-06,-1.2780851821547756e-05,-0.003661631691786005,-2.620672471254082e-06,-0.0020140387852972553,1.4046315656379704e-05,1.2843296989324342,0.6267366999737796,0.0,0.0,0.629183897886908,0,s305
0,wfpt,0.35999283094071777,2.4260978639611963e-05,7.594160761903446e-06,-0.004124225313134124,-2.7012008605442617e-06,-0.005731142745505971,1.3965788609460184e-05,1.2348867374178192,0.4206655359336965,0.0,0.0,0.22762899532795086,0,s307
0,wfpt,0.9478398535185488,9.23632050175982e-07,-1.5743574796278637e-05,0.0002983086910636314,-1.6595889168691258e-05,-0.0011373229391067573,7.13318832890053e-08,1.250169306057793,0.5028526280573546,0.0,0.0,0.8138941988830437,0,s313
0,wfpt,0.9590575475949608,3.975527018695857e-08,-1.662746630803902e-05,-0.00021629005280704439,-1.662329609408708e-05,-0.00019428541740382221,4.392541452791221e-08,1.2642046293632079,0.5494036620297824,0.0,0.0,0.9610478549219821,0,s314
0,wfpt,0.30753415371899295,5.1573328581522304e-05,3.152624705249352e-05,-0.0036033932788299763,8.251636348655111e-07,-0.006110588376796811,2.082554713922491e-05,1.257567919031465,0.5878116258526463,0.0,0.0,0.1087345181728848,0,s326
0,wfpt,0.2032802963455302,7.5130331727013555e-06,-9.154063846716909e-06,0.005422526601034351,1.031146756980128e-05,0.0031694598228594884,2.6978240158292977e-05,1.2364644417694075,0.458195291578882,0.0,0.0,0.5019719386816491,0,s328
0,wfpt,1.5021340051364507e-05,0.0003756619762204094,0.0003590010152212386,-0.02029175655228341,0.00029554944426823937,-0.024561713637982402,0.00031221146281124046,1.2454053491745145,0.3874347896734793,0.0,0.0,2.0549044728429953e-06,0,s329
0,wfpt,0.45758124781558573,4.747771446211857e-06,-1.1919371662338918e-05,0.003003993944932209,-7.469983721364315e-06,0.002174353627442331,9.197085229617485e-06,1.2485935523241718,0.5047371344579404,0.0,0.0,0.5935365305171971,0,s334
0,wfpt,0.17755032344807792,1.9672977181861562e-05,3.0060828349887103e-06,-0.005228014703964289,1.363425449119049e-05,-0.0048735853602252036,3.030097169898216e-05,1.2770994575127177,0.5839057042093907,0.0,0.0,0.2772865736785294,0,s336
0,wfpt,0.18233405783589907,1.8341336579075218e-05,1.6744200374008145e-06,0.005612482958735178,1.2975675672155518e-05,0.004681385032046081,2.9642403856389166e-05,1.237224822757923,0.47581522559516415,0.0,0.0,0.2941685904798017,0,s339
0,wfpt,0.07051618983524417,1.8785293691925276e-05,1.9783217819480114e-06,0.007396511812137466,3.816861435668173e-05,0.004851572109440691,5.497497801632001e-05,1.2354948441314144,0.4678366031248115,0.0,0.0,0.2904167225600547,0,s346
0,wfpt,2.8481095441136415e-06,0.00034721296177453453,0.00033055152660932396,0.023188366488003452,0.0003485583189413166,0.0222745880075651,0.0003652194539882636,1.21598810109733,0.46156098452810157,0.0,0.0,5.004596538476674e-06,0,s357
0,wfpt,0.6848040649615494,6.947547931290821e-06,-9.719558513143767e-06,0.0016728698377790417,-1.3920931104971501e-05,0.0026768551085897332,2.7462453634496953e-06,1.2446361232567276,0.5026048309279454,0.0,0.0,0.5185195767279731,0,s359
0,wfpt,0.02089932067137067,0.00010091513247101336,8.424959220509898e-05,-0.010427035792725328,7.225348503947515e-05,-0.011615603748507806,8.89192252437887e-05,1.2533271859746509,0.4614816581562719,0.0,0.0,0.01386728029187612,0,s365
0,wfpt,1.5118999627531633e-09,0.00043691803107526184,0.00042025809104440093,0.024754729444977162,0.0005918320784645825,0.02205816804955152,0.0006084891588813424,1.1997553691295846,0.40154495326179496,0.0,0.0,3.0469542547635656e-07,0,s368
0,wfpt,0.0018380210182831675,0.00010764724822087679,9.09818201606516e-05,0.016895989890662703,0.00014507333627067354,0.015876268669510044,0.00016173786279061186,1.2391896391800756,0.5212415204691503,0.0,0.0,0.011039713156721987,0,s369
0,wfpt,2.2860901043278052e-37,0.002831827989640323,0.0028152079661060148,0.048682774161374766,0.0026994479164001994,0.04961712280138697,0.002716069869300841,1.1913030141243255,0.47907435107545204,0.0,0.0,6.883319405636655e-39,0,s372
0,wfpt,0.2446237309844024,1.047808789844673e-06,-1.562078508277054e-05,-0.004382072810345335,5.896327376353483e-06,0.0009626331648592782,2.256317355175952e-05,1.2706321462552457,0.6052069443896088,0.0,0.0,0.8020303140064426,0,s373
0,wfpt,0.0230548926314471,0.00013650195060033177,0.00011983700346784865,-0.011011349038144644,6.940683417966387e-05,-0.01327796150106686,8.607262182891429e-05,1.251864943575417,0.45008649440494064,0.0,0.0,0.004211415097058235,0,s374
0,wfpt,0.6339102647254569,2.5779297063710516e-07,-1.6409424973495845e-05,0.0019929729986229664,-1.2887086109580892e-05,-0.0005362678899717005,3.7800731279569177e-06,1.2265317840803944,0.41521828184518694,0.0,0.0,0.9010253848480453,0,s376
0,wfpt,0.00983741810852571,0.00014767503793788883,0.00013101027702977497,0.00985168999425738,9.440146495121038e-05,0.011308200768011263,0.00011106683601636025,1.2161866003652348,0.4299049347894316,0.0,0.0,0.0029136186958233323,0,s380
0,wfpt,1.509571322583152e-60,0.0029901658280507837,0.0029735484435683412,0.0792154103804817,0.004464048202308724,0.07356465139072682,0.004480640744714437,1.1575527151442675,0.45218010215165544,0.0,0.0,5.717471918429168e-41,0,s383
0,wfpt,0.0015216255893861093,9.452210154115015e-05,7.785645472124791e-05,0.013700680443917871,0.00015086590050850113,0.010957149625824121,0.00016753033048411137,1.223530866757541,0.44703482268397277,0.0,0.0,0.017244103524216316,0,s384
0,wfpt,0.37370322184097526,1.509881322192541e-07,-1.6516509392827672e-05,-0.0035946767510176766,-3.477980109911627e-06,0.0004311032997473853,1.3189022306625553e-05,1.2668648841346903,0.5887296631082634,0.0,0.0,0.9241738260966899,0,s388
0,wfpt,0.2790859916938839,1.2284303329557211e-05,-4.382714166029089e-06,-0.004576228570188697,2.8593153504896662e-06,-0.003850400925095641,1.952621214362793e-05,1.2663489533706684,0.546701839006688,0.0,0.0,0.3906132911200423,0,s391
0,wfpt,0.0016733582725240895,7.128664777844573e-05,5.4620613687994535e-05,0.01516383465887819,0.00014794948400909114,0.010852132813570559,0.00016461396259237482,1.19950007657116,0.3591885444371971,0.0,0.0,0.038627541096120745,0,s396
