,index,log_rsq_adj,log_rsq,log_int_val,rsq_adj,slope_pval,int_val,rsq,log_slope_pval,int_pval,slope_val,log_int_pval,log_slope_val,subj_id,sub_id
0,wfpt,0.000244904571491511,0.0002702154678542179,1.33146899558528,0.0002922909384507344,0.0003969653320326333,0.6986209456001198,0.00031760063512820125,0.0010863560024052955,0.0,-0.020848515734818586,0.0,-0.022329794639337208,0,s005
0,wfpt,0.014934243193007735,0.014962946411540057,0.9727240276798188,0.018787778533186472,1.574278306522704e-144,0.14041711782556082,0.01881622029154084,1.5792197918038256e-114,2.0584235625482936e-123,0.12381364984866691,0.0,0.09927909710692479,0,s007
0,wfpt,8.976575406494103e-05,0.00011508057809206385,1.2447033806573478,2.505629216242866e-05,0.15837769085397543,0.5424412259149796,5.037275444530476e-05,0.03300236057540293,0.0,0.006522228832977811,0.0,0.00989796778267471,0,s009
0,wfpt,-1.609878812702803e-05,8.924761125905789e-06,1.3608993058446082,3.334043049907365e-05,0.12661437501571426,0.985668762103511,5.8340221983033125e-05,0.5503735276233934,0.0,0.006787503987151758,0.0,0.0028623350667682746,0,s011
0,wfpt,-2.2161094022088434e-05,3.1578456719527637e-06,1.3180859045517601,-2.504579952322672e-05,0.9174575150844863,0.7838742176470808,2.719311991139506e-07,0.7239696556913015,0.0,0.0005974643530067157,0.0,0.0023992806321406737,0,s012
0,wfpt,0.006332822862267884,0.006358000027421928,1.157092423181307,0.004482808599114763,1.0523533107768147e-40,0.48151879667768704,0.004508012204051726,1.0936397096904197e-56,0.0,0.056451075445169314,0.0,0.06280995015425767,0,s014
0,wfpt,-1.2349781086884448e-05,1.2651152681009137e-05,1.2946973339913481,0.00018377259551449754,0.003854549922204897,0.6627758293576866,0.00020876862610030855,0.4768678721392037,0.0,-0.015482401302575735,0.0,-0.00444642281051234,0,s015
0,wfpt,0.00037929865595665024,0.0004049325851119834,1.3429629911804384,0.0011326777732907356,1.7821322658877524e-11,0.9094308092702237,0.0011582904126462568,7.065070626481778e-05,0.0,0.028254986175669256,0.0,0.016710607713204654,0,s017
0,wfpt,-1.0254817962573881e-05,1.4746063429882383e-05,1.3204667858312753,-1.2625185899839408e-05,0.4817043320308032,0.7358428866176213,1.2375754753213286e-05,0.4424925918912096,0.0,0.0031151132500668623,0.0,-0.003723016452206185,0,s026
0,wfpt,0.0005872857259299202,0.0006122779166393144,1.3274722340107803,0.0006499836642105405,2.028092287126928e-07,0.6745585420650824,0.0006749680392282853,7.465924487024008e-07,0.0,-0.02653402739494516,0.0,-0.03212115377918699,0,s027
0,wfpt,-2.2347687149926188e-05,2.971257268336025e-06,1.31703858502794,-2.149229966064148e-05,0.6974942671682145,0.7482054419339517,3.825341097329904e-06,0.7319249824450977,0.0,0.002008571281097103,0.0,-0.00203435406224637,0,s028
0,wfpt,1.0406969196297133e-05,3.572380235750128e-05,1.2907543171412776,0.0003919955250475393,4.901442747294188e-05,0.6795450916657955,0.00041730269749440385,0.23488613155631674,0.0,0.019783424618074107,0.0,0.006144876878273517,0,s032
0,wfpt,0.0001144529871425215,0.000139450750761827,1.264367475744672,0.0003674851517496691,7.417851623852717e-05,0.6000255511082808,0.0003924765894067761,0.018186750664341313,0.0,0.02153231672814444,0.0,0.014585510990706735,0,s034
0,wfpt,1.3152695883200671e-05,3.815424218167607e-05,1.3228056258316574,3.820767303408523e-05,0.11182661148411495,0.7757516506778057,6.320734283393747e-05,0.21670968599696483,0.0,-0.00783625663476558,0.0,-0.006419577891564693,0,s042
0,wfpt,0.00042551178388572364,0.00045050177084071663,1.29698622299261,0.0006518023126699246,1.95314382003513e-07,0.7677860138632624,0.0006767866422202617,2.1825156049121865e-05,0.0,0.024990694042233197,0.0,0.023241818774693446,0,s049
0,wfpt,0.00011403003684573587,0.00013902781103913853,1.292544758841561,0.0002647194579997736,0.000663254846501354,0.7139657119267493,0.0002897134648633948,0.018363332359239613,0.0,0.018647670202402655,0.0,0.013631880088230686,0,s060
0,wfpt,8.025225013341686e-05,0.0001052589961884065,1.3103317629711944,0.0009233495199679753,7.262913699229681e-10,0.777292011495226,0.0009483270606683858,0.04021122396429456,0.0,0.028421262454357017,0.0,0.010244012992621463,0,s062
0,wfpt,0.00012214138031252375,0.00014713895171725166,1.294968313831753,0.00016217214694147497,0.006214664481640572,0.7110730196581347,0.00018716871755197761,0.015264993845761137,0.0,0.01374399378536206,0.0,0.012482909332441859,0,s063
0,wfpt,-2.3058580627344227e-05,8.455082076475051e-06,1.2426432055733416,6.519686075678877e-06,0.2716129201196878,0.6546039991410454,3.7770458922059547e-05,0.6044787627963795,0.0,-0.0050406392091215686,0.0,-0.002309182958919587,0,s065
0,wfpt,0.00012756382911249808,0.00015320815935537802,1.3045465181484732,1.8671600828135126e-05,0.18865028537613854,0.79295567248021,4.431280517691594e-05,0.014519843478288233,0.0,0.006017878620529509,0.0,0.010251574644264473,0,s066
0,wfpt,-2.515955951598592e-05,1.5817408638429953e-07,1.3263555629774557,4.573351420456007e-06,0.27723163434318826,0.7968879679797994,2.989033227196458e-05,0.9370000028364787,0.0,0.005473808607218225,0.0,0.0004298798333823538,0,s071
0,wfpt,4.731517555200959e-06,2.973452464327675e-05,1.2745258293674593,7.179445125804484e-05,0.04910744100816841,0.631422502476612,9.679328136746879e-05,0.2754898967846589,0.0,0.009595470796695055,0.0,0.005664175110149282,0,s081
0,wfpt,0.0016099833102792838,0.0016349436847058474,1.2487655265612279,0.0028046186853775135,1.8220313757048515e-26,0.7193832858994609,0.00282954919317302,5.969271397347258e-16,0.0,0.060609886182390216,0.0,0.056226539840781325,0,s082
0,wfpt,-6.548945118423077e-06,1.8770240342025346e-05,1.2480985216965872,-8.577745441717965e-06,0.41614485393279044,0.598842058870228,1.6739568357349022e-05,0.3892357355283208,0.0,0.0044618260855840705,0.0,0.005426868795158294,0,s083
0,wfpt,0.010670330721441301,0.010695069529405132,1.137071751330004,0.007470769579059455,2.0621366741731843e-67,0.5309877427252088,0.007495583430166208,1.6300102999825667e-95,0.0,0.08134889497492495,0.0,0.0934069822971737,0,s084
0,wfpt,0.002668339924823848,0.0026935894668395077,1.2351205901474276,0.0027605089076111478,8.930689809281718e-26,0.6042251728857319,0.0027857561161758193,5.632948143676199e-25,0.0,0.04304209519051309,0.0,0.041790573237365604,0,s085
0,wfpt,7.778131263647126e-05,0.00010342231626969678,1.3385619443378052,0.0001584191525565437,0.007378587751455585,0.888828905162423,0.00018405677354293992,0.04461288644265072,0.0,0.012644594275359576,0.0,0.01175434403695725,0,s086
0,wfpt,-6.886089782165428e-06,1.8438233710726948e-05,1.36499520179697,1.3617920045172482e-05,0.21493779282237238,0.9657043464112958,3.8934671914403474e-05,0.3935101335948785,0.0,-0.006479611384603992,0.0,-0.004962148660945427,0,s089
0,wfpt,-9.932135766721473e-06,1.5068737558410206e-05,1.2845529410533643,-2.158296869803067e-05,0.7115642770738271,0.6356275799677966,3.41819590521375e-06,0.43754348011984434,0.0,0.001699641998886569,0.0,0.003414980331793452,0,s091
0,wfpt,-1.9463084143023224e-05,5.854505241265073e-06,1.2941912779222922,3.2949576618923615e-05,0.12925561463568408,0.6781275361635012,5.8265839066762304e-05,0.6306066484019692,0.0,-0.0075009767346888015,0.0,-0.002338173593473769,0,s092
0,wfpt,-1.3473219599546837e-05,1.2170781662490526e-05,1.2798822740132039,-2.49545363479875e-05,0.8699089497711125,0.6737907234129206,6.877866483012696e-07,0.4908801592889406,0.0,0.000813927359862284,0.0,0.0038491615228522964,0,s093
0,wfpt,-1.2791235501685705e-05,1.2209709302823946e-05,1.3219224023354443,9.639539645600603e-05,0.027554359976429268,0.7721070926659399,0.00012139361152641026,0.48465941348973274,0.0,0.010562493818664387,0.0,0.0035229613345440017,0,s094
0,wfpt,-2.4455839823689374e-05,5.453966031021551e-07,1.3111789820626143,-9.366360529394768e-07,0.3265548127178014,0.7124759696144928,2.4064012379088062e-05,0.8825816245686678,0.0,0.005690891581369824,0.0,-0.0009907861547742702,0,s097
0,wfpt,0.00038835443427276406,0.0004140032589864395,1.232140908052155,0.0001491042275192367,0.009039024122653587,0.5975328843515173,0.0001747420873559058,5.890079960849636e-05,0.0,0.011892363910429315,0.0,0.017802016267778796,0,s098
0,wfpt,-1.885113669986005e-05,6.7936600980367245e-06,1.2992991913053942,1.2007026731764014e-05,0.22562655898807085,0.7163823285998194,3.764840197151287e-05,0.6067671579279208,0.0,-0.006285401448177637,0.0,-0.0029189902994355066,0,s103
0,wfpt,-1.7454051460585873e-05,7.547009917230341e-06,1.2629476040503929,-1.0017442810816846e-05,0.4388435761149866,0.5390722690423675,1.4983432647053263e-05,0.5827170446409289,0.0,0.004258196347438484,0.0,-0.0031265063819160936,0,s106
0,wfpt,-2.5682200120114018e-05,2.9519187372262223e-07,1.3712121523108436,-1.7975578687545735e-05,0.5789313864613044,0.9910087729846291,7.999588864326945e-06,0.9151074154200642,0.0,-0.002916287188970709,0.0,0.0006492235701305998,0,s108
0,wfpt,3.9675192661015046e-05,6.49919257817988e-05,1.2191186635364701,2.7880619531517326e-05,0.14718312347466275,0.44702197278229766,5.319701031059054e-05,0.1091119298180066,0.0,0.006725025596443197,0.0,0.007341989203378916,0,s110
0,wfpt,-2.3694651709371684e-05,1.3065656871980025e-06,1.296700419895275,-1.90627941667465e-05,0.6260044072378035,0.6748297454307729,5.938307430675138e-06,0.8191773845078676,0.0,-0.0024803726428602488,0.0,-0.001168394176552949,0,s111
