,index,int_pval,slope_val,slope_pval,rsq_adj,log_rsq_adj,log_rsq,log_slope_val,int_val,log_slope_pval,log_int_val,log_int_pval,rsq,subj_id,sub_id
0,wfpt,0.0,0.0019365796132836325,0.6122374333635356,-6.378370008608414e-06,-7.974061168480873e-06,6.097719466024998e-07,0.0010864703616568425,0.4968427638599111,0.789832953233029,1.2486029678021016,0.0,2.205449409431459e-06,0,s005
0,wfpt,0.0,-0.006747838753409372,0.023593876557717552,3.451267987852891e-05,-3.2986877909202406e-06,5.069960833270493e-06,-0.002457337383440542,0.6707764921519854,0.43636455861279355,1.2883692092657468,0.0,4.288066193125495e-05,0,s007
0,wfpt,0.0,0.03258843675514908,2.6680937404567924e-23,0.0008154414902421525,0.0006827625570842155,0.0006910902701271482,0.032005907101683245,0.38813609050347103,8.382505270383858e-20,1.1842998986453352,0.0,0.0008237680976180828,0,s009
0,wfpt,0.0,0.0006167577072773347,0.8373583457892965,-7.982318185772996e-06,-7.505451683931241e-06,8.280136404303917e-07,0.0009480802582485515,0.36974864072529623,0.7525994872902724,1.2098464136959883,0.0,3.51151112520931e-07,0,s011
0,wfpt,0.0,0.0037544567835361004,0.19761305646729946,5.499568216160711e-06,-7.593997563004606e-06,7.394684992112488e-07,-0.0009167048319467519,0.46930567271719226,0.7657923065722403,1.2430272136925056,0.0,1.3832925164325438e-05,0,s012
0,wfpt,0.0,0.004853647918429812,0.11081339825736156,1.2855109795983921e-05,0.00010045595830221465,0.00010878852394058391,0.011110066401319292,0.47603279422166916,0.00030246597811570965,1.2257055347229138,0.0,2.1188405447514214e-05,0,s014
0,wfpt,0.0,-0.002776628579673343,0.41089421580145513,-2.7095144952138384e-06,1.2266003435068562e-05,2.0634171653988176e-05,-0.005555780980281946,0.4328328703926059,0.11635160744287756,1.2354058400265258,0.0,5.658779042794215e-06,0,s015
0,wfpt,0.0,0.021232378953020346,1.1252340562026803e-09,0.0003007510994210705,0.00015967544584372106,0.00016800751798229374,0.018202599653443646,0.5804427041838919,7.114591963924342e-06,1.2530921565705246,0.0,0.00030908199591939134,0,s017
0,wfpt,0.0,0.007299466248046657,0.020575105458842086,3.665922980533587e-05,-1.6684974950553766e-06,6.7349484876855215e-06,0.0029093167701996735,0.5113414775824625,0.3706617692844457,1.2502870505064605,0.0,4.506235370349554e-05,0,s026
0,wfpt,0.0,-0.005959305699276456,0.024875592760814184,3.374519379750751e-05,6.0369022097717107e-05,6.873678777752357e-05,-0.00831410150457007,0.5247580939023757,0.004156482920118876,1.2682665903763701,0.0,4.211318227276273e-05,0,s027
0,wfpt,0.0,0.003023351399025544,0.3726962158624958,-1.7111748678022565e-06,-5.661073996687804e-06,2.6723759576352535e-06,0.002019882526435861,0.5141677330451291,0.5711999589357877,1.2520794853914885,0.0,6.622242170517545e-06,0,s028
0,wfpt,0.0,0.11950048295173823,0.0,0.016602592177841546,0.01626895690545649,0.01627715473246416,0.11895463332251155,0.5224201075725364,0.0,1.126739095348609,0.0,0.01661078722453213,0,s032
0,wfpt,0.0,0.0033351278045441993,0.26968476508270345,1.8427219926619998e-06,2.0982638798461295e-05,2.9421351507963323e-05,0.005739003825746023,0.4637727936270325,0.06187470849552377,1.2305380240903974,0.0,1.028159622173952e-05,0,s034
0,wfpt,0.0,-0.0006009173217242929,0.8399415732744043,-7.993536037753657e-06,-8.405731213301237e-07,7.492836661904256e-06,-0.002896817074689133,0.5215797461374307,0.3430164295884581,1.257785130977335,0.0,3.399333539100269e-07,0,s042
0,wfpt,0.0,-0.0021647334587370053,0.5349757835772351,-5.212498031426094e-06,-2.243022127368377e-06,6.2316449717103595e-06,-0.0033603586835775773,0.5744159725225655,0.3911639221182377,1.2737937063588447,0.0,3.2621942329669196e-06,0,s049
0,wfpt,0.0,0.0054929253277561565,0.10720259997757421,1.3291781764124266e-05,1.7464329210570284e-06,1.007982114564765e-05,0.0039253978772687634,0.4693096041433223,0.2714193924190092,1.2352158011605536,0.0,2.162507377667655e-05,0,s060
0,wfpt,0.0,0.010890411493904248,0.0006605736329697344,8.830656178915319e-05,2.2223613840188783e-05,3.055683142016985e-05,0.006636454264204433,0.5136850790672611,0.05550667694877564,1.247431716238685,0.0,9.663922867331198e-05,0,s062
0,wfpt,0.0,0.006522406550657779,0.06949180026062937,2.2950246799879892e-05,4.70377530691346e-05,5.7037382688029936e-05,0.008821055856422686,0.4926662443214811,0.01692862604402921,1.2375962510230822,0.0,3.295011729620434e-05,0,s063
0,wfpt,0.07162836630633886,-0.004454329536550227,0.15250184678027492,1.0068032550658579e-05,1.3278720866427562e-05,2.2895642268871974e-05,-0.00482606986555012,0.0030710589464017467,0.12284032232059196,1.086245361232759,0.0,1.968341281355368e-05,0,s065
0,wfpt,0.0,0.010110319324227604,1.15384693129498e-05,0.00015325326338555545,0.00013007277040566478,0.00013847510930953266,0.011113886113199533,0.46853243839709685,4.918328830039329e-05,1.229415560583206,0.0,0.00016165540749368823,0,s066
0,wfpt,0.0,0.01692962263258692,4.953480669809646e-07,0.00020233256208201933,1.4541932386702427e-05,2.2875213981254916e-05,0.006041888472336507,0.6610656510097742,0.09755908415101368,1.2879510587989569,0.0,0.00021066427874161242,0,s071
0,wfpt,0.0,0.024201175250714194,1.5268136130108236e-21,0.0007487323741108831,0.0007224878869130924,0.0007308152689088354,0.02414862353841246,0.7303137368532202,7.510115852503692e-21,1.2889047365916522,0.0,0.0007570595374007949,0,s081
0,wfpt,0.0,0.08098580960792931,2.5210844172952856e-106,0.003981052954575959,0.0027929844661869208,0.0028012945939007716,0.08035143881153645,0.46842135214046343,3.4751472244361906e-75,1.1533594498518909,0.0,0.003989353181636512,0,s082
0,wfpt,0.0,0.002725227145556244,0.20001220864429575,5.561091268369012e-06,6.279787413299154e-06,1.4939766111554675e-05,0.002921534597613431,0.42095124400422823,0.1890340269227213,1.2172992366418554,0.0,1.4219126739711818e-05,0,s083
0,wfpt,0.0,0.004051694525328495,0.18547673694273387,6.276728628518136e-06,-6.260867882357246e-06,2.072587070300891e-06,0.0016090020964486876,0.5041394413708618,0.61798803569838,1.248109751119126,0.0,1.4610079100307871e-05,0,s084
0,wfpt,0.0,0.028634509874037872,8.273867250375355e-19,0.0006450842118217448,0.0005004145763912726,0.0005087438090133345,0.028483512125663524,0.541624078954646,5.526272147827535e-15,1.2319033118397544,0.0,0.0006534122388535124,0,s085
0,wfpt,0.0,0.018163936045623563,4.60831970528408e-07,0.0002034933931999161,0.00014566588303532857,0.00015399807192117976,0.018783059945733056,0.624191210937585,1.7162398418266067e-05,1.264866561976363,0.0,0.00021182510018580292,0,s086
