,index,log_int_val,slope_pval,rsq,log_rsq_adj,int_pval,log_int_pval,log_slope_val,int_val,log_rsq,log_slope_pval,slope_val,rsq_adj,subj_id,sub_id
0,wfpt,1.1609255502197369,1.3356113602277036e-86,0.004361879456437734,0.002862181002661779,0.0,0.0,0.06239725516977933,0.4225121044559018,0.0028733849242676968,1.2199795982666343e-57,0.06936517522830844,0.004350692259865396,0,s005
0,wfpt,1.2653807024319124,0.7933546574305658,7.710486266132577e-07,-1.0013655515450637e-05,0.0,0.0,0.0011122988682824792,0.5796885916398045,1.2225383031472248e-06,0.7415111327162223,-0.0008731534449102963,-1.0465150265037693e-05,0,s007
0,wfpt,1.0051133688861764,0.0,0.04063467039034896,0.03748846929347249,0.0,0.0,0.20606639429230522,0.44210957229106496,0.037499223732412545,0.0,0.1956517291721862,0.04062395098511529,0,s009
0,wfpt,1.230524209876417,3.82592615027884e-16,0.0007366811433621168,0.0004342898303302256,0.0,0.0,-0.01927936324285103,0.3643669983753418,0.0004453962394032063,2.4209598885981925e-10,-0.023397730322075087,0.0007255779708599253,0,s011
0,wfpt,1.2319538851652363,0.00799278710975782,7.816677931793414e-05,-2.0232025286226474e-06,0.0,0.0,0.0030791645258669287,0.45037719073715615,9.088054520933753e-06,0.3657931427207495,0.00885490576549926,6.705628982683898e-05,0,s012
0,wfpt,1.2229106744980678,0.002865121265990706,9.879153949243769e-05,9.438352564861141e-05,0.0,0.0,0.010242018609523645,0.4501653081729182,0.00010549371150037068,0.00206069517061776,0.009770795994328488,8.768127917047064e-05,0,s014
0,wfpt,1.1894235445625134,0.0009391036719301813,0.00012365616165077586,0.00014624217701564302,0.0,0.0,0.012340336461573875,0.3535277568001588,0.00015754008724988555,0.00018843781280781954,0.01088370894623419,0.00011235786853858176,0,s015
0,wfpt,1.283687236943752,0.8467331293486449,4.1979143694526044e-07,-1.1149568009960475e-05,0.0,0.0,0.00048203420519447177,0.6363844831728542,8.663857187229951e-08,0.930027596716106,0.0008437441661754688,-1.081641140143752e-05,0,s017
0,wfpt,1.2257571299071504,0.1970792761001893,1.8487980032122486e-05,1.8065174694936736e-05,0.0,0.0,0.0061320739290713355,0.4423911182930239,2.917620853770675e-05,0.10513790317063325,0.004746340119595608,7.376827428573485e-06,0,s026
0,wfpt,1.0690589657539118,0.0,0.030982380913987972,0.02506550660455953,0.0,0.0,0.16705199215704475,0.5146655911772199,0.025076399849102926,0.0,0.16278204712814248,0.030971553659534523,0,s027
0,wfpt,1.2213840932416473,1.211529224353288e-44,0.002193199306499638,0.0008367895004122161,0.0,0.0,0.03275792454674669,0.5199600628727485,0.0008479534599032945,2.9510761864369903e-18,0.04597343835891231,0.002182050378024325,0,s028
0,wfpt,1.2196440119021368,0.1391033820142204,2.430982223189382e-05,9.348336446279859e-06,0.0,0.0,0.005328726357134314,0.4153503208723198,2.045946714390734e-05,0.1747963454960069,0.005667314580110472,1.3198734316932637e-05,0,s032
0,wfpt,1.1866887086842763,4.112583830642715e-57,0.0028146781710083335,0.0016601780093662422,0.0,0.0,0.05301254240293905,0.47715311711372155,0.001671270797308111,1.3237300515294388e-34,0.05965203117341842,0.0028035980878751143,0,s034
0,wfpt,1.2356908922038372,0.0162060451837412,6.422615654200214e-05,1.566572016331591e-05,0.0,0.0,0.005877292172028793,0.4699225546750191,2.6776780666981637e-05,0.1205719485388707,0.008784004585462673,5.3115512151702404e-05,0,s042
0,wfpt,1.2292168365497005,6.574697139593054e-09,0.0003739041493485695,0.00018926676436792356,0.0,0.0,0.02075576811603555,0.5022551643035402,0.0002003758959496782,2.1686513640017613e-05,0.02483274911961588,0.0003627969459013558,0,s049
0,wfpt,1.2565025577811821,0.8472429023943109,4.1233573100374343e-07,-1.1078748752613166e-05,0.0,0.0,0.00024517508191124193,0.5216063712731808,3.2608915123688575e-08,0.9567972810954006,0.0008126683600004798,-1.069901771755255e-05,0,s060
0,wfpt,1.247556944418465,0.14856056334147258,2.3318468615141086e-05,2.4392441478116034e-05,0.0,0.0,0.005689869866970931,0.5266700681404453,3.5565478132659756e-05,0.07440444993319838,0.004562743526687663,1.214529511939233e-05,0,s062
0,wfpt,1.2639465324506203,0.18668658597821347,1.9373397375677115e-05,-6.738002144457411e-06,0.0,0.0,0.0035892054615474372,0.5616916328595825,4.373307292193651e-06,0.5304196180469033,0.00661390970576032,8.262254610369446e-06,0,s063
0,wfpt,1.1361222272570943,0.0002095264819037848,0.00015980191253373022,0.00015027576975290557,0.0,0.0,0.008865227550354024,0.20101307847710248,0.00016190923407044533,0.00019113018455512327,0.009795828224320829,0.00014817559333935026,0,s065
0,wfpt,1.2580545205634515,0.6253415924274346,2.6790722917890974e-06,-9.45573558941426e-06,0.0,0.0,-0.0019705351872441185,0.5167022166596629,1.780451960420315e-06,0.6905821155109118,-0.0021352991834456053,-8.557105160900136e-06,0,s066
0,wfpt,1.3103626932860273,0.3150429083510506,1.1215976410849926e-05,5.3608608084898535e-06,0.0,0.0,-0.004973226740308118,0.7044002131464051,1.64720358118986e-05,0.22339092618621692,-0.0035963023703654475,1.0474300549123683e-07,0,s071
0,wfpt,1.0617444420797968,0.0,0.027850213645230215,0.025326870416103486,0.0,0.0,0.15530279749544612,0.438483162692989,0.025337700237874627,0.0,0.1522642289065646,0.027839411740895104,0,s081
0,wfpt,1.2019263151391462,3.5289357496738463e-36,0.0017511705325199411,0.0014626155098932392,0.0,0.0,0.04632290748420065,0.5053752163422518,0.0014737104929983813,1.0368321442261091e-30,0.04590635100051097,0.001740078632372577,0,s082
0,wfpt,1.291725357064501,0.8137302343084476,6.237831250421877e-07,-1.0289545609554196e-05,0.0,0.0,0.001143945978832675,0.6587384482636061,9.46651309008395e-07,0.7716189554586653,0.0007223235194343345,-1.0612417421285159e-05,0,s083
0,wfpt,1.2300602207465396,0.889473354120504,2.1459301857706947e-07,-9.638316514903877e-06,0.0,0.0,0.0011501964153631944,0.44594269456845603,1.4730251478578538e-06,0.7157834717768176,-0.00043978847323300745,-1.089676262711059e-05,0,s084
0,wfpt,1.0480429770377073,0.0,0.04122541592967288,0.037202869308862185,0.0,0.0,0.1965719175404199,0.5639410839957553,0.037213567173623896,0.0,0.1835656870496013,0.04121476264199908,0,s085
0,wfpt,1.24837021871664,0.009595166997133487,7.453874616347722e-05,7.603106313891494e-05,0.0,0.0,-0.009119548732774924,0.4694499288692273,8.71414529091119e-05,0.0051021972563212725,-0.008295808201408367,6.342821636007301e-05,0,s086
0,wfpt,1.2824469755578747,0.9066122348535854,1.5291842980769133e-07,-1.0302779858362143e-05,0.0,0.0,-0.0012457683321430088,0.6160233848589425,8.085691873827017e-07,0.7873466411932154,0.0004990958652641864,-1.0958437901109619e-05,0,s089
0,wfpt,1.1827701745341956,3.032205631854177e-66,0.003297163449449525,0.0020053690791607126,0.0,0.0,0.06043389060232933,0.4876616444954393,0.002016519981750786,3.485414289113526e-41,0.06883477397191341,0.0032860268560447325,0,s091
0,wfpt,1.2410766866054885,0.010553877203106257,7.26541634051836e-05,-1.9477554191738022e-07,0.0,0.0,0.0040384804241460626,0.48216701254309485,1.0916461191445848e-05,0.32159232927707926,0.009801664302496758,6.154361266152986e-05,0,s092
0,wfpt,1.2762893323663973,0.005875074586646782,8.478341805362444e-05,6.639931087326634e-05,0.0,0.0,-0.01194566533029151,0.5475373363187892,7.757187817214461e-05,0.008415923048008579,-0.01134827918464612,7.361093133240182e-05,0,s093
