,index,log_int_pval,log_slope_val,slope_val,log_slope_pval,slope_pval,log_rsq_adj,int_val,rsq,log_rsq,log_int_val,rsq_adj,int_pval,subj_id,sub_id
0,wfpt,0.0,0.16555874960675593,0.17214754297758733,1.547434994234045e-309,2.0348667598678385e-302,0.03233765689220092,0.6563460383768132,0.031622620690131664,0.03236016119097773,1.1111600286703542,0.031600099238452306,0.0,0,s005
0,wfpt,0.0,0.05001476185508098,0.06774580418291086,8.236356162450247e-17,2.0035969861626932e-41,0.0015884145478369804,0.8134380523511009,0.0042182304258059355,0.001611633961903558,1.2830458479478493,0.004195071633081304,0.0,0,s007
0,wfpt,0.0,0.010701934571771807,0.02032321138012834,0.018959021752312327,1.0556615267772892e-05,0.00010477536026187728,0.5540809306222988,0.00045127229111419087,0.00012802927836785827,1.255782921588953,0.0004280258906372847,0.0,0,s009
0,wfpt,0.0,-0.0004989006840680488,0.0020477679372320617,0.9148046108915029,0.6636711156970383,-2.2990716274318146e-05,0.557948673204354,4.397798447519641e-06,2.6617320481037154e-07,1.2661171925353605,-1.8858994942805296e-05,0.0,0,s011
0,wfpt,0.0,0.02129223684084433,0.035466292092102815,7.737173560408881e-07,4.787199494079371e-13,0.0005445863193463962,0.6909664412011746,0.0012153862877765098,0.0005678300090525834,1.2813684830477905,0.0011921576582191173,0.0,0,s012
0,wfpt,0.0,-0.007865350264898,-0.0057899348254171245,0.08651701941791556,0.20015601094093727,4.614874835240368e-05,0.6885708688426263,3.907860277962971e-05,6.995944106713559e-05,1.306339548950907,1.5268875616425426e-05,0.0,0,s014
0,wfpt,0.0,-0.005703990289904353,-0.0011210140604120638,0.19130563148148183,0.7957983692117354,1.6455641744683724e-05,0.5772118323568216,1.5575667713374486e-06,3.971161384530575e-05,1.279452367279585,-2.1699292674037807e-05,0.0,0,s015
0,wfpt,0.0,0.030328155083995265,0.04924997340735386,3.780718882453801e-13,1.0371317102462543e-28,0.0012316678832802186,0.787841235627742,0.002938407838282253,0.001255450912976963,1.2961485442718694,0.002914667146054928,0.0,0,s017
0,wfpt,0.0,0.02645803481211792,0.05420608135741377,7.740356804464224e-07,1.5021450173642514e-26,0.0005445678990128044,0.58208665000484,0.002641266778047213,0.0005678115891474267,1.2478397321200165,0.002618071310043546,0.0,0,s026
0,wfpt,0.0,-0.0023476131251109304,0.000755754377182334,0.58683489073145,0.8629805215656536,-1.6388964547919826e-05,0.7173753194597801,6.926985998134683e-07,6.8683122780299755e-06,1.3071364764426852,-2.256418095969437e-05,0.0,0,s027
0,wfpt,0.0,0.04881725906796508,0.06992596191030906,1.1718497179471245e-21,1.7492404576825584e-53,0.002100314739764797,0.6837108388762452,0.005497422562782184,0.0021235222488988903,1.2506251416203347,0.005474293520095652,0.0,0,s028
0,wfpt,0.0,0.028306223838823964,0.04411573951790963,2.7318279130490802e-08,2.126927639521064e-20,0.0006948979098004848,0.6202110143710151,0.0019904408611131075,0.0007181381038070533,1.2546457775334727,0.001967230256919028,0.0,0,s032
0,wfpt,0.0,0.01535615479162411,0.024959209484095808,0.002069171458062242,3.228612471349672e-07,0.00019736788069302236,0.47973553338141617,0.0006070113339139427,0.0002206196454344056,1.2293394439897973,0.0005837685554437311,0.0,0,s034
0,wfpt,0.0,-0.01701531730788443,-0.012979335565123915,0.005140719880632174,0.016514593987038667,0.0001588171157114182,0.6199657085840747,0.00013365555552402597,0.0001820697770030799,1.3014993676300048,0.00011040176826782044,0.0,0,s042
0,wfpt,0.0,0.0288301197471105,0.05685843049630247,7.323406432939397e-05,4.419758303514977e-25,0.0003424130181832741,0.6363832448108024,0.002485753993965667,0.00036566140970351046,1.259596724294171,0.0024625549092174293,0.0,0,s049
0,wfpt,0.0,-0.0024722215527895695,-0.0011107156487892584,0.6658878624088118,0.8354553543795477,-1.8920506684061422e-05,0.6013137690099953,1.0033944192189281e-06,4.336288136785882e-06,1.2782386118451354,-2.2253477914402353e-05,0.0,0,s060
0,wfpt,0.0,0.028616391345206826,0.06379084894999275,5.2462679164602135e-05,4.3893610182673165e-32,0.0003570965258611336,0.6126268334762619,0.003227684833038813,0.0003803445758965296,1.2522512716565766,0.0032045030032986643,0.0,0,s062
0,wfpt,0.0,0.01652860885495684,0.010265947860589915,0.0018028568171402698,0.04678210527002888,0.00020325112225638708,0.52059825514722,9.193618724245844e-05,0.00022650275017510602,1.2346959574711842,6.868142972327185e-05,0.0,0,s063
0,wfpt,0.0,-0.0004198232035860956,0.007668078103455959,0.9188296045318854,0.06160667392511791,-2.3286687759860314e-05,0.7245298118828166,8.220368541034251e-05,2.4437927126363945e-07,1.3102351917637902,5.867510062251835e-05,0.0,0,s065
0,wfpt,0.0,-0.0016398062512341036,0.004615351718146421,0.6814866239730681,0.266037012856664,-1.9569265179208983e-05,0.7752166231860603,2.9108753693996015e-05,3.964483185625589e-06,1.3251960998775134,5.578919554882766e-06,0.0,0,s066
0,wfpt,0.0,0.09777335239564627,0.10809469298447406,2.422155859956176e-92,1.6614433235487596e-133,0.009592174006396448,0.5865018299063111,0.013963177793868353,0.009615207817875837,1.1686187242318624,0.013940245638368043,0.0,0,s071
0,wfpt,0.0,0.0972093098888761,0.1054909053451896,1.746612967848752e-64,7.778082326197541e-94,0.00664093288536427,0.5007134770211477,0.009772999710156882,0.006664034796271756,1.1451640068688094,0.009749970104122041,0.0,0,s081
0,wfpt,0.0,0.215913889764611,0.2173052140333857,0.0,0.0,0.05807959344510172,0.5278693391125109,0.05791591300765686,0.05810149908026885,1.0195589743500086,0.05789400305633374,0.0,0,s082
0,wfpt,0.0,0.007056530396101136,0.03186918617576845,0.15075628571481467,3.790919436053546e-12,2.506013075309621e-05,0.8326281751393151,0.0011342407877007465,4.859836816262231e-05,1.3269302116481556,0.001110736957891989,0.0,0,s083
0,wfpt,0.0,0.0035650457272383973,0.014162720864662574,0.45644706943827873,0.0025744282962530743,-1.0480283811231672e-05,0.6201541895627438,0.00021379980824109968,1.3049928200503658e-05,1.2819035983108613,0.0001902743199783119,0.0,0,s084
0,wfpt,0.0,0.14078155433129128,0.1616640763179818,1.7781048909681576e-139,3.2741053528851435e-226,0.014569578153242668,0.4758359122507404,0.023693049837209212,0.014592495672762773,1.0912766135682153,0.0236703439683279,0.0,0,s085
0,wfpt,0.0,-0.005278958637635951,-0.0006318865853309824,0.1708287417170554,0.8824531148684706,2.136068552904824e-05,0.8177494878392592,5.332673171931646e-07,4.575278815643902e-05,1.33768990079406,-2.3858153404221483e-05,0.0,0,s086
0,wfpt,0.0,-0.0030056200098004388,-0.013071427184091475,0.5190060108847148,0.00470617966050337,-1.358669965645376e-05,0.6822887087409113,0.000185784781455256,9.67321676481614e-06,1.2948682847590511,0.00016253220656303746,0.0,0,s089
0,wfpt,0.0,0.010673568656838581,0.01592533944112511,0.04305864582798055,0.0025581887941176318,7.193465202448568e-05,0.46700539111425676,0.0002115829932942681,9.518933388563688e-05,1.2294132939673688,0.00018833101838833244,0.0,0,s091
0,wfpt,0.0,0.004022968406143811,0.015849779338642372,0.3667811841939106,0.0005116066655692219,-4.363460510470318e-06,0.6133939980036894,0.00028404407606152926,1.916660757250721e-05,1.2784582042255108,0.00026052024068290436,0.0,0,s092
0,wfpt,0.0,0.005390192402640272,0.010280663664063314,0.336888720677497,0.04837294187703954,-1.8293116148537791e-06,0.6384225870025603,9.169487474203208e-05,2.170069683959941e-05,1.2804367211158771,6.816651328678258e-05,0.0,0,s093
0,wfpt,0.0,0.04778637752484452,0.06569902059763022,2.3575658633331813e-21,5.0901517047642677e-42,0.002068213329570856,0.6152534479703377,0.004281353454860803,0.0020914215852667617,1.2338970233054805,0.004258196130181968,0.0,0,s094
0,wfpt,0.0,-0.00044391427778887015,0.006098181192270712,0.9235188866016459,0.18264813040907515,-2.3042543185969322e-05,0.6288174516592696,4.1302579046442744e-05,2.1434749852833335e-07,1.2842907331555589,1.804664394666755e-05,0.0,0,s097
0,wfpt,0.0,0.009087117180347427,0.006497941575643727,0.053266340038380364,0.16939640095569325,6.674091342373512e-05,0.6454674077364202,4.60572813385518e-05,9.113666972038192e-05,1.2552942411382353,2.166697101313453e-05,0.0,0,s098
0,wfpt,0.0,0.023982812428009537,0.03548064546417289,0.0013281092061288803,8.657455796719148e-10,0.00021888978455841812,0.6487448782646306,0.0008845093973565143,0.00024241515305145622,1.2616396920306268,0.0008609996912385398,0.0,0,s103
0,wfpt,0.0,0.02659705793806908,0.020627353415990472,1.8864755085333975e-08,1.4486626829857474e-05,0.0007199726419209185,0.40423634894038674,0.0004423741946297799,0.0007434856664004785,1.1901529189896567,0.0004188540848409916,0.0,0,s106
0,wfpt,0.0,0.01457370279348319,0.0391283090602815,0.008282823498746173,6.317391846574201e-15,0.00013886917473493465,0.7197534505158172,0.001413039318012621,0.00016212284073857663,1.2981601880781397,0.0013898152852510615,0.0,0,s108
0,wfpt,0.0,0.0020071691262083143,0.008478225924021775,0.6657551706839757,0.05433416186347526,-1.8916839135352248e-05,0.478676651763142,8.610369559380882e-05,4.339955600229928e-06,1.2421163157390809,6.284880242901636e-05,0.0,0,s110
0,wfpt,0.0,0.005347732737999567,0.01211192695744785,0.07724529933179693,5.790640746184912e-06,4.9935856018090696e-05,0.6628588428791589,0.00048358641768764254,7.346741492386677e-05,1.2895360632598036,0.0004600672776438053,0.0,0,s111
0,wfpt,0.0,0.04681550497492728,0.05534289493246143,1.9783215653644822e-19,8.296676214880325e-29,0.0018868139501201364,0.5961217835340287,0.0029142770021152176,0.0019102995188641225,1.2280307357760596,0.0028908150574825653,0.0,0,s112
0,wfpt,0.0,-0.003472000378997857,0.00019276208748829002,0.5541436812314668,0.9707371893954522,-1.5295850544161382e-05,0.7244288568291948,3.166528095288612e-08,8.234474777490952e-06,1.308051653231355,-2.3498853057191127e-05,0.0,0,s121
0,wfpt,0.0,0.0012533330099997542,0.004576562553449608,0.7678128195827565,0.3155767123826793,-2.122964198902899e-05,0.6525918694655264,2.3424135768168597e-05,2.0272065338611256e-06,1.2904744176281084,1.6778487132995679e-07,0.0,0,s128
0,wfpt,0.0,-0.0012427463580486006,-0.0012470051472040608,0.7998313000018238,0.7968344628515888,-2.2017561945197883e-05,0.6000302354226008,1.5595838238624538e-06,1.5129215382714278e-06,1.2787510976956267,-2.1970898561596286e-05,0.0,0,s129
0,wfpt,0.0,0.011468409599720356,0.01110578342447963,0.008462727078134386,0.011232521092199339,0.00013797203359777743,0.5719927873240687,0.00014948948972604015,0.0001612251796700992,1.2599652738273739,0.00012623607071804432,0.0,0,s142
0,wfpt,0.0,-0.002201335205843412,-0.002467868982001001,0.672939312789661,0.6084606228937578,-1.9113662569125722e-05,0.6158226122231409,6.103188639583479e-06,4.144218531121346e-06,1.2775900926078625,-1.715356508880106e-05,0.0,0,s145
0,wfpt,0.0,0.06583347515245175,0.07212598847438455,4.240546197558023e-34,5.9571814055347796e-49,0.003499377545559623,0.7320790412934207,0.0051358108609079745,0.0035231043157792907,1.2426062441234103,0.005112122490291693,0.0,0,s149
0,wfpt,0.0,-0.007577675952640056,-0.007880264948461124,0.13053127128327008,0.11157703338803736,2.9912874512372234e-05,0.521932101685129,5.887939201276726e-05,5.3168533646896776e-05,1.2598764946721268,3.5623865695111334e-05,0.0,0,s161
0,wfpt,0.0,-0.007486897099509483,-0.0016434278545974668,0.09474589246315913,0.713989581091883,4.167356113327081e-05,0.7061233713615285,3.124005561017107e-06,6.492948760505879e-05,1.3112861539224414,-2.0132817453832885e-05,0.0,0,s163
0,wfpt,0.0,0.09143936309461657,0.10351372065041005,6.152987160045127e-56,2.3687067839458705e-106,0.005734562467201498,0.6964814372605117,0.011096627923884328,0.0057576854569810765,1.203477645720377,0.011073629101332694,0.0,0,s165
0,wfpt,0.0,0.09316125184363855,0.09622550217398193,7.978007762624102e-116,3.320216115395518e-120,0.012074445475188766,0.5572994247389975,0.012559962497439958,0.012097421022399635,1.1654749123744057,0.012536997707507824,0.0,0,s168
