,index,rsq,rsq_adj,log_rsq,slope_pval,log_slope_pval,log_rsq_adj,int_val,int_pval,log_int_pval,log_slope_val,log_int_val,slope_val,subj_id,sub_id
0,wfpt,0.0016474434305683294,0.0016428213851948925,0.00198256743400127,1.953131829172443e-79,3.1893368982482846e-95,0.0019779469401423055,0.29987777070362254,0.0,0.0,0.042346449645354,1.1390849285478435,0.03800364808761911,0,s005
0,wfpt,0.0011011920012854448,0.001096641167984136,0.0011642265761917514,1.5597594850457877e-54,1.497969559306982e-57,0.001159675843474317,0.34624102160056514,0.0,0.0,0.032071825699158965,1.153901598577075,0.030572779734474614,0,s007
0,wfpt,0.001386376127818223,0.0013819378055938136,0.0009109279047923025,7.436897714564256e-70,1.656108401236596e-46,0.0009064873510299387,0.28490981715659025,0.0,0.0,0.026689909191572513,1.151623951204045,0.03149860440711405,0,s009
0,wfpt,3.4001867656674456e-05,2.9625610542316494e-05,4.6144742882447964e-05,0.005313652456800289,0.0011659681276435247,4.176825161061881e-05,0.3558911250441807,0.0,0.0,0.005851358200342253,1.193541430810955,0.004910249419815711,0,s011
0,wfpt,0.0003335612716399705,0.0003293343164912921,0.000437419677504991,6.534909433990713e-19,2.647203566501008e-24,0.000433193000660248,0.32069127980247625,0.0,0.0,0.017300491117136253,1.1721284151635123,0.01494423863949334,0,s012
0,wfpt,0.005527819288342339,0.005523049591843021,0.005278011192650256,2.5452510336732434e-253,6.274053103979818e-242,0.005273240092070419,0.2571627261817224,0.0,0.0,0.058540329300715926,1.108932564103796,0.05723608597797829,0,s014
0,wfpt,0.0013437067634727295,0.0013391776689083423,0.0013013035147461105,1.9229770946554996e-66,2.1357163633728594e-64,0.0012967738170143184,0.27511929827342474,0.0,0.0,0.026639999169412617,1.1499085968100697,0.026829810415639234,0,s015
0,wfpt,0.00029716746989894016,0.00029262332480428643,0.00033066384304480945,6.158051367564468e-16,1.5570996376418118e-17,0.00032611242305047305,0.4846973744769692,0.0,0.0,0.01485865128354814,1.2033021914206348,0.01447785524139631,0,s017
0,wfpt,0.0010403113426883381,0.0010357705755511537,0.0009702744136912411,9.924169821620694e-52,2.2954232036504228e-48,0.0009657333282013791,0.29955133981448767,0.0,0.0,0.02639556500438492,1.1578337721199778,0.02693639638382915,0,s026
0,wfpt,0.0033999591436489895,0.003395509996599211,0.0032075885567641738,6.351333146221429e-168,1.6341260983374354e-158,0.0032031382727641944,0.34288558965592436,0.0,0.0,0.05036782162203269,1.1397693479904514,0.0504607218389833,0,s027
0,wfpt,0.0013732117650432363,0.001368763499186798,0.0018511142629547006,4.647256042655154e-69,1.9030757701872566e-92,0.00184666755144558,0.31653760263406094,0.0,0.0,0.03409983445027367,1.1512047974363877,0.030068878419572953,0,s028
0,wfpt,0.0013639675002010687,0.0013593334152791625,0.0014919135316655563,6.254654644063761e-66,6.040712266936965e-72,0.0014872800404662767,0.22881699951989923,0.0,0.0,0.03015374863000153,1.1335179632009749,0.028277043373718693,0,s032
0,wfpt,0.0008394540284643037,0.0008347740757435052,0.0007618822857456964,6.902431807983923e-41,2.8793635521437727e-37,0.0007572019258432761,0.3630633812317178,0.0,0.0,0.02709622042668767,1.1714219629481795,0.02801340657788932,0,s034
0,wfpt,0.0003353887734048877,0.0003308448020450383,0.00045782836217644896,8.657511274904536e-18,1.0583390015763059e-23,0.00045328395584931513,0.4675686291271565,0.0,0.0,0.01941346814908901,1.2012896187795623,0.016991181370813645,0,s042
0,wfpt,0.0011924512704727386,0.0011878163896444915,0.0013218045954709323,7.269682152601005e-58,6.014637098047901e-64,0.0013171702718852707,0.28703182931450827,0.0,0.0,0.03120096914084991,1.1478705867896006,0.028985847724150696,0,s049
0,wfpt,0.0023018536211314444,0.0022975531610138766,0.0014447969414085327,2.763960207496297e-118,6.306596042419409e-75,0.0014404927870492745,0.3422333295988682,0.0,0.0,0.03822419813159308,1.1563643521962177,0.047374678161204414,0,s060
0,wfpt,0.0005222408696640146,0.0005175151618128648,0.0006174645889154284,7.685973771656297e-26,3.0622792239703865e-30,0.0006127373643970424,0.4310603879805192,0.0,0.0,0.021968461666830696,1.186115327813388,0.020489414112003952,0,s062
0,wfpt,0.024683380334967753,0.024679158148543268,0.022329021909293534,0.0,0.0,0.022324789475785867,0.28280850426857734,0.0,0.0,0.11704799423848893,1.0546268527304825,0.1204822626942928,0,s063
0,wfpt,5.976955030517761e-05,5.5007884811053565e-05,0.00011181945892413392,0.0003958182193865487,1.2657981688850043e-06,0.00010705629477891776,0.3906349552813809,0.0,0.0,0.008514705268293775,1.1967015575204067,0.006155462856171366,0,s065
0,wfpt,0.0030460649038343,0.0030410169846903923,0.00321680900896959,4.766762628744917e-133,2.821612053761999e-140,0.003211757222260192,0.2986948697355702,0.0,0.0,0.037575297547369935,1.1398166826560878,0.03910654520160974,0,s066
0,wfpt,0.0017826528080300275,0.0017781257041687981,0.0015111528506919214,1.4896125626520118e-87,1.846391023895861e-74,0.0015066222347882574,0.3373558469755392,0.0,0.0,0.03127697614747414,1.1546716293969987,0.0331342023543086,0,s071
0,wfpt,4.2452796411573956e-07,-4.360204786779676e-06,2.848465352478513e-09,0.7658039679763529,0.9805588590156211,-4.794050805223549e-06,0.26652652044611114,0.0,0.0,4.3659148262332895e-05,1.1442285929287972,-0.0005588565862224953,0,s081
0,wfpt,0.004567198894000479,0.004562745016108538,0.004160634825813636,1.7145846483762964e-224,1.1982501583889173e-204,0.00415617898926901,0.2890677985596699,0.0,0.0,0.05284252312826079,1.1252367948381745,0.054633771208514856,0,s082
0,wfpt,0.0018784688642149439,0.0018737495688498917,0.0022904381400236096,1.7750869651317657e-88,2.6169263849357427e-107,0.0022857131296668554,0.3806584923201044,0.0,0.0,0.03399439729169684,1.1631372715842772,0.03143063698158922,0,s083
0,wfpt,8.856441050686392e-05,8.389188349444687e-05,0.00011311729789209579,1.3395023548159031e-05,8.646389727612731e-07,0.00010844488561378984,0.2758124494919346,0.0,0.0,0.010207505473840195,1.167353127516468,0.008961841261829282,0,s084
