,index,log_int_pval,int_pval,int_val,rsq,slope_val,slope_pval,log_rsq_adj,log_slope_val,log_int_val,log_slope_pval,rsq_adj,log_rsq,subj_id,sub_id
0,wfpt,0.0,0.0,0.9188326865342,3.925345160027405e-09,6.013742542727721e-05,0.9903848811292413,-3.050408917015801e-06,-0.00567941049790332,1.3636888395350688,0.3462584828015164,-2.7024562575084232e-05,2.3978892118581285e-05,0,s005
0,wfpt,0.0,0.0,-0.41625626904887547,0.0007820181567138595,0.02233862538007894,1.115903807465872e-07,0.0003226801475600949,0.012614068629584321,0.8301775741399636,0.0005111985492940917,0.0007542605595738383,0.000351811669877633,0,s007
0,wfpt,0.0,0.0,0.8074555749825356,0.0002840020622985051,0.018991269816688906,0.0010189007710527057,0.0005154180989564994,0.018574889326814226,1.304582996048387,6.814134687536822e-06,0.0002576923618421434,0.0005421923979626042,0,s009
0,wfpt,0.0,0.0,0.9521555087526202,5.683665946221161e-06,0.0021087154322397992,0.6443298877750674,-2.2731438969580964e-05,0.0017078031592415582,1.3605192111864093,0.7006098791174684,-2.0984271446033986e-05,3.9436585640428845e-06,0,s011
0,wfpt,0.0,0.0,0.46486069488405996,0.0023692945011835054,0.05977134650947609,4.0532110140278e-21,0.0031440446139459066,0.036207646405949534,1.227724794618198,6.070304013439167e-27,0.0023426895967754158,0.0031714556172013353,0,s012
0,wfpt,0.0,0.0,0.7043006998043053,2.921101077391075e-05,-0.0049074137651205305,0.2985298015495761,-2.3430483132802493e-05,0.0017669319188158474,1.2830085023225515,0.7143398792413631,2.1833122769709945e-06,3.624963825776817e-06,0,s014
0,wfpt,0.0,0.0,0.6169536211368197,0.0007320598598383743,0.026797794525975076,1.6033870957851892e-07,0.0010463939016247537,0.0336268754102923,1.2240410962357604,2.229376916314063e-10,0.0007054112935112045,0.0010730355062251729,0,s015
0,wfpt,0.0,0.0,0.975287764137867,0.00024821979654876536,-0.015816257236687697,0.0022805864285921117,0.00023554470370756864,-0.019685199506229607,1.381885168808711,0.001717713579967758,0.00022155832713166568,0.00026221860395836405,0,s017
0,wfpt,0.0,0.0,0.7850719178110125,2.6735385163845216e-05,-0.005201895558527063,0.31670066257621915,-1.18709519105753e-05,-0.004225880690728067,1.3043333903926393,0.4562725282107364,6.800918084248764e-08,1.480741408421693e-05,0,s026
0,wfpt,0.0,0.0,1.0505442433761534,0.001778416648431036,-0.0358848341154083,4.852128926764479e-16,0.0005678275496714402,-0.026267181745793653,1.4123149241616035,2.71692475063205e-06,0.0017514362283177487,0.0005948494545123806,0,s027
0,wfpt,0.0,0.0,0.7511001381158924,4.3063556183331464e-05,0.005573566266392477,0.2038169147005196,-5.3752564384002e-06,0.0036992466094472563,1.3131012151493022,0.3715660129285635,1.6396615641456336e-05,2.1292975874165343e-05,0,s028
0,wfpt,0.0,0.0,0.8342012455675234,0.0001243974590796615,0.010322116988334478,0.03192199396044744,-2.5257732600092453e-05,0.001388820168721338,1.3200182741828188,0.7960544082114147,9.737233332851591e-05,1.808015416826514e-06,0,s032
0,wfpt,0.0,0.0,0.8410964019364139,2.4805052656340365e-07,0.00043669409020174153,0.9231686453908007,-1.7245143627331316e-05,-0.0026449681540340643,1.3421072792782631,0.5522055140148892,-2.64200318231822e-05,9.424827706827621e-06,0,s034
0,wfpt,0.0,0.0,0.7408206525715486,0.0002899175211269478,0.0164392725861191,0.0009758907123117768,0.0005598339617121084,0.023544275418957074,1.2503788825718876,2.7756025589503895e-06,0.00026325716370856345,0.0005865276976176892,0,s042
0,wfpt,0.0,0.0,0.9106988799155291,0.0001681602574816754,-0.020022987124595295,0.027222606806632042,-1.108971126906333e-05,-0.0033982994918396944,1.3853181100208836,0.40815432538089236,0.00013368091960508366,2.4025503623570366e-05,0,s049
0,wfpt,0.0,0.0,0.6364770518294864,4.6889476237543803e-05,0.00756205619645871,0.1848392779403396,0.0002361809595466946,0.023352606180938932,1.2401788636628954,0.0016918873275759117,2.0222637725608728e-05,0.00026284275001653423,0,s060
0,wfpt,0.0,0.0,0.8811672443940815,2.4888612856432957e-05,0.004796685765560395,0.3372576831172561,-8.17798960106586e-06,0.00443145037446746,1.3351392598887921,0.4036336168126784,-2.13920246827648e-06,1.8855834247766268e-05,0,s062
