,index,int_pval,log_int_pval,log_slope_val,log_int_val,slope_val,rsq,rsq_adj,log_slope_pval,log_rsq_adj,int_val,slope_pval,log_rsq,subj_id,sub_id
0,wfpt,0.0,0.0,0.04331076596744397,1.337128305432679,0.0564278515008958,0.0035691391054112342,0.0035540412106128683,2.027253023470874e-22,0.0014214447752727288,1.0019201753526872,2.9663977003576074e-53,0.0014365754411397313,0,s005
0,wfpt,0.0,0.0,0.12134459521171628,1.080222549140913,0.11261781837404912,0.01595630650458879,0.01594116690500902,0.0,0.022414197018163273,0.47072415345602237,2.333590586978822e-229,0.02242926996021999,0,s007
0,wfpt,0.0,0.0,0.011693294008164077,1.285544671607942,0.005029181239361365,2.9733355609184997e-05,1.4466167807425379e-05,0.003577005246140091,0.00011436918356777515,0.7298552929057326,0.16285764757060114,0.00012964370780066403,0,s009
0,wfpt,0.0,0.0,-0.009991069320556649,1.3076204670772855,-0.014193497952980251,0.00023013518507308817,0.00021498669777320067,0.010316990807478315,8.453511207862086e-05,0.6793086344320416,9.721199991868786e-05,9.968557594763894e-05,0,s011
0,wfpt,0.0,0.0,0.00385479253762189,1.3479401722004845,0.007728626182182048,8.225463373923159e-05,6.675155232016561e-05,0.30766026672738983,6.3180660492268e-07,0.9353529767856026,0.021258972813321547,1.6151553449583744e-05,0,s012
0,wfpt,0.0,0.0,0.0036334443331881797,1.2701872192375285,-0.00034633088406538204,1.2608939570224464e-07,-1.5025882996066997e-05,0.3198875034670229,-1.6029801863659543e-07,0.6288565711137994,0.9273156191896965,1.4992597097585048e-05,0,s014
0,wfpt,0.0,0.0,0.04329759456016624,1.205427267015475,0.029604117729303995,0.0010554797037805042,0.0010403437220795064,3.114381875130824e-34,0.002238399500799848,0.571611004110697,6.919294756463754e-17,0.0022535232878112543,0,s015
0,wfpt,0.0,0.0,0.0023961281473103384,1.3484227720684019,0.031642733678497854,0.001501995474328166,0.0014867507644970024,0.45456302438735907,-6.734622824078329e-06,0.8737409953527907,3.33183602007249e-23,8.545486193001217e-06,0,s017
0,wfpt,0.0,0.0,-0.0058620423799794034,1.328483222002299,-0.012127103837155937,0.00019528300029658663,0.0001801339849172301,0.07500045285171227,3.288486452868167e-05,0.786233759994224,0.00033043980558832497,4.803817738130434e-05,0,s026
0,wfpt,0.0,0.0,0.014227272147745823,1.2621428393019878,0.00256841396400155,7.279486963107651e-06,-7.872377040696321e-06,0.00010472255306519212,0.0002128615591708849,0.6188328845033726,0.48822774938789437,0.0002280103082001883,0,s027
0,wfpt,0.0,0.0,-0.0013558592327810176,1.3432111771997368,0.007820271946974485,7.381540448436752e-05,5.8312192220522086e-05,0.7267538964784608,-1.3620955467752438e-05,0.8796496156604712,0.029110196119582016,1.8946781968898208e-06,0,s028
0,wfpt,0.0,0.0,0.0953193821931333,1.1764774316061024,0.06683407428483992,0.00604832311023451,0.006033031075450612,5.573286528763744e-200,0.01394459890643951,0.7137107854718374,9.495409655153507e-88,0.01395982615026381,0,s032
0,wfpt,0.0,0.0,-0.00022040698726304153,1.2942735638244267,0.0014551252581247644,2.93737640910674e-06,-1.2214553386291627e-05,0.9459925076046096,-1.508633047864194e-05,0.6794055049155022,0.6597233816312674,6.954667464142972e-08,0,s034
0,wfpt,0.0,0.0,0.02111603766454591,1.321291482089602,0.03965457759478024,0.0026667861401180604,0.002651442080087718,3.759318021598777e-11,0.000657548457190682,0.8426744733432638,1.2313166881742935e-39,0.0006729295821605863,0,s042
0,wfpt,0.0,0.0,0.006129705992335019,1.3267837517427121,0.009849844257924952,0.00011871420346287742,0.0001035640279151151,0.1041129271816922,2.4870666724297052e-05,0.8052350642876713,0.005123548677827195,4.0022264186867496e-05,0,s049
0,wfpt,0.0,0.0,0.000749073475273223,1.3051961534540997,0.004473115424820789,2.048747915905924e-05,5.3358152825033756e-06,0.8656033274379102,-1.472151834391866e-05,0.7335545628225248,0.24490500046345548,4.341235867455495e-07,0,s060
0,wfpt,0.0,0.0,0.013673690354677082,1.3377354168884281,0.029170955953233865,0.001303085560208861,0.0012878378134923985,7.484027298332676e-05,0.0002243265448227394,0.8864917105251139,2.4316618001379825e-20,0.00023960102267672756,0,s062
0,wfpt,0.0,0.0,0.20216800442009547,1.0015080100682154,0.19562982497286724,0.047466274434941,0.04745173149125481,0.0,0.06119986312103365,0.4689992703120299,0.0,0.06121422115631503,0,s063
0,wfpt,0.0,0.0,0.14470355733732507,1.0215594450523267,0.14535093898267926,0.027062117521413742,0.02704726305436933,0.0,0.031018558591737855,0.32841119226284043,0.0,0.031033361467452503,0,s065
0,wfpt,0.0,0.0,0.007365301822118975,1.3291570575053442,0.0124532620419492,0.00019498538417916933,0.0001797207193862116,0.04665896431883482,4.518409120979339e-05,0.8548516818860368,0.0003517899367605555,6.046037242701807e-05,0,s066
0,wfpt,0.0,0.0,-0.005670258062029438,1.3770662408438203,0.008520836693745346,0.00010049728782657308,8.534683625649464e-05,0.11877326053001176,2.1728570806067715e-05,0.9690314825653308,0.010011197449204864,3.688641700261286e-05,0,s071
0,wfpt,0.0,0.0,0.0077739667859583125,1.3054244909778536,0.016887152250222713,0.0003715564312315456,0.0003564100867426978,0.03221954621223263,5.435168207235108e-05,0.7378803134442823,7.33004356410304e-07,6.950421038354193e-05,0,s081
0,wfpt,0.0,0.0,0.06382750513636178,1.301920134367749,0.05943117834891497,0.005188957550518292,0.005173652294318987,1.0443926007794294e-79,0.005468062193052736,0.968761739138624,1.615655643044186e-75,0.005483362919799339,0,s082
0,wfpt,0.0,0.0,0.07798006424054171,1.1812205492047365,0.05651242115355226,0.0036740665412996476,0.0036588549938714188,4.7600880186964974e-111,0.0076274009048142855,0.6756853103729493,2.2806461314378298e-54,0.0076425854780476365,0,s083
0,wfpt,0.0,0.0,0.13813004215648317,1.0597160928535507,0.11998921859936632,0.015661325429906947,0.015646410755605022,0.0,0.022039660861292942,0.4048304376601629,1.483586829058391e-228,0.0220544793402786,0,s084
0,wfpt,0.0,0.0,0.01679575275618983,1.2724980084369468,0.006534387123958905,4.023828382293537e-05,2.5086919209993397e-05,3.448384106710541e-05,0.0002447315518356863,0.668491648924549,0.10318065232955058,0.0002598800475013263,0,s085
0,wfpt,0.0,0.0,0.002789628111378799,1.3236669581426816,-0.0014071441168569377,2.5342499877512026e-06,-1.2733353080163212e-05,0.39680695147667466,-4.30609882862143e-06,0.8075038122369851,0.683702971503104,1.0963240563155452e-05,0,s086
0,wfpt,0.0,0.0,-0.0031100097688676314,1.3725236384155575,0.0024400720530423593,7.620628260762707e-06,-7.64689715015976e-06,0.36636544472901345,-2.811697641824651e-06,0.9786078916238219,0.4798808817821426,1.2466483827355823e-05,0,s089
0,wfpt,0.0,0.0,0.04792791921536556,1.172563109712375,0.034371425391167915,0.001720484629879948,0.0017053587243165413,3.903406778710878e-58,0.003895285902365875,0.4708135582477379,1.5581947865975002e-26,0.0039103914437288445,0,s091
0,wfpt,0.0,0.0,0.02701267700141339,1.2608663932299684,0.0176301745153369,0.0003748067187702153,0.0003593081731829706,2.5793184163967643e-14,0.0008847880236100281,0.7448647647673157,8.780124388082948e-07,0.0009002947705480935,0,s092
0,wfpt,0.0,0.0,0.044810829645489374,1.2501016658075166,0.02513820072304302,0.0008691195557140041,0.000853980750288863,5.4437000559979235e-45,0.002982644915030197,0.7142550086856307,3.583918850582814e-14,0.0029977551306172856,0,s093
0,wfpt,0.0,0.0,-0.00802946433226959,1.3383386081358255,0.0033760279206765786,1.2016917389834347e-05,-3.2505409002236973e-06,0.07690402750728592,3.251294444872599e-05,0.8080753950190548,0.37498369016260413,4.778265426996775e-05,0,s094
0,wfpt,0.0,0.0,0.06951158125218537,1.1584445343862906,0.05021720798370553,0.004403757064401881,0.004388671815713452,2.902753764508825e-159,0.010908596250338132,0.5029583173894402,2.6177106229012723e-65,0.010923620956080904,0,s097
0,wfpt,0.0,0.0,0.005104805200048212,1.3395450416769017,0.011003154377279547,0.0002081160011920824,0.00019296718025807458,0.06295707091111778,3.72786673538128e-05,0.8741094269285041,0.00021031974431040703,5.244593397890629e-05,0,s098
0,wfpt,0.0,0.0,0.0006309895617968215,1.2993666869634117,0.000796385308238062,7.010881628577437e-07,-1.4450875516658357e-05,0.8654906532326782,-1.4718775457556177e-05,0.7007815869991338,0.829685598492828,4.347995026243723e-07,0,s103
0,wfpt,0.0,0.0,0.0581533024332731,1.1824490925314506,0.04409606439010214,0.0028735141662058483,0.002858405731316349,1.0440630717949269e-82,0.005593229467306116,0.5047883350649618,3.313484027272396e-43,0.005608296921440936,0,s106
