,index,slope_pval,rsq,rsq_adj,int_pval,log_int_val,int_val,log_slope_pval,log_rsq,slope_val,log_rsq_adj,log_int_pval,log_slope_val,subj_id,sub_id
0,wfpt,4.894988990419281e-112,0.0020461865372481958,0.002042146205693096,0.0,1.257027480567064,0.6089932413660435,2.4688378391501298e-20,0.00034559232206088364,0.04534511584199928,0.00034154507268169265,0.0,0.0213100831772794,0,s005
0,wfpt,0.0009611419044532371,4.9775423955789044e-05,4.520939949637093e-05,0.0,1.1929262886308956,0.48487307741744456,2.249384677045473e-09,0.00016466890228461484,0.005308424578897134,0.00016006249126465644,0.0,0.00923007314615077,0,s007
0,wfpt,0.013484869754055486,2.471395699299439e-05,2.0665441272105234e-05,0.0,1.2862049218309535,0.6748014647433694,0.0012968703305823932,4.192475947184526e-05,-0.004688607118485967,3.787296698398723e-05,0.0,-0.005986367116959323,0,s009
0,wfpt,0.14947755491770234,8.326999820451597e-06,4.31898503472361e-06,0.0,1.2494924679984662,0.4858951145543123,0.07011920611636153,1.3147249961820151e-05,0.003128132327168183,9.139254495971194e-06,0.0,-0.004108202948691806,0,s011
0,wfpt,0.04530233931795417,1.6158696105716963e-05,1.2126470679274526e-05,0.0,1.2751093862449574,0.6249510902634476,0.0720365093159598,1.3052573379912502e-05,-0.003666654801676504,9.019050546177354e-06,0.0,-0.0031867548390092405,0,s012
0,wfpt,0.013763075933868798,2.6673704769941686e-05,2.2278178979373564e-05,0.0,1.2051494409680894,0.43904989172086334,9.261842426869622e-07,0.000105827773574374,0.004988081722008535,0.00010143240251203611,0.0,0.009872094361350982,0,s014
0,wfpt,0.9775819718085708,3.1585907223075083e-09,-3.996873396916456e-06,0.0,1.2419965651107867,0.4985495756158557,0.9022683345153132,6.031810084738964e-08,-5.4547881677923485e-05,-3.9398256630462924e-06,0.0,0.00024172410939543292,0,s015
0,wfpt,8.051467324572832e-50,0.0008876452368166143,0.0008836165254771933,0.0,1.2886399885762656,0.6960995329333362,3.907658949807551e-07,0.00010380493870709717,0.027752093711713357,9.977223738355523e-05,0.0,0.010246877822484188,0,s017
0,wfpt,9.36587432968111e-05,6.165697464355357e-05,5.76167870742772e-05,0.0,1.222927374523031,0.5189489461585863,6.933445688921818e-19,0.00031835233162103016,0.007322564762309384,0.0003143120874814498,0.0,0.015775864415771616,0,s026
0,wfpt,7.726882422387516e-06,8.082294346789531e-05,7.678283333756308e-05,0.0,1.2626440899080245,0.5653392625678021,0.8956106269256086,6.956565090643352e-08,0.008502825499503019,-3.971278927927813e-06,0.0,0.0002629963797678971,0,s027
0,wfpt,2.319389240973004e-130,0.0023578561859973757,0.002353865585497328,0.0,1.2427604271780797,0.6210919557115219,5.562160265106818e-50,0.0008834902700496361,0.05170001747291208,0.0008794937720386642,0.0,0.03762070441274375,0,s028
0,wfpt,0.01987679378526062,2.182164323383251e-05,1.7797553791054632e-05,0.0,1.106387776002443,0.1296431339957468,0.094539805675218,1.13190202714053e-05,0.0032445739213722872,7.269778172669383e-06,0.0,0.002014733061605139,0,s032
0,wfpt,0.1817030027127209,7.148903375830962e-06,3.140883868324451e-06,0.0,1.2306065865806883,0.5272698941910584,0.006057937620491106,3.0202590960870523e-05,-0.0026059060588217763,2.6193281876141228e-05,0.0,0.005096415965001628,0,s034
0,wfpt,0.24326943406426377,5.446230377570416e-06,1.4462201624043658e-06,0.0,1.3061858489410139,0.7215627927750297,0.00037204777466222724,5.068440290945109e-05,-0.0022600068124328833,4.6683405347747176e-05,0.0,-0.007069065323564388,0,s042
0,wfpt,0.00021405920591225695,5.5033033304896506e-05,5.1017157807975444e-05,0.0,1.2948404474429944,0.6867209667612506,0.1810302417628231,7.1871903235543044e-06,0.007079899364681862,3.1701062943589875e-06,0.0,-0.002712385252180155,0,s049
0,wfpt,4.9634671490925054e-62,0.0011154950187475254,0.0011114590891442289,0.0,1.2941686049658052,0.6964507737991631,0.006145225044336697,3.0338778199689997e-05,0.03182659635049743,2.6297566036892484e-05,0.0,0.005439414358361384,0,s060
0,wfpt,0.00705262697946715,2.9213213900813884e-05,2.518915420302026e-05,0.0,1.2709026127543903,0.5914011921947324,0.06729004273246456,1.3474072928065794e-05,-0.005115524110316106,9.449496416014114e-06,0.0,-0.0034981995179952556,0,s062
0,wfpt,0.0002025109858980383,5.5340268490411404e-05,5.133244213617605e-05,0.0,1.2664122441180499,0.5922608214392112,0.08054807684085823,1.224044615744102e-05,0.00743014012177532,8.232222144854973e-06,0.0,0.0036473997826217777,0,s063
0,wfpt,0.008149937182658473,2.8398372367899327e-05,2.434165952791556e-05,0.0,1.1312485744256406,0.23261397795137412,0.00044662346330364127,5.031145209510868e-05,0.0040056476128878015,4.622992483904742e-05,0.0,0.004821686850782923,0,s065
0,wfpt,0.011048905592698503,2.603796577171913e-05,2.2005780181411083e-05,0.0,1.2312226135250859,0.4630276983849002,0.6122645056163785,1.0367366500840802e-06,-0.0035802293543866757,-2.9989671097574444e-06,0.0,-0.0007452371303984358,0,s066
0,wfpt,0.0075950650776971645,2.8735972777194085e-05,2.4703798065961458e-05,0.0,1.2930506935442847,0.7017957582746265,0.9881355254079128,8.918378258115922e-10,0.005271153954968283,-4.032179342194908e-06,0.0,3.061634546702106e-05,0,s071
0,wfpt,1.2274456451267067e-234,0.004330483332398716,0.0043264440723777,0.0,1.2380259180759416,0.6265986801106932,1.2919399972139201e-72,0.001317147352060899,0.05395741084788285,0.001313095012592358,0.0,0.0380966989633531,0,s081
0,wfpt,2.402890656118786e-84,0.0015288956424091005,0.0015248613831247981,0.0,1.2609322651570325,0.6657787447454144,6.159184256524786e-38,0.000669637359445252,0.03948530169981979,0.0006655995631245082,0.0,0.030619035427592856,0,s082
0,wfpt,0.015228627466872072,2.3749245302240318e-05,1.9717050483092358e-05,0.0,1.269173492542205,0.6333605391223216,0.6761355297069414,7.05209122320305e-07,-0.003640756098651484,-3.3358941593508717e-06,0.0,-0.0006976271545365981,0,s083
0,wfpt,1.456100717911364e-14,0.00023707487444324382,0.00023306777649001464,0.0,1.1263677017419798,0.2387038026713345,2.7061234644695364e-31,0.0005426494802311943,0.014384252368183513,0.0005386426755867868,0.0,0.021252489159510224,0,s084
0,wfpt,0.019137905114339358,2.2728218426637525e-05,1.8587491498078812e-05,0.0,1.2555861019079357,0.538771058096424,0.7085226643440512,5.787338972496059e-07,0.004833284545938429,-3.562256219336035e-06,0.0,-0.0008253072734452287,0,s085
0,wfpt,0.846282730858663,1.5498333016950028e-07,-3.968761381312191e-06,0.0,1.2603668601253235,0.5789819554773149,0.18361932614871176,7.297829356600616e-06,0.00032410102563782284,3.1703184613096624e-06,0.0,-0.0024503298769845915,0,s086
0,wfpt,0.0012483968822588833,4.331472516394541e-05,3.915686653199746e-05,0.0,1.3286142417683027,0.8414717112683069,0.7217517512378004,5.276192968084459e-07,0.0054139039440666125,-3.632735300351797e-06,0.0,-0.0008177154456894782,0,s089
0,wfpt,2.2315886623278432e-20,0.0003422419793098763,0.0003382433162884002,0.0,1.2373112396797314,0.5026582378889467,1.8726699009666193e-06,9.088325583939127e-05,0.018282529986305723,8.688355537733727e-05,0.0,0.009835875461220746,0,s091
