,index,int_pval,log_slope_val,slope_pval,log_int_val,log_rsq,rsq_adj,slope_val,int_val,log_rsq_adj,log_int_pval,rsq,log_slope_pval,subj_id,sub_id
0,wfpt,0.0,0.21755103312567192,0.0,0.9790746952665701,0.018716303652865696,0.02355530635296932,0.2182763076541645,0.3881076303675147,0.018711528503246977,0.0,0.02356005793177829,0.0,0,s005
0,wfpt,0.0,0.010185142094027735,1.9585724794346238e-07,1.2304076995478126,0.0001031685478518618,0.00012718164564429202,0.01142018703662541,0.5181279270394583,9.829088336521519e-05,0.0,0.00013205909781899283,4.2468443260201185e-06,0,s007
0,wfpt,0.0,0.043064943995682274,7.408031634841216e-75,1.228473112994089,0.001404875604979039,0.0016011852099088175,0.041558731246494215,0.5888437554975214,0.0014000861339797943,0.0,0.001605973716399478,1.0398417895171878e-65,0,s009
0,wfpt,0.0,0.0012569484464181255,0.6939086773254248,1.227137021942828,8.368846131645569e-07,-4.024383177370083e-06,0.0011266721860661967,0.4223185799823629,-3.925061515364092e-06,0.0,7.375634242245965e-07,0.6750568020222765,0,s011
0,wfpt,0.0,0.004739137104980903,0.027139058434812815,1.2416132955465171,1.841370572785994e-05,1.866325912625033e-05,0.005181980036259683,0.501372630592535,1.3606055720205568e-05,0.0,2.3470884820353533e-05,0.05034173075371778,0,s012
0,wfpt,0.0,0.005619912982189175,0.04529374335989946,1.2193111050915513,2.9984510016567434e-05,1.4425360671199705e-05,0.00417540377378713,0.4344625153928915,2.5188421749033907e-05,0.0,1.9221477557285205e-05,0.012407003181312479,0,s014
0,wfpt,0.0,-0.0014960048132672266,0.4975400236036094,1.2462747204413247,1.2554066787240359e-06,-2.5828838061681125e-06,-0.00187749363861356,0.4832677937582555,-3.5293220965737504e-06,0.0,2.201840440752001e-06,0.6084917920209061,0,s015
0,wfpt,0.0,0.00320160217869531,0.21061170540856286,1.3022432231310548,4.9823663570425225e-06,2.7205147802300544e-06,0.00313978347630364,0.7025654037425402,1.8618117714197524e-07,0.0,7.516687804964839e-06,0.3080975769040281,0,s017
0,wfpt,0.0,0.0697518038315889,1.364162095081706e-173,1.1528118682455053,0.002802642269138289,0.003772042977987944,0.07681490827299073,0.42440028454365275,0.0027978595021201924,0.0,0.003776821072640768,2.8232561653810666e-129,0,s026
0,wfpt,0.0,0.13148626613965508,0.0,1.0887979275019712,0.011580356646517354,0.01456036819920814,0.1294506361681318,0.44229165584836794,0.011575649841484181,0.0,0.01456506079122899,0.0,0,s027
0,wfpt,0.0,0.0018528203777887654,0.5768000354190722,1.2535139709989958,1.5535944400957291e-06,-3.2867211934295426e-06,0.001614002317244418,0.5172145506682598,-3.219713402558e-06,0.0,1.4865869690794398e-06,0.5683361533309705,0,s028
0,wfpt,0.0,-0.002525605014842912,0.3429305795979338,1.2185492249107162,3.922821308011137e-06,-4.788166301228358e-07,-0.0025867286495217766,0.3806044689455358,-8.391101256055578e-07,0.0,4.283113087644175e-06,0.36407604852959985,0,s032
0,wfpt,0.0,0.003374980045308198,0.3471895219903044,1.260135583083073,5.90147914081296e-06,-5.537803982047507e-07,0.002478499945242158,0.5458120377449559,1.1395571295480522e-06,0.0,4.208149676609985e-06,0.2656060955815533,0,s034
0,wfpt,0.0,0.0047316805590075384,0.013708450055377294,1.2498005674704529,1.5381118123491966e-05,2.4225825859702788e-05,0.00605887002708057,0.5153209087879786,1.060787628404114e-05,0.0,2.8999002696705745e-05,0.07264013970850795,0,s042
