,index,rsq_adj,slope_val,int_pval,log_slope_pval,log_int_pval,int_val,log_slope_val,slope_pval,log_int_val,log_rsq_adj,log_rsq,rsq,subj_id,sub_id
0,wfpt,1.7385214006182537e-06,0.004458916529143212,0.0,0.3398296719109555,0.0,0.404742167130862,0.004228408915846638,0.28401890040307815,1.2201673614179394,-1.046083646594198e-06,1.0718772952555966e-05,1.350334523941843e-05,0,s396
0,wfpt,4.453176360086353e-05,-0.0075663584411553506,0.0,0.011756001175238066,0.0,0.4855280335459192,-0.008364772384904469,0.028705962499237014,1.2563593965297764,6.290943499731583e-05,7.467353916978947e-05,5.6296083983831124e-05,0,s397
0,wfpt,-1.1129271318299772e-05,0.0010337991553718748,0.0,0.7906493860433238,0.0,0.7353876654898371,0.001370736983823992,0.8161880874836774,1.3100255039216848,-1.0935855214722068e-05,8.291177360231217e-07,6.357039079585292e-07,0,s402
0,wfpt,7.50245419345319e-07,-0.003700035618236706,0.0,0.2213900426975065,0.0,0.5075329618449481,-0.004420985941264107,0.30235980637390025,1.2539359488738873,5.827801749402894e-06,1.7592577478464655e-05,1.2515080885067142e-05,0,s403
0,wfpt,8.734183584158117e-07,-0.0039852546780552,0.0,0.27813102135542883,0.0,0.5056205914820434,-0.004093184058789254,0.29999269476151863,1.257493039970483,2.07313487599059e-06,1.3837954778050943e-05,1.2638252374963521e-05,0,s408
0,wfpt,-5.995017911875067e-06,-0.0023781182586779716,0.0,0.5258004132132671,0.0,0.5053461674443709,-0.0020648026820833214,0.4824031635033619,1.2556086987822024,-7.071087275045684e-06,4.763455986656062e-06,5.839512615124498e-06,0,s409
0,wfpt,-1.1697907050578493e-05,0.0002894879007665106,0.0,0.8897517816972125,0.0,0.5590910240104023,0.00044900391118494684,0.9398119125675686,1.2673501335880832,-1.1538914209241469e-05,2.260658363839596e-07,6.707486577273158e-08,0,s420
0,wfpt,8.169279996028678e-05,0.012072874042013796,0.0,0.00220916011581849,0.0,0.4189229880252426,0.014622029387462064,0.004824825403144625,1.2108876378930824,9.843453656188661e-05,0.00011019822278712788,9.345668314941769e-05,0,s421
0,wfpt,8.172468839662272e-06,-0.004831523868666377,0.0,0.19861952410520603,0.0,0.4389268531614821,-0.0047056617934054246,0.192991691219354,1.240197290568062,7.676760706232244e-06,1.944151468258326e-05,1.993721698401174e-05,0,s425
0,wfpt,-9.163991615102063e-06,0.0019575109878660585,0.0,0.6133562789153835,0.0,0.4706195474644579,0.002212273320654365,0.6382217161180437,1.24118012928981,-8.761141392144012e-06,3.003805973511575e-06,2.600960489984594e-06,0,s427
0,wfpt,1.0424136858477873e-05,-0.004434920946901617,0.0,0.1368194236610372,0.0,0.48728958438023934,-0.004742897580418161,0.16965168809346304,1.2503793891813348,1.4275407907327065e-05,2.604008425155513e-05,2.2188858512350862e-05,0,s430
0,wfpt,4.22512054195634e-05,0.0080451232807023,0.0,0.023740148522809795,0.0,0.4437979248480154,0.008844310868457595,0.03213442719636258,1.2250196827580622,4.839470827733283e-05,6.0158983213320916e-05,5.4015552632957764e-05,0,s441
0,wfpt,1.4681781901337843e-07,0.004163305678666813,0.0,0.33630908665134385,0.0,0.4419712416463655,0.0042753888488502485,0.31431245509281963,1.2289642002198384,-8.887041198502033e-07,1.0876150627892045e-05,1.191166038394531e-05,0,s449
0,wfpt,-1.1074195216176363e-05,0.0008283755463580774,0.0,0.8223306946642216,0.0,0.5254277526095097,0.0007349802701908884,0.7998981890611324,1.2588491703966223,-1.1237865801927427e-05,5.967267713291591e-07,7.60395420296156e-07,0,s451
0,wfpt,6.31032910036744e-07,-0.004513516270865927,0.0,0.47137666824754065,0.0,0.5483163093847899,-0.0036011905731543753,0.3046738127344551,1.268937218357401,-5.661844202142774e-06,6.103066700791082e-06,1.2395869778192292e-05,0,s453
0,wfpt,1.7161729399028935e-05,-0.0051709242240216575,0.0,0.1559010525566144,0.0,0.28019050131057205,-0.0046855219102053605,0.12278151039950333,1.1690131147120781,1.2591978259868242e-05,2.5015262371863578e-05,2.9584030772689118e-05,0,s456
0,wfpt,2.9034966145147223e-05,0.008978439998074052,0.0,0.07963298909211186,0.0,0.46872039231501356,0.009954742485706968,0.06312157628915899,1.2298316949651922,2.4525728434809935e-05,3.635989776540338e-05,4.086908211131668e-05,0,s467
0,wfpt,-4.444520579127698e-06,0.0033088540826604566,0.0,0.4381731709762269,0.0,0.45165650346163705,0.00354283486639842,0.4302250201089298,1.2343841790606254,-4.693400713406959e-06,7.071498795863107e-06,7.320376002262208e-06,0,s469
0,wfpt,3.1447550807861546e-06,-0.004089596784661946,0.0,0.2002451762773063,0.0,0.5286728815107077,-0.0043367271374798524,0.26027663524425465,1.2648721259007212,7.536629776039305e-06,1.930138540096049e-05,1.4909562375375884e-05,0,s471
0,wfpt,1.8801486103559029e-06,0.00362825361422069,0.0,0.3164131761379833,0.0,0.5229354774376955,0.003483647741417961,0.28150778654083164,1.2532148966815946,4.384934471080015e-08,1.1808693121007074e-05,1.3644970782933363e-05,0,s473
0,wfpt,2.875914246280864e-05,0.006411237285083985,0.0,0.058307550898637206,0.0,0.43946639778703306,0.006878628309066825,0.06346344280994966,1.2271178182341593,3.0410949151016275e-05,4.217543566309434e-05,4.0523648408119506e-05,0,s477
0,wfpt,4.094728011549975e-06,-0.0043509083055108715,0.0,0.3913594479946444,0.0,0.5423878540320807,-0.003322208679287734,0.24562270665687247,1.2649720053317077,-3.1209698698742017e-06,8.64391113997165e-06,1.5859524129857583e-05,0,s481
0,wfpt,5.330661424496341e-06,0.003942839049275948,0.0,0.16041767117843253,0.0,0.5979131037721367,0.004631158467858207,0.22803400870786533,1.273522360944943,1.1415520321467199e-05,2.3180230311892203e-05,1.7095443002324018e-05,0,s484
0,wfpt,-7.579158909143402e-06,-0.002572150353006015,0.0,0.4957992032416597,0.0,0.5736877027416176,-0.0034125003046400725,0.5487448031185858,1.273862771353587,-6.344249821044201e-06,5.4902848389826175e-06,4.255390365304201e-06,0,s489
0,wfpt,-1.0149175074136707e-05,0.001446913812689244,0.0,0.7304758192893074,0.0,0.48135051187124883,0.0014222227933854761,0.7109417693051356,1.244807144387899,-1.036874749549277e-05,1.3962187833671535e-06,1.6157886214562822e-06,0,s492
0,wfpt,-3.6803865031131977e-06,-0.0028670414925245774,0.0,0.31573777711508766,0.0,0.5458657561572585,-0.003482123939383422,0.40713029219567876,1.268797364318344,7.685673186763609e-08,1.1841700119807896e-05,8.084501088356788e-06,0,s495
0,wfpt,-7.003345444900333e-06,-0.0025707030786381512,0.0,0.4763383846797412,0.0,0.4332706133318457,-0.0027810537007180967,0.5246598896118354,1.2352510578237328,-5.797287587094857e-06,5.967624909231084e-06,4.761581240519952e-06,0,s500
0,wfpt,-1.1021474548345012e-05,0.0010184775529795617,0.0,0.6441702535896334,0.0,0.5002027363569497,0.0019614383948252934,0.8015146241361721,1.2463596121961968,-9.255124516993618e-06,2.509828660346436e-06,7.434994098165504e-07,0,s501
0,wfpt,-1.1602702201685133e-05,-0.00040453616814531065,0.0,0.9204650868682063,0.0,0.4514942103679034,-0.0003410946202580395,0.9065076018068977,1.2387290549443675,-1.1647688455962424e-05,1.1729286952810725e-07,1.6227859445105963e-07,0,s502
0,wfpt,-4.411492518174853e-06,-0.003758548326394707,0.0,0.43884259506270906,0.0,0.3933803781596815,-0.003444007258820589,0.42918672534184155,1.2252857129137071,-4.714047747933492e-06,7.050852004364394e-06,7.3534036746369935e-06,0,s504
0,wfpt,-1.1556024654080232e-05,0.0005923362806275615,0.0,0.5452721386091584,0.0,0.49792057323930167,0.002459717470123116,0.8780647152545633,1.2442933482725889,-7.504779858891197e-06,4.329768535482614e-06,2.785716846087638e-07,0,s505
0,wfpt,4.908722021157441e-05,-0.00749192352391147,0.0,0.02556556381982333,0.0,0.4484975264097413,-0.007267370298211548,0.02294873253173342,1.245778527275889,4.688469895552938e-05,5.864899165652915e-05,6.085148700030185e-05,0,s507
0,wfpt,7.911994194254035e-06,-0.004847643361694683,0.0,0.2749286954074875,0.0,0.4602635070821594,-0.0043724292764261985,0.1959252680197984,1.2448833893137226,2.258897751850064e-06,1.4023715468436393e-05,1.9676745403041096e-05,0,s508
0,wfpt,1.3405406303013123e-05,0.006261234409280328,0.0,0.14314421279650336,0.0,0.4018204906874635,0.006801218606754061,0.14355598016276525,1.2161895861678538,1.3457256387572336e-05,2.522194235721198e-05,2.517009288272032e-05,0,s509
0,wfpt,-1.0839016178598726e-05,0.0011755539254660477,0.0,0.888380484666577,0.0,0.43829721293493357,0.0005594181259022876,0.7790615205290831,1.2335461488345891,-1.153321813140984e-05,2.3176184738016303e-07,9.259556329466179e-07,0,s510
0,wfpt,3.7492031460861774e-05,0.009443014885194438,0.0,0.03388635594241831,0.0,0.4624859925901896,0.009722187725604375,0.04074048299339592,1.2299783998645384,4.1182016452867565e-05,5.29463762450888e-05,4.925643466513474e-05,0,s551
0,wfpt,-7.087592477583726e-06,0.0023297070451382073,0.0,0.4641231837733485,0.0,0.6460199877329729,0.0028341738191133836,0.5283506572814427,1.287725771743927,-5.459650417760642e-06,6.3052581064093616e-06,4.677335198932653e-06,0,s556
